F_app,F_net
6.921384276855371276e-01,0.000000000000000000e+00
6.961392278455691418e-01,0.000000000000000000e+00
7.001400280056011560e-01,0.000000000000000000e+00
7.041408281656331702e-01,0.000000000000000000e+00
7.081416283256651845e-01,0.000000000000000000e+00
7.121424284856970877e-01,0.000000000000000000e+00
7.161432286457291019e-01,0.000000000000000000e+00
7.201440288057611161e-01,0.000000000000000000e+00
7.241448289657931303e-01,0.000000000000000000e+00
7.281456291258251445e-01,0.000000000000000000e+00
7.321464292858571588e-01,0.000000000000000000e+00
7.361472294458891730e-01,0.000000000000000000e+00
7.401480296059211872e-01,0.000000000000000000e+00
7.441488297659532014e-01,0.000000000000000000e+00
7.481496299259852156e-01,0.000000000000000000e+00
7.521504300860172298e-01,0.000000000000000000e+00
7.561512302460492441e-01,0.000000000000000000e+00
7.601520304060812583e-01,0.000000000000000000e+00
7.641528305661132725e-01,0.000000000000000000e+00
7.681536307261451757e-01,0.000000000000000000e+00
7.721544308861771899e-01,0.000000000000000000e+00
7.761552310462092041e-01,0.000000000000000000e+00
7.801560312062412184e-01,0.000000000000000000e+00
7.841568313662732326e-01,0.000000000000000000e+00
7.881576315263052468e-01,0.000000000000000000e+00
7.921584316863372610e-01,0.000000000000000000e+00
7.961592318463692752e-01,0.000000000000000000e+00
8.001600320064012895e-01,0.000000000000000000e+00
8.041608321664333037e-01,0.000000000000000000e+00
8.081616323264653179e-01,0.000000000000000000e+00
8.121624324864973321e-01,0.000000000000000000e+00
8.161632326465293463e-01,0.000000000000000000e+00
8.201640328065613605e-01,0.000000000000000000e+00
8.241648329665933748e-01,0.000000000000000000e+00
8.281656331266252780e-01,0.000000000000000000e+00
8.321664332866572922e-01,0.000000000000000000e+00
8.361672334466893064e-01,0.000000000000000000e+00
8.401680336067213206e-01,0.000000000000000000e+00
8.441688337667533348e-01,0.000000000000000000e+00
8.481696339267853491e-01,0.000000000000000000e+00
8.521704340868173633e-01,0.000000000000000000e+00
8.561712342468493775e-01,0.000000000000000000e+00
8.601720344068813917e-01,0.000000000000000000e+00
8.641728345669134059e-01,0.000000000000000000e+00
8.681736347269454201e-01,0.000000000000000000e+00
8.721744348869774344e-01,0.000000000000000000e+00
8.761752350470094486e-01,0.000000000000000000e+00
8.801760352070414628e-01,0.000000000000000000e+00
8.841768353670733660e-01,0.000000000000000000e+00
8.881776355271053802e-01,0.000000000000000000e+00
8.921784356871373944e-01,0.000000000000000000e+00
8.961792358471694087e-01,0.000000000000000000e+00
9.001800360072014229e-01,0.000000000000000000e+00
9.041808361672334371e-01,0.000000000000000000e+00
9.081816363272654513e-01,0.000000000000000000e+00
9.121824364872974655e-01,0.000000000000000000e+00
9.161832366473294798e-01,0.000000000000000000e+00
9.201840368073614940e-01,0.000000000000000000e+00
9.241848369673935082e-01,0.000000000000000000e+00
9.281856371274255224e-01,0.000000000000000000e+00
9.321864372874575366e-01,0.000000000000000000e+00
9.361872374474895508e-01,0.000000000000000000e+00
9.401880376075214540e-01,0.000000000000000000e+00
9.441888377675534683e-01,0.000000000000000000e+00
9.481896379275854825e-01,0.000000000000000000e+00
9.521904380876174967e-01,0.000000000000000000e+00
9.561912382476495109e-01,0.000000000000000000e+00
9.601920384076815251e-01,0.000000000000000000e+00
9.641928385677135394e-01,0.000000000000000000e+00
9.681936387277455536e-01,0.000000000000000000e+00
9.721944388877775678e-01,0.000000000000000000e+00
9.761952390478095820e-01,0.000000000000000000e+00
9.801960392078415962e-01,0.000000000000000000e+00
9.841968393678736104e-01,0.000000000000000000e+00
9.881976395279056247e-01,0.000000000000000000e+00
9.921984396879376389e-01,0.000000000000000000e+00
9.961992398479695421e-01,0.000000000000000000e+00
1.000200040008001556e+00,0.000000000000000000e+00
1.004200840168033571e+00,0.000000000000000000e+00
1.008201640328065585e+00,0.000000000000000000e+00
1.012202440488097599e+00,0.000000000000000000e+00
1.016203240648129613e+00,0.000000000000000000e+00
1.020204040808161627e+00,0.000000000000000000e+00
1.024204840968193642e+00,0.000000000000000000e+00
1.028205641128225656e+00,0.000000000000000000e+00
1.032206441288257670e+00,0.000000000000000000e+00
1.036207241448289684e+00,0.000000000000000000e+00
1.040208041608321698e+00,0.000000000000000000e+00
1.044208841768353713e+00,0.000000000000000000e+00
1.048209641928385727e+00,0.000000000000000000e+00
1.052210442088417741e+00,0.000000000000000000e+00
1.056211242248449755e+00,0.000000000000000000e+00
1.060212042408481770e+00,0.000000000000000000e+00
1.064212842568513784e+00,0.000000000000000000e+00
1.068213642728545798e+00,0.000000000000000000e+00
1.072214442888577812e+00,0.000000000000000000e+00
1.076215243048609826e+00,0.000000000000000000e+00
1.080216043208641841e+00,0.000000000000000000e+00
1.084216843368673633e+00,0.000000000000000000e+00
1.088217643528705647e+00,0.000000000000000000e+00
1.092218443688737661e+00,0.000000000000000000e+00
1.096219243848769676e+00,0.000000000000000000e+00
1.100220044008801690e+00,0.000000000000000000e+00
1.104220844168833704e+00,0.000000000000000000e+00
1.108221644328865718e+00,0.000000000000000000e+00
1.112222444488897732e+00,0.000000000000000000e+00
1.116223244648929747e+00,0.000000000000000000e+00
1.120224044808961761e+00,0.000000000000000000e+00
1.124224844968993775e+00,0.000000000000000000e+00
1.128225645129025789e+00,0.000000000000000000e+00
1.132226445289057803e+00,0.000000000000000000e+00
1.136227245449089818e+00,0.000000000000000000e+00
1.140228045609121832e+00,0.000000000000000000e+00
1.144228845769153846e+00,0.000000000000000000e+00
1.148229645929185860e+00,0.000000000000000000e+00
1.152230446089217875e+00,0.000000000000000000e+00
1.156231246249249889e+00,0.000000000000000000e+00
1.160232046409281903e+00,0.000000000000000000e+00
1.164232846569313917e+00,0.000000000000000000e+00
1.168233646729345931e+00,0.000000000000000000e+00
1.172234446889377946e+00,0.000000000000000000e+00
1.176235247049409960e+00,0.000000000000000000e+00
1.180236047209441974e+00,0.000000000000000000e+00
1.184236847369473988e+00,0.000000000000000000e+00
1.188237647529506003e+00,0.000000000000000000e+00
1.192238447689538017e+00,0.000000000000000000e+00
1.196239247849569809e+00,0.000000000000000000e+00
1.200240048009601823e+00,0.000000000000000000e+00
1.204240848169633837e+00,0.000000000000000000e+00
1.208241648329665852e+00,0.000000000000000000e+00
1.212242448489697866e+00,0.000000000000000000e+00
1.216243248649729880e+00,0.000000000000000000e+00
1.220244048809761894e+00,0.000000000000000000e+00
1.224244848969793908e+00,0.000000000000000000e+00
1.228245649129825923e+00,0.000000000000000000e+00
1.232246449289857937e+00,0.000000000000000000e+00
1.236247249449889951e+00,0.000000000000000000e+00
1.240248049609921965e+00,0.000000000000000000e+00
1.244248849769953980e+00,0.000000000000000000e+00
1.248249649929985994e+00,0.000000000000000000e+00
1.252250450090018008e+00,0.000000000000000000e+00
1.256251250250050022e+00,0.000000000000000000e+00
1.260252050410082036e+00,0.000000000000000000e+00
1.264252850570114051e+00,0.000000000000000000e+00
1.268253650730146065e+00,0.000000000000000000e+00
1.272254450890178079e+00,0.000000000000000000e+00
1.276255251050210093e+00,0.000000000000000000e+00
1.280256051210242108e+00,0.000000000000000000e+00
1.284256851370274122e+00,0.000000000000000000e+00
1.288257651530306136e+00,0.000000000000000000e+00
1.292258451690338150e+00,0.000000000000000000e+00
1.296259251850370164e+00,0.000000000000000000e+00
1.300260052010402179e+00,0.000000000000000000e+00
1.304260852170434193e+00,0.000000000000000000e+00
1.308261652330466207e+00,0.000000000000000000e+00
1.312262452490497999e+00,0.000000000000000000e+00
1.316263252650530013e+00,0.000000000000000000e+00
1.320264052810562028e+00,0.000000000000000000e+00
1.324264852970594042e+00,0.000000000000000000e+00
1.328265653130626056e+00,0.000000000000000000e+00
1.332266453290658070e+00,0.000000000000000000e+00
1.336267253450690085e+00,0.000000000000000000e+00
1.340268053610722099e+00,0.000000000000000000e+00
1.344268853770754113e+00,0.000000000000000000e+00
1.348269653930786127e+00,0.000000000000000000e+00
1.352270454090818141e+00,0.000000000000000000e+00
1.356271254250850156e+00,0.000000000000000000e+00
1.360272054410882170e+00,0.000000000000000000e+00
1.364272854570914184e+00,0.000000000000000000e+00
1.368273654730946198e+00,0.000000000000000000e+00
1.372274454890978213e+00,0.000000000000000000e+00
1.376275255051010227e+00,0.000000000000000000e+00
1.380276055211042241e+00,0.000000000000000000e+00
1.384276855371074255e+00,0.000000000000000000e+00
1.388277655531106269e+00,0.000000000000000000e+00
1.392278455691138284e+00,0.000000000000000000e+00
1.396279255851170298e+00,0.000000000000000000e+00
1.400280056011202312e+00,0.000000000000000000e+00
1.404280856171234326e+00,0.000000000000000000e+00
1.408281656331266340e+00,0.000000000000000000e+00
1.412282456491298355e+00,0.000000000000000000e+00
1.416283256651330369e+00,0.000000000000000000e+00
1.420284056811362383e+00,0.000000000000000000e+00
1.424284856971394175e+00,0.000000000000000000e+00
1.428285657131426190e+00,0.000000000000000000e+00
1.432286457291458204e+00,0.000000000000000000e+00
1.436287257451490218e+00,0.000000000000000000e+00
1.440288057611522232e+00,0.000000000000000000e+00
1.444288857771554246e+00,0.000000000000000000e+00
1.448289657931586261e+00,0.000000000000000000e+00
1.452290458091618275e+00,0.000000000000000000e+00
1.456291258251650289e+00,0.000000000000000000e+00
1.460292058411682303e+00,0.000000000000000000e+00
1.464292858571714318e+00,0.000000000000000000e+00
1.468293658731746332e+00,0.000000000000000000e+00
1.472294458891778346e+00,0.000000000000000000e+00
1.476295259051810360e+00,0.000000000000000000e+00
1.480296059211842374e+00,0.000000000000000000e+00
1.484296859371874389e+00,0.000000000000000000e+00
1.488297659531906403e+00,0.000000000000000000e+00
1.492298459691938417e+00,0.000000000000000000e+00
1.496299259851970431e+00,0.000000000000000000e+00
1.500300060012002445e+00,0.000000000000000000e+00
1.504300860172034460e+00,0.000000000000000000e+00
1.508301660332066474e+00,0.000000000000000000e+00
1.512302460492098488e+00,0.000000000000000000e+00
1.516303260652130502e+00,0.000000000000000000e+00
1.520304060812162517e+00,0.000000000000000000e+00
1.524304860972194531e+00,0.000000000000000000e+00
1.528305661132226545e+00,0.000000000000000000e+00
1.532306461292258559e+00,0.000000000000000000e+00
1.536307261452290351e+00,0.000000000000000000e+00
1.540308061612322366e+00,0.000000000000000000e+00
1.544308861772354380e+00,0.000000000000000000e+00
1.548309661932386394e+00,0.000000000000000000e+00
1.552310462092418408e+00,0.000000000000000000e+00
1.556311262252450422e+00,0.000000000000000000e+00
1.560312062412482437e+00,0.000000000000000000e+00
1.564312862572514451e+00,0.000000000000000000e+00
1.568313662732546465e+00,0.000000000000000000e+00
1.572314462892578479e+00,0.000000000000000000e+00
1.576315263052610494e+00,0.000000000000000000e+00
1.580316063212642508e+00,0.000000000000000000e+00
1.584316863372674522e+00,0.000000000000000000e+00
1.588317663532706536e+00,0.000000000000000000e+00
1.592318463692738550e+00,0.000000000000000000e+00
1.596319263852770565e+00,0.000000000000000000e+00
1.600320064012802579e+00,0.000000000000000000e+00
1.604320864172834593e+00,0.000000000000000000e+00
1.608321664332866607e+00,0.000000000000000000e+00
1.612322464492898622e+00,0.000000000000000000e+00
1.616323264652930636e+00,0.000000000000000000e+00
1.620324064812962650e+00,0.000000000000000000e+00
1.624324864972994664e+00,0.000000000000000000e+00
1.628325665133026678e+00,0.000000000000000000e+00
1.632326465293058693e+00,0.000000000000000000e+00
1.636327265453090707e+00,0.000000000000000000e+00
1.640328065613122721e+00,0.000000000000000000e+00
1.644328865773154735e+00,0.000000000000000000e+00
1.648329665933186750e+00,0.000000000000000000e+00
1.652330466093218542e+00,0.000000000000000000e+00
1.656331266253250556e+00,0.000000000000000000e+00
1.660332066413282570e+00,0.000000000000000000e+00
1.664332866573314584e+00,0.000000000000000000e+00
1.668333666733346599e+00,0.000000000000000000e+00
1.672334466893378613e+00,0.000000000000000000e+00
1.676335267053410627e+00,0.000000000000000000e+00
1.680336067213442641e+00,0.000000000000000000e+00
1.684336867373474655e+00,0.000000000000000000e+00
1.688337667533506670e+00,0.000000000000000000e+00
1.692338467693538684e+00,0.000000000000000000e+00
1.696339267853570698e+00,0.000000000000000000e+00
1.700340068013602712e+00,0.000000000000000000e+00
1.704340868173634727e+00,0.000000000000000000e+00
1.708341668333666741e+00,0.000000000000000000e+00
1.712342468493698755e+00,0.000000000000000000e+00
1.716343268653730769e+00,0.000000000000000000e+00
1.720344068813762783e+00,0.000000000000000000e+00
1.724344868973794798e+00,0.000000000000000000e+00
1.728345669133826812e+00,0.000000000000000000e+00
1.732346469293858826e+00,0.000000000000000000e+00
1.736347269453890840e+00,0.000000000000000000e+00
1.740348069613922855e+00,0.000000000000000000e+00
1.744348869773954869e+00,0.000000000000000000e+00
1.748349669933986883e+00,0.000000000000000000e+00
1.752350470094018897e+00,0.000000000000000000e+00
1.756351270254050911e+00,0.000000000000000000e+00
1.760352070414082926e+00,0.000000000000000000e+00
1.764352870574114718e+00,0.000000000000000000e+00
1.768353670734146732e+00,0.000000000000000000e+00
1.772354470894178746e+00,0.000000000000000000e+00
1.776355271054210760e+00,0.000000000000000000e+00
1.780356071214242775e+00,0.000000000000000000e+00
1.784356871374274789e+00,0.000000000000000000e+00
1.788357671534306803e+00,0.000000000000000000e+00
1.792358471694338817e+00,0.000000000000000000e+00
1.796359271854370832e+00,0.000000000000000000e+00
1.800360072014402846e+00,0.000000000000000000e+00
1.804360872174434860e+00,0.000000000000000000e+00
1.808361672334466874e+00,0.000000000000000000e+00
1.812362472494498888e+00,0.000000000000000000e+00
1.816363272654530903e+00,0.000000000000000000e+00
1.820364072814562917e+00,0.000000000000000000e+00
1.824364872974594931e+00,0.000000000000000000e+00
1.828365673134626945e+00,0.000000000000000000e+00
1.832366473294658960e+00,0.000000000000000000e+00
1.836367273454690974e+00,0.000000000000000000e+00
1.840368073614722988e+00,0.000000000000000000e+00
1.844368873774755002e+00,0.000000000000000000e+00
1.848369673934787016e+00,0.000000000000000000e+00
1.852370474094819031e+00,0.000000000000000000e+00
1.856371274254851045e+00,0.000000000000000000e+00
1.860372074414883059e+00,0.000000000000000000e+00
1.864372874574915073e+00,0.000000000000000000e+00
1.868373674734947087e+00,0.000000000000000000e+00
1.872374474894979102e+00,0.000000000000000000e+00
1.876375275055011116e+00,0.000000000000000000e+00
1.880376075215042908e+00,0.000000000000000000e+00
1.884376875375074922e+00,0.000000000000000000e+00
1.888377675535106937e+00,0.000000000000000000e+00
1.892378475695138951e+00,0.000000000000000000e+00
1.896379275855170965e+00,0.000000000000000000e+00
1.900380076015202979e+00,0.000000000000000000e+00
1.904380876175234993e+00,0.000000000000000000e+00
1.908381676335267008e+00,0.000000000000000000e+00
1.912382476495299022e+00,0.000000000000000000e+00
1.916383276655331036e+00,0.000000000000000000e+00
1.920384076815363050e+00,0.000000000000000000e+00
1.924384876975395064e+00,0.000000000000000000e+00
1.928385677135427079e+00,0.000000000000000000e+00
1.932386477295459093e+00,0.000000000000000000e+00
1.936387277455491107e+00,0.000000000000000000e+00
1.940388077615523121e+00,0.000000000000000000e+00
1.944388877775555136e+00,0.000000000000000000e+00
1.948389677935587150e+00,0.000000000000000000e+00
1.952390478095619164e+00,0.000000000000000000e+00
1.956391278255651178e+00,0.000000000000000000e+00
1.960392078415683192e+00,0.000000000000000000e+00
1.964392878575715207e+00,0.000000000000000000e+00
1.968393678735747221e+00,0.000000000000000000e+00
1.972394478895779235e+00,0.000000000000000000e+00
1.976395279055811249e+00,0.000000000000000000e+00
1.980396079215843264e+00,0.000000000000000000e+00
1.984396879375875278e+00,0.000000000000000000e+00
1.988397679535907292e+00,0.000000000000000000e+00
1.992398479695939084e+00,0.000000000000000000e+00
1.996399279855971098e+00,0.000000000000000000e+00
2.000400080016003113e+00,0.000000000000000000e+00
2.004400880176035127e+00,0.000000000000000000e+00
2.008401680336067141e+00,0.000000000000000000e+00
2.012402480496099155e+00,0.000000000000000000e+00
2.016403280656131169e+00,0.000000000000000000e+00
2.020404080816163184e+00,0.000000000000000000e+00
2.024404880976195198e+00,0.000000000000000000e+00
2.028405681136227212e+00,0.000000000000000000e+00
2.032406481296259226e+00,0.000000000000000000e+00
2.036407281456291241e+00,0.000000000000000000e+00
2.040408081616323255e+00,0.000000000000000000e+00
2.044408881776355269e+00,0.000000000000000000e+00
2.048409681936387283e+00,0.000000000000000000e+00
2.052410482096419297e+00,0.000000000000000000e+00
2.056411282256451312e+00,0.000000000000000000e+00
2.060412082416483326e+00,0.000000000000000000e+00
2.064412882576515340e+00,0.000000000000000000e+00
2.068413682736547354e+00,0.000000000000000000e+00
2.072414482896579369e+00,0.000000000000000000e+00
2.076415283056611383e+00,0.000000000000000000e+00
2.080416083216643397e+00,0.000000000000000000e+00
2.084416883376675411e+00,0.000000000000000000e+00
2.088417683536707425e+00,0.000000000000000000e+00
2.092418483696739440e+00,0.000000000000000000e+00
2.096419283856771454e+00,0.000000000000000000e+00
2.100420084016803468e+00,0.000000000000000000e+00
2.104420884176835482e+00,0.000000000000000000e+00
2.108421684336867497e+00,0.000000000000000000e+00
2.112422484496899511e+00,0.000000000000000000e+00
2.116423284656931525e+00,0.000000000000000000e+00
2.120424084816963539e+00,0.000000000000000000e+00
2.124424884976995553e+00,0.000000000000000000e+00
2.128425685137027568e+00,0.000000000000000000e+00
2.132426485297059582e+00,0.000000000000000000e+00
2.136427285457091596e+00,0.000000000000000000e+00
2.140428085617123610e+00,0.000000000000000000e+00
2.144428885777155624e+00,0.000000000000000000e+00
2.148429685937187639e+00,0.000000000000000000e+00
2.152430486097219653e+00,0.000000000000000000e+00
2.156431286257251667e+00,0.000000000000000000e+00
2.160432086417283681e+00,0.000000000000000000e+00
2.164432886577315251e+00,0.000000000000000000e+00
2.168433686737347266e+00,0.000000000000000000e+00
2.172434486897379280e+00,0.000000000000000000e+00
2.176435287057411294e+00,0.000000000000000000e+00
2.180436087217443308e+00,0.000000000000000000e+00
2.184436887377475323e+00,0.000000000000000000e+00
2.188437687537507337e+00,0.000000000000000000e+00
2.192438487697539351e+00,0.000000000000000000e+00
2.196439287857571365e+00,0.000000000000000000e+00
2.200440088017603379e+00,0.000000000000000000e+00
2.204440888177635394e+00,0.000000000000000000e+00
2.208441688337667408e+00,0.000000000000000000e+00
2.212442488497699422e+00,0.000000000000000000e+00
2.216443288657731436e+00,0.000000000000000000e+00
2.220444088817763451e+00,0.000000000000000000e+00
2.224444888977795465e+00,0.000000000000000000e+00
2.228445689137827479e+00,0.000000000000000000e+00
2.232446489297859493e+00,0.000000000000000000e+00
2.236447289457891507e+00,0.000000000000000000e+00
2.240448089617923522e+00,0.000000000000000000e+00
2.244448889777955536e+00,0.000000000000000000e+00
2.248449689937987550e+00,0.000000000000000000e+00
2.252450490098019564e+00,0.000000000000000000e+00
2.256451290258051579e+00,0.000000000000000000e+00
2.260452090418083593e+00,0.000000000000000000e+00
2.264452890578115607e+00,0.000000000000000000e+00
2.268453690738147621e+00,0.000000000000000000e+00
2.272454490898179635e+00,0.000000000000000000e+00
2.276455291058211650e+00,0.000000000000000000e+00
2.280456091218243664e+00,0.000000000000000000e+00
2.284456891378275678e+00,0.000000000000000000e+00
2.288457691538307692e+00,0.000000000000000000e+00
2.292458491698339706e+00,0.000000000000000000e+00
2.296459291858371721e+00,0.000000000000000000e+00
2.300460092018403735e+00,0.000000000000000000e+00
2.304460892178435749e+00,0.000000000000000000e+00
2.308461692338467763e+00,0.000000000000000000e+00
2.312462492498499778e+00,0.000000000000000000e+00
2.316463292658531792e+00,0.000000000000000000e+00
2.320464092818563806e+00,0.000000000000000000e+00
2.324464892978595820e+00,0.000000000000000000e+00
