S,v
1.596763689338395742e-02,1.571667867512949873e-02
1.599708336970284348e-02,1.574520599670048079e-02
1.602658414929612057e-02,1.577378426836630390e-02
1.605613933230634963e-02,1.580241357810949210e-02
1.608574901906077367e-02,1.583109401405355388e-02
1.611541331007164055e-02,1.585982566446313483e-02
1.614513230603657756e-02,1.588860861774426397e-02
1.617490610783889338e-02,1.591744296244447174e-02
1.620473481654794573e-02,1.594632878725302585e-02
1.623461853341947106e-02,1.597526618100108056e-02
1.626455735989594878e-02,1.600425523266190558e-02
1.629455139760692742e-02,1.603329603135103185e-02
1.632460074836936115e-02,1.606238866632644924e-02
1.635470551418798449e-02,1.609153322698881131e-02
1.638486579725562456e-02,1.612072980288159138e-02
1.641508169995359312e-02,1.614997848369130809e-02
1.644535332485198495e-02,1.617927935924767108e-02
1.647568077471005601e-02,1.620863251952379958e-02
1.650606415247655653e-02,1.623803805463637159e-02
1.653650356129008833e-02,1.626749605484585637e-02
1.656699910447947954e-02,1.629700661055669131e-02
1.659755088556407951e-02,1.632656981231742771e-02
1.662815900825415430e-02,1.635618575082096321e-02
1.665882357645122325e-02,1.638585451690470832e-02
1.668954469424840936e-02,1.641557620155078764e-02
1.672032246593081750e-02,1.644535089588621338e-02
1.675115699597584662e-02,1.647517869118307957e-02
1.678204838905357141e-02,1.650505967885874947e-02
1.681299675002709965e-02,1.653499395047602905e-02
1.684400218395290180e-02,1.656498159774337162e-02
1.687506479608122043e-02,1.659502271251508954e-02
1.690618469185636505e-02,1.662511738679147560e-02
1.693736197691710771e-02,1.665526571271904940e-02
1.696859675709703336e-02,1.668546778259072036e-02
1.699988913842488333e-02,1.671572368884596121e-02
1.703123922712496477e-02,1.674603352407105436e-02
1.706264712961745242e-02,1.677639738099922714e-02
1.709411295251877030e-02,1.680681535251082187e-02
1.712563680264196642e-02,1.683728753163355601e-02
1.715721878699706313e-02,1.686781401154265059e-02
1.718885901279143535e-02,1.689839488556104871e-02
1.722055758743015058e-02,1.692903024715958910e-02
1.725231461851634701e-02,1.695972018995720032e-02
1.728413021385159440e-02,1.699046480772108125e-02
1.731600448143626528e-02,1.702126419436689880e-02
1.734793752946991660e-02,1.705211844395899609e-02
1.737992946635161587e-02,1.708302765071053123e-02
1.741198040068034358e-02,1.711399190898372016e-02
1.744409044125535060e-02,1.714501131328997202e-02
1.747625969707651897e-02,1.717608595829013193e-02
1.750848827734476434e-02,1.720721593879463718e-02
1.754077629146236564e-02,1.723840134976371841e-02
1.757312384903335703e-02,1.726964228630756965e-02
1.760553105986389921e-02,1.730093884368656687e-02
1.763799803396263674e-02,1.733229111731142760e-02
1.767052488154111436e-02,1.736369920274343989e-02
1.770311171301410316e-02,1.739516319569460803e-02
1.773575863899999258e-02,1.742668319202787114e-02
1.776846577032116167e-02,1.745825928775725580e-02
1.780123321800438502e-02,1.748989157904813629e-02
1.783406109328116579e-02,1.752158016221735601e-02
1.786694950758813474e-02,1.755332513373344255e-02
1.789989857256742145e-02,1.758512659021678470e-02
1.793290840006706716e-02,1.761698462843986485e-02
1.796597910214134397e-02,1.764889934532739429e-02
1.799911079105117814e-02,1.768087083795653533e-02
1.803230357926452129e-02,1.771289920355706773e-02
1.806555757945672511e-02,1.774498453951160737e-02
1.809887290451095074e-02,1.777712694335580046e-02
1.813224966751850881e-02,1.780932651277845544e-02
1.816568798177926880e-02,1.784158334562179274e-02
1.819918796080204765e-02,1.787389753988162522e-02
1.823274971830497748e-02,1.790626919370751427e-02
1.826637336821592197e-02,1.793869840540300922e-02
1.830005902467282328e-02,1.797118527342579999e-02
1.833380680202411836e-02,1.800372989638791832e-02
1.836761681482911371e-02,1.803633237305592510e-02
1.840148917785837043e-02,1.806899280235110816e-02
1.843542400609413448e-02,1.810171128334968349e-02
1.846942141473066276e-02,1.813448791528295828e-02
1.850348151917465336e-02,1.816732279753753565e-02
1.853760443504563413e-02,1.820021602965550545e-02
1.857179027817633735e-02,1.823316771133461425e-02
1.860603916461314386e-02,1.826617794242852560e-02
1.864035121061639530e-02,1.829924682294691018e-02
1.867472653266085900e-02,1.833237445305570604e-02
1.870916524743608533e-02,1.836556093307728510e-02
1.874366747184681714e-02,1.839880636349064749e-02
1.877823332301340256e-02,1.843211084493163315e-02
1.881286291827215587e-02,1.846547447819305715e-02
1.884755637517578075e-02,1.849889736422495948e-02
1.888231381149376234e-02,1.853237960413476465e-02
1.891713534521276621e-02,1.856592129918746906e-02
1.895202109453706166e-02,1.859952255080586994e-02
1.898697117788887903e-02,1.863318346057070765e-02
1.902198571390883997e-02,1.866690413022087033e-02
1.905706482145635983e-02,1.870068466165361251e-02
1.909220861961003976e-02,1.873452515692469733e-02
1.912741722766810037e-02,1.876842571824866371e-02
1.916269076514873562e-02,1.880238644799890960e-02
1.919802935179056383e-02,1.883640744870797995e-02
1.923343310755300586e-02,1.887048882306770550e-02
1.926890215261670841e-02,1.890463067392940746e-02
1.930443660738396724e-02,1.893883310430410222e-02
1.934003659247908805e-02,1.897309621736266438e-02
1.937570222874883397e-02,1.900742011643603846e-02
1.941143363726282808e-02,1.904180490501541576e-02
1.944723093931394892e-02,1.907625068675242869e-02
1.948309425641879186e-02,1.911075756545937629e-02
1.951902371031800920e-02,1.914532564510935952e-02
1.955501942297676460e-02,1.917995502983648945e-02
1.959108151658515984e-02,1.921464582393611620e-02
1.962721011355859912e-02,1.924939813186494347e-02
1.966340533653828521e-02,1.928421205824132692e-02
1.969966730839154898e-02,1.931908770784535739e-02
1.973599615221230744e-02,1.935402518561910729e-02
1.977239199132151820e-02,1.938902459666684563e-02
1.980885494926748827e-02,1.942408604625513180e-02
1.984538514982643956e-02,1.945920963981313465e-02
1.988198271700281072e-02,1.949439548293272623e-02
1.991864777502972209e-02,1.952964368136870382e-02
1.995538044836942318e-02,1.956495434103901199e-02
1.999218086171366399e-02,1.960032756802487786e-02
2.002904913998414596e-02,1.963576346857102972e-02
2.006598540833295224e-02,1.967126214908590173e-02
2.010298979214294665e-02,1.970682371614178655e-02
2.014006241702824898e-02,1.974244827647508860e-02
2.017720340883459584e-02,1.977813593698643860e-02
2.021441289363981250e-02,1.981388680474093639e-02
2.025169099775422921e-02,1.984970098696833135e-02
2.028903784772109406e-02,1.988557859106317854e-02
2.032645357031705527e-02,1.992151972458511971e-02
2.036393829255251850e-02,1.995752449525895963e-02
2.040149214167213260e-02,1.999359301097493671e-02
2.043911524515518857e-02,2.002972537978887219e-02
2.047680773071607063e-02,2.006592170992238869e-02
2.051456972630470721e-02,2.010218210976309761e-02
2.055240136010695259e-02,2.013850668786475520e-02
2.059030276054507266e-02,2.017489555294751241e-02
2.062827405627814734e-02,2.021134881389802587e-02
2.066631537620252507e-02,2.024786657976973200e-02
2.070442684945227735e-02,2.028444895978300314e-02
2.074260860539959075e-02,2.032109606332530710e-02
2.078086077365523879e-02,2.035780799995144316e-02
2.081918348406901556e-02,2.039458487938370854e-02
2.085757686673016600e-02,2.043142681151208229e-02
2.089604105196786812e-02,2.046833390639446471e-02
2.093457617035161464e-02,2.050530627425679528e-02
2.097318235269169523e-02,2.054234402549329555e-02
2.101185973003962676e-02,2.057944727066663218e-02
2.105060843368860429e-02,2.061661612050811818e-02
2.108942859517396254e-02,2.065385068591791412e-02
2.112832034627358524e-02,2.069115107796519470e-02
2.116728381900837355e-02,2.072851740788834302e-02
2.120631914564269707e-02,2.076594978709516565e-02
2.124542645868483445e-02,2.080344832716304188e-02
2.128460589088744873e-02,2.084101313983916307e-02
2.132385757524798628e-02,2.087864433704067491e-02
2.136318164500917993e-02,2.091634203085488558e-02
2.140257823365946874e-02,2.095410633353947047e-02
2.144204747493345595e-02,2.099193735752262480e-02
2.148158950281239821e-02,2.102983521540331691e-02
2.152120445152460801e-02,2.106780001995140275e-02
2.156089245554593595e-02,2.110583188410785488e-02
2.160065364960022521e-02,2.114393092098495672e-02
2.164048816865975916e-02,2.118209724386646564e-02
2.168039614794575742e-02,2.122033096620785236e-02
2.172037772292878186e-02,2.125863220163642237e-02
2.176043302932922224e-02,2.129700106395154835e-02
2.180056220311775775e-02,2.133543766712486106e-02
2.184076538051580793e-02,2.137394212530040194e-02
2.188104269799602541e-02,2.141251455279485905e-02
2.192139429228271916e-02,2.145115506409773706e-02
2.196182030035232283e-02,2.148986377387150301e-02
2.200232085943392910e-02,2.152864079695189156e-02
2.204289610700961230e-02,2.156748624834792238e-02
2.208354618081506335e-02,2.160640024324224709e-02
2.212427121883993320e-02,2.164538289699126025e-02
2.216507135932834632e-02,2.168443432512527289e-02
2.220594674077938993e-02,2.172355464334877612e-02
2.224689750194754762e-02,2.176274396754054527e-02
2.228792378184317816e-02,2.180200241375387232e-02
2.232902571973300471e-02,2.184133009821674284e-02
2.237020345514056235e-02,2.188072713733203029e-02
2.241145712784671853e-02,2.192019364767769374e-02
2.245278687789008937e-02,2.195972974600693059e-02
2.249419284556754273e-02,2.199933554924839857e-02
2.253567517143467702e-02,2.203901117450638228e-02
2.257723399630628611e-02,2.207875673906098402e-02
2.261886946125687275e-02,2.211857236036833887e-02
2.266058170762106846e-02,2.215845815606075006e-02
2.270237087699415734e-02,2.219841424394692134e-02
2.274423711123254796e-02,2.223844074201213050e-02
2.278618055245423130e-02,2.227853776841837857e-02
2.282820134303932547e-02,2.231870544150466734e-02
2.287029962563047469e-02,2.235894387978708611e-02
2.291247554313339402e-02,2.239925320195905456e-02
2.295472923871733420e-02,2.243963352689149621e-02
2.299706085581555357e-02,2.248008497363300842e-02
2.303947053812585924e-02,2.252060766141010875e-02
2.308195842961102348e-02,2.256120170962733901e-02
2.312452467449931104e-02,2.260186723786748730e-02
2.316716941728496834e-02,2.264260436589179623e-02
2.320989280272869187e-02,2.268341321364010510e-02
2.325269497585817982e-02,2.272429390123109627e-02
2.329557608196853799e-02,2.276524654896240965e-02
2.333853626662283146e-02,2.280627127731087514e-02
2.338157567565256334e-02,2.284736820693266876e-02
2.342469445515815013e-02,2.288853745866351388e-02
2.346789275150948720e-02,2.292977915351890675e-02
2.351117071134635125e-02,2.297109341269421012e-02
2.355452848157895199e-02,2.301248035756491006e-02
2.359796620938842474e-02,2.305394010968677201e-02
2.364148404222731620e-02,2.309547279079601778e-02
2.368508212782013261e-02,2.313707852280956490e-02
2.372876061416376303e-02,2.317875742782512724e-02
2.377251964952803789e-02,2.322050962812146832e-02
2.381635938245621475e-02,2.326233524615852269e-02
2.386027996176547789e-02,2.330423440457764575e-02
2.390428153654747950e-02,2.334620722620176989e-02
2.394836425616878733e-02,2.338825383403556404e-02
2.399252827027143278e-02,2.343037435126564538e-02
2.403677372877340360e-02,2.347256890126075621e-02
2.408110078186914346e-02,2.351483760757192010e-02
2.412550958003011753e-02,2.355718059393269517e-02
2.417000027400523568e-02,2.359959798425927471e-02
2.421457301482142152e-02,2.364208990265071614e-02
2.425922795378415014e-02,2.368465647338913529e-02
2.430396524247784018e-02,2.372729782093979667e-02
2.434878503276654421e-02,2.377001406995145685e-02
2.439368747679432001e-02,2.381280534525639925e-02
2.443867272698579257e-02,2.385567177187065263e-02
2.448374093604674395e-02,2.389861347499426872e-02
2.452889225696446712e-02,2.394163058001132563e-02
2.457412684300847028e-02,2.398472321249028524e-02
2.461944484773086889e-02,2.402789149818406605e-02
2.466484642496694774e-02,2.407113556303024440e-02
2.471033172883571605e-02,2.411445553315129040e-02
2.475590091374036891e-02,2.415785153485465811e-02
2.480155413436884934e-02,2.420132369463302499e-02
2.484729154569436868e-02,2.424487213916446879e-02
2.489311330297591662e-02,2.428849699531260981e-02
2.493901956175884060e-02,2.433219839012686764e-02
2.498501047787528989e-02,2.437597645084254791e-02
2.503108620744480886e-02,2.441983130488107126e-02
2.507724690687484700e-02,2.446376307985015722e-02
2.512349273286127935e-02,2.450777190354397339e-02
2.516982384238897544e-02,2.455185790394335751e-02
2.521624039273228507e-02,2.459602120921595275e-02
2.526274254145559339e-02,2.464026194771640893e-02
2.530933044641385868e-02,2.468458024798654907e-02
2.535600426575313274e-02,2.472897623875553591e-02
2.540276415791115419e-02,2.477345004894013561e-02
2.544961028161779257e-02,2.481800180764474895e-02
2.549654279589565892e-02,2.486263164416169930e-02
2.554356186006061930e-02,2.490733968797138181e-02
2.559066763372232559e-02,2.495212606874240222e-02
2.563786027678481225e-02,2.499699091633183698e-02
2.568513994944696122e-02,2.504193436078532703e-02
2.573250681220309172e-02,2.508695653233727896e-02
2.577996102584349802e-02,2.513205756141106278e-02
2.582750275145498375e-02,2.517723757861916115e-02
2.587513215042145168e-02,2.522249671476338093e-02
2.592284938442437903e-02,2.526783510083496428e-02
2.597065461544342813e-02,2.531325286801483151e-02
2.601854800575695986e-02,2.535875014767371635e-02
2.606652971794259574e-02,2.540432707137233598e-02
2.611459991487780768e-02,2.544998377086162347e-02
2.616275875974039683e-02,2.549572037808281802e-02
2.621100641600909720e-02,2.554153702516769389e-02
2.625934304746412387e-02,2.558743384443871657e-02
2.630776881818770382e-02,2.563341096840919889e-02
2.635628389256470736e-02,2.567946852978355426e-02
2.640488843528309565e-02,2.572560666145734184e-02
2.645358261133456609e-02,2.577182549651754057e-02
2.650236658601506923e-02,2.581812516824267753e-02
2.655124052492538467e-02,2.586450581010301189e-02
2.660020459397170398e-02,2.591096755576070484e-02
2.664925895936615108e-02,2.595751053907000006e-02
2.669840378762736860e-02,2.600413489407735895e-02
2.674763924558108338e-02,2.605084075502168625e-02
2.679696550036066161e-02,2.609762825633443056e-02
2.684638271940772980e-02,2.614449753263987236e-02
2.689589107047264671e-02,2.619144871875513786e-02
2.694549072161513473e-02,2.623848194969048350e-02
2.699518184120489397e-02,2.628559736064946598e-02
2.704496459792202559e-02,2.633279508702899077e-02
2.709483916075779500e-02,2.638007526441966261e-02
2.714480569901505172e-02,2.642743802860578542e-02
2.719486438230886774e-02,2.647488351556563646e-02
2.724501538056716202e-02,2.652241186147162935e-02
2.729525886403112722e-02,2.657002320269038001e-02
2.734559500325599649e-02,2.661771767578302583e-02
2.739602396911147708e-02,2.666549541750526733e-02
2.744654593278238880e-02,2.671335656480760407e-02
2.749716106576927110e-02,2.676130125483548727e-02
2.754786953988889661e-02,2.680932962492945867e-02
2.759867152727490947e-02,2.685744181262536209e-02
2.764956720037838045e-02,2.690563795565445795e-02
2.770055673196839680e-02,2.695391819194362798e-02
2.775164029513270056e-02,2.700228265961554866e-02
2.780281806327818475e-02,2.705073149698881615e-02
2.785409021013153866e-02,2.709926484257811977e-02
2.790545690973983070e-02,2.714788283509443623e-02
2.795691833647108090e-02,2.719658561344514766e-02
2.800847466501491315e-02,2.724537331673428792e-02
2.806012607038305476e-02,2.729424608426258766e-02
2.811187272790999225e-02,2.734320405552772767e-02
2.816371481325356113e-02,2.739224737022446371e-02
2.821565250239551140e-02,2.744137616824479653e-02
2.826768597164216676e-02,2.749059058967816271e-02
2.831981539762495198e-02,2.753989077481153527e-02
2.837204095730103126e-02,2.758927686412962835e-02
2.842436282795390151e-02,2.763874899831504639e-02
2.847678118719397869e-02,2.768830731824843683e-02
2.852929621295926393e-02,2.773795196500869475e-02
2.858190808351585357e-02,2.778768307987305314e-02
2.863461697745861220e-02,2.783750080431729446e-02
2.868742307371174166e-02,2.788740528001586519e-02
2.874032655152940555e-02,2.793739664884208052e-02
2.879332759049637452e-02,2.798747505286829432e-02
2.884642637052855368e-02,2.803764063436597551e-02
2.889962307187364521e-02,2.808789353580593701e-02
2.895291787511176593e-02,2.813823389985847800e-02
2.900631096115601978e-02,2.818866186939350885e-02
2.905980251125319172e-02,2.823917758748079390e-02
2.911339270698426462e-02,2.828978119738999319e-02
2.916708173026508547e-02,2.834047284259087751e-02
2.922086976334699673e-02,2.839125266675351575e-02
