logC,Brier,Brier_noisy
-2.926785357071414406e+00,2.582745899226715491e-01,2.610025033143160700e-01
-2.925585117023404624e+00,2.582107418202140847e-01,2.483888605708043096e-01
-2.924384876975395287e+00,2.581468877873104861e-01,2.470731573156585426e-01
-2.923184636927385505e+00,2.580830278504164799e-01,2.600788731788872821e-01
-2.921984396879375723e+00,2.580191620359960636e-01,2.533516658671980393e-01
-2.920784156831366385e+00,2.579552903705211730e-01,2.603103464878234186e-01
-2.919583916783356603e+00,2.578914128804723482e-01,2.654866081052561499e-01
-2.918383676735347265e+00,2.578275295923383448e-01,2.413396559288288612e-01
-2.917183436687337483e+00,2.577636405326163560e-01,2.603075216977925321e-01
-2.915983196639327701e+00,2.576997457278126791e-01,2.699462154031699868e-01
-2.914782956591318364e+00,2.576358452044417713e-01,2.546605767607370563e-01
-2.913582716543308582e+00,2.575719389890275823e-01,2.494637931566518751e-01
-2.912382476495299244e+00,2.575080271081026106e-01,2.650304653798985499e-01
-2.911182236447289462e+00,2.574441095882089026e-01,2.599785747502902922e-01
-2.909981996399279680e+00,2.573801864558971642e-01,2.663390171636727533e-01
-2.908781756351270342e+00,2.573162577377283711e-01,2.538641006372155950e-01
-2.907581516303260560e+00,2.572523234602723252e-01,2.424341407230502232e-01
-2.906381276255251223e+00,2.571883836501087650e-01,2.560882760029962735e-01
-2.905181036207241441e+00,2.571244383338271988e-01,2.526661568037149030e-01
-2.903980796159231659e+00,2.570604875380270715e-01,2.648137257585028159e-01
-2.902780556111222321e+00,2.569965312893178755e-01,2.589328597730894410e-01
-2.901580316063212539e+00,2.569325696143193172e-01,2.406240772899683189e-01
-2.900380076015203201e+00,2.568686025396616501e-01,2.449169717386296408e-01
-2.899179835967193419e+00,2.568046300919851754e-01,2.656425204578577448e-01
-2.897979595919183637e+00,2.567406522979412964e-01,2.635383024721197343e-01
-2.896779355871174300e+00,2.566766691841919634e-01,2.502742355251070805e-01
-2.895579115823164518e+00,2.566126807774101182e-01,2.566021928117372952e-01
-2.894378875775155180e+00,2.565486871042799155e-01,2.610044226420417668e-01
-2.893178635727145398e+00,2.564846881914967236e-01,2.611687315499695017e-01
-2.891978395679135616e+00,2.564206840657669573e-01,2.651831060269104756e-01
-2.890778155631126278e+00,2.563566747538091328e-01,2.589215310260247760e-01
-2.889577915583116496e+00,2.562926602823533129e-01,2.553443768926683122e-01
-2.888377675535107159e+00,2.562286406781412729e-01,2.536401600302627957e-01
-2.887177435487097377e+00,2.561646159679271673e-01,2.667220439732596593e-01
-2.885977195439087595e+00,2.561005861784768634e-01,2.335920434276914925e-01
-2.884776955391078257e+00,2.560365513365693846e-01,2.546499980856560263e-01
-2.883576715343068475e+00,2.559725114689956338e-01,2.563025125088362333e-01
-2.882376475295059137e+00,2.559084666025596144e-01,2.416549769938577397e-01
-2.881176235247049355e+00,2.558444167640782640e-01,2.591725528954587077e-01
-2.879975995199040018e+00,2.557803619803814543e-01,2.492675518559475112e-01
-2.878775755151030236e+00,2.557163022783123796e-01,2.643407502414698573e-01
-2.877575515103020454e+00,2.556522376847280009e-01,2.543963168443847400e-01
-2.876375275055011116e+00,2.555881682264984911e-01,2.622797006343930426e-01
-2.875175035007001334e+00,2.555240939305083447e-01,2.677125299822205595e-01
-2.873974794958991996e+00,2.554600148236557122e-01,2.592893106507904166e-01
-2.872774554910982214e+00,2.553959309328531213e-01,2.466387194986246756e-01
-2.871574314862972432e+00,2.553318422850278102e-01,2.401886559679814181e-01
-2.870374074814963095e+00,2.552677489071213390e-01,2.728015900822850504e-01
-2.869173834766953313e+00,2.552036508260902559e-01,2.540907288942150788e-01
-2.867973594718943975e+00,2.551395480689062079e-01,2.482538985925629993e-01
-2.866773354670934193e+00,2.550754406625558857e-01,2.565180115431641150e-01
-2.865573114622924411e+00,2.550113286340419116e-01,2.530972153292154192e-01
-2.864372874574915073e+00,2.549472120103822292e-01,2.634686346525090817e-01
-2.863172634526905291e+00,2.548830908186108801e-01,2.552223726429818651e-01
-2.861972394478895954e+00,2.548189650857781152e-01,2.549564609219623357e-01
-2.860772154430886172e+00,2.547548348389502837e-01,2.476090376286206318e-01
-2.859571914382876390e+00,2.546907001052107766e-01,2.593863810926856917e-01
-2.858371674334867052e+00,2.546265609116593054e-01,2.442878936881094920e-01
-2.857171434286857270e+00,2.545624172854131784e-01,2.612213116830528481e-01
-2.855971194238847932e+00,2.544982692536066904e-01,2.697376443835080018e-01
-2.854770954190838150e+00,2.544341168433918998e-01,2.391872564624003827e-01
-2.853570714142828368e+00,2.543699600819383511e-01,2.297076677684251611e-01
-2.852370474094819031e+00,2.543057989964341292e-01,2.604745865479773381e-01
-2.851170234046809249e+00,2.542416336140851385e-01,2.797206117689163829e-01
-2.849969993998799911e+00,2.541774639621161014e-01,2.441682154733971766e-01
-2.848769753950790129e+00,2.541132900677705586e-01,2.416063324797506628e-01
-2.847569513902780791e+00,2.540491119583112578e-01,2.599388012961160177e-01
-2.846369273854771009e+00,2.539849296610197649e-01,2.455777137604366889e-01
-2.845169033806761227e+00,2.539207432031980738e-01,2.488604883638307064e-01
-2.843968793758751890e+00,2.538565526121673854e-01,2.503753779453296024e-01
-2.842768553710742108e+00,2.537923579152694398e-01,2.591123787781874355e-01
-2.841568313662732770e+00,2.537281591398665159e-01,2.496751355259353433e-01
-2.840368073614722988e+00,2.536639563133412101e-01,2.564427847141428352e-01
-2.839167833566713206e+00,2.535997494630975457e-01,2.518344168741618039e-01
-2.837967593518703868e+00,2.535355386165608627e-01,2.450888275800448268e-01
-2.836767353470694086e+00,2.534713238011780390e-01,2.502730612237458185e-01
-2.835567113422684749e+00,2.534071050444177131e-01,2.439031083927385157e-01
-2.834366873374674967e+00,2.533428823737708391e-01,2.534080322324683276e-01
-2.833166633326665185e+00,2.532786558167512969e-01,2.420399935410949277e-01
-2.831966393278655847e+00,2.532144254008953932e-01,2.422854817079429512e-01
-2.830766153230646065e+00,2.531501911537628047e-01,2.677198093068153817e-01
-2.829565913182636727e+00,2.530859531029366893e-01,2.525541108998832773e-01
-2.828365673134626945e+00,2.530217112760239639e-01,2.524826910213035513e-01
-2.827165433086617163e+00,2.529574657006557481e-01,2.580728298998319348e-01
-2.825965193038607826e+00,2.528932164044878084e-01,2.486846463789990913e-01
-2.824764952990598044e+00,2.528289634152006138e-01,2.505436097404190599e-01
-2.823564712942588706e+00,2.527647067604997244e-01,2.570161941138188189e-01
-2.822364472894578924e+00,2.527004464681165130e-01,2.555246048905605027e-01
-2.821164232846569142e+00,2.526361825658080540e-01,2.410432152964837593e-01
-2.819963992798559804e+00,2.525719150813577341e-01,2.609053410480543511e-01
-2.818763752750550022e+00,2.525076440425754742e-01,2.466032946096850531e-01
-2.817563512702540685e+00,2.524433694772985071e-01,2.418825799741566585e-01
-2.816363272654530903e+00,2.523790914133909324e-01,2.433743407134004166e-01
-2.815163032606521121e+00,2.523148098787449389e-01,2.484093564351917138e-01
-2.813962792558511783e+00,2.522505249012809148e-01,2.685235274475115674e-01
-2.812762552510502001e+00,2.521862365089473923e-01,2.404308774597395948e-01
-2.811562312462492663e+00,2.521219447297223248e-01,2.537227036550657178e-01
-2.810362072414482881e+00,2.520576495916125315e-01,2.306794060107067446e-01
-2.809161832366473099e+00,2.519933511226546963e-01,2.519776817912027234e-01
-2.807961592318463762e+00,2.519290493509159790e-01,2.609247135256760330e-01
-2.806761352270453980e+00,2.518647443044935152e-01,2.494981110838789540e-01
-2.805561112222444642e+00,2.518004360115159157e-01,2.455068867726825088e-01
-2.804360872174434860e+00,2.517361245001429326e-01,2.540512351407283043e-01
-2.803160632126425078e+00,2.516718097985661817e-01,2.586733273100726982e-01
-2.801960392078415740e+00,2.516074919350096417e-01,2.582440676451837058e-01
-2.800760152030405958e+00,2.515431709377300429e-01,2.712679094770279464e-01
-2.799559911982396621e+00,2.514788468350170336e-01,2.535705215583797800e-01
-2.798359671934386839e+00,2.514145196551942352e-01,2.454904186576649106e-01
-2.797159431886377057e+00,2.513501894266191861e-01,2.500903975267527724e-01
-2.795959191838367719e+00,2.512858561776841748e-01,2.505608707214860287e-01
-2.794758951790357937e+00,2.512215199368162399e-01,2.523088937715974311e-01
-2.793558711742348599e+00,2.511571807324781136e-01,2.508569026001837843e-01
-2.792358471694338817e+00,2.510928385931686657e-01,2.528324979821306995e-01
-2.791158231646329035e+00,2.510284935474229595e-01,2.343199929412718430e-01
-2.789957991598319698e+00,2.509641456238135282e-01,2.592604351842139332e-01
-2.788757751550309916e+00,2.508997948509500420e-01,2.451524021617397242e-01
-2.787557511502300578e+00,2.508354412574802517e-01,2.391038542930100097e-01
-2.786357271454290796e+00,2.507710848720905439e-01,2.571485964685049086e-01
-2.785157031406281458e+00,2.507067257235066071e-01,2.638799857973674334e-01
-2.783956791358271676e+00,2.506423638404932652e-01,2.555726453354876804e-01
-2.782756551310261894e+00,2.505779992518560317e-01,2.521895923903112458e-01
-2.781556311262252557e+00,2.505136319864409433e-01,2.411914289327214134e-01
-2.780356071214242775e+00,2.504492620731348929e-01,2.791649354512698578e-01
-2.779155831166233437e+00,2.503848895408674058e-01,2.591874757474824653e-01
-2.777955591118223655e+00,2.503205144186097519e-01,2.389275677151800059e-01
-2.776755351070213873e+00,2.502561367353764998e-01,2.424597575729790511e-01
-2.775555111022204535e+00,2.501917565202257387e-01,2.510615490059447952e-01
-2.774354870974194753e+00,2.501273738022596338e-01,2.345800624822997615e-01
-2.773154630926185416e+00,2.500629886106253141e-01,2.517492926807304299e-01
-2.771954390878175634e+00,2.499986009745150117e-01,2.454078854173874225e-01
-2.770754150830165852e+00,2.499342109231672826e-01,2.621969169263294597e-01
-2.769553910782156514e+00,2.498698184858670346e-01,2.594913651221494866e-01
-2.768353670734146732e+00,2.498054236919465543e-01,2.226925693175988430e-01
-2.767153430686137394e+00,2.497410265707860622e-01,2.501580524310592080e-01
-2.765953190638127612e+00,2.496766271518141567e-01,2.335019521565772638e-01
-2.764752950590117830e+00,2.496122254645088689e-01,2.607086054569940914e-01
-2.763552710542108493e+00,2.495478215383978848e-01,2.512288802296761547e-01
-2.762352470494098711e+00,2.494834154030596274e-01,2.549674699249295795e-01
-2.761152230446089373e+00,2.494190070881235344e-01,2.387677598000905455e-01
-2.759951990398079591e+00,2.493545966232712796e-01,2.676388990032262938e-01
-2.758751750350069809e+00,2.492901840382367729e-01,2.694909177097412067e-01
-2.757551510302060471e+00,2.492257693628075477e-01,2.385780589365454341e-01
-2.756351270254050689e+00,2.491613526268251222e-01,2.528895038454883060e-01
-2.755151030206041352e+00,2.490969338601858041e-01,2.423639095762839257e-01
-2.753950790158031570e+00,2.490325130928412733e-01,2.487968137242339561e-01
-2.752750550110022232e+00,2.489680903547997204e-01,2.363117205625540895e-01
-2.751550310062012450e+00,2.489036656761261790e-01,2.675751208219323551e-01
-2.750350070014002668e+00,2.488392390869434145e-01,2.391474439761167303e-01
-2.749149829965993330e+00,2.487748106174331453e-01,2.458139724674582027e-01
-2.747949589917983548e+00,2.487103802978359868e-01,2.537252096089411824e-01
-2.746749349869974210e+00,2.486459481584529230e-01,2.421703413742916366e-01
-2.745549109821964429e+00,2.485815142296459168e-01,2.461883899323228930e-01
-2.744348869773954647e+00,2.485170785418384654e-01,2.428806800775688279e-01
-2.743148629725945309e+00,2.484526411255169598e-01,2.471180335771540060e-01
-2.741948389677935527e+00,2.483882020112311295e-01,2.366827756602281063e-01
-2.740748149629926189e+00,2.483237612295949026e-01,2.439438804735719057e-01
-2.739547909581916407e+00,2.482593188112873495e-01,2.461903895641649187e-01
-2.738347669533906625e+00,2.481948747870536542e-01,2.448576147490122978e-01
-2.737147429485897288e+00,2.481304291877056700e-01,2.486973287366436303e-01
-2.735947189437887506e+00,2.480659820441233898e-01,2.451349598505561667e-01
-2.734746949389878168e+00,2.480015333872550021e-01,2.555336474716488060e-01
-2.733546709341868386e+00,2.479370832481186948e-01,2.447051239902603981e-01
-2.732346469293858604e+00,2.478726316578030442e-01,2.465061356948441973e-01
-2.731146229245849266e+00,2.478081786474679582e-01,2.411603652875094206e-01
-2.729945989197839484e+00,2.477437242483456481e-01,2.424785758471932895e-01
-2.728745749149830147e+00,2.476792684917421550e-01,2.350343405835450261e-01
-2.727545509101820365e+00,2.476148114090372665e-01,2.528026606178169211e-01
-2.726345269053810583e+00,2.475503530316864320e-01,2.361251728551615192e-01
-2.725145029005801245e+00,2.474858933912214010e-01,2.400273294093381582e-01
-2.723944788957791463e+00,2.474214325192508890e-01,2.510138790393629526e-01
-2.722744548909782125e+00,2.473569704474623265e-01,2.513827041069076618e-01
-2.721544308861772343e+00,2.472925072076223307e-01,2.432913596975716242e-01
-2.720344068813762561e+00,2.472280428315777601e-01,2.270353847266897429e-01
-2.719143828765753224e+00,2.471635773512573520e-01,2.513687102242130877e-01
-2.717943588717743442e+00,2.470991107986718616e-01,2.496947453875924539e-01
-2.716743348669734104e+00,2.470346432059160047e-01,2.329108310511982527e-01
-2.715543108621724322e+00,2.469701746051692071e-01,2.546733954331141803e-01
-2.714342868573714540e+00,2.469057050286964095e-01,2.398947070243621360e-01
-2.713142628525705202e+00,2.468412345088497606e-01,2.355793533473167500e-01
-2.711942388477695420e+00,2.467767630780693666e-01,2.477340701877119300e-01
-2.710742148429686083e+00,2.467122907688846234e-01,2.449275864548924597e-01
-2.709541908381676301e+00,2.466478176139153267e-01,2.486740576238267997e-01
-2.708341668333666519e+00,2.465833436458726713e-01,2.305258630626282890e-01
-2.707141428285657181e+00,2.465188688975608888e-01,2.646411700602846473e-01
-2.705941188237647399e+00,2.464543934018779414e-01,2.404278072564406676e-01
-2.704740948189638061e+00,2.463899171918170483e-01,2.309933241068529430e-01
-2.703540708141628279e+00,2.463254403004679349e-01,2.525138621861394150e-01
-2.702340468093618497e+00,2.462609627610178320e-01,2.427129214600060592e-01
-2.701140228045609160e+00,2.461964846067530854e-01,2.494450694644821109e-01
-2.699939987997599378e+00,2.461320058710602110e-01,2.427359215648098312e-01
-2.698739747949590040e+00,2.460675265874272266e-01,2.454701229826280195e-01
-2.697539507901580258e+00,2.460030467894450679e-01,2.484607752268314096e-01
-2.696339267853570476e+00,2.459385665108086427e-01,2.384720376709796585e-01
-2.695139027805561138e+00,2.458740857853184969e-01,2.526614817439140626e-01
-2.693938787757551356e+00,2.458096046468820628e-01,2.411106036560866361e-01
-2.692738547709542019e+00,2.457451231295149641e-01,2.370482516878102408e-01
-2.691538307661532237e+00,2.456806412673424866e-01,2.464509654855675247e-01
-2.690338067613522455e+00,2.456161590946011053e-01,2.500665718795115344e-01
-2.689137827565513117e+00,2.455516766456392885e-01,2.432608832294528844e-01
-2.687937587517503335e+00,2.454871939549199966e-01,2.368619960841243655e-01
-2.686737347469493997e+00,2.454227110570211534e-01,2.516205667201074636e-01
-2.685537107421484215e+00,2.453582279866377280e-01,2.277549400654099720e-01
-2.684336867373474877e+00,2.452937447785831504e-01,2.349851034182278142e-01
-2.683136627325465096e+00,2.452292614677902549e-01,2.456244903731240881e-01
-2.681936387277455314e+00,2.451647780893137507e-01,2.315541841062630779e-01
-2.680736147229445976e+00,2.451002946783310543e-01,2.453802373208227583e-01
-2.679535907181436194e+00,2.450358112701440105e-01,2.444871800899593717e-01
-2.678335667133426856e+00,2.449713279001806687e-01,2.539587257887623295e-01
-2.677135427085417074e+00,2.449068446039967539e-01,2.357589410858638435e-01
-2.675935187037407292e+00,2.448423614172773599e-01,2.385832961808609376e-01
-2.674734946989397955e+00,2.447778783758383092e-01,2.481096952228483143e-01
-2.673534706941388173e+00,2.447133955156281238e-01,2.201377596135700443e-01
-2.672334466893378835e+00,2.446489128727299400e-01,2.756493358618757883e-01
-2.671134226845369053e+00,2.445844304833621197e-01,2.375979231787444246e-01
-2.669933986797359715e+00,2.445199483838815246e-01,2.372215978566259431e-01
-2.668733746749349933e+00,2.444554666107841279e-01,2.530667417198212421e-01
-2.667533506701340151e+00,2.443909852007067618e-01,2.439926667863499266e-01
-2.666333266653330814e+00,2.443265041904298940e-01,2.265322180033939869e-01
-2.665133026605321032e+00,2.442620236168781545e-01,2.505312974178042773e-01
-2.663932786557311694e+00,2.441975435171232223e-01,2.527513218571152964e-01
-2.662732546509301912e+00,2.441330639283847970e-01,2.396336011936253951e-01
-2.661532306461292130e+00,2.440685848880332909e-01,2.412525813051130397e-01
-2.660332066413282792e+00,2.440041064335909393e-01,2.488639524061848629e-01
-2.659131826365273010e+00,2.439396286027342153e-01,2.348518261035897337e-01
-2.657931586317263672e+00,2.438751514332955228e-01,2.482590370753646192e-01
-2.656731346269253891e+00,2.438106749632652781e-01,2.458036600677102612e-01
-2.655531106221244109e+00,2.437461992307937142e-01,2.369968730730345197e-01
-2.654330866173234771e+00,2.436817242741931289e-01,2.297607055360746942e-01
-2.653130626125224989e+00,2.436172501319396055e-01,2.413611918243287469e-01
-2.651930386077215651e+00,2.435527768426752337e-01,2.347985542600735387e-01
-2.650730146029205869e+00,2.434883044452101630e-01,2.535024067020117955e-01
-2.649529905981196087e+00,2.434238329785245736e-01,2.448646866635238173e-01
-2.648329665933186750e+00,2.433593624817708134e-01,2.511802077073697625e-01
-2.647129425885176968e+00,2.432948929942758409e-01,2.446411123477204297e-01
-2.645929185837167630e+00,2.432304245555426681e-01,2.458594357263929608e-01
-2.644728945789157848e+00,2.431659572052533858e-01,2.353359680329495940e-01
-2.643528705741148066e+00,2.431014909832707460e-01,2.497819652489921827e-01
-2.642328465693138728e+00,2.430370259296408542e-01,2.608840086727111096e-01
-2.641128225645128946e+00,2.429725620845945844e-01,2.398756865294191798e-01
-2.639927985597119608e+00,2.429080994885512990e-01,2.369803542114098105e-01
-2.638727745549109827e+00,2.428436381821195977e-01,2.412652711602160660e-01
-2.637527505501100045e+00,2.427791782061006209e-01,2.379663753700893836e-01
-2.636327265453090707e+00,2.427147196014901864e-01,2.356999266149547856e-01
-2.635127025405080925e+00,2.426502624094809268e-01,2.440321988491626071e-01
-2.633926785357071587e+00,2.425858066714651762e-01,2.396766313409642857e-01
-2.632726545309061805e+00,2.425213524290368017e-01,2.569100883674633740e-01
-2.631526305261052023e+00,2.424568997239941459e-01,2.424589161535453952e-01
-2.630326065213042686e+00,2.423924485983424415e-01,2.456315683746567169e-01
-2.629125825165032904e+00,2.423279990942958650e-01,2.518482177742938921e-01
-2.627925585117023566e+00,2.422635512542809233e-01,2.392559927292355060e-01
-2.626725345069013784e+00,2.421991051209381463e-01,2.565664705218275166e-01
-2.625525105021004002e+00,2.421346607371253623e-01,2.358077186119242330e-01
-2.624324864972994664e+00,2.420702181459199187e-01,2.339869411270586730e-01
-2.623124624924984882e+00,2.420057773906214849e-01,2.383431072021189590e-01
-2.621924384876975545e+00,2.419413385147545781e-01,2.407941645950832099e-01
-2.620724144828965763e+00,2.418769015620718388e-01,2.278637195610813126e-01
-2.619523904780955981e+00,2.418124665765558623e-01,2.414615187352673886e-01
-2.618323664732946643e+00,2.417480336024228071e-01,2.250731676980285978e-01
-2.617123424684936861e+00,2.416836026841245322e-01,2.556049866895795386e-01
-2.615923184636927523e+00,2.416191738663522603e-01,2.408092043522753189e-01
-2.614722944588917741e+00,2.415547471940382995e-01,2.351351699470785594e-01
-2.613522704540907959e+00,2.414903227123601503e-01,2.324069415295244301e-01
-2.612322464492898622e+00,2.414259004667426434e-01,2.375815957246606713e-01
-2.611122224444888840e+00,2.413614805028607979e-01,2.391306858185565376e-01
-2.609921984396879502e+00,2.412970628666435691e-01,2.308519532105299532e-01
-2.608721744348869720e+00,2.412326476042762347e-01,2.320346966660478960e-01
-2.607521504300859938e+00,2.411682347622037537e-01,2.392964847115883753e-01
-2.606321264252850600e+00,2.411038243871335696e-01,2.358959869091771522e-01
-2.605121024204840818e+00,2.410394165260387467e-01,2.504315475628219323e-01
-2.603920784156831481e+00,2.409750112261618837e-01,2.523537149686171377e-01
-2.602720544108821699e+00,2.409106085350170567e-01,2.410708205710159480e-01
-2.601520304060811917e+00,2.408462085003938991e-01,2.455822042209391820e-01
-2.600320064012802579e+00,2.407818111703607100e-01,2.274299274341095023e-01
-2.599119823964792797e+00,2.407174165932675081e-01,2.470915936875936469e-01
-2.597919583916783459e+00,2.406530248177495834e-01,2.403471901226169605e-01
-2.596719343868773677e+00,2.405886358927307456e-01,2.454353190522391148e-01
-2.595519103820764339e+00,2.405242498674268203e-01,2.565278111833634300e-01
-2.594318863772754558e+00,2.404598667913488697e-01,2.176512892279052203e-01
-2.593118623724744776e+00,2.403954867143067164e-01,2.430049685048409902e-01
-2.591918383676735438e+00,2.403311096864129970e-01,2.293399190547343591e-01
-2.590718143628725656e+00,2.402667357580855201e-01,2.461887026721303884e-01
-2.589517903580716318e+00,2.402023649800521243e-01,2.270692306057674748e-01
-2.588317663532706536e+00,2.401379974033533427e-01,2.351840017333134136e-01
-2.587117423484696754e+00,2.400736330793464546e-01,2.421009706369501857e-01
-2.585917183436687417e+00,2.400092720597093721e-01,2.461443659240631077e-01
-2.584716943388677635e+00,2.399449143964436371e-01,2.406928552898093543e-01
-2.583516703340668297e+00,2.398805601418793620e-01,2.319522507520012378e-01
-2.582316463292658515e+00,2.398162093486777280e-01,2.342808871715236496e-01
-2.581116223244649177e+00,2.397518620698356195e-01,2.485968909823293993e-01
-2.579915983196639395e+00,2.396875183586893998e-01,2.396325222018240164e-01
-2.578715743148629613e+00,2.396231782689186851e-01,2.227850343005081113e-01
-2.577515503100620275e+00,2.395588418545502585e-01,2.479954689372471655e-01
-2.576315263052610494e+00,2.394945091699623163e-01,2.436569939670970575e-01
-2.575115023004601156e+00,2.394301802698884929e-01,2.481643357224079527e-01
-2.573914782956591374e+00,2.393658552094214964e-01,2.359995805456546747e-01
-2.572714542908581592e+00,2.393015340440175776e-01,2.475830992282836707e-01
-2.571514302860572254e+00,2.392372168295010537e-01,2.286265676294843008e-01
-2.570314062812562472e+00,2.391729036220678339e-01,2.448729017307224309e-01
-2.569113822764553134e+00,2.391085944782899431e-01,2.342047913820093641e-01
-2.567913582716543353e+00,2.390442894551199071e-01,2.457878065043213600e-01
-2.566713342668533571e+00,2.389799886098951109e-01,2.490364297740590149e-01
-2.565513102620524233e+00,2.389156920003419615e-01,2.315557904802566791e-01
-2.564312862572514451e+00,2.388513996845803844e-01,2.383391048895929509e-01
-2.563112622524505113e+00,2.387871117211286254e-01,2.391766579856886288e-01
-2.561912382476495331e+00,2.387228281689072473e-01,2.506194763473135190e-01
-2.560712142428485549e+00,2.386585490872438209e-01,2.457641300009416330e-01
-2.559511902380476212e+00,2.385942745358779482e-01,2.264014990957733675e-01
-2.558311662332466430e+00,2.385300045749654541e-01,2.431060871820510394e-01
-2.557111422284457092e+00,2.384657392650829932e-01,2.459166313588743713e-01
-2.555911182236447310e+00,2.384014786672333797e-01,2.596395376265108190e-01
-2.554710942188437528e+00,2.383372228428498885e-01,2.215457318753079607e-01
-2.553510702140428190e+00,2.382729718538010300e-01,2.329094488544611319e-01
-2.552310462092418408e+00,2.382087257623957122e-01,2.515424376432690567e-01
-2.551110222044409070e+00,2.381444846313883201e-01,2.245937816453213998e-01
-2.549909981996399289e+00,2.380802485239831012e-01,2.260856426847358547e-01
-2.548709741948389507e+00,2.380160175038396053e-01,2.431868394576425785e-01
