x,I0,Itrans,Itrans_noisy
3.117478957493780012e-01,7.604960922243011012e+00,6.403703633993896638e+00,6.406974056628542691e+00
3.206640845696874909e+00,6.860871051588462777e+00,4.170899058735428877e-01,3.802693442462056761e-01
4.263164192403284147e+00,7.665809615488311302e+00,3.005987826025153797e-01,2.801019827490985326e-01
2.964705090521420061e+00,5.937388610896276120e+00,4.332041109355145858e-01,4.310428005436977572e-01
1.300487238686116154e+00,8.628575964932478470e+00,3.797566189954683757e+00,3.769223641262860358e+00
4.199407605157043477e+00,8.409072380092444732e+00,3.130099211430145134e-01,3.100618221074479819e-01
2.547479407607546875e+00,1.415702852041664794e+00,2.679216797370274072e-01,2.707861705611110392e-01
2.554444422332664999e+00,4.759379979883355816e+00,4.710947353093201673e-01,4.721623224209847147e-01
3.765151038510889503e+00,1.646384611789073249e+00,2.513500835875300266e-01,2.361613338381005900e-01
7.396101789247827574e-01,9.530120873271217263e+00,6.260397772210188450e+00,6.278210214363762809e+00
4.098133595596385348e+00,4.631466364650867362e+00,2.779986790950725872e-01,3.047336877235424235e-01
3.416434530016285720e+00,2.590744021957442023e+00,2.732703417881903740e-01,2.828957909251872960e-01
3.935484707774005386e+00,8.457471146364397896e+00,3.390781420610722297e-01,3.145312352393629940e-01
9.580812951006761891e-01,1.328553516164175274e+00,4.374882796810049546e-01,4.594378481945681769e-01
4.011820805672650536e+00,1.963826012135941435e+00,2.528711685957108490e-01,2.378279680416992836e-01
9.566196302860013878e-01,6.948884399120600186e+00,3.877471394907000324e+00,3.903846213455639980e+00
4.077630868175635692e-01,5.320521567443830868e+00,4.208332129014205947e+00,4.176178506507882915e+00
4.276134871435351315e+00,3.039299329580019027e+00,2.591968737058693573e-01,2.866308897997327798e-01
4.306417480888342197e+00,5.974657807990698899e+00,2.825817433314556926e-01,2.819798396929912854e-01
4.382685482082902872e+00,2.470144901209550881e+00,2.538905313966021149e-01,2.164280646865696656e-01
2.359548596793951347e+00,3.437738303524802586e+00,4.177242326410311457e-01,4.083072484820257086e-01
1.370241943068591262e+00,6.305075834338500052e+00,2.316865924511641417e+00,2.318488992874787602e+00
3.545914301583130701e-02,8.887855470506694999e+00,8.721647621573012543e+00,8.729831361747946161e+00
3.228604477874739143e+00,7.180193591352151294e+00,4.241778244504124107e-01,3.947121807021830575e-01
3.599546917543465341e+00,6.610663949351184066e+00,3.446095827054194705e-01,3.113883912904636952e-01
4.177846082501370795e+00,7.593147802181016814e+00,3.055905932876614717e-01,3.115781292730738783e-01
1.409389136822710720e+00,4.094569916002897436e+00,1.110705998887053347e+00,1.096703510380659274e+00
1.076090835814867974e+00,9.819291571936796359e+00,5.193332875018763950e+00,5.200398043370670464e+00
3.196656900332939255e+00,6.306971710075372606e+00,3.985742246974907088e-01,4.213598103718420584e-01
4.025274165725048370e+00,2.946832117360254966e+00,2.625560288832722300e-01,2.130924078927437793e-01
4.818354364224854081e+00,8.416698545736172044e-01,2.446734947002920657e-01,2.523051381958205663e-01
7.526241521058874007e-01,1.561678060310975225e+00,6.031742839343500195e-01,6.399136929604219981e-01
2.411061940996682473e+00,2.385836940340511525e+00,3.321959488916886860e-01,3.232701435605744855e-01
4.473579310980867696e+00,7.476540070596656484e+00,2.873339052703264285e-01,2.630094677731993347e-01
2.113584534727186437e+00,8.237951062489837994e+00,1.320031359554209249e+00,1.342598674369597012e+00
2.947510310420240476e+00,9.291802027963365518e+00,6.309175211710339459e-01,6.385209166572781703e-01
1.224533874668159994e-01,6.607647234186907248e+00,6.180414038508416752e+00,6.207290530631743408e+00
3.367299435764694593e+00,3.324131404767351139e+00,2.912917536897883242e-01,2.809352823882499406e-01
4.595443098169112339e+00,8.469256348763142483e+00,2.886185973633674240e-01,2.441640491517010902e-01
4.134126647783605613e+00,9.557966613896109465e+00,3.327788354026010031e-01,3.294785124612634730e-01
4.427601333549733731e+00,7.120586480357040671e+00,2.867319216490771816e-01,2.733570770587402388e-01
3.301776902602616914e+00,1.187401379722664796e+00,2.473198584583624626e-01,2.705795731197896958e-01
1.227761336215887900e+00,4.404328779428708707e+00,1.574074584064324434e+00,1.579883569515639019e+00
3.842584994481271998e+00,2.864964483178831678e+00,2.654912538094087449e-01,2.165657768363557223e-01
1.058373713037552566e+00,9.422974862916724703e+00,5.028756229717686210e+00,4.992901337314590293e+00
4.156374173322305410e+00,8.205672215697678240e+00,3.141751424823674421e-01,3.406888135799850947e-01
3.135896128538412375e-01,1.164307565237021169e+00,6.129253890589476672e-01,6.333183395814830918e-01
4.127439066967778736e+00,6.289603338057681015e+00,2.944325851677488393e-01,2.752252841904941905e-01
8.225363323705064955e-01,9.858902039613189672e+00,6.158498257226034056e+00,6.158466793329015587e+00
1.875734982483209246e+00,5.476158206688102048e+00,9.711745538784617437e-01,9.845417604917473531e-01
1.583690832784821367e+00,8.949692770533475894e+00,3.035146177985401650e+00,3.049198308060820040e+00
3.456685176388706537e+00,8.217141433519879357e+00,4.088455755222084043e-01,4.351328414056389038e-01
8.928593908718596150e-01,4.979605289226999076e+00,2.761890673588654810e+00,2.769585242405301795e+00
1.981280811084932258e+00,4.699079765726040137e+00,7.200436724254335452e-01,7.171988222563786541e-01
2.912297553990472743e-02,2.035686283642832883e+00,1.911377271194373062e+00,1.903611829250737797e+00
1.312473563750507388e+00,3.867460916076765010e+00,1.148438301861963495e+00,1.180110585877961027e+00
2.105944071144776331e+00,2.317983418750837910e+00,3.678655231794558111e-01,3.003398949270996710e-01
5.296061835366222548e-01,8.534222046591887434e+00,6.344607208444070778e+00,6.340447548691330759e+00
3.165799730182788707e+00,6.232331076335603015e+00,4.018525228028538288e-01,4.028425259223756272e-01
1.902121349432661646e+00,9.394301577810448833e+00,2.198868189857259736e+00,2.156107721031153890e+00
3.626469690381194155e+00,4.398365066488685748e+00,2.977408620541494022e-01,3.077252704482907886e-01
3.269330055341971963e+00,7.166238548346063553e+00,4.146180667880097204e-01,3.950796364147078910e-01
2.156133743887030718e+00,8.414926767278240405e+00,1.290151632598873555e+00,1.316024976488346043e+00
4.336602528210995899e+00,6.223341633822404573e-01,2.418803250917774539e-01,2.381125625707476434e-01
3.160675587500834993e+00,3.567112463630874863e+00,3.118949365484300351e-01,3.319695337721136341e-01
4.051371760531495170e+00,4.644183021656250077e+00,2.799201975997057112e-01,3.164855057548424111e-01
1.708973619700564939e+00,9.321732718233525006e+00,2.790268047660257711e+00,2.801755935141661880e+00
2.718346448342278343e+00,8.769644139538002037e+00,7.273923762618756950e-01,7.011207419591903856e-01
9.814844255737670276e-01,1.302828306113430035e+00,4.237935161896407843e-01,3.783639572385016359e-01
4.980705950593139697e+00,9.576861611652162765e+00,2.786534984090859313e-01,3.312550219345771207e-01
1.216077321531635613e+00,6.455586184722513998e+00,2.843639491028443267e+00,2.840300725232817847e+00
1.284337336135513707e+00,1.183368953716465777e+00,3.392896484746368291e-01,3.186327000456071756e-01
3.659503619548298836e-01,7.056161363862615055e+00,5.753090055135593239e+00,5.757417767777417872e+00
1.289015594983682789e+00,8.625944985307388180e+00,3.832772350807675199e+00,3.827030010893195833e+00
3.815642662720266198e+00,2.959125190460660360e+00,2.673604161128880774e-01,2.929246840392686901e-01
3.489467853415406662e+00,3.565284793740301605e+00,2.897570765269198434e-01,2.907749220000328538e-01
6.433660615858471932e-01,3.138080554709332670e+00,1.898675731474449124e+00,1.899088218983001619e+00
1.881192507140471148e+00,7.173820276757705727e+00,1.446073648081349416e+00,1.424636256450360516e+00
2.104606973087314703e+00,7.323652124272179265e+00,1.117660956894080515e+00,1.131747999856505427e+00
3.324921231809803590e+00,7.856317691093925859e+00,4.263025657066725205e-01,3.952865640360230248e-01
2.279644815218744291e+00,9.249890748403002405e+00,1.270384921961877245e+00,1.290361605154796365e+00
2.932591634127656999e+00,2.227368361595146062e+00,2.840057354485489016e-01,3.297238608382528358e-01
4.198423018044711519e+00,7.228355351676858831e+00,3.002683137489081666e-01,2.545277326059336431e-01
3.632368051561852162e+00,6.634178398476294980e+00,3.411727316949603184e-01,2.671858547544208040e-01
1.825036317542794606e+00,2.994900282011803583e+00,5.191064082990044515e-01,5.376127709536340227e-01
2.241981546722421115e+00,9.765430574496333449e+00,1.455465788782573933e+00,1.531902723247067666e+00
1.838497848450033167e+00,5.031122139101682045e+00,9.032200904470196745e-01,8.731923449808628446e-01
5.486733200334836802e-01,9.513861019076072623e+00,7.011958179870019237e+00,6.974437307105959327e+00
1.016207720436983042e+00,9.731851034484792606e+00,5.356985183387486416e+00,5.374654251400900584e+00
1.419032444720655484e+00,9.050456910466989413e+00,3.630373283948300944e+00,3.605151636246551661e+00
1.570669478011510911e+00,4.865110919810885726e+00,1.179713530075776839e+00,1.164532765557674709e+00
1.565239294099688427e+00,3.157879506401458869e+00,6.708068742049548838e-01,6.603633502044415904e-01
2.883498581264760219e+00,6.064738423875919437e+00,4.607820775130108126e-01,4.767421401017647442e-01
4.858449878098773489e+00,4.770590413050068257e+00,2.607040921581817439e-01,2.485450213163881705e-01
3.873320674618660142e+00,4.947915027523434262e+00,2.920189033113200217e-01,3.003553885137248414e-01
3.955669740864026451e+00,2.818772765168325645e+00,2.625346586296252172e-01,2.572386608628179361e-01
3.796342502697899857e+00,8.501404216321692076e+00,3.574306713310834160e-01,3.320905382215353363e-01
2.984938652618782218e+00,7.441878885754172224e+00,5.042263245800072680e-01,4.946315368477106622e-01
4.588461285854563698e+00,8.720441179858797298e+00,2.906820512770195153e-01,2.621700613219819509e-01
3.448150777235404973e+00,5.549618846226013424e+00,3.377366078956001716e-01,3.379320574716926373e-01
2.501782153684354970e+00,1.380305450590292526e+00,2.678130745844030658e-01,2.340970877574339859e-01
3.854190425026937650e-01,8.691934925493656650e+00,7.030437149543469211e+00,6.997650318464612162e+00
2.442246135427619258e+00,1.157886415281816905e+00,2.583199780141784974e-01,3.020288324733361729e-01
1.064154976701671806e+00,1.967902090060316356e+00,6.067040023786345326e-01,6.051084757694742411e-01
6.634814877339362260e-01,9.469141235237360732e+00,6.515580798885851621e+00,6.513963738121690383e+00
2.530324612646865035e+00,5.834295355467464361e+00,5.670538193571490471e-01,5.823999119546776626e-01
3.925426462984795251e+00,6.912475398480713018e+00,3.165647557210645724e-01,3.039390456445984490e-01
1.475032214027597322e+00,8.299430338284320641e+00,3.068310842338270561e+00,3.061454781313925899e+00
3.843858799545832206e+00,6.813292789008639438e+00,3.223026608518945735e-01,3.350571229118518568e-01
2.628147615811270654e+00,4.717727236833453297e+00,4.478428555556027701e-01,4.563153308229347949e-01
7.452401168535627285e-01,5.658494470485182504e+00,3.602484498621061793e+00,3.567705596813088853e+00
4.824838719898679074e+00,4.285596039886557129e+00,2.590339552781210641e-01,2.840342331782109153e-01
2.008181119442587370e+00,5.983309037220596593e+00,9.432952433704542283e-01,9.255821950717829649e-01
1.476171278313478830e+00,5.209667917447358132e-01,2.224664151052007932e-01,1.907840465957752196e-01
4.234991853168647680e+00,5.328527913964051343e+00,2.796655245135296064e-01,2.526512724135580590e-01
6.223016625773991617e-01,7.263069346595497633e-01,3.035862839814309488e-01,2.918699236507712458e-01
3.667952305368516797e+00,1.541883513827769114e+00,2.507165873925609745e-01,2.995355950312529880e-01
9.391237128273416390e-01,8.540498608772512767e+00,4.908102349932232045e+00,4.872836272784608624e+00
1.962458880062912137e+00,6.764168114401748255e+00,1.185774020862131906e+00,1.190576297638162195e+00
1.159499392310692212e+00,2.230594772872033005e+00,6.453702592244917602e-01,5.812355284817743994e-01
4.206139963461934528e+00,7.598423989892381769e+00,3.036815646135758717e-01,3.036345566192199530e-01
1.950372759699308567e+00,5.019941061084505662e+00,8.014542380851976677e-01,8.284412306094778300e-01
4.873464064411446195e+00,1.781039621744724855e+00,2.483662423620960902e-01,2.412663427002524341e-01
3.126307422075533804e+00,9.332014103858803367e+00,5.502817676317603990e-01,5.314011199152601783e-01
3.468114173514575960e+00,1.571648435611315620e+00,2.530263457246971215e-01,2.599716776464532364e-01
2.607625610662087645e+00,6.875571511737741393e-01,2.351972045860599991e-01,2.562017571205795208e-01
1.544840995377955828e+00,2.937716420337652679e+00,6.306708868600985340e-01,6.505806139906207264e-01
1.977782105262143597e+00,1.325169115780218343e+00,2.904613629364225513e-01,3.496355785543163175e-01
4.704670938309508443e+00,6.588538565249058010e-01,2.435573099650537310e-01,2.498323341351420257e-01
1.006016003623322330e+00,6.705797826410099916e+00,3.588305255855097631e+00,3.570532952862509823e+00
4.941094506101061157e+00,1.753640320417271248e+00,2.482060247482733573e-01,2.444266490486740884e-01
3.791529310019092325e+00,5.856858518588884621e+00,3.112113117508742977e-01,3.090363553822799147e-01
1.798934632463051297e+00,2.804603377125324037e+00,4.987572298726457021e-01,5.020193513769892757e-01
3.207567947528016550e+00,9.436176289791344374e+00,5.237741862023423955e-01,5.228733518054593521e-01
1.904907696465437672e+00,2.550631888800656277e+00,4.331086611159050692e-01,4.383276392827911705e-01
1.907464663199600174e+00,5.446219900244930301e+00,9.303008138247188530e-01,8.801753120062654201e-01
2.519014750972647931e+00,7.482378950730735667e+00,7.353086999379662148e-01,7.601975686191675408e-01
8.361410817688541552e-02,3.455734226980017976e+00,3.290272243108130379e+00,3.273030065040499537e+00
2.467857799716981049e+00,8.401524205503450915e+00,8.880681212115694168e-01,8.528733603181586354e-01
4.857992067234439659e+00,3.482800045248386933e+00,2.552376721507954027e-01,2.743702069400384969e-01
1.427326143927892144e+00,4.184670605853975545e+00,1.122603654475105683e+00,1.162123434696688218e+00
3.741089795383060856e+00,4.588688684013513708e+00,2.940843228802040299e-01,3.088751673651873308e-01
2.213944450352475002e+00,4.479494158352149924e+00,5.649064969027399741e-01,5.697412763181055606e-01
1.046405213088927422e+00,6.275464716898937922e+00,3.210916811771171275e+00,3.182950202610012713e+00
4.525012854090647352e+00,2.649333310198392688e+00,2.538714754214115854e-01,3.400184955558165356e-01
8.413642340106497475e-02,3.627534049208150702e+00,3.455317571347761074e+00,3.481725329967606530e+00
1.517544632997553489e+00,2.675234297516391191e+00,5.845777920830819152e-01,5.503989519727926494e-01
4.995129411619688042e+00,3.130979860910470425e+00,2.529296185620656945e-01,2.295404810748733482e-01
1.310733980949947419e+00,7.746432098558051926e+00,3.294229122087779515e+00,3.296838499544936685e+00
4.245222609296360083e+00,6.478034161307749450e+00,2.900219879533484368e-01,2.433800539934688478e-01
3.028415743278521255e+00,9.646498373028327578e+00,6.118877073984412274e-01,6.169466196087566301e-01
4.030178537635618063e+00,9.526235385956958623e+00,3.441373432065017446e-01,3.303651965351189768e-01
3.151588777217391169e+00,2.448311745624471847e+00,2.803552591653585835e-01,3.171433771748450869e-01
1.813484285289241882e+00,2.494487341630883037e+00,4.487428033131628524e-01,4.776074432220102639e-01
3.803943922917412568e+00,9.122655631645155694e+00,3.682501455336071317e-01,2.869115824105639700e-01
1.324227445198616904e-01,1.820118339955520526e+00,1.489409815505615464e+00,1.490660893086434902e+00
2.234064758672259288e+00,7.731257946468305775e+00,1.033589544689857309e+00,9.850655197041466860e-01
1.859272849350530166e+00,2.321717749041010137e+00,4.144725251189778636e-01,4.477616650964335587e-01
2.385370028186747149e+00,1.858848304038594357e+00,3.009410036338757699e-01,3.059841797077105241e-01
6.381034324803480651e-01,4.672816948225899658e+00,3.151432267122041608e+00,3.167884430687651687e+00
1.112534329731362348e+00,6.998566933193260731e+00,3.461691768509645772e+00,3.429738026645546611e+00
2.810257950498546986e+00,8.519602503817605310e+00,6.500742153408185509e-01,7.049271224806835656e-01
1.938845578279769777e+00,2.477434931132105334e+00,4.162407058665938964e-01,4.768429068811072535e-01
3.958281027951702669e+00,1.447187439164213663e+00,2.480707704528976876e-01,2.161276391741113190e-01
3.025682946387572514e+00,8.030772739431004226e+00,5.213945035610945133e-01,5.325789572170840369e-01
4.306333423934970206e+00,4.784663638532532737e+00,2.725101079632951673e-01,2.523110351115895877e-01
3.661804186628022428e+00,6.290911850028885866e+00,3.308768884206210181e-01,3.301697903147990387e-01
3.009117238792824889e+00,6.049914316560615291e+00,4.279942033268818169e-01,3.900250939501448966e-01
1.438078010979978449e+00,7.727766216334176264e+00,2.889424876401300857e+00,2.945439241838719191e+00
3.913802339630842564e+00,9.900809677005092624e+00,3.658706343387756466e-01,3.367952490062955939e-01
1.256337890855409034e+00,6.656869146767792067e+00,2.845505867054453741e+00,2.836623352604529025e+00
3.760555590720221497e-01,3.969509606236786503e+00,3.167165653793575952e+00,3.182210141726891539e+00
4.814322892216138960e+00,2.161453341971050435e+00,2.499984264796401290e-01,2.305716061271562700e-01
2.700056025482346023e+00,1.477348780082934798e+00,2.655671240257793664e-01,2.583877511338102950e-01
3.869471487749056582e+00,7.069764504316547793e+00,3.240162513537607758e-01,3.071070559609518358e-01
2.646114038151800685e+00,2.923484279590718771e+00,3.368595422335218803e-01,3.328557195884330744e-01
3.057898651859107364e+00,3.137210826806333674e+00,3.065710349967062376e-01,2.714547559436971680e-01
1.694612525825311966e-01,4.711795321509029577e+00,4.283213691094577946e+00,4.270074048826509205e+00
9.339683967690426414e-01,5.512186114179573160e+00,3.020529340774376070e+00,3.014322553033008667e+00
3.373446977173887085e+00,4.453406191492740973e+00,3.179510439162677171e-01,3.079392638021436479e-01
2.852822989762491268e+00,9.579191322498459726e+00,7.070554198060288176e-01,7.087561184528426983e-01
7.927751699335633395e-01,3.331865521054413470e+00,1.750672369192030953e+00,1.741879302611329283e+00
4.760146343630923482e+00,6.219176958195260951e+00,2.694524034402469570e-01,2.920487456934283688e-01
7.717681627370215347e-01,6.543315374258509287e-01,2.679429941430208073e-01,2.582471163694459171e-01
2.551516248693426636e+00,1.105832495774161206e+00,2.533746584875937735e-01,2.492751705987172606e-01
7.200143750962884059e-01,2.389995372046636035e+00,1.136187623919565626e+00,1.116244183839690152e+00
3.586858630531173375e+00,3.172757300502261124e+00,2.778965094919859657e-01,2.621010642885288622e-01
1.381565070475763601e+00,4.930071533587454091e+00,1.541942206980609242e+00,1.504007423256017884e+00
6.706698756089163327e-01,5.954970318326824774e+00,4.004228172214295611e+00,4.019791719840634769e+00
2.299359033525782969e-01,2.076250532242388758e+00,1.627770798932531182e+00,1.593495258402956471e+00
8.741776894881181370e-01,5.997172692582859455e+00,3.496841718092944973e+00,3.474466026147295050e+00
9.589935836178320461e-01,1.277318879019055275e+00,4.217316011388435593e-01,4.325089406991796670e-01
2.684860397858963132e+00,4.226609802092848867e+00,4.038088237619818499e-01,4.158860247403178279e-01
2.255194430856955812e+00,8.081922269563332151e+00,1.072878639981947435e+00,1.060875197451795371e+00
4.786471836267686797e+00,5.012424181470714224e+00,2.629459706778337624e-01,2.023679963631697110e-01
4.770756684333211872e+00,6.827649373458831050e+00,2.722988516328051500e-01,2.849142502516723852e-01
3.982730552342151675e+00,2.623923462544195395e+00,2.599450830671947710e-01,2.677319868339565478e-01
3.357938169903516457e+00,7.221484886519519364e+00,3.983305203508604730e-01,3.559590838867072171e-01
4.225115457841732258e+00,9.850892195431450560e+00,3.270328194347134620e-01,3.501424819185483539e-01
4.693759142399422934e+00,6.684016182351800950e+00,2.737686236094085124e-01,2.527356295964057198e-01
1.130886444350137632e-01,9.814933222846789818e+00,9.240829345471778922e+00,9.207043701987180029e+00
5.905261357542934686e-01,8.421807853627420570e+00,6.034860036855851817e+00,6.037731958184779479e+00
1.801319423418215493e+00,7.798030076246642572e+00,1.852764666011763373e+00,1.847410553069786854e+00
4.679342652129986346e-01,5.052345290558266200e+00,3.843520805469939461e+00,3.849599525499673991e+00
2.997622365266385813e+00,5.953725087604262001e+00,4.262167065015727285e-01,3.780442647518395538e-01
1.301821111740543158e+00,2.847849077078876245e+00,7.587144179760616503e-01,8.130813214642328424e-01
1.321698645661627536e+00,8.808324316041419522e+00,3.823572582118489382e+00,3.805492823682177672e+00
1.441639943239327870e+00,6.275031060328355448e-01,2.369543910463951519e-01,1.907646117915028361e-01
4.885782879219502384e-01,8.075304893017197116e+00,6.143171401985827451e+00,6.161736667642841780e+00
3.704722266190794588e+00,9.430376992896723820e+00,3.914517604759649716e-01,3.808076365729296531e-01
3.253362147998250631e+00,3.652483085766728976e+00,3.069874157674676862e-01,3.167331703406547905e-01
3.032540453206312048e+00,8.099528815931236636e+00,5.225434260917243279e-01,5.123551731729731884e-01
1.702279113888771622e-01,4.578139098048199074e+00,4.158779720754484543e+00,4.156987509940086589e+00
2.147320723194387604e+00,8.640982820228693129e+00,1.360617099777548855e+00,1.367990285089707880e+00
3.426017949499213344e+00,6.475697656046494721e+00,3.647838281307811403e-01,3.423842416112942155e-01
7.817332495179318830e-01,1.029778857134296510e+00,3.826943842575502019e-01,4.030565721333369544e-01
1.928289223287753984e+00,4.068808350551110564e+00,6.451291467655787537e-01,6.310321437931925015e-01
9.917072734968446213e-02,6.828080421617239715e-01,3.630351474981248772e-01,3.369445331730107074e-01
4.092899853862103088e-01,7.618527281205812685e+00,6.064675719272992538e+00,6.066986691927668041e+00
1.082267899995269511e+00,8.773022891650294142e+00,4.576487884478249057e+00,4.589839122832980678e+00
2.073250805706243316e+00,9.963029308433494435e+00,1.908838164567449258e+00,1.901965784318889963e+00
2.316200181436899541e+00,5.500284011339656942e+00,6.350549614521754371e-01,6.091793678397885436e-01
4.422607658090564442e+00,4.217279473423261038e+00,2.652841975172294808e-01,2.838777645064884947e-01
1.583292210870066441e+00,5.483326069600138020e+00,1.399579534158599259e+00,1.346769670394915908e+00
1.073193813859568690e-01,4.713217212203304918e+00,4.439156678466471107e+00,4.408230754385405348e+00
4.131116733855825451e+00,3.284827186205411920e+00,2.637790919256237654e-01,2.649647786416253203e-01
3.092346768678638780e-01,9.147455603782869815e+00,7.730164248822434025e+00,7.689332466873281646e+00
4.649599633111417551e-01,4.244743499673949927e+00,3.205634378575724863e+00,3.206474206503199920e+00
4.815908583698674583e+00,9.008790717753164756e+00,2.821300889031267412e-01,2.804841953625728523e-01
3.766827090641791997e+00,5.881754852648513499e+00,3.136152161678841255e-01,3.405774098336291633e-01
1.689271013896275209e+00,8.545696944889925817e+00,2.500014615429992926e+00,2.472570904875594167e+00
6.608942080959784304e-01,6.823278368986067655e+00,4.647705794703748339e+00,4.628928598994499488e+00
1.933652865859307735e+00,4.957806925475010118e+00,8.027181244349923528e-01,8.127135749760223682e-01
1.695974463900867812e+00,7.304963864363317683e+00,1.921654263575027777e+00,1.847927355868853594e+00
4.372206007212366075e+00,7.391916919280660636e+00,2.917113106182192550e-01,3.847125795856567998e-01
2.093765086570200218e+00,8.759062803200281522e+00,1.495514593065411235e+00,1.474555071151558261e+00
4.102250300781101755e-01,4.877631675695396574e+00,3.842645440233372067e+00,3.820750388651605434e+00
4.634026011792931499e+00,5.531408369860019825e+00,2.688218032904637900e-01,2.946556286175751604e-01
3.111566818576300797e+00,7.760260415740000361e+00,4.793396021031485210e-01,4.781446468600780153e-01
5.835492839050110403e-01,5.390275522355338467e+00,3.817669150409845891e+00,3.764286291848738308e+00
5.658708002321116703e-01,6.393429809450037915e+00,4.612116472912388687e+00,4.630924294315167167e+00
2.329666205821321334e+00,2.736834938071707413e+00,3.679705628672855222e-01,3.936318978872617724e-01
4.604448284455808782e-01,9.772939914562835284e+00,7.586662292598551183e+00,7.573163904394273338e+00
3.158760961013792112e+00,6.541732425068183865e+00,4.152455487283246427e-01,4.067975379795639168e-01
3.081918955474551414e+00,6.680200015742561170e+00,4.388401128726361344e-01,4.534196507904179052e-01
1.604067430907685221e-01,7.579298267190816674e+00,6.946860430173336987e+00,6.919597022675903375e+00
4.037113905206472175e+00,7.983321186408931069e+00,3.217229956169591620e-01,3.348746525431663956e-01
3.933973804697492582e+00,1.411049167547752559e+00,2.477834759121708419e-01,2.537624312255057912e-01
4.576541343076542034e+00,4.015560986232249441e+00,2.611896151507983044e-01,2.409416366775207763e-01
3.351533233692385316e+00,6.187081825391937961e+00,3.678484620211179834e-01,3.260854058067626515e-01
3.464311161676116413e+00,9.944836187683332440e+00,4.605725350404820118e-01,4.538043601176494080e-01
