B,T,M,M_noisy
3.651470709790315183e+00,4.403917035543038594e+00,1.717198459247982201e-01,1.679418194328628766e-01
2.752011592182427968e+00,7.705911317239406699e-01,6.722551190626683271e-01,6.719055748785579540e-01
1.456766899822317107e+00,3.087231077590820938e+00,1.420729766041505249e-01,1.412285957809978065e-01
8.871948429981216799e-01,1.019714310643300204e+00,3.475516498014179501e-01,3.479789357964151453e-01
4.852634524759049661e+00,1.326044550888044293e+00,5.818633888018748257e-01,5.822980326639199955e-01
2.628736069184606006e+00,2.116383127620933280e+00,3.674226142342973400e-01,3.716582917443994605e-01
6.677415011067745487e-01,3.005011485463654708e+00,7.008838584772562885e-02,6.786434432234106362e-02
3.155099802133752185e+00,2.936577331236176924e+00,2.858185334591026860e-01,2.850633234448486930e-01
3.905747260277260491e+00,2.767935131458003184e+00,3.460655271474833428e-01,3.501510703624680088e-01
3.103716175159898505e+00,4.807671408584249129e+00,1.281450941262118337e-01,1.294385001186155182e-01
4.594758753475423063e+00,2.792034918247194408e+00,3.668424170414398833e-01,3.681685437861924037e-01
2.940050956545940397e-01,3.798932618811641682e+00,2.122031444905209813e-02,2.019230170567717225e-02
2.690087389974106458e+00,2.004348967650716684e+00,3.928662061337835354e-01,3.895700557920722118e-01
2.350745826138478378e+00,3.849501523436157147e+00,1.536880563530754751e-01,1.540229858415209652e-01
4.055129378343904634e-01,3.865507805273005193e+00,2.835494900039333549e-02,2.857297717603643136e-02
3.242508028782937757e+00,3.513044182331376941e+00,2.283712762647952532e-01,2.259165721563061169e-01
4.277900908555217541e+00,3.894330870494463248e+00,2.333881789622422875e-01,2.320217256386811755e-01
3.005410988710992104e+00,3.075605131477183285e+00,2.605933411393150378e-01,2.604492537798605567e-01
1.374477493912393822e+00,4.350378088652226971e+00,7.557431187451946197e-02,7.368480862839790757e-02
4.215419453053902643e+00,4.246402706359578616e+00,2.011248264901520366e-01,2.009282865544476104e-01
2.596529819455396293e+00,9.337539825460517973e-01,6.343866244261755494e-01,6.345775904811145063e-01
2.603355533886011930e+00,2.517601043102641878e+00,3.022967746298210190e-01,3.023679471039319999e-01
3.789848017740672148e+00,1.043024289794824089e+00,6.281396247322662552e-01,6.271270414156375761e-01
8.248179753462870911e-01,4.777425676812681488e+00,3.804864827014003276e-02,3.923614441371167660e-02
4.116170923684457250e+00,2.457010383255674224e+00,3.990029270973434739e-01,4.007852610059081111e-01
3.448105839415960272e+00,1.490352431453525250e+00,5.430500446596122632e-01,5.436917412687454210e-01
3.956775013618525350e+00,4.269328437751555683e+00,1.915725627340858495e-01,1.899361022793052411e-01
1.038919669198662854e+00,8.924727181830303113e-01,4.421330550515898961e-01,4.435963596191607738e-01
4.031584389559196957e+00,1.193391268906498492e+00,6.056569624800727247e-01,6.046540824431386740e-01
1.037487237680281504e+00,3.554734715372915854e+00,8.259188205164724739e-02,8.435020328822322166e-02
4.996078250812123756e-01,2.783404952999709359e+00,5.903532351604869055e-02,5.689174868229380372e-02
4.290612174006644075e+00,1.702825998222114112e+00,5.257614143120108441e-01,5.275903487182683760e-01
4.320289131270575567e+00,3.093258961679804742e+00,3.199313436584926285e-01,3.198912167492616865e-01
4.395031772441244655e+00,1.433226532151892441e+00,5.698121138710982025e-01,5.673146160904293245e-01
2.412357624858072480e+00,1.891560249038064301e+00,3.890511971131189739e-01,3.884233981691852522e-01
1.442837104207219667e+00,3.249772763634026340e+00,1.303106896839319739e-01,1.304188942414750696e-01
1.347499601555146864e-01,4.473194696555802707e+00,7.175201281864500465e-03,7.720783960193407583e-03
3.264032388317244848e+00,3.664302227482597818e+00,2.154217359923326636e-01,2.134573597424506974e-01
3.627555979192596425e+00,3.394525028640034581e+00,2.583631596111543582e-01,2.561484135168239917e-01
4.194289160851343290e+00,3.859912116822586725e+00,2.339589236516537163e-01,2.343580927173478656e-01
1.481201354086256750e+00,2.202691012843477569e+00,2.276860202623658402e-01,2.267525210286062409e-01
1.154569019098570681e+00,4.914401270917429621e+00,4.974055751264293279e-02,5.021156873610338467e-02
3.232723762326280781e+00,3.250670810035702463e+00,2.543475720527088590e-01,2.558666110976656194e-01
4.044768682410547989e+00,1.659025739802226118e+00,5.286175379834169297e-01,5.253199632507150607e-01
4.821987276940356892e+00,6.618436153243449915e-01,6.058173153316441795e-01,6.063260915646794258e-01
8.375716690637696749e-01,1.002900133831514662e+00,3.376913453579393765e-01,3.401406392930108602e-01
2.462840702176749108e+00,1.393291182266557904e+00,5.059852869281581400e-01,5.053902332394172303e-01
4.484107724761249969e+00,3.804676875545784487e+00,2.478947472429641197e-01,2.462731180764889671e-01
2.171312844032642797e+00,4.165345240126764992e+00,1.250549958448090859e-01,1.265594834991682627e-01
2.988560104211836155e+00,4.664537802719489257e+00,1.322129537892757223e-01,1.327198468216919947e-01
2.200043197174796905e-01,3.393096058299061468e+00,1.922533539551036716e-02,2.101710153706548914e-02
3.399953447049401056e+00,1.837746454889797931e+00,4.725611508724461007e-01,4.718707194523435455e-01
4.603534236205730323e+00,4.274910902045698791e+00,2.090049408606989012e-01,2.060413043132544864e-01
4.151444114827933518e+00,4.790615764477104577e+00,1.593378725397906481e-01,1.591178510103681554e-01
4.439049306878739110e+00,3.636067280169124505e+00,2.632558608019813229e-01,2.623642044959588748e-01
3.335741364550564469e+00,8.256111798686306402e-01,6.604771671630285113e-01,6.620278148071236934e-01
1.303206109491570341e+00,2.349418895518862183e+00,1.874329465668980732e-01,1.878202122636523919e-01
3.865733294591646718e+00,1.620246334137341426e+00,5.312612903517985874e-01,5.279995918869283544e-01
1.137206238776801603e+00,4.726672303486870064e+00,5.329179837020257826e-02,5.090147220999617639e-02
4.173246689855859337e+00,4.150055260067320617e+00,2.078111960768517230e-01,2.095787741500262369e-01
4.073178205967644683e-01,8.146720045859573434e-01,2.273367095222300627e-01,2.286962395570657502e-01
4.144890285628423321e+00,3.242443686448375217e+00,2.961114489386860726e-01,2.948309622068691072e-01
9.060856057230963767e-01,4.933164124027300090e+00,3.892478859558634596e-02,3.892269100245178415e-02
1.938220282833545305e+00,2.857127571589101134e+00,2.044761529441120607e-01,2.053673000516644254e-01
1.652017016129125215e+00,4.502486049200068230e+00,8.409277321014738127e-02,8.502958188184193966e-02
3.487551472860932478e+00,4.155488047456785239e+00,1.842482132336010214e-01,1.860006976258297140e-01
9.750022030544224227e-01,2.621918294896999235e+00,1.234061997841047198e-01,1.239191710385478401e-01
2.041655194863233547e+00,2.489037783764966427e+00,2.555002378519221073e-01,2.553105811739850850e-01
1.285405160291066551e-01,1.227430344883447155e+00,4.502442826510855839e-02,4.450673213553286989e-02
1.386224092475497605e+00,2.095113065510046724e+00,2.286288481327946320e-01,2.307403337338611304e-01
2.163825189721880982e+00,1.361150040460923138e+00,4.843831756677110523e-01,4.798814671175539726e-01
6.190140598658898652e-01,4.305684127332998656e+00,3.536939546401265955e-02,3.509208481382998512e-02
3.202483735579133572e+00,3.215314720369495838e+00,2.565172932107167569e-01,2.565832934186848546e-01
1.964078922444008724e+00,4.713090221068107155e+00,8.997824489729674968e-02,8.712754697555637196e-02
3.653940296573571000e+00,2.346593978863061647e+00,3.965285574709368488e-01,3.971941846972129597e-01
3.303943454235132915e+00,3.657691943953398361e+00,2.178808555310201844e-01,2.165782935061333903e-01
2.213011069009290566e+00,4.249175837131797806e+00,1.226218224749218710e-01,1.243467120675533638e-01
4.349870477646776479e+00,5.579477616021139008e-01,6.118266269306344984e-01,6.115754427625658129e-01
3.197462075750818755e+00,1.952842745930414514e+00,4.393916602952508965e-01,4.407299667768297957e-01
4.070344325320865764e+00,2.463034062889802644e+00,3.964046404360933584e-01,3.988423276464357903e-01
1.774794147306554049e+00,4.678715498110617155e+00,8.320025998134829293e-02,8.396611914677523658e-02
2.763979519375432847e+00,4.417199855570633105e+00,1.379084381011537463e-01,1.361569958143080683e-01
1.061854737062291720e+00,8.802870923695194083e-01,4.538654275580801811e-01,4.508367902946708861e-01
4.981091831581276885e+00,4.799566026572077426e+00,1.761208641734082758e-01,1.796276324084410125e-01
1.291755775101003145e+00,3.321067140131717110e+00,1.136150618445938565e-01,1.133924774582188155e-01
1.358650589412803589e+00,8.237010833393785258e-01,5.491589337136631999e-01,5.477818038183945859e-01
4.586313547157333526e-01,3.605550119724396652e+00,3.614403094933055227e-02,3.643254512545220092e-02
1.363235283084009319e+00,4.349131835145604086e+00,7.502563319874479275e-02,7.464281053777949149e-02
3.839329809465861221e+00,1.664848774428733691e+00,5.224358575604559629e-01,5.241401420888813778e-01
3.519678496347098839e+00,1.951977007561195521e+00,4.572288162880044915e-01,4.572966726528787107e-01
7.304987403541303159e-01,1.749617104862315475e+00,1.592144934815582502e-01,1.592419926487950999e-01
1.943568656997662014e+00,3.661283288990492046e+00,1.414776413551063761e-01,1.400484819130404512e-01
2.162514833625568400e+00,3.732256269392085102e+00,1.505810018211029555e-01,1.515201380185979552e-01
3.358422807173607971e+00,3.984571537886596460e+00,1.924884581395065186e-01,1.904207246947965670e-01
2.334051918914369583e+00,4.644685091348790706e+00,1.082368583006166618e-01,1.095686371801445902e-01
2.973939801445104170e+00,1.318227118650332264e+00,5.594038880871512465e-01,5.624517631131314976e-01
4.214454557683817271e+00,3.687115692899564756e+00,2.511165123160228330e-01,2.480671402398245406e-01
3.659720690530615439e+00,3.405663451909823891e+00,2.586134721464345976e-01,2.536810136837319707e-01
1.888535591191939034e+00,1.681794870426643884e+00,3.716360489167653269e-01,3.728698064270739576e-01
2.297141915787973332e+00,4.888888166866683704e+00,9.591952004893833372e-02,1.010153156799045854e-01
1.901727891481032717e+00,2.646321013258691845e+00,2.229993748725704883e-01,2.209975251748267089e-01
6.376998536328140066e-01,4.769723640614981441e+00,2.960879534094170568e-02,2.710740382333772999e-02
1.095883566028243328e+00,4.872982068966480007e+00,4.816341444006030925e-02,4.934135230762125984e-02
1.490651795826242410e+00,4.550216431273837792e+00,7.473875984075249723e-02,7.305731666063587648e-02
1.639256088451281013e+00,2.567684119910419227e+00,2.044396898322326517e-01,2.034276388643591893e-01
1.633934508217694814e+00,1.758995555663849020e+00,3.195044780550293506e-01,3.188082431216617829e-01
2.925828609639465228e+00,3.135928727099119406e+00,2.491294171798017210e-01,2.501934213523853145e-01
4.861280880536797966e+00,2.522911248286874297e+00,4.100526300499865995e-01,4.092420253272003872e-01
3.895854261126287188e+00,2.606907118300574311e+00,3.681925205533143064e-01,3.687482862334746092e-01
3.976556346046745904e+00,1.598366046658680650e+00,5.377948706343890217e-01,5.374418041166019178e-01
3.820415652643942117e+00,4.290138839310275287e+00,1.856298160379075690e-01,1.839404738306043563e-01
3.025239879566406831e+00,3.788258419567765767e+00,1.934158044872359428e-01,1.927761519717494931e-01
4.596692060137472780e+00,4.393893190459429832e+00,1.991602120618687632e-01,1.972594127315329127e-01
3.479187761690697211e+00,2.891924716633374803e+00,3.094355122951706893e-01,3.094485422669102093e-01
2.551746510610668039e+00,9.169867923848754598e-01,6.368314982782614653e-01,6.345837658231301415e-01
4.777106616526398675e-01,4.380390227865415653e+00,2.644848930905654288e-02,2.426270057046605796e-02
2.493401212719067228e+00,8.116304072387554580e-01,6.604517419817890200e-01,6.633656656123995132e-01
1.142871877167638495e+00,1.195322042660149853e+00,3.607343970695556790e-01,3.606280286289449966e-01
7.502118579792574904e-01,4.748540585112434265e+00,3.510246760792667953e-02,3.499466355698259423e-02
2.579718120393927894e+00,3.026771484168798931e+00,2.381065182063538677e-01,2.391295910461891105e-01
3.946917933725099470e+00,3.537488346648758775e+00,2.566857211932794813e-01,2.558440071881817324e-01
1.545531569747045531e+00,4.194467002345204421e+00,9.048606617633521421e-02,9.002899544137889232e-02
3.866981623554916148e+00,3.490507110583040085e+00,2.584150269936633659e-01,2.592653244643272070e-01
2.675584663495045312e+00,2.497870796394793480e+00,3.108623959569304374e-01,3.114272276414192242e-01
8.303353145164914517e-01,2.943497380756138870e+00,8.945249291104621914e-02,8.713389945718136298e-02
4.828341945500705279e+00,2.293177071525211108e+00,4.423993674600261716e-01,4.440660526533655172e-01
2.068017497053735720e+00,3.097356912367651205e+00,1.928893539354539222e-01,1.917084840488758324e-01
1.546647852747209617e+00,5.099316381948748589e-01,7.065312272328438947e-01,7.044190693322155417e-01
4.250292016105275295e+00,2.787197432930339946e+00,3.567760639567770786e-01,3.549751138167789866e-01
7.098556293258512229e-01,6.071980216808393616e-01,4.779449206778525472e-01,4.771638299891419188e-01
3.694593259261147011e+00,9.935237697078905805e-01,6.355510360679506032e-01,6.388056365771966894e-01
1.020341238570794840e+00,4.308657235734347779e+00,5.774948539515938756e-02,5.539841358531782944e-02
2.023209702461654214e+00,3.467237527874512004e+00,1.598929581728275318e-01,1.602131099578962270e-01
1.236309404464478456e+00,1.319755418728857821e+00,3.470384543265299104e-01,3.427628056103487753e-01
4.222017164192696015e+00,3.862411363633233119e+00,2.346050370046154909e-01,2.346019031383251019e-01
2.011365304505322804e+00,2.641024713145291969e+00,2.341760778834046652e-01,2.359752107183566705e-01
4.875994783123217324e+00,1.106808241879080112e+00,6.039689757031968531e-01,6.034956490590739353e-01
3.163781273634023616e+00,4.683585628143643653e+00,1.372059006971568795e-01,1.359471908493901926e-01
3.498751890044284885e+00,1.007622943184307562e+00,6.343144213358565819e-01,6.347774434639736896e-01
2.655473098448846159e+00,5.888428610823139842e-01,6.946198249549057069e-01,6.960201284572069547e-01
1.613944175470396702e+00,1.654707778054677503e+00,3.374726807002293438e-01,3.387999958422641678e-01
2.038226463156900703e+00,8.908695811590507940e-01,6.136283888702671607e-01,6.175733365781267414e-01
4.710577519543318381e+00,5.752465636170607244e-01,5.969350074364695447e-01,5.973533423811421272e-01
1.085895683550855972e+00,3.439588444088994557e+00,9.107240726112203477e-02,8.988758706161617540e-02
4.942272615979040218e+00,1.093829625460812860e+00,6.033937184337094806e-01,6.031417600537362089e-01
3.815698723818710558e+00,3.037459298278945674e+00,3.073120286866830031e-01,3.071670315954433961e-01
1.862955939813790485e+00,1.591654231269890252e+00,3.882431125849875597e-01,3.884605873519437758e-01
3.243416588577456849e+00,4.732925610953794049e+00,1.369682742879834436e-01,1.369082186615245833e-01
1.966809542536129163e+00,1.471351947326626552e+00,4.314503808646023009e-01,4.317983127423947187e-01
1.969315369935608295e+00,2.842946268537072108e+00,2.086559523884876644e-01,2.053142522672574410e-01
2.568634455953195062e+00,3.807442660872454088e+00,1.685587480721917886e-01,1.702180059842718640e-01
1.819418260133477128e-01,1.900084633832640257e+00,3.660771585056544347e-02,3.545823731272337853e-02
2.518500643722641374e+00,4.242827255238476702e+00,1.374971217585441718e-01,1.351508043656501346e-01
4.860832225889751612e+00,1.912905284591341015e+00,4.994941105892855004e-01,5.007696129085683623e-01
1.498779621049334709e+00,2.245370286983462194e+00,2.246102191944001347e-01,2.272448712091723055e-01
3.766267999475399808e+00,2.436747271374822610e+00,3.877527937759643883e-01,3.887388500749632825e-01
2.269665561345425964e+00,2.385023548693123274e+00,2.918085536293077431e-01,2.921308722569987970e-01
1.125477108827148909e+00,3.235746444846865355e+00,1.038238955187669454e-01,1.019594549080230367e-01
4.534512597008834689e+00,1.518105252199238642e+00,5.573218382794538073e-01,5.630649729550808447e-01
1.824536949330436975e-01,1.981463496993334461e+00,3.474270790512236362e-02,3.650322514644537691e-02
1.587193740337602410e+00,1.530374140928816962e+00,3.607097694811584598e-01,3.584311801404724829e-01
4.995226823387294068e+00,1.746253618326012225e+00,5.245614834573043561e-01,5.230022076248248553e-01
1.384519301330948693e+00,3.932520467738024550e+00,9.164617662421095656e-02,9.182013512135477062e-02
4.260318157110432935e+00,3.331700392198407634e+00,2.900327440808563861e-01,2.869232818168644394e-01
3.067847428412951327e+00,4.832551860908155028e+00,1.256087889118602807e-01,1.259460497258813039e-01
4.049574966882905969e+00,4.775585182821717289e+00,1.577854134157814781e-01,1.568672703043559602e-01
3.188557001673043789e+00,1.422884511085276138e+00,5.464885970663582171e-01,5.489411382669906470e-01
1.877214599583457266e+00,1.444757161825155123e+00,4.260770165553296462e-01,4.280013258825861588e-01
3.827865044459064947e+00,4.584415825516126475e+00,1.645939170809218310e-01,1.591713462060522777e-01
2.297742896294644732e-01,1.125319213663141138e+00,8.918282258551826769e-02,8.926622775757289685e-02
2.289383463498814386e+00,3.925332711484986969e+00,1.453728464991141944e-01,1.421379115000668270e-01
1.922087392363519776e+00,1.362918933756267936e+00,4.540025202274823313e-01,4.562217962259793591e-01
2.437662627623012668e+00,1.143664986123544614e+00,5.699357724233803379e-01,5.702719841616359364e-01
7.253413638307411038e-01,2.476597501791215628e+00,1.005235456162885122e-01,1.016203565206625081e-01
1.190283643136735181e+00,3.578268547302071223e+00,9.322952032048301141e-02,9.109927086287641917e-02
2.854052791488576268e+00,4.298759080755707451e+00,1.488957220148980354e-01,1.525525824908890438e-01
2.000068666714174714e+00,1.436679704220470866e+00,4.446641477616769533e-01,4.487042944959778179e-01
3.979115407392669113e+00,9.486677343409433139e-01,6.369012456459119953e-01,6.347717035606595948e-01
3.065169287459821312e+00,4.067208139730476013e+00,1.737212447999365861e-01,1.744668750436692284e-01
4.320206755456270642e+00,2.529577512989094501e+00,3.952315040462254236e-01,3.938848991894450258e-01
3.688568102895462442e+00,3.243063507908419574e+00,2.775344948091495456e-01,2.774873549354280877e-01
3.048934894016968933e+00,3.128906781528712155e+00,2.572647812577079085e-01,2.547335072992587546e-01
1.509316450760379125e+00,3.923678734053031025e+00,9.980935347296865379e-02,1.035436445021298973e-01
3.935526292838225970e+00,4.953015110160306378e+00,1.435837461109132351e-01,1.416453870887479094e-01
1.331211133038300964e+00,3.416411701100533271e+00,1.117664344073298760e-01,1.111742667773348847e-01
4.685344478905817400e-01,2.143451918743741302e+00,7.978991272872540397e-02,8.079287859094644308e-02
4.818036434371816057e+00,1.287004214617866182e+00,5.869302941370628801e-01,5.856351727802305840e-01
2.746054904972698996e+00,9.629546853024428810e-01,6.325619656188221640e-01,6.320833407593575703e-01
3.892082057994076028e+00,3.611993712570995996e+00,2.471153988691558723e-01,2.459881191763019503e-01
2.693191757388764707e+00,1.647966237700866809e+00,4.655208067799158078e-01,4.652538852702431948e-01
3.096740678821925385e+00,1.749205128487210770e+00,4.728967571386489266e-01,4.705556718684483219e-01
2.660720275308805505e-01,2.495060941767435203e+00,3.696542948947995066e-02,3.608945333827535268e-02
1.015289028833661789e+00,2.874193422506113649e+00,1.124705745862492612e-01,1.120567887368247723e-01
3.405978037630410071e+00,2.372666090707087783e+00,3.793913072675475506e-01,3.787238552599392905e-01
2.895766529967241709e+00,4.800669573815059543e+00,1.215342504756539432e-01,1.216476303854415325e-01
8.769196665348920616e-01,1.841409983657353644e+00,1.773668649155724641e-01,1.767806604768590306e-01
4.764943416758304906e+00,3.209083822303018696e+00,3.191635455758831674e-01,3.206699683927619060e-01
8.563327994822811373e-01,5.731044124648767557e-01,5.566100824466866381e-01,5.559636905951149677e-01
2.600485923719558556e+00,7.869732874719711502e-01,6.679798071219774647e-01,6.677065079293856842e-01
8.056140875943627044e-01,1.395260965706301093e+00,2.281632543260864454e-01,2.268336916540947268e-01
3.615121457920550174e+00,1.766042931816860451e+00,4.959522942953792368e-01,4.948992646151487707e-01
1.453933769066248605e+00,2.598454936962478090e+00,1.810005105377293366e-01,1.784715249560899220e-01
7.572564780967380171e-01,3.083933308681127361e+00,7.621242185999443919e-02,7.724999170175037011e-02
3.253371852855267421e-01,1.246644988956920885e+00,1.106794426993174818e-01,1.083944066640124965e-01
9.566941356983558187e-01,3.103923907012933636e+00,9.470641141047103639e-02,9.321469861409438507e-02
1.039813711945475561e+00,8.682036795353420544e-01,4.530256017990668682e-01,4.537440911030892754e-01
2.731163189901784083e+00,2.265236222043981229e+00,3.508449592062484745e-01,3.516501059381375582e-01
2.310090542239817246e+00,4.091436864529999440e+00,1.363159400682410483e-01,1.355157105662309069e-01
4.790742399542333274e+00,2.637464085959812188e+00,3.926709340639574775e-01,3.886324024429798629e-01
4.775341550646547972e+00,3.497307597954182778e+00,2.870409250489496800e-01,2.878819516235408549e-01
4.003075941295309192e+00,1.506069008573566403e+00,5.544573582862852845e-01,5.549764852040693919e-01
3.390779406505446403e+00,3.683861262035561968e+00,2.194731659715420391e-01,2.166484035405984998e-01
4.240613148684897027e+00,4.929369987309634382e+00,1.523225258497423462e-01,1.538631700153313409e-01
4.699883959551434565e+00,3.429270823219274344e+00,2.924728531340641258e-01,2.910706535331972766e-01
2.108268715463135212e-01,4.912336789769532253e+00,9.219649241531695585e-03,6.967273009225094169e-03
6.787156130392075770e-01,4.252435299086672948e+00,3.967816649771378767e-02,3.986962791964230451e-02
1.865293034949851547e+00,3.956961615064199300e+00,1.195837803857927872e-01,1.192268395229943573e-01
5.585755799087387397e-01,2.656374085001283802e+00,7.052692961041109876e-02,7.093217761239339891e-02
3.037669917961058452e+00,3.083343462549387404e+00,2.616617863574166591e-01,2.584502902407677660e-01
1.375784689505732405e+00,1.612139036511046619e+00,3.065642499022106504e-01,3.101887101347554077e-01
1.395264672748395274e+00,4.435522044440672218e+00,7.383040364562508395e-02,7.262508641653762920e-02
1.512807144374541446e+00,5.603962081208169188e-01,6.869186352435898701e-01,6.838393166265970269e-01
5.788067221635112558e-01,4.088302317744988201e+00,3.648856272148985613e-02,3.772624709862415493e-02
3.730627820866978972e+00,4.730178575582658418e+00,1.520969959245037362e-01,1.513873876643013761e-01
3.288294905038285698e+00,1.993281461678976907e+00,4.373249239272647970e-01,4.379746408988106077e-01
3.071889644142186349e+00,4.099776807546374968e+00,1.716467313231323510e-01,1.709675144618822695e-01
2.668233531610996190e-01,2.431750099075462579e+00,3.843296199427759241e-02,3.831348127331775377e-02
2.204374308730499887e+00,4.356255020108328324e+00,1.166501260460938993e-01,1.171416717335711649e-01
3.457497590509229113e+00,3.330593626548339792e+00,2.572371640042939722e-01,2.557438582363281698e-01
8.660985845275732675e-01,7.509478796951931656e-01,4.549226799624886963e-01,4.562801591542078317e-01
1.989723438821999313e+00,2.190488166050526431e+00,2.916566181894130194e-01,2.907168179912539285e-01
1.971873128026908062e-01,5.865932831292377525e-01,1.695148632777067621e-01,1.677754889893658119e-01
5.011041856784861359e-01,3.871933975308016862e+00,3.489303759363922286e-02,3.504710243728422631e-02
1.160622541995364188e+00,4.418800317097507424e+00,6.231652089610615480e-02,6.320660345308823369e-02
2.131785789592118618e+00,4.982487567152707797e+00,8.608256207644494895e-02,8.562440339320767646e-02
2.369876177808161621e+00,2.868555584318784657e+00,2.396300368845671880e-01,2.379049973104080673e-01
4.434155504928753544e+00,2.260816592674176118e+00,4.388277329365564139e-01,4.400673040691736593e-01
1.651626366652665379e+00,2.860522875073749915e+00,1.776872807539495724e-01,1.741666231697040212e-01
2.051729937582377483e-01,2.495734468938407780e+00,2.851702568916052866e-02,2.645529741708946281e-02
4.148494399178709102e+00,1.819128667149932044e+00,5.033697462951481905e-01,5.034487920762149571e-01
4.030499833305066781e-01,4.596163180739254450e+00,2.027914334266622126e-02,1.755702454605608670e-02
5.556607640449189311e-01,2.273825868266607486e+00,8.713686429020225943e-02,8.719285281870059467e-02
4.819590412024701287e+00,4.530479813672551259e+00,1.932793231871820505e-01,1.931695969511451338e-01
3.791490548828956531e+00,3.049252298622979751e+00,3.048057635096929063e-01,3.066032430874092163e-01
1.755485593618349993e+00,4.311119605474175387e+00,9.679361606030284504e-02,9.496403535667626017e-02
7.476763239340589173e-01,3.495237122151295228e+00,6.171057147759359540e-02,6.045875843031030955e-02
1.994979808542121757e+00,2.611592754172373354e+00,2.360046692317052663e-01,2.366710326011072785e-01
1.762054974622850656e+00,3.723403935751044891e+00,1.259759781141822077e-01,1.210608509337705863e-01
4.384761887068118646e+00,3.764592224922418406e+00,2.488758585248055377e-01,2.550759431226347074e-01
2.151889784838796338e+00,4.412187643621185984e+00,1.114398515913896243e-01,1.100425501304660852e-01
5.020205294765479609e-01,2.573615004276767149e+00,6.641949786052092630e-02,6.495982775506981000e-02
4.641345491557072656e+00,2.883298701512640783e+00,3.561176386478177580e-01,3.578398936696252086e-01
3.149335482204774994e+00,3.939070723245263306e+00,1.871235081274211787e-01,1.870438444445498005e-01
6.718782982269108084e-01,2.816446300063054853e+00,7.766626960523125012e-02,7.410741236782407426e-02
6.545533842274694480e-01,3.291624646581597258e+00,5.966682891592980931e-02,6.092068367611503527e-02
2.383072881704895174e+00,1.559553391718177195e+00,4.577206829283719247e-01,4.594314385963703673e-01
5.512359318766693050e-01,4.892445222687658912e+00,2.425337678123452856e-02,2.335348423428264611e-02
3.195585741793516732e+00,3.361873253979665854e+00,2.408273939108559192e-01,2.402641931942718634e-01
3.120280576365060732e+00,3.427463165351739338e+00,2.303679063129067117e-01,2.313398755074254909e-01
2.571986082289531295e-01,3.853351810774597208e+00,1.811022619173484338e-02,1.629266569190594358e-02
4.056371627102342892e+00,4.044731088298966881e+00,2.130895160668081489e-01,2.139662931952219793e-01
3.955294328603542908e+00,9.315496056805143699e-01,6.389789851876508386e-01,6.393775822085397964e-01
4.585010516215011656e+00,2.165265730320539372e+00,4.570282890123898434e-01,4.556784237808380045e-01
3.384502569018537965e+00,3.193880864659338847e+00,2.684688146076768533e-01,2.656846108600531831e-01
3.495024938442594209e+00,4.973869773113158033e+00,1.307214643227439521e-01,1.302702526612217748e-01
9.023341068205227300e-01,2.824128552539547865e+00,1.030439583454836050e-01,1.012931138289632632e-01
