t,vx,vy,dvx_dt,dvx_dt_noisy
3.240648129625924856e-01,2.388155836958689715e+00,-1.093432159989990771e+00,-2.420010219691121733e+00,-2.376052188776722307e+00
3.300660132026405069e-01,2.373586541905627900e+00,-1.109618190625433209e+00,-2.435410647797493056e+00,-2.489000018641365219e+00
3.360672134426885282e-01,2.358925526784062310e+00,-1.125647922600863993e+00,-2.450577712730493740e+00,-2.404854352574054666e+00
3.420684136827365496e-01,2.344174192189957484e+00,-1.141521034729886086e+00,-2.465511440034296342e+00,-2.466514612765070336e+00
3.480696139227845154e-01,2.329333938309541718e+00,-1.157237215625898763e+00,-2.480211863375056502e+00,-2.542649307891777344e+00
3.540708141628325367e-01,2.314406164919306619e+00,-1.172796163702096717e+00,-2.494679024658296829e+00,-2.510373998256639094e+00
3.600720144028805580e-01,2.299392271386007547e+00,-1.188197587171470504e+00,-2.508912974145486530e+00,-2.506207860206909555e+00
3.660732146429285794e-01,2.284293656666664063e+00,-1.203441204046805657e+00,-2.522913770569812364e+00,-2.509274203611589815e+00
3.720744148829765452e-01,2.269111719308559483e+00,-1.218526742140684238e+00,-2.536681481251148007e+00,-2.585790887498196966e+00
3.780756151230245665e-01,2.253847857435514523e+00,-1.233453939065181304e+00,-2.550216182202849513e+00,-2.605584834561109009e+00
3.840768153630725879e-01,2.238503468486317871e+00,-1.248222542276328895e+00,-2.563517958174116096e+00,-2.553538731531761918e+00
3.900780156031206092e-01,2.223079950731045695e+00,-1.262832309237558848e+00,-2.576586903753748992e+00,-2.599924384597739113e+00
3.960792158431686305e-01,2.207578702059429077e+00,-1.277283007318374741e+00,-2.589423122728864435e+00,-2.577647842142352985e+00
4.020804160832165963e-01,2.192001119353023331e+00,-1.291574413759072337e+00,-2.602026727831205477e+00,-2.564050751707286580e+00
4.080816163232646177e-01,2.176348598485202679e+00,-1.305706315670740247e+00,-2.614397840849060906e+00,-2.696837209166608407e+00
4.140828165633126390e-01,2.160622534321164245e+00,-1.319678510035258601e+00,-2.626536592738390574e+00,-2.613817186912509527e+00
4.200840168033606603e-01,2.144824320717927169e+00,-1.333490803705300376e+00,-2.638443123733184237e+00,-2.577210775356397754e+00
4.260852170434086261e-01,2.128955350524330825e+00,-1.347143013404330070e+00,-2.650117583455031678e+00,-2.664993925673555530e+00
4.320864172834566475e-01,2.113017015581037050e+00,-1.360634965726605472e+00,-2.661560131021909914e+00,-2.702100860183788367e+00
4.380876175235046688e-01,2.097010706720529249e+00,-1.373966497137176113e+00,-2.672770935156188798e+00,-2.635158743797209269e+00
4.440888177635526901e-01,2.080937813767111955e+00,-1.387137453971883483e+00,-2.683750174291855917e+00,-2.671077848481449024e+00
4.500900180036007114e-01,2.064799725271821984e+00,-1.400147692420825374e+00,-2.694498036525658335e+00,-2.649703882986780279e+00
4.560912182436486773e-01,2.048597829262347680e+00,-1.412997078731879075e+00,-2.705014720379138815e+00,-2.722275505881702973e+00
4.620924184836966986e-01,2.032333513498120858e+00,-1.425685489234707726e+00,-2.715300435063221496e+00,-2.789391348749332256e+00
4.680936187237447199e-01,2.016008164094017285e+00,-1.438212810142688092e+00,-2.725355399621415931e+00,-2.730855937856978333e+00
4.740948189637927412e-01,1.999623165492070420e+00,-1.450578937549378944e+00,-2.735179843015886902e+00,-2.757471250666448714e+00
4.800960192038407071e-01,1.983179900461474077e+00,-1.462783777428520393e+00,-2.744774004231769204e+00,-2.706007813129390538e+00
4.860972194438887284e-01,1.966679750098580204e+00,-1.474827245634035000e+00,-2.754138132380710591e+00,-2.744456489961852874e+00
4.920984196839367497e-01,1.950124093826901106e+00,-1.486709267900026443e+00,-2.763272486803633576e+00,-2.844814948425388845e+00
4.980996199239847710e-01,1.933514309397107223e+00,-1.498429779840780185e+00,-2.772177337172719191e+00,-2.831935491177879349e+00
5.041008201640327924e-01,1.916851772887028904e+00,-1.509988726950763693e+00,-2.780852963592618021e+00,-2.736663511763255396e+00
5.101020204040808137e-01,1.900137858701655968e+00,-1.521386064604625998e+00,-2.789299656700878760e+00,-2.755311405829986349e+00
5.161032206441288350e-01,1.883373939447502421e+00,-1.532621758033777759e+00,-2.797517717673025928e+00,-2.829529885968450564e+00
5.221044208841767453e-01,1.866561385851298605e+00,-1.543695782386542925e+00,-2.805507458365150697e+00,-2.805559898193514812e+00
5.281056211242247667e-01,1.849701568085011294e+00,-1.554608123058411895e+00,-2.813269202524846690e+00,-2.790990524836037601e+00
5.341068213642727880e-01,1.832795854163467464e+00,-1.565358775313295148e+00,-2.820803284571073988e+00,-2.797383067778710153e+00
5.401080216043208093e-01,1.815845609714529685e+00,-1.575947744232840231e+00,-2.828110049508366863e+00,-2.784297939702649494e+00
5.461092218443688306e-01,1.798852197979095235e+00,-1.586375044716432203e+00,-2.835189853024241202e+00,-2.822365571663163042e+00
5.521104220844168520e-01,1.781816979811098101e+00,-1.596640701481193414e+00,-2.842043061585829200e+00,-2.846784478534253982e+00
5.581116223244648733e-01,1.764741313677506973e+00,-1.606744749061982835e+00,-2.848670052535717367e+00,-2.861612455775109698e+00
5.641128225645128946e-01,1.747626555658326364e+00,-1.616687231811397396e+00,-2.855071214187007378e+00,-2.802284074160344751e+00
5.701140228045609160e-01,1.730474059446596602e+00,-1.626468203899771092e+00,-2.861246945917590434e+00,-2.973789659671517427e+00
5.761152230446089373e-01,1.713285176348393168e+00,-1.636087729315174544e+00,-2.867197658263636928e+00,-2.874130424518203775e+00
5.821164232846568476e-01,1.696061255249426081e+00,-1.645545881853565096e+00,-2.872923772982254320e+00,-2.871273767783051323e+00
5.881176235247048689e-01,1.678803642133075869e+00,-1.654842745017362393e+00,-2.878425722766698502e+00,-2.949693170810208098e+00
5.941188237647528902e-01,1.661513681618126625e+00,-1.663978412566184062e+00,-2.883703952857179065e+00,-2.867063272200276902e+00
6.001200240048009116e-01,1.644192715742005317e+00,-1.672952988111069850e+00,-2.888758919970584316e+00,-2.921322970592754142e+00
6.061212242448489329e-01,1.626842083407612494e+00,-1.681766584939105247e+00,-2.893591091876394295e+00,-2.850468852060606739e+00
6.121224244848969542e-01,1.609463120383322066e+00,-1.690419326013423929e+00,-2.898200947486879286e+00,-2.904480551688595646e+00
6.181236247249449756e-01,1.592057159302982194e+00,-1.698911343973205978e+00,-2.902588976946484323e+00,-2.869131314907011898e+00
6.241248249649929969e-01,1.574625529665914403e+00,-1.707242781133678333e+00,-2.906755681720422757e+00,-2.845813501461861517e+00
6.301260252050410182e-01,1.557169557836914020e+00,-1.715413789486115004e+00,-2.910701574682469595e+00,-2.891555095546796128e+00
6.361272254450889285e-01,1.539690567046250402e+00,-1.723424530697836854e+00,-2.914427180201959899e+00,-2.958213237373102267e+00
6.421284256851369499e-01,1.522189877389666046e+00,-1.731275176112212266e+00,-2.917933034229996281e+00,-2.993648965815228102e+00
6.481296259251849712e-01,1.504668805825476685e+00,-1.738965906747487411e+00,-2.921219684381820336e+00,-2.833550478506001724e+00
6.541308261652329925e-01,1.487128665628331792e+00,-1.746496913102357551e+00,-2.924287689485016273e+00,-2.929852299144392269e+00
6.601320264052810138e-01,1.469570767644125864e+00,-1.753868395755222132e+00,-2.927137621110092347e+00,-2.961565868491808473e+00
6.661332266453290352e-01,1.451996419661229165e+00,-1.761080565087691729e+00,-2.929770062962020916e+00,-2.922557208558979713e+00
6.721344268853770565e-01,1.434406925567982327e+00,-1.768133640931496497e+00,-2.932185610061243342e+00,-2.941756176585375915e+00
6.781356271254250778e-01,1.416803585352697015e+00,-1.775027852568486608e+00,-2.934384868826162229e+00,-2.891777755615527745e+00
6.841368273654730991e-01,1.399187695103655260e+00,-1.781763438730631588e+00,-2.936368457154829414e+00,-2.934672048032974434e+00
6.901380276055210095e-01,1.381560547009110129e+00,-1.788340647600020539e+00,-2.938137004505810168e+00,-2.937449525324889343e+00
6.961392278455690308e-01,1.363923429357284389e+00,-1.794759736808862804e+00,-2.939691151978244044e+00,-2.975420138029892136e+00
7.021404280856170521e-01,1.346277626536372285e+00,-1.801020973439486639e+00,-2.941031552391093484e+00,-2.917553147453718854e+00
7.081416283256650734e-01,1.328624419034539095e+00,-1.807124634024340093e+00,-2.942158870361584633e+00,-2.993852206479333589e+00
7.141428285657130948e-01,1.310965083439919798e+00,-1.813071004545991460e+00,-2.943073782382848336e+00,-2.909779310394649876e+00
7.201440288057611161e-01,1.293300891925231788e+00,-1.818860380190585158e+00,-2.943776976306985205e+00,-2.867580100657478592e+00
7.261452290458091374e-01,1.275633113224739379e+00,-1.824493065940836489e+00,-2.944269152723899552e+00,-3.020503454628856943e+00
7.321464292858571588e-01,1.257963012365929112e+00,-1.829969376426731298e+00,-2.944551024698029540e+00,-3.067862486265595656e+00
7.381476295259051801e-01,1.240291849707999550e+00,-1.835289635415519482e+00,-2.944623316665008428e+00,-2.913779378907292550e+00
7.441488297659530904e-01,1.222620880941840626e+00,-1.840454175811703452e+00,-2.944486764505893195e+00,-2.817091873731736751e+00
7.501500300060011117e-01,1.204951357090031205e+00,-1.845463339657039237e+00,-2.944142115620602684e+00,-2.994188358064197253e+00
7.561512302460491330e-01,1.187284524506842409e+00,-1.850317478130535154e+00,-2.943590129000520861e+00,-3.006124916940620118e+00
7.621524304860971544e-01,1.169621624878235178e+00,-1.855016951548452697e+00,-2.942831575300277613e+00,-2.913383128611254147e+00
7.681536307261451757e-01,1.151963895221861156e+00,-1.859562129364305649e+00,-2.941867236908714212e+00,-2.983903316411629536e+00
7.741548309661931970e-01,1.134312567887062695e+00,-1.863953390168861635e+00,-2.940697908019023643e+00,-2.965999182215860674e+00
7.801560312062412184e-01,1.116668870554567983e+00,-1.868191121689944278e+00,-2.939324394697659493e+00,-2.956730268031848574e+00
7.861572314462892397e-01,1.099034025700139416e+00,-1.872275720467951876e+00,-2.937747514239448243e+00,-2.911147409924858209e+00
7.921584316863372610e-01,1.081409251563965723e+00,-1.876207592562825210e+00,-2.935968096695301455e+00,-2.956233214764957484e+00
7.981596319263851713e-01,1.063795761819722241e+00,-1.879987153333480432e+00,-2.933986984470442039e+00,-2.920092842466433858e+00
8.041608321664331926e-01,1.046194764716587899e+00,-1.883614826875872783e+00,-2.931805031188867261e+00,-2.940631694133545970e+00
8.101620324064812140e-01,1.028607463079247664e+00,-1.887091046022997265e+00,-2.929423101758813708e+00,-2.971656656941394026e+00
8.161632326465292353e-01,1.011035054307889869e+00,-1.890416252344887971e+00,-2.926842072437378039e+00,-2.942833385324539197e+00
8.221644328865772566e-01,9.934787303782082191e-01,-1.893590896148618752e+00,-2.924062830894314846e+00,-2.971582814152710750e+00
8.281656331266252780e-01,9.759396778414002327e-01,-1.896615436478302552e+00,-2.921086276274993843e+00,-2.920760526981506455e+00
8.341668333666732993e-01,9.584190778241683528e-01,-1.899490341115091407e+00,-2.917913319262535055e+00,-2.974106630640816817e+00
8.401680336067213206e-01,9.409181060287193921e-01,-1.902216086577177778e+00,-2.914544882139114002e+00,-2.969189600603876045e+00
8.461692338467693419e-01,9.234379327187589581e-01,-1.904793158108830653e+00,-2.910981898824277714e+00,-2.838133808059014829e+00
8.521704340868172523e-01,9.059797221461595162e-01,-1.907222049257077723e+00,-2.907225314063232702e+00,-2.909884525078499706e+00
8.581716343268652736e-01,8.885446336944475831e-01,-1.909503262849993055e+00,-2.903276085414027818e+00,-2.905971186687629881e+00
8.641728345669132949e-01,8.711338211722781111e-01,-1.911637310429109560e+00,-2.899135182166973301e+00,-2.873558361171092201e+00
8.701740348069613162e-01,8.537484322342110410e-01,-1.913624711787406563e+00,-2.894803584472648961e+00,-2.915846434600092518e+00
8.761752350470093376e-01,8.363896083807121906e-01,-1.915465994969311359e+00,-2.890282283398047714e+00,-2.901709051771955483e+00
8.821764352870573589e-01,8.190584849581522553e-01,-1.917161696270697879e+00,-2.885572280981886006e+00,-2.864314844215290368e+00
8.881776355271053802e-01,8.017561911588078072e-01,-1.918712360238887138e+00,-2.880674590289073134e+00,-2.866553798176853185e+00
8.941788357671534015e-01,7.844838500208608512e-01,-1.920118539672647673e+00,-2.875590235464354549e+00,-2.933555071810975967e+00
9.001800360072014229e-01,7.672425784283984918e-01,-1.921380795622194881e+00,-2.870320251785118515e+00,-2.828653121951635541e+00
9.061812362472493332e-01,7.500334871114139323e-01,-1.922499697389191242e+00,-2.864865685713374521e+00,-2.894387432877826516e+00
9.121824364872973545e-01,7.328576805631724644e-01,-1.923475822448662553e+00,-2.859227594796834637e+00,-2.912031542312544019e+00
9.181836367273453758e-01,7.157162565999930504e-01,-1.924309756073571132e+00,-2.853407046977500805e+00,-2.898430800477453495e+00
9.241848369673933972e-01,6.986103074928549095e-01,-1.925002092481042482e+00,-2.847405122806324851e+00,-2.866932390024091060e+00
9.301860372074414185e-01,6.815409189211613095e-01,-1.925553433815983873e+00,-2.841222913552475582e+00,-2.759857900821322207e+00
9.361872374474894398e-01,6.645091697211624737e-01,-1.925964389908272567e+00,-2.834861520786481570e+00,-2.893638316032520752e+00
9.421884376875374612e-01,6.475161318859561366e-01,-1.926235578272755378e+00,-2.828322056426633146e+00,-2.820318261799916293e+00
9.481896379275854825e-01,6.305628705654866550e-01,-1.926367624109248666e+00,-2.821605642784548174e+00,-2.928496860689076886e+00
9.541908381676335038e-01,6.136504440665460081e-01,-1.926361160302539455e+00,-2.814713412609916254e+00,-2.814791759267176285e+00
9.601920384076814141e-01,5.967799038527733524e-01,-1.926216827422383426e+00,-2.807646509134404056e+00,-2.762668188260603674e+00
9.661932386477294354e-01,5.799522945446540234e-01,-1.925935273723506480e+00,-2.800406086114740845e+00,-2.812239252217813679e+00
9.721944388877774568e-01,5.631686539195216445e-01,-1.925517155145604509e+00,-2.792993307874974462e+00,-2.824461054069141497e+00
9.781956391278254781e-01,5.464300126523399248e-01,-1.924963135019243099e+00,-2.785409348805789609e+00,-2.773833795602862917e+00
9.841968393678734994e-01,5.297373944055288053e-01,-1.924273884243306254e+00,-2.777655393701048858e+00,-2.742647806143516220e+00
9.901980396079215208e-01,5.130918163253227471e-01,-1.923450081892563723e+00,-2.769732638899781385e+00,-2.736549760348911065e+00
9.961992398479695421e-01,4.964942881096532923e-01,-1.922492414121864446e+00,-2.761642290320717841e+00,-2.663018597624228434e+00
1.002200440088017563e+00,4.799458119779995147e-01,-1.921401574130971790e+00,-2.753385563435050365e+00,-2.742927189818236577e+00
1.008201640328065585e+00,4.634473826713880196e-01,-1.920178262164562666e+00,-2.744963683302786173e+00,-2.774584188290432962e+00
1.014202840568113606e+00,4.469999874523927774e-01,-1.918823185512227969e+00,-2.736377884608292455e+00,-2.742676844107624579e+00
1.020204040808161627e+00,4.306046061051352902e-01,-1.917337058508472580e+00,-2.727629411695016159e+00,-2.731254338976006668e+00
1.026205241048209649e+00,4.142622109352845916e-01,-1.915720602532715366e+00,-2.718719518599393759e+00,-2.713282649425488025e+00
1.032206441288257670e+00,3.979737667700570802e-01,-1.913974546009288291e+00,-2.709649469083935891e+00,-2.711150859745407704e+00
1.038207641528305691e+00,3.817402309219922740e-01,-1.912099624356316419e+00,-2.700420536579135167e+00,-2.691722239634324776e+00
1.044208841768353491e+00,3.655625527764416183e-01,-1.910096579436858066e+00,-2.691034003233684135e+00,-2.774576506264439857e+00
1.050210042008401512e+00,3.494416746073533697e-01,-1.907966160796925825e+00,-2.681491162105160697e+00,-2.640009714303158450e+00
1.056211242248449533e+00,3.333785309011628173e-01,-1.905709124697446466e+00,-2.671793315483566911e+00,-2.700530278929618611e+00
1.062212442488497555e+00,3.173740480965466237e-01,-1.903326233741294837e+00,-2.661941774261856075e+00,-2.720599709084207340e+00
1.068213642728545576e+00,3.014291445844233253e-01,-1.900818256873292533e+00,-2.651937857962919587e+00,-2.620050299980847708e+00
1.074214842968593597e+00,2.855447307079535535e-01,-1.898185969380208338e+00,-2.641782894765771772e+00,-2.575916594396467474e+00
1.080216043208641619e+00,2.697217087625398135e-01,-1.895430152890759112e+00,-2.631478221530937134e+00,-2.606826814055965169e+00
1.086217243448689640e+00,2.539609729958265394e-01,-1.892551595375608242e+00,-2.621025183825046678e+00,-2.612967218132770775e+00
1.092218443688737661e+00,2.382634096077000385e-01,-1.889551091147366302e+00,-2.610425135944625996e+00,-2.657036151213223452e+00
1.098219643928785683e+00,2.226298967499825698e-01,-1.886429440860052376e+00,-2.599679440938162944e+00,-2.456101074047488009e+00
1.104220844168833704e+00,2.070613042132666282e-01,-1.883187450976370636e+00,-2.588789469713569602e+00,-2.544776538680494138e+00
1.110222044408881725e+00,1.915584938291767236e-01,-1.879825934569188783e+00,-2.577756602403888042e+00,-2.634721335921036633e+00
1.116223244648929747e+00,1.761223193101223161e-01,-1.876345711051825349e+00,-2.566582227924494752e+00,-2.605564123736482163e+00
1.122224444888977768e+00,1.607536258287822761e-01,-1.872747605429431417e+00,-2.555267742715517265e+00,-2.550918780286921983e+00
1.128225645129025789e+00,1.454532500181047183e-01,-1.869032448298990179e+00,-2.543814550759460058e+00,-2.621551107359259447e+00
1.134226845369073811e+00,1.302220199713073345e-01,-1.865201075849317824e+00,-2.532224063598045749e+00,-2.523792543247520115e+00
1.140228045609121832e+00,1.150607552418770746e-01,-1.861254329861062429e+00,-2.520497700348303560e+00,-2.543451278133941340e+00
1.146229245849169853e+00,9.997026684357034065e-02,-1.857193057706705286e+00,-2.508636887717877073e+00,-2.447323357702066104e+00
1.152230446089217875e+00,8.495135725041291774e-02,-1.853018112350559798e+00,-2.496643060019562821e+00,-2.448535326838150450e+00
1.158231646329265674e+00,7.000482039605730733e-02,-1.848730352347311090e+00,-2.484517659182647442e+00,-2.620081931054385915e+00
1.164232846569313695e+00,5.513144151744493737e-02,-1.844330641513607816e+00,-2.472262134217148244e+00,-2.470177004915782515e+00
1.170234046809361717e+00,4.033199726321770595e-02,-1.839819849290710296e+00,-2.459877941802793178e+00,-2.540751316778977476e+00
1.176235247049409738e+00,2.560725554038290747e-02,-1.835198850401626558e+00,-2.447366545731927356e+00,-2.391884645769501105e+00
1.182236447289457759e+00,1.095797534406878215e-02,-1.830468524453828350e+00,-2.434729416263800683e+00,-2.426324122807409278e+00
1.188237647529505780e+00,-3.615093242475470037e-03,-1.825629755939252030e+00,-2.421968030133161864e+00,-2.394547757523811882e+00
1.194238847769553802e+00,-1.811120904787971719e-02,-1.820683434234298570e+00,-2.409083870558118345e+00,-2.462340106998283318e+00
1.200240048009601823e+00,-3.252963981265287463e-02,-1.815630453599832883e+00,-2.396078427247249287e+00,-2.304656915347474300e+00
1.206241248249649844e+00,-4.686966218918291183e-02,-1.810471713181184716e+00,-2.382953196405979135e+00,-2.281949528048456965e+00
1.212242448489697866e+00,-6.113056184451937103e-02,-1.805208116750270042e+00,-2.369709680319370904e+00,-2.422948232450681694e+00
1.218243648729745887e+00,-7.531163341381376386e-02,-1.799840572938043115e+00,-2.356349387717409538e+00,-2.337708631624093591e+00
1.224244848969793908e+00,-8.941218051416033319e-02,-1.794369995190048028e+00,-2.342873833708000397e+00,-2.376538955127509567e+00
1.230246049209841930e+00,-1.034315159640551429e-01,-1.788797301154673391e+00,-2.329284538787327552e+00,-2.330463035630363944e+00
1.236247249449889951e+00,-1.173689617845965066e-01,-1.783123412679906927e+00,-2.315583028835995538e+00,-2.378864877797223887e+00
1.242248449689937972e+00,-1.312238491994850431e-01,-1.777349255813337026e+00,-2.301770835119750558e+00,-2.208413559390719705e+00
1.248249649929985994e+00,-1.449955186350236069e-01,-1.771475760802152077e+00,-2.287849494289496022e+00,-2.336308469843629609e+00
1.254250850170034015e+00,-1.586833197201173995e-01,-1.765503862093140253e+00,-2.273820548380590889e+00,-2.288624739130465713e+00
1.260252050410082036e+00,-1.722866113899603757e-01,-1.759434497976585465e+00,-2.259685544243262179e+00,-2.234611397687736201e+00
1.266253250650129836e+00,-1.858047618779079535e-01,-1.753268610723421217e+00,-2.245446033744843639e+00,-2.277824067665650265e+00
1.272254450890177857e+00,-1.992371484994358843e-01,-1.747007147382355852e+00,-2.231103575032068687e+00,-2.243069196518683750e+00
1.278255651130225878e+00,-2.125831580244642027e-01,-1.740651058437352017e+00,-2.216659730393264471e+00,-2.244841722714612686e+00
1.284256851370273900e+00,-2.258421866909084974e-01,-1.734201297759424998e+00,-2.202116066176000864e+00,-2.208789103917815577e+00
1.290258051610321921e+00,-2.390136402046796338e-01,-1.727658822606641831e+00,-2.187474152780784387e+00,-2.246001284535799503e+00
1.296259251850369942e+00,-2.520969337396835597e-01,-1.721024593624121968e+00,-2.172735564654099338e+00,-2.194634968434214350e+00
1.302260452090417964e+00,-2.650914919378212220e-01,-1.714299574844036611e+00,-2.157901880280795215e+00,-2.168246526516407258e+00
1.308261652330465985e+00,-2.779967489089890109e-01,-1.707484733685609823e+00,-2.142974682175814216e+00,-2.159660982366021109e+00
1.314262852570514006e+00,-2.908121482310782602e-01,-1.700581040955117196e+00,-2.127955556875233079e+00,-2.125121059130543166e+00
1.320264052810562028e+00,-3.035371430401720416e-01,-1.693589470325866042e+00,-2.112846094121491713e+00,-2.127501205089327829e+00
