p,p_source,N_effective,H_freq,H_freq_noisy
4.227650379443761430e-01,2.530933405263863234e-01,6.128169457333567038e+01,-1.201711385731559223e-01,-1.314254099485486216e-01
1.138028119731779586e-01,7.765660670814220623e-01,3.829667585623433013e+01,2.437307111958114669e-02,2.367979449412446064e-02
6.304967471158265946e-01,5.827226169545770551e-01,8.813123626988401327e+01,-1.373716403275982989e-01,-1.372066398076779992e-01
3.828157844888016581e-01,8.489938170787746374e-01,2.658823886157322747e+01,-1.221020808912680056e-01,-1.292288256956189429e-01
7.207880593147141246e-01,4.282833740200998607e-01,3.889827025345338196e+00,-7.587247080448111802e-02,-7.420840273879088234e-02
6.507886908470265075e-01,6.613674567028263729e-01,1.699272136542252554e+01,-1.328581694683218517e-01,-1.361145745305388233e-01
4.326022138018580931e-01,7.665201488234307803e-01,3.606210541896805211e+01,-1.247437637620315010e-01,-1.204315397804527621e-01
8.599740955293552203e-01,1.103018242848202574e-01,8.111457340338205313e+00,-8.611404577870671040e-02,-8.674200619887834085e-02
6.294924151501637422e-01,3.582831548320737358e-01,9.991298302618918115e+01,-1.424756882706221250e-01,-1.391299220666748493e-01
8.040688650641730773e-01,4.489838334026315936e-01,4.678998589115050066e+00,-5.374800239150584469e-02,-4.765378436564973036e-02
3.449588294613107342e-01,8.428827552196652695e-01,7.504940507178065445e+01,-1.093230258123202292e-01,-1.074083778987528631e-01
5.427959038750864718e-01,7.963910854347792112e-01,1.359605183060928901e+01,-1.483683557041567957e-01,-1.527469614212710325e-01
2.023709474124583407e-01,1.676065941990256825e-01,5.448501355212418673e+01,-3.438816348149476010e-02,-4.195975664001795613e-02
9.862183663162553682e-01,8.643672936128137252e-01,1.608161353595682286e+01,3.017061420909793526e-02,3.893753479667980133e-02
2.483511550202005813e-01,6.015230471345274221e-01,1.723871675730404363e+01,-1.572683235034488813e-02,-1.628329331628248361e-02
2.617301178825606756e-01,1.575468592603339602e-01,3.180508516652268014e+01,-6.550675383638593363e-02,-6.894957857455753791e-02
8.172627094314664775e-02,6.520977990621149578e-01,1.553860901559590069e+01,6.123360342105670096e-02,6.195488886136082257e-02
2.626470566168018772e-01,7.842901040258852818e-01,1.156025600806641052e+01,-4.325040548636899240e-02,-4.420746213878223863e-02
7.578659618931721242e-01,3.070842265651082537e-01,3.182616713199262648e+00,-6.819599095940082067e-02,-6.393527963833738059e-02
6.939356992694196702e-01,3.581292457886570135e-01,2.779526468396839789e+01,-1.283677426544894695e-01,-1.281981017423039770e-01
1.360997480708260599e-01,3.221541519755227734e-01,8.552930821224370561e+01,2.790275763517485741e-02,2.797150555326695376e-02
3.787137313995323495e-01,6.620059180427542156e-01,7.989564083543703532e+01,-9.133707496701320983e-02,-9.490997357217803576e-02
4.225029667251136711e-01,6.746233367808150971e-01,2.403462781430396156e+00,-2.132514363541743174e-02,-1.897730314167996382e-02
6.616845614347215410e-01,7.194793845131727261e-01,1.104055373092892189e+01,-1.332074931087527947e-01,-1.383768267205277014e-01
4.568103837828738634e-01,8.368329051286739206e-01,2.056583421605331807e+01,-1.432379207532790688e-01,-1.399084735544592339e-01
5.847879602890208028e-01,2.454625988711701956e-01,2.943056224194939396e+00,-8.648025651043433903e-02,-7.886056894548368335e-02
8.328909115367635341e-01,6.665983454043671319e-01,3.223844274044060398e+01,-7.083364259174407263e-02,-7.845707278223983117e-02
7.219441381061230123e-01,6.165623914506352943e-01,1.089684414412119651e+01,-1.085285801782964743e-01,-1.208597263350530693e-01
3.677071182383877535e-01,3.100968658536256140e-01,3.323566097245707507e+00,-2.986569050472986930e-02,-2.678129672895827179e-02
4.494283831575945909e-01,8.802467852207438437e-01,4.595282752627272593e+00,-1.145143365997060014e-01,-1.017748475222903654e-01
3.703455782962064569e-01,4.815681801348785651e-01,2.148791106592806255e+00,1.656613787778565827e-02,1.156151363342618893e-02
1.175399707265627897e-01,8.590619805537745846e-01,4.920114862373434761e+00,2.020007804194035028e-02,1.394659924793040934e-02
2.091767132056486511e-01,8.774190344829299049e-01,3.098866772047057694e+01,-4.740681003309737962e-02,-4.446196536419501355e-02
2.881303591652484841e-01,8.200384766709044593e-01,1.378089976289125573e+01,-6.576231474587490577e-02,-6.996592269616644377e-02
3.178512176902561492e-01,4.675882879840745909e-01,4.991401502171567195e+00,-1.824545430764556997e-02,-2.077558172732925368e-02
3.167869016435389540e-01,3.238214321180176158e-01,5.375877784998559505e+00,-3.138863030619698513e-02,-3.312921763961587662e-02
5.751657219278929478e-01,5.686095514842879339e-01,1.274061002041515067e+01,-1.212235573165572067e-01,-1.185635468850982088e-01
9.622561761073595843e-01,4.596286663621110824e-01,3.522719034581187714e+01,5.245019091046217163e-02,5.042367910349657839e-02
7.691708522252573843e-01,4.745612654756576898e-01,9.188784426129099359e+01,-1.000719245920043132e-01,-9.868251039160351457e-02
7.853112692093491276e-01,2.952650749615431947e-01,1.407228301692847694e+01,-9.785444376081359197e-02,-9.873711005528146289e-02
7.540831305287883923e-01,7.738024603218266462e-01,1.132760881032246658e+01,-1.205634234523766390e-01,-1.247867789706346570e-01
5.950479759132812907e-01,6.845792745898250375e-01,8.814470381106456642e+00,-1.254896268804772674e-01,-1.270887581691933776e-01
9.093384120274944360e-01,7.922476783038987502e-01,4.975111458166646372e+01,-3.117776977730324361e-02,-3.592976810314283537e-02
6.858375523381393668e-01,5.252310607348221749e-01,1.904976359911121975e+01,-1.198644981894583794e-01,-1.198319232601096351e-01
5.003493021221335768e-01,1.741309853128667484e-01,7.193877236645784023e+01,-1.601822353760149475e-01,-1.658015665138431183e-01
8.554213233052797294e-02,7.898471516205184395e-01,1.707760902689503979e+01,3.730070312247558972e-02,3.183623127599937569e-02
4.886802425438133701e-01,1.554009612868898493e-01,4.354996755425259103e+00,-1.133541215656531098e-01,-1.060693124891268352e-01
2.185743754335276456e-01,2.236128075840266571e-01,3.017294712390822475e+00,1.748351215084475996e-02,1.721759104931805395e-02
1.400423715958515058e-01,8.552961040199883458e-01,1.641143931685937574e+01,-2.852770605634907808e-03,-3.122280732995122779e-03
5.059436240787854588e-01,5.492038194077865088e-01,4.216615281775410118e+00,-7.387011579042701559e-02,-7.131243369083892225e-02
7.793835867450198407e-01,6.399979282931126390e-01,3.074794459380336065e+01,-9.862031577362795343e-02,-1.007246007863723120e-01
2.991063139494090639e-01,7.567941337502586130e-01,4.278914512475619603e+01,-6.711150706859114745e-02,-6.825418390598193830e-02
7.633963247109831762e-01,6.316457085480959854e-01,4.186114279627502555e+01,-1.065974669027490163e-01,-1.044717232260894690e-01
5.251169326990090536e-01,4.551770304701855396e-01,9.799828934799551305e+00,-1.080640163308048129e-01,-1.066519371195828042e-01
1.560670629032983037e-01,5.343995343566468881e-01,1.725442246113215816e+01,3.396652946423292518e-02,2.817004582957077785e-02
9.556683891001409581e-01,4.187870349378153279e-01,4.854315331321215510e+00,5.057680074196610476e-02,5.474351372531441329e-02
4.036034994107471352e-01,5.617523399764713377e-01,1.522898952797221028e+01,-8.176118308529828349e-02,-8.471335780174349406e-02
2.993295705494418701e-01,1.017656245679777610e-01,4.892444829430983333e+01,-1.011268080725912788e-01,-1.064072028241622031e-01
8.400584032210550722e-01,5.066128769653938102e-01,2.437979102194245584e+01,-5.476123627575585351e-02,-5.926361162575111141e-02
1.319711258651702357e-01,1.190574260765936698e-01,2.719669037443678761e+01,-8.246785583794574714e-03,-1.019951230557118900e-02
7.289186518522293712e-01,1.877375590591805476e-01,8.423263845957757212e+01,-1.508998064012536111e-01,-1.427633051281382848e-01
1.940682477141589535e-01,7.770946196861062694e-01,6.140913626057963981e+00,2.460153631614170333e-03,-3.417525892989732757e-03
3.946419404923308116e-01,6.275088938443577069e-01,2.538815835367857332e+01,-8.846152866889384070e-02,-8.766114920622213036e-02
2.372618808928956824e-01,2.457342966629080527e-01,6.368417231640044918e+01,-3.662705539270727506e-02,-4.731617718316016158e-02
8.344034328385391275e-01,6.977620202014637174e-01,7.335194366044528458e+00,-6.080874610962960780e-02,-6.081658077535559426e-02
3.922730609010645075e-01,4.806266156702742043e-01,2.436362592849551589e+00,-2.196394063515350048e-03,2.301438023864685670e-03
9.651989566246435004e-01,2.078770207785031465e-01,6.337430010700023431e+00,2.929480845458211358e-02,2.811149184427483641e-02
6.227562547268046256e-01,8.437485561144256740e-01,6.215137690490794675e+00,-1.461951633734323019e-01,-1.493419379928490054e-01
6.897503780088568570e-01,1.902440787883213358e-01,6.152422728680996933e+00,-1.321989088596759454e-01,-1.310413535393832596e-01
5.210946196897692229e-01,1.157942864146336154e-01,1.561873074482744173e+01,-1.682474538486257165e-01,-1.647466950928724583e-01
3.127888350940793427e-01,3.052813827652760548e-01,1.805000794257258434e+01,-5.744200902410545595e-02,-5.412372116901842389e-02
3.976452926313801539e-01,1.694879255393867967e-01,9.023713683945896236e+00,-1.077106099154473418e-01,-9.784824064579838998e-02
9.321155039086637117e-01,1.133771668652552300e-01,7.048459930926179950e+00,-2.520265997972180594e-02,-2.415682261804042233e-02
2.071791367101711856e-01,6.225935011713767953e-01,1.551046378804261572e+01,4.260762789907723835e-03,1.298712291143061092e-03
9.784545231958080569e-01,2.055697111930333831e-01,3.478430034802715909e+01,3.859616544967967022e-02,3.796626949974645643e-02
7.531397447637420139e-01,5.511038752495903692e-01,2.271063811816678157e+00,-3.596683414939111367e-02,-3.632932687749017286e-02
3.625911879627580214e-01,2.940718633368694102e-01,5.057421783279473004e+01,-8.876505171058818311e-02,-8.822136479319758751e-02
6.386833177154912500e-01,8.525201086140079543e-01,3.357622628626018901e+00,-1.195870687968147439e-01,-1.197372078629619224e-01
3.833619085072257904e-01,2.726847906358447204e-01,6.933945262691830180e+01,-1.020131320262630537e-01,-1.011433023317820368e-01
3.838630739871216058e-01,5.165237810732573598e-01,1.374255388644622933e+01,-7.129621897954296905e-02,-7.965046928261852732e-02
5.037268911906389590e-01,6.879898063773250971e-01,1.818371952071280617e+01,-1.262046564400520765e-01,-1.220565116598518601e-01
2.638836520266954477e-02,3.489039349035805149e-01,9.277281852832135201e+01,7.888955914272857695e-02,7.601586279812341806e-02
4.937001287445282882e-01,7.653915120423958607e-01,6.689242257643492451e+01,-1.454876037301421343e-01,-1.513533972123772553e-01
9.621664451779502469e-01,3.511831617051273113e-01,1.140828137694392197e+01,4.691244194756184066e-02,5.010119774576901608e-02
2.897559242098668997e-01,4.102880510192821184e-01,4.412688774167733641e+00,-4.027539762361698195e-03,2.559090274568711493e-03
7.432535998950798861e-01,4.443106260221906245e-01,2.056796269710915936e+01,-1.054524447860862302e-01,-1.029873040385890226e-01
4.439331122690851616e-01,4.351152975454442018e-01,2.340466591476289882e+00,-1.572559441235804600e-02,-1.491979784313044420e-02
2.150954217654297562e-01,5.863549235283316285e-01,2.600070284314035973e+00,5.165336200437925518e-02,4.699226047751949714e-02
8.969025194017669067e-01,2.809964892798646474e-01,4.847268568399494271e+00,-1.360134081127192807e-02,7.564958777955665264e-04
2.649073898660873200e-02,3.633712883543706029e-01,1.025120747382440634e+01,8.237560047970947374e-02,8.677689358301701739e-02
3.074387480675204731e-01,2.831776250540118944e-01,3.017270062731997626e+01,-6.246960525027656086e-02,-6.816607860199143387e-02
9.890453646774587382e-01,3.215561988135132721e-01,2.944960647903941187e+00,7.185137471064083348e-02,6.795318512944210909e-02
2.669038602661896742e-01,7.102258609312043225e-01,5.667623337822225693e+01,-4.424082278221741493e-02,-4.380592653935789366e-02
8.420636314220866225e-01,6.034134030574946905e-01,1.161953659272868578e+01,-5.181719817667995720e-02,-5.959085383665988639e-02
6.035694856825901677e-01,8.702314419392276346e-01,4.270616691979664203e+00,-1.369047498383620387e-01,-1.360615978033094808e-01
7.999149933765811182e-01,8.601040325016386934e-01,5.884414337937327844e+01,-1.297627050355479872e-01,-1.320580628141117818e-01
6.277114003346087046e-01,2.640683575262713356e-01,2.984094074824137977e+01,-1.504359569763594751e-01,-1.443046039747784004e-01
3.654429199166914222e-01,2.679568287689164663e-01,5.779307389270370976e+01,-9.463113901383796156e-02,-8.982036569569672169e-02
7.555730088918128917e-01,8.261183689806447239e-01,8.725399088725717434e+01,-1.440592141729587494e-01,-1.576156413601326189e-01
3.595485792589288992e-02,2.111678602067806887e-01,4.937535294265222063e+01,5.459707442762563867e-02,5.480558735776220464e-02
4.478766926997628794e-01,7.089480375973310489e-01,7.652270771690811380e+00,-9.705861742988575180e-02,-1.051459549275041983e-01
3.744174784727039018e-01,2.534078104455587122e-01,9.497785221564444669e+01,-1.023937014782679289e-01,-9.684551148202531767e-02
4.775325255246024581e-01,2.144293308664079467e-01,3.805439660334896246e+01,-1.427570480518993157e-01,-1.419165187062601807e-01
1.350682727661482174e-01,4.513951114295494671e-01,4.926524698740443142e+01,3.987446316523035605e-02,4.261649042616533906e-02
2.280567286273469940e-01,6.472477417425903656e-01,8.333998380409777695e+00,1.845597566615952978e-04,-5.141063887354900032e-03
5.608105582977152004e-01,7.753349476899036308e-01,2.064663489554747855e+01,-1.520265680722510115e-01,-1.428844168822735183e-01
3.900137333428349007e-01,2.665208363058615415e-01,2.282205507639027076e+01,-9.945288908054528143e-02,-8.935252224479305061e-02
7.858230814785337470e-01,1.797631527717232780e-01,5.914794034445521653e+00,-1.045875371862484693e-01,-1.099113923993795261e-01
6.030338574919641426e-01,7.341703359520845851e-01,1.302844646495986325e+01,-1.411838631304240255e-01,-1.393197875210924475e-01
8.540413510912542305e-01,4.608137800869501755e-01,5.787041433872148311e+00,-3.055530751144835966e-02,-3.392181965339929189e-02
7.277136205790923906e-01,5.876557347392745712e-01,6.169456963707062869e+00,-9.217838639828068725e-02,-9.229623608258434586e-02
5.997869788033937111e-01,5.673612056051043906e-01,2.585785481190322699e+01,-1.312154898707199036e-01,-1.375436747668427329e-01
2.918632901520757938e-01,7.086539971649833403e-01,2.162036302094316742e+00,2.619855221659445066e-02,3.553427978949754568e-02
7.771052585676451185e-01,8.916471306951656572e-01,3.883045365037044405e+01,-1.489433089173765046e-01,-1.537892064727898467e-01
2.562422266076601618e-01,6.184731913067614828e-01,1.333823840620353174e+01,-1.809021713415137622e-02,-1.957063620913884749e-02
8.370688957811633912e-02,3.921692299988873698e-01,3.269694127961325858e+00,8.121363964296127169e-02,8.372105429851388336e-02
9.536072868743632469e-01,2.399118603765095503e-01,1.323283480669012846e+01,2.156568600336832009e-02,1.832788261128767693e-02
5.392109809945397902e-01,1.823030551648787412e-01,8.687333196369879218e+00,-1.432245186227653067e-01,-1.444210807714268185e-01
7.684164115988151300e-01,6.532433266792881943e-01,6.107810752439124968e+01,-1.077640911824889747e-01,-1.105822904146237934e-01
5.286383514777529546e-01,3.040828867023763760e-01,2.781793992807628868e+01,-1.366334974750890718e-01,-1.373008012492705487e-01
6.093481357643850682e-01,3.220809117310596825e-01,4.814925016923925050e+00,-1.048895325668657841e-01,-1.107422457423672957e-01
4.321440550617611925e-02,4.546775007586550954e-01,7.189696391050127033e+01,8.126651580208633929e-02,7.907657542407484086e-02
1.930578057667323710e-01,5.220788306677536239e-01,5.915040752608244645e+01,9.916592860462092318e-03,8.882128236900870000e-03
6.711956075260818722e-01,4.329184161257044750e-01,1.675192616035069548e+01,-1.223813629334100650e-01,-1.240499929524307432e-01
5.691533059934482663e-01,8.645634797893440027e-01,2.693029135639831484e+00,-1.021901029633898172e-01,-1.019066531889208371e-01
1.653839333069784256e-01,3.384728859835295367e-01,2.678066550817296232e+01,1.780481023893359938e-02,1.633929914214999474e-02
9.429886833516610833e-01,5.816149017427588719e-01,1.046569077269442261e+01,3.396228647514863697e-02,3.772834351734553893e-02
1.612665598964562186e-01,1.129963399937558705e-01,2.324066080701697956e+01,-2.392449747070402033e-02,-2.554047709963316870e-02
5.100971847439116358e-01,1.510174733283504434e-01,2.936902235184041920e+00,-9.451938720759739399e-02,-9.520263518907681743e-02
1.511228175188725209e-01,2.591575050144535597e-01,3.135747866396122241e+00,4.608292017696369314e-02,4.275901349698443127e-02
7.130242915841099594e-01,3.250742989896641122e-01,3.594857473152187843e+00,-8.273934658885906401e-02,-8.537192078943524332e-02
