t,N,crowding_load,dN_dt
1.410282056411282237e-01,1.252282732361791773e+02,1.482125884969121614e+02,-1.407975655355000413e+02
1.440288057611522343e-01,1.248075676495034969e+02,1.481430937837426995e+02,-1.396188667198760243e+02
1.470294058811762172e-01,1.243903770395208426e+02,1.480725520598615503e+02,-1.384547914066242242e+02
1.500300060012002279e-01,1.239766579944956675e+02,1.480009769129148651e+02,-1.373050806857430075e+02
1.530306061212242386e-01,1.235663678001623396e+02,1.479283817723939194e+02,-1.361694815180149192e+02
1.560312062412482492e-01,1.231594644397251272e+02,1.478547799096350275e+02,-1.350477466079248074e+02
1.590318063612722321e-01,1.227559065938582279e+02,1.477801844378196563e+02,-1.339396342794078976e+02
1.620324064812962428e-01,1.223556536407056967e+02,1.477046083119742832e+02,-1.328449083543554252e+02
1.650330066013202535e-01,1.219586656558815463e+02,1.476280643289704813e+02,-1.317633380338101006e+02
1.680336067213442641e-01,1.215649034124696612e+02,1.475505651275249477e+02,-1.306946977817845266e+02
1.710342068413682748e-01,1.211743283810238410e+02,1.474721231881994186e+02,-1.296387672116360932e+02
1.740348069613922577e-01,1.207869027295677995e+02,1.473927508334006973e+02,-1.285953309749355640e+02
1.770354070814162684e-01,1.204025893235951372e+02,1.473124602273807398e+02,-1.275641786527667705e+02
1.800360072014402790e-01,1.200213517260693834e+02,1.472312633762365124e+02,-1.265451046493964213e+02
1.830366073214642897e-01,1.196431541974239394e+02,1.471491721279100773e+02,-1.255379080882552500e+02
1.860372074414882726e-01,1.192679614884809354e+02,1.470661982061334641e+02,-1.245423922877359644e+02
1.890378075615122833e-01,1.188957384128889032e+02,1.469823532753733559e+02,-1.235583638017830879e+02
1.920384076815362939e-01,1.185264509458924920e+02,1.468976487601468079e+02,-1.225856345762797162e+02
1.950390078015603046e-01,1.181600656119298236e+02,1.468120959516487289e+02,-1.216240206069007996e+02
1.980396079215843153e-01,1.177965494163732529e+02,1.467257060192109464e+02,-1.206733417204013676e+02
2.010402080416082982e-01,1.174358698455294245e+02,1.466384900103022062e+02,-1.197334214973126620e+02
2.040408081616323088e-01,1.170779948666392016e+02,1.465504588505280879e+02,-1.188040871962282097e+02
2.070414082816563195e-01,1.167228929278777372e+02,1.464616233436310893e+02,-1.178851696796431412e+02
2.100420084016803302e-01,1.163705329583544028e+02,1.463719941714905985e+02,-1.169765033413108171e+02
2.130426085217043131e-01,1.160208843681128457e+02,1.462815818941228372e+02,-1.160779260350813615e+02
2.160432086417283237e-01,1.156739170481309600e+02,1.461903969496810021e+02,-1.151892790051883679e+02
2.190438087617523344e-01,1.153296013703209013e+02,1.460984496544551234e+02,-1.143104068179497830e+02
2.220444088817763451e-01,1.149879081875290865e+02,1.460057502028721217e+02,-1.134411572948501288e+02
2.250450090018003557e-01,1.146488088335361510e+02,1.459123086674958074e+02,-1.125813814469725571e+02
2.280456091218243386e-01,1.143122751230570344e+02,1.458181349990268529e+02,-1.117309334107490599e+02
2.310462092418483493e-01,1.139782793517408948e+02,1.457232390263028776e+02,-1.108896703849980554e+02
2.340468093618723600e-01,1.136467942961711515e+02,1.456276304562983341e+02,-1.100574525692197625e+02
2.370474094818963706e-01,1.133177931970042351e+02,1.455313188772332751e+02,-1.092341430729830449e+02
2.400480096019203535e-01,1.129912492498359029e+02,1.454343138501273245e+02,-1.084196069503672106e+02
2.430486097219443642e-01,1.126671362776094441e+02,1.453366247810830885e+02,-1.076137123535354760e+02
2.460492098419683749e-01,1.123454286789950345e+02,1.452382609362075527e+02,-1.068163303842616756e+02
2.490498099619923855e-01,1.120261011874893029e+02,1.451392314870396092e+02,-1.060273346145553717e+02
2.520504100820163962e-01,1.117091288714153450e+02,1.450395455105499423e+02,-1.052466010401865049e+02
2.550510102020404068e-01,1.113944871339226523e+02,1.449392119891411426e+02,-1.044740080350923392e+02
2.580516103220644175e-01,1.110821517129871694e+02,1.448382398106476501e+02,-1.037094363066469498e+02
2.610522104420883727e-01,1.107720986814112933e+02,1.447366377683357257e+02,-1.029527688517755735e+02
2.640528105621123833e-01,1.104643044468238600e+02,1.446344145609035650e+02,-1.022038909138948810e+02
2.670534106821363940e-01,1.101587457516801152e+02,1.445315787924811559e+02,-1.014626899406616758e+02
2.700540108021604047e-01,1.098553996732618003e+02,1.444281389726303644e+02,-1.007290555425128957e+02
2.730546109221844153e-01,1.095542436236770385e+02,1.443241035163449055e+02,-1.000028794519792967e+02
2.760552110422084260e-01,1.092552553498604198e+02,1.442194807440503723e+02,-9.928405548375646106e+01
2.790558111622324367e-01,1.089584129335730012e+02,1.441142788816042355e+02,-9.857247949551695854e+01
2.820564112822564473e-01,1.086636947914022073e+02,1.440085060602957299e+02,-9.786804934944665035e+01
2.850570114022804580e-01,1.083710796747619867e+02,1.439021703168460817e+02,-9.717066487449113765e+01
2.880576115223044686e-01,1.080805466698926836e+02,1.437952795934082815e+02,-9.648022782929523089e+01
2.910582116423284238e-01,1.077920751978610667e+02,1.436878417375671972e+02,-9.579664186582154173e+01
2.940588117623524345e-01,1.075056448325678673e+02,1.435798645392756043e+02,-9.511981221207351211e+01
2.970594118823764451e-01,1.072212352049807436e+02,1.434713557465017857e+02,-9.444964549406674337e+01
3.000600120024004558e-01,1.069388265592913712e+02,1.433623229531272898e+02,-9.378605056566692610e+01
3.030606121224244665e-01,1.066583993898145479e+02,1.432527736761076937e+02,-9.312893791453365111e+01
3.060612122424484771e-01,1.063799344265294167e+02,1.431427153584686778e+02,-9.247821961141893610e+01
3.090618123624724878e-01,1.061034126350794367e+02,1.430321553693059684e+02,-9.183380928239633079e+01
3.120624124824964984e-01,1.058288152167724121e+02,1.429211010037852816e+02,-9.119562208157621797e+01
3.150630126025205091e-01,1.055561236085804637e+02,1.428095594831424080e+02,-9.056357466429845715e+01
3.180636127225444643e-01,1.052853194831400572e+02,1.426975379546832130e+02,-8.993758516079154219e+01
3.210642128425684749e-01,1.050163847487519746e+02,1.425850434917835230e+02,-8.931757315028946209e+01
3.240648129625924856e-01,1.047493015493813431e+02,1.424720830938892959e+02,-8.870345963559815061e+01
3.270654130826164963e-01,1.044840522646575920e+02,1.423586636865165076e+02,-8.809516701810005657e+01
3.300660132026405069e-01,1.042206195098745098e+02,1.422447921212511233e+02,-8.749261907319066722e+01
3.330666133226645176e-01,1.039589861359902017e+02,1.421304751757492113e+02,-8.689574092613659673e+01
3.360672134426885282e-01,1.036991352296271316e+02,1.420157195537368864e+02,-8.630445902834765093e+01
3.390678135627125389e-01,1.034410501130720377e+02,1.419005318850102810e+02,-8.571870113405343261e+01
3.420684136827365496e-01,1.031847143442760313e+02,1.417849187254355456e+02,-8.513839627737813487e+01
3.450690138027605047e-01,1.029301117168545545e+02,1.416688865569489337e+02,-8.456347474980381662e+01
3.480696139227845154e-01,1.026772262600873660e+02,1.415524417875567167e+02,-8.399386807801498378e+01
3.510702140428085261e-01,1.024260422063280487e+02,1.414355907587450645e+02,-8.342950895882198381e+01
3.540708141628325367e-01,1.021765437058245567e+02,1.413183398084639748e+02,-8.287033086054438513e+01
3.570714142828565474e-01,1.019287153200588989e+02,1.412006951573274591e+02,-8.231626866063696468e+01
3.600720144028805580e-01,1.016825418628916538e+02,1.410826629481007615e+02,-8.176725841464276812e+01
3.630726145229045687e-01,1.014380083158201558e+02,1.409642492653496504e+02,-8.122323722597714379e+01
3.660732146429285794e-01,1.011950998279784244e+02,1.408454601354404758e+02,-8.068414322884336798e+01
3.690738147629525900e-01,1.009538017161372352e+02,1.407263015265400554e+02,-8.014991557142835177e+01
3.720744148829765452e-01,1.007140994647040770e+02,1.406067793486157882e+02,-7.962049439937237594e+01
3.750750150030005559e-01,1.004759787257231238e+02,1.404868994534355124e+02,-7.909582083950819253e+01
3.780756151230245665e-01,1.002394253188753197e+02,1.403666676345676763e+02,-7.857583698386527260e+01
3.810762152430485772e-01,1.000044252314783080e+02,1.402460896273812239e+02,-7.806048587393293303e+01
3.840768153630725879e-01,9.977096461848645959e+01,1.401251711090456524e+02,-7.754971148517896040e+01
3.870774154830965985e-01,9.953902980249084465e+01,1.400039176985309552e+02,-7.704345871181824634e+01
3.900780156031206092e-01,9.930860727371927510e+01,1.398823349566076786e+02,-7.654167335182732756e+01
3.930786157231446198e-01,9.907968369003629050e+01,1.397604283858468648e+02,-7.604430209220011250e+01
3.960792158431686305e-01,9.885224587694311538e+01,1.396382034306201092e+02,-7.555129249444060235e+01
3.990798159631925857e-01,9.862628082757775871e+01,1.395156654770995317e+02,-7.506259298028811600e+01
4.020804160832165963e-01,9.840177570271487184e+01,1.393928198532577767e+02,-7.457815281767092586e+01
4.050810162032406070e-01,9.817871783076589054e+01,1.392696718288680131e+02,-7.409792210688418379e+01
4.080816163232646177e-01,9.795709470777893557e+01,1.391462266155039060e+02,-7.362185176698804412e+01
4.110822164432886283e-01,9.773689399731976835e+01,1.390224893665698289e+02,-7.314989352228820962e+01
4.140828165633126390e-01,9.751810334462363983e+01,1.388984652234002510e+02,-7.268199968063194660e+01
4.170834166833366496e-01,9.730071054099654759e+01,1.387741592715779575e+02,-7.221812330746848829e+01
4.200840168033606603e-01,9.708470365856078388e+01,1.386495765093218893e+02,-7.175821836519548924e+01
4.230846169233846710e-01,9.687007088966578294e+01,1.385247218887436134e+02,-7.130223952144388022e+01
4.260852170434086261e-01,9.665680054688822054e+01,1.383996003158471808e+02,-7.085014213854975651e+01
4.290858171634326368e-01,9.644488106303195707e+01,1.382742166505291550e+02,-7.040188226319413900e+01
4.320864172834566475e-01,9.623430099112809444e+01,1.381485757065786970e+02,-6.995741661620768070e+01
4.350870174034806581e-01,9.602504900443489078e+01,1.380226822516774519e+02,-6.951670258253767543e+01
4.380876175235046688e-01,9.581711389643785992e+01,1.378965410073996338e+02,-6.907969820137600436e+01
4.410882176435286794e-01,9.561048458084970036e+01,1.377701566492119696e+02,-6.864636215644453898e+01
4.440888177635526901e-01,9.540515009161032367e+01,1.376435338064737550e+02,-6.821665376643669276e+01
4.470894178835767008e-01,9.520109958288682606e+01,1.375166770624368269e+02,-6.779053297561247859e+01
4.500900180036007114e-01,9.499832232907354523e+01,1.373895909542454774e+02,-6.736796034454509652e+01
4.530906181236246666e-01,9.479680772479201778e+01,1.372622799729366534e+02,-6.694889704101738914e+01
4.560912182436486773e-01,9.459654528489095071e+01,1.371347485634397287e+02,-6.653330483106530835e+01
4.590918183636726879e-01,9.439752464444632096e+01,1.370070011245767034e+02,-6.612114607016799539e+01
4.620924184836966986e-01,9.419973555876124749e+01,1.368790420090620898e+02,-6.571238369458079376e+01
4.650930186037207092e-01,9.400316790336610495e+01,1.367508755235028559e+02,-6.530698121281126589e+01
4.680936187237447199e-01,9.380781167401846687e+01,1.366225059283986241e+02,-6.490490269723548522e+01
4.710942188437687306e-01,9.361365698670307722e+01,1.364939374381415291e+02,-6.450611277585316827e+01
4.740948189637927412e-01,9.342069407763193567e+01,1.363651742210161331e+02,-6.411057662418041048e+01
4.770954190838167519e-01,9.322891323505581340e+01,1.362362204175854004e+02,-6.371825989345695263e+01
4.800960192038407071e-01,9.303830472415488373e+01,1.361070801595057276e+02,-6.332912863383668878e+01
4.830966193238647177e-01,9.284885907392819604e+01,1.359777574922504755e+02,-6.294314955631440966e+01
4.860972194438887284e-01,9.266056691133000811e+01,1.358482564213525734e+02,-6.256028987007790221e+01
4.890978195639127390e-01,9.247341894962565334e+01,1.357185809155886318e+02,-6.218051726533190049e+01
4.920984196839367497e-01,9.228740598839158338e+01,1.355887349069788570e+02,-6.180379990717020178e+01
4.950990198039607604e-01,9.210251891351539655e+01,1.354587222907871080e+02,-6.143010642956497946e+01
4.980996199239847710e-01,9.191874869719582364e+01,1.353285469255209534e+02,-6.105940592947339951e+01
5.011002200440087817e-01,9.173608639794268527e+01,1.351982126329315008e+02,-6.069166796106091510e+01
5.041008201640327924e-01,9.155452316057693452e+01,1.350677231980135673e+02,-6.032686253004271038e+01
5.071014202840568030e-01,9.137405021623068535e+01,1.349370823690055943e+02,-5.996496008814239076e+01
5.101020204040808137e-01,9.119465888234712736e+01,1.348062938573896190e+02,-5.960593152766888636e+01
5.131026205241048244e-01,9.101634056268058259e+01,1.346753613378914167e+02,-5.924974817621278333e+01
5.161032206441288350e-01,9.083908674729651977e+01,1.345442884484803301e+02,-5.889638179146164276e+01
5.191038207641528457e-01,9.066288901257151167e+01,1.344130787903693545e+02,-5.854580455613641021e+01
5.221044208841767453e-01,9.048773902119327772e+01,1.342817359280151095e+02,-5.819798907304986102e+01
5.251050210042007560e-01,9.031362852216059878e+01,1.341502633891179244e+02,-5.785290836028813999e+01
5.281056211242247667e-01,9.014054935078345920e+01,1.340186646646216957e+02,-5.751053584651734951e+01
5.311062212442487773e-01,8.996849342868291899e+01,1.338869432087140297e+02,-5.717084536641714010e+01
5.341068213642727880e-01,8.979745276379117058e+01,1.337551024388260714e+02,-5.683381115624326441e+01
5.371074214842967987e-01,8.962741945035152469e+01,1.336231457356327326e+02,-5.649940784952202932e+01
5.401080216043208093e-01,8.945838566891842447e+01,1.334910764430524637e+02,-5.616761047287860009e+01
5.431086217243448200e-01,8.929034366799162115e+01,1.333588978732233272e+02,-5.583839442765544447e+01
5.461092218443688306e-01,8.912328562537007315e+01,1.332266133438528755e+02,-5.551173537901803456e+01
5.491098219643928413e-01,8.895720390907219155e+01,1.330942261074224859e+02,-5.518760945769728465e+01
5.521104220844168520e-01,8.879209098809604939e+01,1.329617393758122432e+02,-5.486599318546152659e+01
5.551110222044408626e-01,8.862793939179611868e+01,1.328291563313516690e+02,-5.454686344057495972e+01
5.581116223244648733e-01,8.846474170988322783e+01,1.326964801268195515e+02,-5.423019745537185088e+01
5.611122224444888840e-01,8.830249059242454734e+01,1.325637138854440877e+02,-5.391597281399391051e+01
5.641128225645128946e-01,8.814117874984363254e+01,1.324308607009027696e+02,-5.360416745029705510e+01
5.671134226845369053e-01,8.798079895292040931e+01,1.322979236373224694e+02,-5.329475964593701320e+01
5.701140228045609160e-01,8.782134403279113144e+01,1.321649057292793543e+02,-5.298772802864196052e+01
5.731146229245849266e-01,8.766280688094843754e+01,1.320318099817990003e+02,-5.268305157068387956e+01
5.761152230446089373e-01,8.750518044924135097e+01,1.318986393703562783e+02,-5.238070958755860573e+01
5.791158231646328369e-01,8.734845774987522304e+01,1.317653968408754110e+02,-5.208068173688821645e+01
5.821164232846568476e-01,8.719263185541177563e+01,1.316320853097299732e+02,-5.178294801755958332e+01
5.851170234046808583e-01,8.703769589876911539e+01,1.314987076637429197e+02,-5.148748876911438543e+01
5.881176235247048689e-01,8.688364307322170532e+01,1.313652667601864437e+02,-5.119428467140829753e+01
5.911182236447288796e-01,8.673046663240035059e+01,1.312317654267821752e+02,-5.090331674455887878e+01
5.941188237647528902e-01,8.657815989029224113e+01,1.310982064617010963e+02,-5.061456634920313746e+01
5.971194238847769009e-01,8.642671622124092323e+01,1.309645926335634556e+02,-5.032801518708959776e+01
6.001200240048009116e-01,8.627612905994629955e+01,1.308309266814389105e+02,-5.004364530203168471e+01
6.031206241248249222e-01,8.612639190146467172e+01,1.306972113148464416e+02,-4.976143908125268922e+01
6.061212242448489329e-01,8.597749830120865511e+01,1.305634492137543532e+02,-4.948137925715618479e+01
6.091218243648729436e-01,8.582944187494724986e+01,1.304296430285803012e+02,-4.920344890956100414e+01
6.121224244848969542e-01,8.568221629707701936e+01,1.302957953804985038e+02,-4.892763146718666434e+01
6.151230246049209649e-01,8.553581514434159772e+01,1.301619088905274850e+02,-4.865391059986086475e+01
6.181236247249449756e-01,8.539023210829969912e+01,1.300279861448682936e+02,-4.838227038257846147e+01
6.211242248449689862e-01,8.524546102370284473e+01,1.298940296867229733e+02,-4.811269531495790375e+01
6.241248249649929969e-01,8.510149575861710503e+01,1.297600420350084391e+02,-4.784517024602735091e+01
6.271254250850170076e-01,8.495833021442314248e+01,1.296260256843566765e+02,-4.757968038131492960e+01
6.301260252050410182e-01,8.481595832581615468e+01,1.294919831051145138e+02,-4.731621129086796174e+01
6.331266253250649179e-01,8.467437406080588858e+01,1.293579167433438215e+02,-4.705474891831271123e+01
6.361272254450889285e-01,8.453357142071666885e+01,1.292238290208213414e+02,-4.679527959108089163e+01
6.391278255651129392e-01,8.439354444018736956e+01,1.290897223350388572e+02,-4.653779003195066366e+01
6.421284256851369499e-01,8.425428718717139986e+01,1.289555990592030241e+02,-4.628226737207263142e+01
6.451290258051609605e-01,8.411579376293677512e+01,1.288214615422355109e+02,-4.602869916568091213e+01
6.481296259251849712e-01,8.397805830206601740e+01,1.286873121087729146e+02,-4.577707340672240122e+01
6.511302260452089818e-01,8.384107497245624074e+01,1.285531530591667888e+02,-4.552737854767990200e+01
6.541308261652329925e-01,8.370483797531909431e+01,1.284189866694836724e+02,-4.527960352091369600e+01
6.571314262852570032e-01,8.356934154518080504e+01,1.282848151915049755e+02,-4.503373776290869301e+01
6.601320264052810138e-01,8.343457994988214921e+01,1.281506408527271503e+02,-4.478977124188906345e+01
6.631326265253050245e-01,8.330054749057843821e+01,1.280164658563615490e+02,-4.454769448935517318e+01
6.661332266453290352e-01,8.316723850173957544e+01,1.278822923813345227e+02,-4.430749863621520745e+01
6.691338267653530458e-01,8.303464735115001361e+01,1.277481225822873228e+02,-4.406917545432833805e+01
6.721344268853770565e-01,8.290276843990874056e+01,1.276139585895761996e+02,-4.383271740446296150e+01
6.751350270054010672e-01,8.277159620242932192e+01,1.274798025092723321e+02,-4.359811769190827135e+01
6.781356271254250778e-01,8.264112510643987264e+01,1.273456564231618700e+02,-4.336537033128389140e+01
6.811362272454490885e-01,8.251134965298308543e+01,1.272115223887459052e+02,-4.313447022248778495e+01
6.841368273654730991e-01,8.238226437641617395e+01,1.270774024392404868e+02,-4.290541324024783876e+01
6.871374274854969988e-01,8.225386369679520726e+01,1.269432985928627033e+02,-4.267819624251061583e+01
6.901380276055210095e-01,8.212614200282182253e+01,1.268092128527486011e+02,-4.245281726304152414e+01
6.931386277255450201e-01,8.199909384709779658e+01,1.266751471910026083e+02,-4.222927579038125145e+01
6.961392278455690308e-01,8.187271374978374183e+01,1.265411035572892047e+02,-4.200757282049755048e+01
6.991398279655930414e-01,8.174699619780953697e+01,1.264070838788753264e+02,-4.178771108945537094e+01
7.021404280856170521e-01,8.162193564487434116e+01,1.262730900606303805e+02,-4.156969536355467909e+01
7.051410282056410628e-01,8.149752651144648041e+01,1.261391239850262309e+02,-4.135353280542969401e+01
7.081416283256650734e-01,8.137376318476360382e+01,1.260051875121372120e+02,-4.113923344350875055e+01
7.111422284456890841e-01,8.125064001883252729e+01,1.258712824796401293e+02,-4.092681078531650485e+01
7.141428285657130948e-01,8.112815133442936144e+01,1.257374107028142163e+02,-4.071628263626121225e+01
7.171434286857371054e-01,8.100629141909942632e+01,1.256035739745412059e+02,-4.050767222114263433e+01
7.201440288057611161e-01,8.088505452715730826e+01,1.254697740653052733e+02,-4.030100976834051352e+01
7.231446289257851268e-01,8.076443545839529747e+01,1.253360127260531556e+02,-4.009633519219368480e+01
7.261452290458091374e-01,8.064443178712042481e+01,1.252022917026978774e+02,-3.989370299196120584e+01
7.291458291658331481e-01,8.052503423356805001e+01,1.250686126884980780e+02,-3.969318218191651937e+01
7.321464292858571588e-01,8.040623276992862145e+01,1.249349773453677130e+02,-3.949487064709528994e+01
7.351470294058811694e-01,8.028801818091241671e+01,1.248013873107896643e+02,-3.929891693433346234e+01
7.381476295259051801e-01,8.017038206374962783e+01,1.246678441978156542e+02,-3.910557088923368241e+01
7.411482296459290797e-01,8.005331682819029027e+01,1.245343495950663311e+02,-3.891536660209627030e+01
7.441488297659530904e-01,7.993681569650429708e+01,1.244009050667312408e+02,-3.873002969828886677e+01
7.471494298859771011e-01,7.982087270348145580e+01,1.242675121525687985e+02,-3.854655718326193181e+01
7.501500300060011117e-01,7.970548269643137473e+01,1.241341723679063165e+02,-3.836384281218438019e+01
7.531506301260251224e-01,7.959064133518360507e+01,1.240008872036400049e+02,-3.818188260523572808e+01
7.561512302460491330e-01,7.947634509208751297e+01,1.238676581262349572e+02,-3.800067297031383617e+01
7.591518303660731437e-01,7.936259125201235065e+01,1.237344865777251783e+02,-3.782021069686338421e+01
7.621524304860971544e-01,7.924937773914150796e+01,1.236013739991633997e+02,-3.764049288960244866e+01
7.651530306061211650e-01,7.913670237562172360e+01,1.234683218485450311e+02,-3.746151662949192485e+01
7.681536307261451757e-01,7.902456293993277825e+01,1.233353315529345906e+02,-3.728327895696380523e+01
7.711542308461691864e-01,7.891295722016860736e+01,1.232024045285757268e+02,-3.710577691656738608e+01
7.741548309661931970e-01,7.880188301325597422e+01,1.230695421812048522e+02,-3.692900755699508153e+01
7.771554310862172077e-01,7.869133812495448410e+01,1.229367459060511294e+02,-3.675296793118128136e+01
7.801560312062412184e-01,7.858132036985651325e+01,1.228040170878364563e+02,-3.657765509639936141e+01
7.831566313262652290e-01,7.847182757138732256e+01,1.226713571007755093e+02,-3.640306611435669737e+01
7.861572314462892397e-01,7.836285756180495810e+01,1.225387673085757143e+02,-3.622919805128757531e+01
7.891578315663132503e-01,7.825440818220030792e+01,1.224062490644372474e+02,-3.605604797804395645e+01
7.921584316863372610e-01,7.814647728249704528e+01,1.222738037110530200e+02,-3.588361297018451523e+01
7.951590318063612717e-01,7.803906272145169964e+01,1.221414325806087362e+02,-3.571189010806157427e+01
7.981596319263851713e-01,7.793216236665362828e+01,1.220091369947828497e+02,-3.554087647690605678e+01
8.011602320464091820e-01,7.782577409452498785e+01,1.218769182647465215e+02,-3.537056916691054198e+01
8.041608321664331926e-01,7.771989579032074857e+01,1.217447776911637192e+02,-3.520096527331052982e+01
8.071614322864572033e-01,7.761452534812873694e+01,1.216127165641911461e+02,-3.503206189646359547e+01
8.101620324064812140e-01,7.750966067086957878e+01,1.214807361634782552e+02,-3.486385614192688820e+01
8.131626325265052246e-01,7.740529967010830603e+01,1.213488377613526552e+02,-3.469634512335910159e+01
8.161632326465292353e-01,7.730144026553973902e+01,1.212170226286644947e+02,-3.452952596766916571e+01
8.191638327665532460e-01,7.719808038607158096e+01,1.210852920123437002e+02,-3.436339579506612552e+01
8.221644328865772566e-01,7.709521796911477054e+01,1.209536471484838671e+02,-3.419795173081675443e+01
8.251650330066012673e-01,7.699285096048917865e+01,1.208220892640478041e+02,-3.403319090682428083e+01
8.281656331266252780e-01,7.689097731442360839e+01,1.206906195768676326e+02,-3.386911046168659567e+01
8.311662332466492886e-01,7.678959499355579510e+01,1.205592392956447583e+02,-3.370570754075251330e+01
8.341668333666732993e-01,7.668870196893242053e+01,1.204279496199498141e+02,-3.354297929617672480e+01
8.371674334866973100e-01,7.658829622000907023e+01,1.202967517402227742e+02,-3.338092288697303189e+01
8.401680336067213206e-01,7.648837573465030459e+01,1.201656468377728260e+02,-3.321953547906616677e+01
8.431686337267453313e-01,7.638893850912955941e+01,1.200346360847784979e+02,-3.305881424534200619e+01
8.461692338467693419e-01,7.628998254812925950e+01,1.199037206442875458e+02,-3.289875636569627204e+01
8.491698339667933526e-01,7.619150586474073350e+01,1.197729016702170242e+02,-3.273935902708181089e+01
8.521704340868172523e-01,7.609350648046424226e+01,1.196421803073532573e+02,-3.258061942355428897e+01
