t,Vol,hormone,pressure,dVol_dt,dVol_dt_noisy
1.920384076815362939e-01,1.950784219617614834e+00,2.825984268693892965e-01,6.950596962230458642e-01,-2.952581187820462749e-01,-3.028102189245862608e-01
1.980396079215843153e-01,1.949005742096422411e+00,2.821093029270662078e-01,7.003202549571715396e-01,-2.974456335755614744e-01,-2.565902014257148700e-01
2.040408081616323088e-01,1.947214198713768329e+00,2.816232897419064241e-01,7.055356342742393760e-01,-2.996125590131947791e-01,-2.866784990891578233e-01
2.100420084016803302e-01,1.945409712558316961e+00,2.811403702667412130e-01,7.107062559305822314e-01,-3.017590709887620348e-01,-2.884978035412367747e-01
2.160432086417283237e-01,1.943592405653878030e+00,2.806605275492267126e-01,7.158325358996260324e-01,-3.038853431200851385e-01,-3.141654705538343695e-01
2.220444088817763451e-01,1.941762398959406610e+00,2.801837447318440422e-01,7.209148843718897748e-01,-3.059915467434909941e-01,-3.389530501606040636e-01
2.280456091218243386e-01,1.939919812369001573e+00,2.797100050518989689e-01,7.259537057549855232e-01,-3.080778509084827754e-01,-3.047285560240279301e-01
2.340468093618723600e-01,1.938064764760782266e+00,2.792392918396222612e-01,7.309493990990785228e-01,-3.101444225551809319e-01,-3.079641407987500079e-01
2.400480096019203535e-01,1.936197374233273871e+00,2.787715885111772263e-01,7.359023604364470783e-01,-3.121914275117820270e-01,-3.367384685966735014e-01
2.460492098419683749e-01,1.934317757601886401e+00,2.783068785897482300e-01,7.408129785769447251e-01,-3.142190286840006452e-01,-3.278835619196118767e-01
2.520504100820163962e-01,1.932426030703958464e+00,2.778451456903150429e-01,7.456816373171254453e-01,-3.162273870008032728e-01,-3.176682605953478067e-01
2.580516103220644175e-01,1.930522308471808834e+00,2.773863735165126299e-01,7.505087160369489085e-01,-3.182166616659520830e-01,-3.371116941271676271e-01
2.640528105621123833e-01,1.928606704932738003e+00,2.769305458606312054e-01,7.552945896997801389e-01,-3.201870101533633162e-01,-3.221524095104076890e-01
2.700540108021604047e-01,1.926679333209025957e+00,2.764776466036164004e-01,7.600396288523897370e-01,-3.221385882025991076e-01,-3.202289276532100382e-01
2.760552110422084260e-01,1.924740305517933958e+00,2.760276597150690403e-01,7.647441996249536578e-01,-3.240715498144862150e-01,-3.233598250733765167e-01
2.820564112822564473e-01,1.922789733171703652e+00,2.755805692532452555e-01,7.694086637310536547e-01,-3.259860472468649739e-01,-3.361118804131512650e-01
2.880576115223044686e-01,1.920827726577557515e+00,2.751363593650564265e-01,7.740333784676766138e-01,-3.278822310104612114e-01,-3.160072695747447313e-01
2.940588117623524345e-01,1.918854395237698407e+00,2.746950142860692945e-01,7.786186967152149974e-01,-3.297602498648823932e-01,-3.119369107792357987e-01
3.000600120024004558e-01,1.916869847749309796e+00,2.742565183405058504e-01,7.831649669374669553e-01,-3.316202508147345629e-01,-3.252032847234032631e-01
3.060612122424484771e-01,1.914874191804555981e+00,2.738208559412433352e-01,7.876725331816358810e-01,-3.334623791058587972e-01,-3.498269836536649358e-01
3.120624124824964984e-01,1.912867534190581642e+00,2.733880115898144059e-01,7.921417350783309663e-01,-3.352867782216842896e-01,-3.206537325459754562e-01
3.180636127225444643e-01,1.910849980901707879e+00,2.729579698711741553e-01,7.965729087182931156e-01,-3.370935902560511233e-01,-3.471223906253921854e-01
3.240648129625924856e-01,1.908821637184316078e+00,2.725307154544708288e-01,8.009663873298484837e-01,-3.388829561982253935e-01,-3.212997438324656785e-01
3.300660132026405069e-01,1.906782607176140898e+00,2.721062331096863462e-01,8.053224984223893435e-01,-3.406550147034337894e-01,-3.620907630409826439e-01
3.360672134426885282e-01,1.904732994225831311e+00,2.716845076900004097e-01,8.096415659618064753e-01,-3.424099030255803866e-01,-3.241205589630047346e-01
3.420684136827365496e-01,1.902672900908039866e+00,2.712655241310216736e-01,8.139239104808000391e-01,-3.441477570613334369e-01,-3.445490261536430232e-01
3.480696139227845154e-01,1.900602429023421358e+00,2.708492674507876341e-01,8.181698490788795741e-01,-3.458687113468969510e-01,-3.708436891535852320e-01
3.540708141628325367e-01,1.898521679598633494e+00,2.704357227497646288e-01,8.223796954223638878e-01,-3.475728990548725972e-01,-3.538508884942095367e-01
3.600720144028805580e-01,1.896430752886336224e+00,2.700248752108481143e-01,8.265537597443813889e-01,-3.492604519912113625e-01,-3.481784064157804615e-01
3.660732146429285794e-01,1.894329748365193300e+00,2.696167100993622223e-01,8.306923488448695325e-01,-3.509315005922525321e-01,-3.454756738089634349e-01
3.720744148829765452e-01,1.892218764739870052e+00,2.692112127630600926e-01,8.347957660905754862e-01,-3.525861739218500990e-01,-3.722299364206696493e-01
3.780756151230245665e-01,1.890097899941035386e+00,2.688083686321237620e-01,8.388643114150555746e-01,-3.542245996685832732e-01,-3.763720606118871048e-01
3.840768153630725879e-01,1.887967251125360901e+00,2.684081632191641642e-01,8.428982813186757239e-01,-3.558469041430512569e-01,-3.518552134861096525e-01
3.900780156031206092e-01,1.885826914675520216e+00,2.680105821192211302e-01,8.468979688686109064e-01,-3.574532122752513419e-01,-3.667882046128473905e-01
3.960792158431686305e-01,1.883676986200190528e+00,2.676156110097634433e-01,8.508636636988458068e-01,-3.590436476120372755e-01,-3.543335353774327845e-01
4.020804160832165963e-01,1.881517560552295354e+00,2.672232356496297423e-01,8.547956521326767199e-01,-3.606183323673044505e-01,-3.454279419177368471e-01
4.080816163232646177e-01,1.879348732047779524e+00,2.668334418677451025e-01,8.586942187991829512e-01,-3.621773881129328188e-01,-3.951531354399517859e-01
4.140828165633126390e-01,1.877170594052313568e+00,2.664462155889026351e-01,8.625596440347517158e-01,-3.637209346580381197e-01,-3.586331723276857675e-01
4.200840168033606603e-01,1.874983239164799143e+00,2.660615428204283761e-01,8.663922048230434658e-01,-3.652490904531792704e-01,-3.407561511024645995e-01
4.260852170434086261e-01,1.872786759319161831e+00,2.656794096458827137e-01,8.701921754368399098e-01,-3.667619728642309562e-01,-3.727125097516404417e-01
4.320864172834566475e-01,1.870581245784352031e+00,2.652998022250602217e-01,8.739598274380446785e-01,-3.682596981701046768e-01,-3.844759898348560911e-01
4.380876175235046688e-01,1.868366789164345843e+00,2.649227067939897151e-01,8.776954296776824371e-01,-3.697423815605318520e-01,-3.546975050169399735e-01
4.440888177635526901e-01,1.866143479398143290e+00,2.645481096649343611e-01,8.813992482958996622e-01,-3.712101371339107669e-01,-3.661412068097479322e-01
4.500900180036007114e-01,1.863911405759769435e+00,2.641759972263914569e-01,8.850715467219640864e-01,-3.726630778952144118e-01,-3.547454164796631781e-01
4.560912182436486773e-01,1.861670656858274375e+00,2.638063559430925409e-01,8.887125856742649210e-01,-3.741013157539592737e-01,-3.810056299549848813e-01
4.620924184836966986e-01,1.859421320637732800e+00,2.634391723560035592e-01,8.923226231603128555e-01,-3.755249615222349124e-01,-4.051613269966791164e-01
4.680936187237447199e-01,1.857163484377244655e+00,2.630744330823245880e-01,8.959019144767402798e-01,-3.769341249127909355e-01,-3.791343402070159740e-01
4.740948189637927412e-01,1.854897234690933816e+00,2.627121248154899447e-01,8.994507122093006179e-01,-3.783289145371843687e-01,-3.872454775974090158e-01
4.800960192038407071e-01,1.852622657527950079e+00,2.623522343251682987e-01,9.029692662328692165e-01,-3.797094379039825385e-01,-3.642029614630310497e-01
4.860972194438887284e-01,1.850339838172467166e+00,2.619947484572623941e-01,9.064578237114426784e-01,-3.810758014170240182e-01,-3.772031444494809427e-01
4.920984196839367497e-01,1.848048861249534269e+00,2.616396541335105907e-01,9.099166291328381062e-01,-3.824281103886604805e-01,-4.150450950373625325e-01
4.980996199239847710e-01,1.845749810926911261e+00,2.612869383387123046e-01,9.133459256008157334e-01,-3.837664695928478253e-01,-4.076697311949118441e-01
5.041008201640327924e-01,1.843442770581470436e+00,2.609365881453523106e-01,9.167459530278423419e-01,-3.850909824841543538e-01,-3.674152017524092706e-01
5.101020204040808137e-01,1.841127822883464882e+00,2.605885907056321726e-01,9.201169484106105356e-01,-3.864017513171493223e-01,-3.728064509687923911e-01
5.161032206441288350e-01,1.838805049930042568e+00,2.602429332418990104e-01,9.234591465760729756e-01,-3.876988774662005754e-01,-4.005037447843703413e-01
5.221044208841767453e-01,1.836474533245246343e+00,2.598996030466453333e-01,9.267727801814427124e-01,-3.889824614238923672e-01,-3.890034373552379576e-01
5.281056211242247667e-01,1.834136353780014383e+00,2.595585874825089290e-01,9.300580797141935196e-01,-3.902526027994860369e-01,-3.813411317239623344e-01
5.341068213642727880e-01,1.831790591912179522e+00,2.592198739822730857e-01,9.333152734920588944e-01,-3.915094003174252046e-01,-3.821413136004796485e-01
5.401080216043208093e-01,1.829437327446470363e+00,2.588834500488665369e-01,9.365445876630331679e-01,-3.927529518158845434e-01,-3.752281078935975622e-01
5.461092218443688306e-01,1.827076639614509723e+00,2.585493032553633497e-01,9.397462462053707277e-01,-3.939833542453611837e-01,-3.888536417009299528e-01
5.521104220844168520e-01,1.824708607074816191e+00,2.582174212449829254e-01,9.429204709275862406e-01,-3.952007036673078622e-01,-3.970972704466778080e-01
5.581116223244648733e-01,1.822333307912802791e+00,2.578877917310901657e-01,9.460674814684548739e-01,-3.964050952528091476e-01,-4.015820565485660465e-01
5.641128225645128946e-01,1.819950819640778317e+00,2.575604024971954176e-01,9.491874952970119628e-01,-3.975966232812967460e-01,-3.764817672706317064e-01
5.701140228045609160e-01,1.817561219197945999e+00,2.572352413969543061e-01,9.522807277125534542e-01,-3.987753811393082715e-01,-4.437924666408790131e-01
5.761152230446089373e-01,1.815164582950404615e+00,2.569122963541679017e-01,9.553473918446353519e-01,-3.999414613192828760e-01,-4.027145678211096480e-01
5.821164232846568476e-01,1.812760986691147602e+00,2.565915553627827195e-01,9.583876986530739384e-01,-4.010949554183994015e-01,-4.004349533387182025e-01
5.881176235247048689e-01,1.810350505662213338e+00,2.562730064851820866e-01,9.614018570473397141e-01,-4.022359541888303469e-01,-4.307429334062340964e-01
5.941188237647528902e-01,1.807933214725507165e+00,2.559566378401682551e-01,9.643900749096306901e-01,-4.033645479755062491e-01,-3.967082757127453063e-01
6.001200240048009116e-01,1.805509187989402520e+00,2.556424376329582415e-01,9.673525571790360100e-01,-4.044808258892109709e-01,-4.175064461380788572e-01
6.061212242448489329e-01,1.803078498995865919e+00,2.553303941387497500e-01,9.702895066744612329e-01,-4.055848761621146936e-01,-3.883359802357997381e-01
6.121224244848969542e-01,1.800641220791970643e+00,2.550204956969631120e-01,9.732011244581950660e-01,-4.066767863034198016e-01,-4.091886279841063234e-01
6.181236247249449756e-01,1.798197425929898285e+00,2.547127307112414529e-01,9.760876098359100306e-01,-4.077566430982836887e-01,-3.943735782824946412e-01
6.241248249649929969e-01,1.795747186466937650e+00,2.544070876494505251e-01,9.789491603566620181e-01,-4.088245326067740382e-01,-3.844476605033495531e-01
6.301260252050410182e-01,1.793290573965485857e+00,2.541035550436789303e-01,9.817859718128906232e-01,-4.098805401628533573e-01,-4.022219485085838930e-01
6.361272254450889285e-01,1.790827659493046786e+00,2.538021214902378975e-01,9.845982382404186994e-01,-4.109247503733959861e-01,-4.284391732418528775e-01
6.421284256851369499e-01,1.788358513622233081e+00,2.535027756496613938e-01,9.873861519184528035e-01,-4.119572471172340822e-01,-4.422436197513268663e-01
6.481296259251849712e-01,1.785883206430763925e+00,2.532055062467060691e-01,9.901499033695829732e-01,-4.129781135442337492e-01,-3.779104311939062710e-01
6.541308261652329925e-01,1.783401807501467040e+00,2.529103020703514226e-01,9.928896813597827276e-01,-4.139874320744007519e-01,-4.162132759381511615e-01
6.601320264052810138e-01,1.780914385922277354e+00,2.526171519737995252e-01,9.956056728984093995e-01,-4.149852843970154859e-01,-4.287565833497019030e-01
6.661332266453290352e-01,1.778421010286237891e+00,2.523260448744751860e-01,9.982980632382032482e-01,-4.159717514697967022e-01,-4.130866097085801880e-01
6.721344268853770565e-01,1.775921748691498880e+00,2.520369697540260634e-01,1.000967035875288680e+00,-4.169469135180936536e-01,-4.207751401277466385e-01
6.781356271254250778e-01,1.773416668741318425e+00,2.517499156583224429e-01,1.003612772549173471e+00,-4.179108500341065513e-01,-4.008680047498527910e-01
6.841368273654730991e-01,1.770905837544062278e+00,2.514648716974572373e-01,1.006235453242748434e+00,-4.188636397761343888e-01,-4.181850761273923633e-01
6.901380276055210095e-01,1.768389321824966665e+00,2.511818270362581318e-01,1.008835256745322484e+00,-4.198053610100431765e-01,-4.195303693376747911e-01
6.961392278455690308e-01,1.765867187842938391e+00,2.509007709032801681e-01,1.011412360390011367e+00,-4.207360913930677238e-01,-4.350276858137270275e-01
7.021404280856170521e-01,1.763339501216228067e+00,2.506216926049930072e-01,1.013966939114557153e+00,-4.216559075700255788e-01,-4.122645455950756932e-01
7.081416283256650734e-01,1.760806327133189075e+00,2.503445815065671320e-01,1.016499166411012345e+00,-4.225648855828649797e-01,-4.432422200299646065e-01
7.141428285657130948e-01,1.758267730354394320e+00,2.500694270316870527e-01,1.019009214335786950e+00,-4.234631008742639757e-01,-4.101453120789846363e-01
7.201440288057611161e-01,1.755723775212636006e+00,2.497962186625513337e-01,1.021497253509648262e+00,-4.243506282869179969e-01,-3.938718780271153741e-01
7.261452290458091374e-01,1.753174525612925416e+00,2.495249459398724001e-01,1.023963453117721745e+00,-4.252275420628511271e-01,-4.557212628248341613e-01
7.321464292858571588e-01,1.750620045032492911e+00,2.492555984628767041e-01,1.026407980909489925e+00,-4.260939158427485829e-01,-4.754185004697749628e-01
7.381476295259051801e-01,1.748060396520788151e+00,2.489881658893046967e-01,1.028831003198793281e+00,-4.269498226653110629e-01,-4.146122475622247006e-01
7.441488297659530904e-01,1.745495642699480099e+00,2.487226379354108008e-01,1.031232684863829796e+00,-4.277953349666304694e-01,-3.768373786569679251e-01
7.501500300060011117e-01,1.742925845762456794e+00,2.484590043759634381e-01,1.033613189347154959e+00,-4.286305245795865582e-01,-4.486490215570244078e-01
7.561512302460491330e-01,1.740351067475825353e+00,2.481972550442449743e-01,1.035972678655681767e+00,-4.294554627332652919e-01,-4.544693779093050834e-01
7.621524304860971544e-01,1.737771369177912417e+00,2.479373798320517741e-01,1.038311313360681609e+00,-4.302702200523971787e-01,-4.184908413767877144e-01
7.681536307261451757e-01,1.735186811779263483e+00,2.476793686896942015e-01,1.040629252597782273e+00,-4.310748665568163163e-01,-4.478892983579824683e-01
7.741548309661931970e-01,1.732597455762643568e+00,2.474232116259966197e-01,1.042926654066969938e+00,-4.318694716609403628e-01,-4.419899813396750976e-01
7.801560312062412184e-01,1.730003361183036548e+00,2.471688987082972799e-01,1.045203674032588292e+00,-4.326541041732701598e-01,-4.396164535069457258e-01
7.861572314462892397e-01,1.727404587667645819e+00,2.469164200624485439e-01,1.047460467323338751e+00,-4.334288322959085615e-01,-4.227887905700725701e-01
7.921584316863372610e-01,1.724801194487443734e+00,2.466657658660112162e-01,1.049697187658387154e+00,-4.341937237645195902e-01,-4.422997709923819354e-01
7.981596319263851713e-01,1.722193240571234130e+00,2.464169263482738625e-01,1.051913987815059626e+00,-4.349488459180793076e-01,-4.293911891164761130e-01
8.041608321664331926e-01,1.719580784249499006e+00,2.461698918146204007e-01,1.054111018452700943e+00,-4.356942651921134058e-01,-4.392249303699848895e-01
8.101620324064812140e-01,1.716963883472016006e+00,2.459246526245537912e-01,1.056288429001587925e+00,-4.364300475029413429e-01,-4.533234695759734145e-01
8.161632326465292353e-01,1.714342595818696191e+00,2.456811991906326653e-01,1.058446367709744207e+00,-4.371562582674026753e-01,-4.435527834222671162e-01
8.221644328865772566e-01,1.711716978499583375e+00,2.454395219784712423e-01,1.060584981642940239e+00,-4.378729624023900424e-01,-4.568809557057484372e-01
8.281656331266252780e-01,1.709087088354854567e+00,2.451996115067392457e-01,1.062704416684693287e+00,-4.385802243244004694e-01,-4.384499246070054923e-01
8.341668333666732993e-01,1.706452981854820194e+00,2.449614583471620421e-01,1.064804817536267878e+00,-4.392781079491002161e-01,-4.617554325004129545e-01
8.401680336067213206e-01,1.703814715099923438e+00,2.447250531245206140e-01,1.066886327716674909e+00,-4.399666766909062776e-01,-4.618245640768111615e-01
8.461692338467693419e-01,1.701172343820741339e+00,2.444903865166514756e-01,1.068949089562672539e+00,-4.406459934625837072e-01,-4.115067571564786086e-01
8.521704340868172523e-01,1.698525923377983249e+00,2.442574492544467846e-01,1.070993244228765962e+00,-4.413161206748566490e-01,-4.423798050809634730e-01
8.581716343268652736e-01,1.695875508762492379e+00,2.440262321218542307e-01,1.073018931687206745e+00,-4.419771202360361917e-01,-4.430551607454770724e-01
8.641728345669132949e-01,1.693221154595244915e+00,2.437967259558770916e-01,1.075026290727993716e+00,-4.426290535516629876e-01,-4.323983251533106142e-01
8.701740348069613162e-01,1.690562915127350241e+00,2.435689216465742879e-01,1.077015458958872740e+00,-4.432719815241631944e-01,-4.516891215751406286e-01
8.761752350470093376e-01,1.687900844240050491e+00,2.433428101370603280e-01,1.078986572805336275e+00,-4.439059645525210152e-01,-4.484766719020841785e-01
8.821764352870573589e-01,1.685234995444721662e+00,2.431183824235051971e-01,1.080939767510623817e+00,-4.445310625319650599e-01,-4.360280878253268710e-01
8.881776355271053802e-01,1.682565421882872725e+00,2.428956295551346345e-01,1.082875177135721456e+00,-4.451473348536691410e-01,-4.394990180087811060e-01
8.941788357671534015e-01,1.679892176326145403e+00,2.426745426342298284e-01,1.084792934559362987e+00,-4.457548404044678336e-01,-4.689407749431164230e-01
9.001800360072014229e-01,1.677215311278174692e+00,2.424551128055245364e-01,1.086693171910545042e+00,-4.463536377528308785e-01,-4.296867858194376444e-01
9.061812362472493332e-01,1.674534878879308408e+00,2.422373312675380475e-01,1.088576020264886202e+00,-4.469437850155619785e-01,-4.587524838813428207e-01
9.121824364872973545e-01,1.671850930773350452e+00,2.420211892859622238e-01,1.090441609035123438e+00,-4.475253395960169800e-01,-4.686469186023006772e-01
9.181836367273453758e-01,1.669163518283365732e+00,2.418066781744735161e-01,1.092290066650454472e+00,-4.480983584778377993e-01,-4.661078598778188309e-01
9.241848369673933972e-01,1.666472692412713563e+00,2.415937892946220800e-01,1.094121520560713989e+00,-4.486628982264578291e-01,-4.564738051135642793e-01
9.301860372074414185e-01,1.663778503845047663e+00,2.413825140558319704e-01,1.095936097236374085e+00,-4.492190149888132811e-01,-4.166730098963519202e-01
9.361872374474894398e-01,1.661081002944316598e+00,2.411728439154010306e-01,1.097733922168543597e+00,-4.497667644930689046e-01,-4.732774825914844996e-01
9.421884376875374612e-01,1.658380239754763785e+00,2.409647703785009476e-01,1.099515119868968549e+00,-4.503062020483522554e-01,-4.471046841976654140e-01
9.481896379275854825e-01,1.655676264000927045e+00,2.407582849981772244e-01,1.101279813870032376e+00,-4.508373825445015637e-01,-4.935938697063131375e-01
9.541908381676335038e-01,1.652969125087638602e+00,2.405533793753492078e-01,1.103028126724755031e+00,-4.513603604518228729e-01,-4.513916991147268187e-01
9.601920384076814141e-01,1.650258872100025975e+00,2.403500451588100606e-01,1.104760180006794101e+00,-4.518751898208595019e-01,-4.338838614713393382e-01
9.661932386477294354e-01,1.647545553803510643e+00,2.401482740452267894e-01,1.106476094310443914e+00,-4.523819242821726649e-01,-4.571151907234017875e-01
9.721944388877774568e-01,1.644829218643809376e+00,2.399480577791401614e-01,1.108175989250635984e+00,-4.528806170461319724e-01,-4.654677155237987862e-01
9.781956391278254781e-01,1.642109914746933130e+00,2.397493881529648707e-01,1.109859983462939237e+00,-4.533713209027175339e-01,-4.487410996215467907e-01
9.841968393678734994e-01,1.639387689919187707e+00,2.395522570069893442e-01,1.111528194603558894e+00,-4.538540882213322747e-01,-4.398510531983192418e-01
9.901980396079215208e-01,1.636662591647173759e+00,2.393566562293758804e-01,1.113180739349338033e+00,-4.543289709506261320e-01,-4.410558195302780038e-01
9.961992398479695421e-01,1.633934667097785898e+00,2.391625777561606492e-01,1.114817733397756694e+00,-4.547960206183292997e-01,-4.153465435397334371e-01
1.002200440088017563e+00,1.631203963118214473e+00,2.389700135712535534e-01,1.116439291466931438e+00,-4.552552883310964082e-01,-4.510719388843708599e-01
1.008201640328065585e+00,1.628470526258245732e+00,2.387789557038743071e-01,1.118045527381805071e+00,-4.557068248115408449e-01,-4.675550268065994941e-01
1.014202840568113606e+00,1.625734402880905760e+00,2.385893962164681581e-01,1.119636554545351048e+00,-4.561506806001819903e-01,-4.586702643999148177e-01
1.020204040808161627e+00,1.622995638873091506e+00,2.384013272385185067e-01,1.121212484851829450e+00,-4.565869055856521808e-01,-4.580368764980484175e-01
1.026205241048209649e+00,1.620254279802713526e+00,2.382147409475129651e-01,1.122773429222092112e+00,-4.570155492373690342e-01,-4.548408015678066518e-01
1.032206441288257670e+00,1.617510370961506183e+00,2.380296295639253157e-01,1.124319497762093834e+00,-4.574366606739228569e-01,-4.580372169385115710e-01
1.038207641528305691e+00,1.614763957365027647e+00,2.378459853512154276e-01,1.125850799762891707e+00,-4.578502886629094437e-01,-4.543709698849853762e-01
1.044208841768353491e+00,1.612015083752658562e+00,2.376638006158293681e-01,1.127367443700644900e+00,-4.582564816207711500e-01,-4.916734828330733831e-01
1.050210042008401512e+00,1.609263794587603158e+00,2.374830677071992913e-01,1.128869537236615761e+00,-4.586552876126469558e-01,-4.420627084918460903e-01
1.056211242248449533e+00,1.606510134056889472e+00,2.373037790177435213e-01,1.130357187217168047e+00,-4.590467543522305793e-01,-4.705415397306512149e-01
1.062212442488497555e+00,1.603754146071368014e+00,2.371259269828665250e-01,1.131830499673768475e+00,-4.594309292016364732e-01,-4.828941031305769571e-01
1.068213642728545576e+00,1.600995874265713326e+00,2.369495040809588560e-01,1.133289579822985838e+00,-4.598078591712743690e-01,-4.470528359784456396e-01
1.074214842968593597e+00,1.598235361998422865e+00,2.367745028333972657e-01,1.134734532066491441e+00,-4.601775909197323711e-01,-4.338310707720107184e-01
1.080216043208641619e+00,1.595472652351817899e+00,2.366009158045446203e-01,1.136165459991058890e+00,-4.605401707536672107e-01,-4.506796077636783804e-01
1.086217243448689640e+00,1.592707788132042612e+00,2.364287356017499009e-01,1.137582466368564527e+00,-4.608956446277031604e-01,-4.576724583507927324e-01
1.092218443688737661e+00,1.589940811869064330e+00,2.362579548753482583e-01,1.138985653155986544e+00,-4.612440581443383314e-01,-4.798884642517773913e-01
1.098219643928785683e+00,1.587171765816674185e+00,2.360885663186609862e-01,1.140375121495405875e+00,-4.615854565538600740e-01,-4.041541097975900887e-01
1.104220844168833704e+00,1.584400691952486451e+00,2.359205626679954926e-01,1.141750971714005525e+00,-4.619198847542667075e-01,-4.443147123410365329e-01
1.110222044408881725e+00,1.581627631977938542e+00,2.357539367026453281e-01,1.143113303324071017e+00,-4.622473872911984083e-01,-4.850332806980579003e-01
1.116223244648929747e+00,1.578852627318291679e+00,2.355886812448901579e-01,1.144462215022990614e+00,-4.625680083578747603e-01,-4.781607666826696579e-01
1.122224444888977768e+00,1.576075719132123520e+00,2.354247891588105157e-01,1.145797804727640701e+00,-4.628817918098822037e-01,-4.611422068384440909e-01
