d,v,v_noisy
1.352411647032673914e+00,5.028413856107984137e-02,6.099994092193380263e-02
1.358968659702155968e+00,5.079351795301845218e-02,5.417557371752871470e-02
1.365525672371638244e+00,5.130468715567718802e-02,4.113246720196085671e-02
1.372082685041120076e+00,5.181763342363554514e-02,-1.566547890711099400e-02
1.378639697710602352e+00,5.233234407321007975e-02,1.053092330795850629e-01
1.385196710380084406e+00,5.284880648281197607e-02,1.626896048498235881e-02
1.391753723049566460e+00,5.336700809328536604e-02,1.324987801906600815e-01
1.398310735719048736e+00,5.388693640822671965e-02,2.088973729917295574e-02
1.404867748388530790e+00,5.440857899428544475e-02,5.603242196199450381e-02
1.411424761058012844e+00,5.493192348144682741e-02,5.269127745933898516e-02
1.417981773727495121e+00,5.545695756329735437e-02,6.301567894328319319e-02
1.424538786396976953e+00,5.598366899727300061e-02,1.881544194993720054e-01
1.431095799066459229e+00,5.651204560489110629e-02,3.159765538136097285e-02
1.437652811735941283e+00,5.704207527196569760e-02,1.605149429692772078e-01
1.444209824405423337e+00,5.757374594880775714e-02,8.874665715755294948e-02
1.450766837074905613e+00,5.810704565040972908e-02,2.335666859796843575e-02
1.457323849744387667e+00,5.864196245661525142e-02,1.214199855008683826e-01
1.463880862413869721e+00,5.917848451227478851e-02,1.012197048291358925e-01
1.470437875083351997e+00,5.971660002738679585e-02,1.074384426271460802e-01
1.476994887752833829e+00,6.025629727722543044e-02,-6.442922819007969315e-03
1.483551900422316105e+00,6.079756460245507727e-02,8.593814485757581001e-02
1.490108913091798160e+00,6.134039040923171260e-02,4.121459558580140015e-02
1.496665925761280214e+00,6.188476316929182597e-02,5.477648320627286072e-02
1.503222938430762268e+00,6.243067142002941411e-02,5.585775724613002008e-02
1.509779951100244544e+00,6.297810376456058901e-02,6.501152113308342195e-02
1.516336963769726598e+00,6.352704887177708371e-02,1.430492258056202115e-01
1.522893976439208652e+00,6.407749547638842691e-02,8.299950505875217099e-02
1.529450989108690706e+00,6.462943237895323045e-02,-2.760861949370713164e-02
1.536008001778172982e+00,6.518284844589990190e-02,1.275262341325037463e-01
1.542565014447655036e+00,6.573773260953709452e-02,7.011988792176880592e-02
1.549122027117137090e+00,6.629407386805435953e-02,7.287044299484643495e-02
1.555679039786619144e+00,6.685186128551266760e-02,-2.448114035702200764e-02
1.562236052456101421e+00,6.741108399182615951e-02,8.739875013458432707e-02
1.568793065125583475e+00,6.797173118273429349e-02,4.302345778974027424e-02
1.575350077795065529e+00,6.853379211976536045e-02,1.163147900361128778e-01
1.581907090464547583e+00,6.909725613019140900e-02,9.190866683070308962e-02
1.588464103134029859e+00,6.966211260697459384e-02,1.110480765180439366e-01
1.595021115803511913e+00,7.022835100870586378e-02,5.157576046488634991e-02
1.601578128472993967e+00,7.079596085953542006e-02,-2.067147516675212071e-02
1.608135141142476021e+00,7.136493174909593062e-02,1.198045664070732791e-01
1.614692153811958297e+00,7.193525333241811148e-02,9.295275006876409229e-02
1.621249166481440351e+00,7.250691532983907783e-02,5.597592561773686443e-02
1.627806179150922405e+00,7.307990752690414482e-02,4.522668676849678909e-02
1.634363191820404460e+00,7.365421977426167555e-02,2.937365265333286013e-02
1.640920204489886514e+00,7.422984198755143426e-02,-1.389698817085004146e-02
1.647477217159368790e+00,7.480676414728688883e-02,1.594658035763587417e-02
1.654034229828850844e+00,7.538497629873089356e-02,7.187936399328556658e-02
1.660591242498332898e+00,7.596446855176612611e-02,1.564376689164229672e-01
1.667148255167814952e+00,7.654523108075927951e-02,9.920348812096238533e-02
1.673705267837297228e+00,7.712725412442027195e-02,1.573661930894925121e-01
1.680262280506779282e+00,7.771052798565553088e-02,2.721936909453760017e-02
1.686819293176261336e+00,7.829504303141666954e-02,1.411291257136735311e-01
1.693376305845743390e+00,7.888078969254369577e-02,5.807413224167638777e-02
1.699933318515225666e+00,7.946775846360373818e-02,1.527842194079278570e-01
1.706490331184707721e+00,8.005593990272506788e-02,1.414756984490800895e-01
1.713047343854189775e+00,8.064532463142644325e-02,8.241346486725675824e-02
1.719604356523671829e+00,8.123590333444248579e-02,8.796075316775228692e-02
1.726161369193154105e+00,8.182766675954425417e-02,1.426994051421029419e-01
1.732718381862636159e+00,8.242060571735661256e-02,4.263238649795987600e-02
1.739275394532118213e+00,8.301471108117085274e-02,-2.513083325562326387e-02
1.745832407201600267e+00,8.360997378675422143e-02,1.244564569311414071e-01
1.752389419871082543e+00,8.420638483215558967e-02,1.931624692396426424e-01
1.758946432540564597e+00,8.480393527750745841e-02,-1.000524150412111790e-02
1.765503445210046651e+00,8.540261624482504976e-02,9.588474159299895105e-02
1.772060457879528705e+00,8.600241891780163739e-02,2.689470260178300487e-02
1.778617470549010759e+00,8.660333454160140665e-02,7.210233112169278646e-02
1.785174483218493036e+00,8.720535442264877590e-02,3.720414738641623920e-02
1.791731495887975090e+00,8.780846992841513654e-02,1.315545252423768186e-01
1.798288508557457144e+00,8.841267248720290073e-02,6.115347167844394083e-02
1.804845521226939198e+00,8.901795358792669033e-02,7.937557182792723265e-02
1.811402533896421474e+00,8.962430477989244415e-02,3.543580667834317355e-02
1.817959546565903528e+00,9.023171767257327780e-02,1.268763475617843695e-01
1.824516559235385582e+00,9.084018393538441372e-02,6.534649846975976173e-02
1.831073571904867636e+00,9.144969529745411441e-02,7.253097014693282718e-02
1.837630584574349912e+00,9.206024354739415771e-02,8.828033008555216665e-02
1.844187597243831966e+00,9.267182053306724510e-02,2.008368113476430294e-02
1.850744609913314020e+00,9.328441816135320253e-02,9.224229053053356608e-02
1.857301622582796075e+00,9.389802839791268341e-02,1.330324115567636800e-02
1.863858635252278351e+00,9.451264326694951146e-02,8.360748291551239886e-02
1.870415647921760405e+00,9.512825485097141376e-02,8.414054759490376123e-02
1.876972660591242459e+00,9.574485529054906074e-02,7.572664585465417597e-02
1.883529673260724513e+00,9.636243678407359348e-02,8.637095670750015441e-02
1.890086685930206789e+00,9.698099158751304072e-02,6.325976247685263787e-02
1.896643698599688843e+00,9.760051201416676536e-02,1.231386800964517497e-01
1.903200711269170897e+00,9.822099043441938349e-02,9.805015115365313394e-02
1.909757723938652951e+00,9.884241927549310136e-02,7.526730542565059079e-02
1.916314736608135005e+00,9.946479102119899773e-02,8.800347226733933048e-02
1.922871749277617281e+00,1.000880982116874457e-01,6.623506103610117546e-02
1.929428761947099336e+00,1.007123334431972300e-01,9.433709894743158575e-02
1.935985774616581390e+00,1.013374893678041649e-01,8.566907738456448762e-02
1.942542787286063444e+00,1.019635586931685045e-01,1.188188592959503465e-02
1.949099799955545720e+00,1.025905341822818950e-01,1.849677301523291462e-01
1.955656812625027774e+00,1.032184086532133838e-01,8.096931548160635206e-02
1.962213825294509828e+00,1.038471749788548865e-01,7.027526234504705149e-02
1.968770837963991882e+00,1.044768260866661413e-01,1.194984136406222475e-01
1.975327850633474158e+00,1.051073549584187888e-01,6.448969067141818723e-04
1.981884863302956212e+00,1.057387546299403264e-01,8.584681584175966884e-02
1.988441875972438266e+00,1.063710181908577579e-01,1.216876865332665869e-01
1.994998888641920320e+00,1.070041387843400776e-01,9.376802853380579450e-02
2.001555901311402597e+00,1.076381096068414617e-01,1.108282074237211257e-01
2.008112913980884429e+00,1.082729239078432382e-01,8.604859756858361519e-02
2.014669926650366705e+00,1.089085749895966626e-01,9.047983660280312090e-02
2.021226939319848981e+00,1.095450562068642220e-01,1.075017847289867073e-01
2.027783951989331257e+00,1.101823609666619935e-01,1.177600706303192496e-01
2.034340964658813089e+00,1.108204827280009908e-01,5.605660860813491131e-02
2.040897977328294921e+00,1.114594150016294111e-01,1.254023161753924642e-01
2.047454989997777197e+00,1.120991513497738151e-01,1.269647227557925140e-01
2.054012002667259473e+00,1.127396853858810138e-01,8.179640762164010204e-02
2.060569015336741749e+00,1.133810107743599277e-01,8.472945783863958247e-02
2.067126028006223581e+00,1.140231212303232516e-01,1.198641911815082339e-01
2.073683040675705413e+00,1.146660105193297446e-01,1.728073921485772657e-01
2.080240053345187690e+00,1.153096724571263387e-01,1.696810286153703218e-01
2.086797066014669966e+00,1.159541009093903174e-01,7.434411274308477813e-02
2.093354078684152242e+00,1.165992897914724380e-01,8.949716491460139867e-02
2.099911091353634074e+00,1.172452330681390820e-01,8.911689044648121727e-02
2.106468104023115906e+00,1.178919247533164461e-01,1.369135390978598599e-01
2.113025116692598182e+00,1.185393589098333866e-01,1.104605726845206415e-01
2.119582129362080458e+00,1.191875296491655828e-01,1.350431365561233776e-01
2.126139142031562734e+00,1.198364311311799213e-01,1.819891015734426964e-01
2.132696154701044566e+00,1.204860575638791037e-01,1.309596391986160291e-01
2.139253167370526842e+00,1.211364032031471832e-01,1.407608966742359968e-01
2.145810180040008674e+00,1.217874623524945604e-01,1.383839047840197678e-01
2.152367192709490951e+00,1.224392293628051021e-01,8.329171299698845399e-02
2.158924205378973227e+00,1.230916986320820528e-01,1.142420644906147198e-01
2.165481218048455503e+00,1.237448646051956397e-01,1.107290046402834433e-01
2.172038230717937335e+00,1.243987217736307743e-01,9.741670148804354445e-02
2.178595243387419167e+00,1.250532646752358090e-01,1.990100779852025381e-01
2.185152256056901443e+00,1.257084878939710715e-01,1.521064027061465040e-01
2.191709268726383719e+00,1.263643860596588564e-01,-9.810979671534603153e-03
2.198266281395865995e+00,1.270209538477337641e-01,8.427700917100636180e-02
2.204823294065347827e+00,1.276781859789935525e-01,1.207730605449475886e-01
2.211380306734829659e+00,1.283360772193508637e-01,1.260946865770440628e-01
2.217937319404311936e+00,1.289946223795861435e-01,8.566879283787610933e-02
2.224494332073794212e+00,1.296538163150998124e-01,1.111018152352023503e-01
2.231051344743276488e+00,1.303136539256670723e-01,1.084606452971966367e-01
2.237608357412758320e+00,1.309741301551920478e-01,1.052583999194133674e-01
2.244165370082240152e+00,1.316352399914635374e-01,1.610099970465102281e-01
2.250722382751722428e+00,1.322969784659109860e-01,1.275501494488026077e-01
2.257279395421204704e+00,1.329593406533616518e-01,1.023873582376527425e-01
2.263836408090686980e+00,1.336223216717986884e-01,1.167044863812210787e-01
2.270393420760168812e+00,1.342859166821193662e-01,1.319357211417101217e-01
2.276950433429651088e+00,1.349501208878949587e-01,7.782265506743279992e-02
2.283507446099132920e+00,1.356149295351312123e-01,1.059800345735502636e-01
2.290064458768615197e+00,1.362803379120294811e-01,1.644686567518494069e-01
2.296621471438097473e+00,1.369463413487489734e-01,1.848220861876298804e-01
2.303178484107579749e+00,1.376129352171695797e-01,1.808377618255326003e-02
2.309735496777061581e+00,1.382801149306563948e-01,2.592878254971147656e-01
2.316292509446543413e+00,1.389478759438239897e-01,1.064312235795126516e-01
2.322849522116025689e+00,1.396162137523028202e-01,1.788825105167792806e-01
2.329406534785507965e+00,1.402851238925052479e-01,7.138502609064494020e-02
2.335963547454990241e+00,1.409546019413941975e-01,1.754990646812412403e-01
2.342520560124472073e+00,1.416246435162508699e-01,1.429045289073287428e-01
2.349077572793953905e+00,1.422952442744449542e-01,1.382905264185266270e-01
2.355634585463436181e+00,1.429663999132050889e-01,1.279613287041223568e-01
2.362191598132918458e+00,1.436381061693903782e-01,1.309930129564654544e-01
2.368748610802400734e+00,1.443103588192627129e-01,1.811482977061317223e-01
2.375305623471882566e+00,1.449831536782605901e-01,1.072481073427321019e-01
2.381862636141364398e+00,1.456564866007737657e-01,1.329053477070305245e-01
2.388419648810846674e+00,1.463303534799183514e-01,1.265887631326559626e-01
2.394976661480328950e+00,1.470047502473136591e-01,6.524022964427461657e-02
2.401533674149811226e+00,1.476796728728596853e-01,1.523558486970027492e-01
2.408090686819293058e+00,1.483551173645154264e-01,1.464099986117751162e-01
2.414647699488775334e+00,1.490310797680790555e-01,1.249767877590057946e-01
2.421204712158257166e+00,1.497075561669679589e-01,8.130875596763549595e-02
2.427761724827739442e+00,1.503845426820006881e-01,1.329111883870627286e-01
2.434318737497221719e+00,1.510620354711793012e-01,1.429055609809825600e-01
2.440875750166703995e+00,1.517400307294737016e-01,1.512299499464264119e-01
2.447432762836185827e+00,1.524185246886055056e-01,1.549910904154409574e-01
2.453989775505667659e+00,1.530975136168349349e-01,9.311050590588523801e-02
2.460546788175149935e+00,1.537769938187466545e-01,2.048741660154883293e-01
2.467103800844632211e+00,1.544569616350383034e-01,1.941226205397326710e-01
2.473660813514114487e+00,1.551374134423088857e-01,1.946242234899503154e-01
2.480217826183596319e+00,1.558183456528494104e-01,1.791837326131566488e-01
2.486774838853078151e+00,1.564997547144336976e-01,2.223701327975008413e-01
2.493331851522560427e+00,1.571816371101101839e-01,1.937919960806114839e-01
2.499888864192042703e+00,1.578639893579955322e-01,2.142924142529200604e-01
2.506445876861524535e+00,1.585468080110685463e-01,1.749093579142606825e-01
2.513002889531006812e+00,1.592300896569656399e-01,1.665302530653643698e-01
2.519559902200489088e+00,1.599138309177772499e-01,1.916264306821006957e-01
2.526116914869970920e+00,1.605980284498449151e-01,1.254792933954158585e-01
2.532673927539453196e+00,1.612826789435601038e-01,1.499835848179464082e-01
2.539230940208935472e+00,1.619677791231635688e-01,1.723476204376196419e-01
2.545787952878417304e+00,1.626533257465462012e-01,1.332507740792333029e-01
2.552344965547899580e+00,1.633393156050500783e-01,4.109243430125054941e-02
2.558901978217381412e+00,1.640257455232719541e-01,1.348421513897483381e-01
2.565458990886863688e+00,1.647126123588666113e-01,1.275698311094595749e-01
2.572016003556345964e+00,1.653999130023517672e-01,2.084133047757963930e-01
2.578573016225827796e+00,1.660876443769138677e-01,7.066212272600812250e-02
2.585130028895310073e+00,1.667758034382155474e-01,1.282698644983629177e-01
2.591687041564792349e+00,1.674643871742029777e-01,2.470008678919376477e-01
2.598244054234274181e+00,1.681533926049154637e-01,4.981328119338258864e-02
2.604801066903756457e+00,1.688428167822951520e-01,1.550013591345800745e-01
2.611358079573238289e+00,1.695326567899987646e-01,1.371644213346482344e-01
2.617915092242720565e+00,1.702229097432095273e-01,8.407074328480557135e-02
2.624472104912202841e+00,1.709135727884502631e-01,1.709592636867516002e-01
2.631029117581684673e+00,1.716046431033982078e-01,1.269258223840755151e-01
2.637586130251166949e+00,1.722961178967001017e-01,3.665113508776612905e-02
2.644143142920648781e+00,1.729879944077885590e-01,1.421027321788412290e-01
2.650700155590131057e+00,1.736802699067002131e-01,1.057798869818134813e-01
2.657257168259613334e+00,1.743729416938930576e-01,2.279224034361420070e-01
2.663814180929095166e+00,1.750660071000671725e-01,1.752693214434859204e-01
2.670371193598577442e+00,1.757594634859846183e-01,1.198891408747765341e-01
2.676928206268059718e+00,1.764533082422913846e-01,1.861482941165454041e-01
2.683485218937541550e+00,1.771475387893401143e-01,2.719448476156164363e-01
2.690042231607023826e+00,1.778421525770133571e-01,1.128079151334383939e-01
2.696599244276505658e+00,1.785371470845488195e-01,1.275509564555535047e-01
2.703156256945987934e+00,1.792325198203649217e-01,1.734705216858554444e-01
2.709713269615470210e+00,1.799282683218876855e-01,1.816530335263897844e-01
2.716270282284952042e+00,1.806243901553779285e-01,1.882821124925517509e-01
2.722827294954434318e+00,1.813208829157610669e-01,1.052529882101852776e-01
2.729384307623916595e+00,1.820177442264558632e-01,1.865318542044613337e-01
2.735941320293398427e+00,1.827149717392062556e-01,1.233169433858953140e-01
2.742498332962880703e+00,1.834125631339123541e-01,1.435529000857521109e-01
2.749055345632362535e+00,1.841105161184637129e-01,2.287030392384160060e-01
2.755612358301844811e+00,1.848088284285731020e-01,1.474913690463509341e-01
2.762169370971327087e+00,1.855074978276112785e-01,2.144570825896865429e-01
2.768726383640808919e+00,1.862065221064423959e-01,1.685876569821905258e-01
2.775283396310291195e+00,1.869058990832618561e-01,1.940242752830488582e-01
2.781840408979773027e+00,1.876056266034331066e-01,1.941706674581859526e-01
2.788397421649255303e+00,1.883057025393265194e-01,2.191650046879519143e-01
2.794954434318737579e+00,1.890061247901597130e-01,2.245475891415614211e-01
2.801511446988219411e+00,1.897068912818373476e-01,1.517556944110520778e-01
2.808068459657701688e+00,1.904079999667938616e-01,2.723541672528679847e-01
2.814625472327183964e+00,1.911094488238353206e-01,2.204338901103717885e-01
2.821182484996665796e+00,1.918112358579831256e-01,2.387271227727762180e-01
2.827739497666148072e+00,1.925133591003191369e-01,2.415022433720094563e-01
2.834296510335629904e+00,1.932158166078301320e-01,1.690293515713342520e-01
2.840853523005112180e+00,1.939186064632555662e-01,1.904222314019198559e-01
2.847410535674594456e+00,1.946217267749338620e-01,1.984778047603052153e-01
2.853967548344076288e+00,1.953251756766511971e-01,2.093383781633708363e-01
2.860524561013558564e+00,1.960289513274910411e-01,2.806861961898148849e-01
2.867081573683040840e+00,1.967330519116838594e-01,2.893587135764664198e-01
2.873638586352522672e+00,1.974374756384584817e-01,3.701693944457722929e-01
2.880195599022004949e+00,1.981422207418943038e-01,2.899641702042401459e-01
2.886752611691486781e+00,1.988472854807739054e-01,2.832409652057772953e-01
2.893309624360969057e+00,1.995526681384376666e-01,1.963357862286350120e-01
2.899866637030451333e+00,2.002583670226372459e-01,1.586994578150755786e-01
2.906423649699933165e+00,2.009643804653928889e-01,2.022467575085055980e-01
2.912980662369415441e+00,2.016707068228490163e-01,1.879503530882707107e-01
2.919537675038897273e+00,2.023773444751318096e-01,1.523603246816282453e-01
2.926094687708379549e+00,2.030842918262080188e-01,1.913025860297300484e-01
2.932651700377861825e+00,2.037915473037438807e-01,2.258014424541347487e-01
2.939208713047343657e+00,2.044991093589655640e-01,2.073693685191118630e-01
2.945765725716825933e+00,2.052069764665201412e-01,2.507471732686972210e-01
2.952322738386308210e+00,2.059151471243370890e-01,2.372701713208847096e-01
2.958879751055790042e+00,2.066236198534920077e-01,2.287492090015184609e-01
2.965436763725272318e+00,2.073323931980695090e-01,2.711024134292485677e-01
2.971993776394754150e+00,2.080414657250277410e-01,2.033188087013210188e-01
2.978550789064236426e+00,2.087508360240644956e-01,2.132883573856339532e-01
2.985107801733718702e+00,2.094605027074829262e-01,2.832024392423342363e-01
2.991664814403200534e+00,2.101704644100582664e-01,2.589080479133588630e-01
2.998221827072682810e+00,2.108807197889066565e-01,1.364670020473112699e-01
3.004778839742165086e+00,2.115912675233529994e-01,2.186020810162979111e-01
3.011335852411646918e+00,2.123021063148013976e-01,2.902723243239887507e-01
3.017892865081129194e+00,2.130132348866049241e-01,2.379533365987964166e-01
3.024449877750611027e+00,2.137246519839372805e-01,2.761860726285440548e-01
