Co,Vm,Vm_noisy
1.748166259168704162e+00,-8.428094792640632160e-02,-8.420414806191822699e-02
1.770171149144254219e+00,-8.418257737541062768e-02,-8.264027326441499011e-02
1.792176039119804276e+00,-8.408455247187407444e-02,-8.390086893322479256e-02
1.814180929095354555e+00,-8.398687074581900891e-02,-8.371053693460740741e-02
1.836185819070904834e+00,-8.388952975367169884e-02,-8.328443226653055309e-02
1.858190709046454892e+00,-8.379252707788752141e-02,-8.404909598476111021e-02
1.880195599022004949e+00,-8.369586032658238306e-02,-8.436021666297045807e-02
1.902200488997555006e+00,-8.359952713317095330e-02,-8.433690017952655271e-02
1.924205378973105063e+00,-8.350352515601107417e-02,-8.273655867115896345e-02
1.946210268948655342e+00,-8.340785207805449797e-02,-8.290329938400189946e-02
1.968215158924205399e+00,-8.331250560650360626e-02,-8.380205207833729686e-02
1.990220048899755678e+00,-8.321748347247419353e-02,-8.206478815412937555e-02
2.012224938875305735e+00,-8.312278343066403785e-02,-8.293845194992026382e-02
2.034229828850855792e+00,-8.302840325902723084e-02,-8.436862164487700377e-02
2.056234718826405850e+00,-8.293434075845412812e-02,-8.232846179300526424e-02
2.078239608801956351e+00,-8.284059375245667045e-02,-8.298007943085841664e-02
2.100244498777506408e+00,-8.274716008685918667e-02,-8.407596191146426978e-02
2.122249388753056465e+00,-8.265403762949449784e-02,-8.213855278366199997e-02
2.144254278728606522e+00,-8.256122426990508689e-02,-8.290604078759974960e-02
2.166259168704156579e+00,-8.246871791904931970e-02,-8.286106052178708603e-02
2.188264058679706636e+00,-8.237651650901264833e-02,-8.178662059244887206e-02
2.210268948655256693e+00,-8.228461799272372701e-02,-8.447711471778276970e-02
2.232273838630806750e+00,-8.219302034367523269e-02,-8.347032056695716240e-02
2.254278728606356808e+00,-8.210172155564923746e-02,-8.252624172878221531e-02
2.276283618581906865e+00,-8.201071964244736889e-02,-8.176155606701890344e-02
2.298288508557457366e+00,-8.192001263762524466e-02,-8.258511992122649636e-02
2.320293398533007423e+00,-8.182959859423136195e-02,-8.282631583415489551e-02
2.342298288508557480e+00,-8.173947558455037232e-02,-8.279189867107773770e-02
2.364303178484107537e+00,-8.164964169985045039e-02,-8.176693485372638071e-02
2.386308068459658038e+00,-8.156009505013477046e-02,-8.088507511967975294e-02
2.408312958435208095e+00,-8.147083376389729903e-02,-8.292083587685229740e-02
2.430317848410758153e+00,-8.138185598788211239e-02,-8.346223499713133209e-02
2.452322738386308210e+00,-8.129315988684708560e-02,-8.159053606395887115e-02
2.474327628361858267e+00,-8.120474364333102324e-02,-8.158676177481048730e-02
2.496332518337408324e+00,-8.111660545742478690e-02,-8.202558591492344064e-02
2.518337408312958381e+00,-8.102874354654597544e-02,-8.041700078076673142e-02
2.540342298288508438e+00,-8.094115614521714408e-02,-8.013652455847944389e-02
2.562347188264058495e+00,-8.085384150484779819e-02,-8.141800907301763313e-02
2.584352078239608552e+00,-8.076679789351963457e-02,-8.111124930129712252e-02
2.606356968215159053e+00,-8.068002359577516880e-02,-8.010999439580265835e-02
2.628361858190709111e+00,-8.059351691240992932e-02,-8.102272953294899216e-02
2.650366748166259168e+00,-8.050727616026767675e-02,-8.191042054316709231e-02
2.672371638141809669e+00,-8.042129967203899554e-02,-8.048886791685005981e-02
2.694376528117359726e+00,-8.033558579606289718e-02,-8.123981830226824352e-02
2.716381418092909783e+00,-8.025013289613169842e-02,-7.992485284494901809e-02
2.738386308068459840e+00,-8.016493935129874460e-02,-8.067011325775709507e-02
2.760391198044009897e+00,-8.008000355568928308e-02,-8.026915579300356041e-02
2.782396088019559954e+00,-7.999532391831408462e-02,-7.947591058378414286e-02
2.804400977995110011e+00,-7.991089886288611777e-02,-8.003571795951526513e-02
2.826405867970660069e+00,-7.982672682763986005e-02,-8.046074304585741632e-02
2.848410757946210126e+00,-7.974280626515355130e-02,-8.074926316408252702e-02
2.870415647921760183e+00,-7.965913564217395881e-02,-7.793806565724803459e-02
2.892420537897310684e+00,-7.957571343944405684e-02,-7.846910483294906868e-02
2.914425427872860741e+00,-7.949253815153307923e-02,-8.099619091594820186e-02
2.936430317848410798e+00,-7.940960828666929205e-02,-8.046204371945128719e-02
2.958435207823960855e+00,-7.932692236657520879e-02,-7.874291032392773115e-02
2.980440097799511356e+00,-7.924447892630537282e-02,-7.983284377456198455e-02
3.002444987775061414e+00,-7.916227651408644372e-02,-7.914711310149297185e-02
3.024449877750611471e+00,-7.908031369115978149e-02,-7.826630210029057733e-02
3.046454767726161528e+00,-7.899858903162632062e-02,-7.886979992977169451e-02
3.068459657701711585e+00,-7.891710112229385898e-02,-7.904631749931755047e-02
3.090464547677261642e+00,-7.883584856252634498e-02,-7.930944776352359671e-02
3.112469437652811699e+00,-7.875482996409570446e-02,-7.884125256929282177e-02
3.134474327628361756e+00,-7.867404395103559656e-02,-7.828735969227457181e-02
3.156479217603912257e+00,-7.859348915949750103e-02,-7.685872255873227310e-02
3.178484107579462314e+00,-7.851316423760883179e-02,-7.744816112499310068e-02
3.200488997555012372e+00,-7.843306784533307652e-02,-7.863251487385367056e-02
3.222493887530562429e+00,-7.835319865433207354e-02,-7.743663396854913450e-02
3.244498777506112486e+00,-7.827355534783016211e-02,-7.815641295584135895e-02
3.266503667481662543e+00,-7.819413662048044222e-02,-7.967551970359268432e-02
3.288508557457212600e+00,-7.811494117823281069e-02,-7.822159268451586711e-02
3.310513447432763101e+00,-7.803596773820407895e-02,-7.704128058650171196e-02
3.332518337408313158e+00,-7.795721502854974228e-02,-7.855357779665143869e-02
3.354523227383863215e+00,-7.787868178833778909e-02,-7.694269136289677569e-02
3.376528117359413272e+00,-7.780036676742407842e-02,-7.810704969623258331e-02
3.398533007334963330e+00,-7.772226872632974348e-02,-7.769577877153650836e-02
3.420537897310513387e+00,-7.764438643612021906e-02,-7.883553600682507989e-02
3.442542787286063444e+00,-7.756671867828583700e-02,-7.549654010137797633e-02
3.464547677261613945e+00,-7.748926424462432294e-02,-7.703582703059333459e-02
3.486552567237164002e+00,-7.741202193712490298e-02,-7.640359213589850707e-02
3.508557457212714059e+00,-7.733499056785395065e-02,-7.778769986786610025e-02
3.530562347188264116e+00,-7.725816895884227153e-02,-7.872157358451969955e-02
3.552567237163814173e+00,-7.718155594197390057e-02,-7.596994737071638415e-02
3.574572127139364230e+00,-7.710515035887667568e-02,-7.781701498992052435e-02
3.596577017114914732e+00,-7.702895106081403265e-02,-7.537689858749661853e-02
3.618581907090464789e+00,-7.695295690857842374e-02,-7.712405908122864362e-02
3.640586797066014846e+00,-7.687716677238627672e-02,-7.525263604697067510e-02
3.662591687041564903e+00,-7.680157953177421670e-02,-7.753060632174738065e-02
3.684596577017114960e+00,-7.672619407549699511e-02,-7.849018290804223030e-02
3.706601466992665017e+00,-7.665100930142650093e-02,-7.595291880629863324e-02
3.728606356968215074e+00,-7.657602411645231255e-02,-7.664407291238614639e-02
3.750611246943765575e+00,-7.650123743638363727e-02,-7.650395810094544335e-02
3.772616136919315633e+00,-7.642664818585244435e-02,-7.537794041178769167e-02
3.794621026894865690e+00,-7.635225529821808299e-02,-7.723440818946006314e-02
3.816625916870415747e+00,-7.627805771547299662e-02,-7.757268802935261831e-02
3.838630806845965804e+00,-7.620405438814986665e-02,-7.737249107400655246e-02
3.860635696821515861e+00,-7.613024427522990800e-02,-7.781241090259168047e-02
3.882640586797065918e+00,-7.605662634405244149e-02,-7.786524845602901812e-02
3.904645476772616419e+00,-7.598319957022560411e-02,-7.726843851018778964e-02
3.926650366748166476e+00,-7.590996293753839164e-02,-7.688396658949138429e-02
3.948655256723716533e+00,-7.583691543787364486e-02,-7.629585057052361285e-02
3.970660146699266591e+00,-7.576405607112239593e-02,-7.697841684865032452e-02
3.992665036674816648e+00,-7.569138384509929707e-02,-7.584104984663248006e-02
4.014669926650366705e+00,-7.561889777545903468e-02,-7.488765087444364255e-02
4.036674816625916762e+00,-7.554659688561404796e-02,-7.579833616943847108e-02
4.058679706601466819e+00,-7.547448020665310786e-02,-7.509484322280207680e-02
4.080684596577016876e+00,-7.540254677726111743e-02,-7.635988768209944766e-02
4.102689486552566933e+00,-7.533079564364000835e-02,-7.509365050636687688e-02
4.124694376528116990e+00,-7.525922585943035925e-02,-7.485508936471511887e-02
4.146699266503667047e+00,-7.518783648563440170e-02,-7.590603988915063660e-02
4.168704156479217104e+00,-7.511662659053981728e-02,-7.673186815585146536e-02
4.190709046454768050e+00,-7.504559524964449224e-02,-7.532872018008085480e-02
4.212713936430318107e+00,-7.497474154558243786e-02,-7.509244465957606862e-02
4.234718826405868164e+00,-7.490406456805037694e-02,-7.360208731814246730e-02
4.256723716381418221e+00,-7.483356341373550991e-02,-7.537613431949893861e-02
4.278728606356968278e+00,-7.476323718624419690e-02,-7.327714850551261816e-02
4.300733496332518335e+00,-7.469308499603122264e-02,-7.723383842298002511e-02
4.322738386308068392e+00,-7.462310596033047694e-02,-7.509002852188710608e-02
4.344743276283619338e+00,-7.455329920308603753e-02,-7.521011428019805378e-02
4.366748166259169395e+00,-7.448366385488443264e-02,-7.503832634390629475e-02
4.388753056234719452e+00,-7.441419905288768066e-02,-7.512125694632212913e-02
4.410757946210269509e+00,-7.434490394076698205e-02,-7.457733642402665508e-02
4.432762836185819566e+00,-7.427577766863763253e-02,-7.283642702008695513e-02
4.454767726161369623e+00,-7.420681939299428320e-02,-7.454680115587539180e-02
4.476772616136919680e+00,-7.413802827664743578e-02,-7.315000321214723544e-02
4.498777506112469737e+00,-7.406940348866043744e-02,-7.435591819041550976e-02
4.520782396088019794e+00,-7.400094420428744713e-02,-7.408637635195085280e-02
4.542787286063569852e+00,-7.393264960491195692e-02,-7.647617595599150164e-02
4.564792176039119909e+00,-7.386451887798628491e-02,-7.397280846759690665e-02
4.586797066014669966e+00,-7.379655121697176190e-02,-7.339252930418957432e-02
4.608801955990220023e+00,-7.372874582127952880e-02,-7.504892006089892986e-02
4.630806845965770080e+00,-7.366110189621224991e-02,-7.446142027710246636e-02
4.652811735941320137e+00,-7.359361865290628413e-02,-7.463542645497311945e-02
4.674816625916870194e+00,-7.352629530827495263e-02,-7.163114765201683554e-02
4.696821515892420251e+00,-7.345913108495207011e-02,-7.462832524035459270e-02
4.718826405867970308e+00,-7.339212521123640587e-02,-7.430566168601732135e-02
4.740831295843520365e+00,-7.332527692103685268e-02,-7.620762506860674634e-02
4.762836185819070423e+00,-7.325858545381805365e-02,-7.502134513604422072e-02
4.784841075794621368e+00,-7.319205005454683388e-02,-7.319362523678736576e-02
4.806845965770171425e+00,-7.312566997363938170e-02,-7.459481457407023119e-02
4.828850855745721482e+00,-7.305944446690865179e-02,-7.599377901081375009e-02
4.850855745721271539e+00,-7.299337279551301738e-02,-7.349130756232702399e-02
4.872860635696821596e+00,-7.292745422590492244e-02,-7.303900224124561247e-02
4.894865525672371653e+00,-7.286168802978054693e-02,-7.281186483002449750e-02
4.916870415647921710e+00,-7.279607348402987455e-02,-7.264688349470402318e-02
4.938875305623472656e+00,-7.273060987068749594e-02,-7.354541292619209969e-02
4.960880195599022713e+00,-7.266529647688385607e-02,-7.011652550082804469e-02
4.982885085574572770e+00,-7.260013259479718151e-02,-7.336434992280554956e-02
5.004889975550122827e+00,-7.253511752160586579e-02,-7.231457452431552801e-02
5.026894865525672884e+00,-7.247025055944160410e-02,-7.393918265878010598e-02
5.048899755501222941e+00,-7.240553101534276392e-02,-7.323438475394369873e-02
5.070904645476772998e+00,-7.234095820120862996e-02,-7.406328403867712407e-02
5.092909535452323055e+00,-7.227653143375402378e-02,-7.227979726972615093e-02
5.114914425427873113e+00,-7.221225003446447854e-02,-7.282151945940554261e-02
5.136919315403423170e+00,-7.214811332955180234e-02,-7.335228481646210996e-02
5.158924205378973227e+00,-7.208412064991047419e-02,-7.427574603968707667e-02
5.180929095354523284e+00,-7.202027133107419266e-02,-7.168990105494159326e-02
5.202933985330073341e+00,-7.195656471317316005e-02,-7.136142214025158192e-02
5.224938875305623398e+00,-7.189300014089172741e-02,-7.127897655106318897e-02
5.246943765281173455e+00,-7.182957696342665010e-02,-7.212450541066570131e-02
5.268948655256723512e+00,-7.176629453444567652e-02,-7.128804989477872944e-02
5.290953545232273569e+00,-7.170315221204671963e-02,-7.100633836906582175e-02
5.312958435207824515e+00,-7.164014935871744483e-02,-7.133598325108443661e-02
5.334963325183374572e+00,-7.157728534129537135e-02,-7.035761325045443437e-02
5.356968215158924629e+00,-7.151455953092826501e-02,-7.186568022691651458e-02
5.378973105134474686e+00,-7.145197130303529431e-02,-7.143578463678756929e-02
5.400977995110024743e+00,-7.138952003726822815e-02,-7.307277115975853443e-02
5.422982885085574800e+00,-7.132720511747342451e-02,-6.943942291966115343e-02
5.444987775061124857e+00,-7.126502593165395805e-02,-7.217829405496523076e-02
5.466992665036674914e+00,-7.120298187193248307e-02,-7.104892563166775865e-02
5.488997555012224971e+00,-7.114107233451413825e-02,-7.068008986927787340e-02
5.511002444987775029e+00,-7.107929671965024232e-02,-7.203956266523936502e-02
5.533007334963325086e+00,-7.101765443160210078e-02,-7.121306363448516585e-02
5.555012224938875143e+00,-7.095614487860536779e-02,-7.042479210339261386e-02
5.577017114914425200e+00,-7.089476747283487978e-02,-7.113251481542247345e-02
5.599022004889976145e+00,-7.083352163036948923e-02,-7.127506836380664845e-02
5.621026894865526202e+00,-7.077240677115785583e-02,-7.122477836903567949e-02
5.643031784841076259e+00,-7.071142231898422392e-02,-7.154887076454190253e-02
5.665036674816626316e+00,-7.065056770143451903e-02,-7.095133069509756973e-02
5.687041564792176374e+00,-7.058984234986326323e-02,-7.035809572038879967e-02
5.709046454767726431e+00,-7.052924569936031007e-02,-7.020684853843355000e-02
5.731051344743276488e+00,-7.046877718871834284e-02,-6.951234851899111555e-02
5.753056234718826545e+00,-7.040843626040052539e-02,-7.047872122362533465e-02
5.775061124694376602e+00,-7.034822236050852773e-02,-7.097361200753379840e-02
5.797066014669926659e+00,-7.028813493875106511e-02,-6.957149842516857641e-02
5.819070904645476716e+00,-7.022817344841242315e-02,-6.999553324769358653e-02
5.841075794621026773e+00,-7.016833734632177411e-02,-6.928828025144763425e-02
5.863080684596576830e+00,-7.010862609282235425e-02,-7.003109077897973211e-02
5.885085574572126887e+00,-7.004903915174148787e-02,-6.962671842109023623e-02
5.907090464547677833e+00,-6.998957599036043087e-02,-6.970483798313931167e-02
5.929095354523227890e+00,-6.993023607938486652e-02,-6.930919608567195911e-02
5.951100244498777947e+00,-6.987101889291558177e-02,-7.093416626768940525e-02
5.973105134474328004e+00,-6.981192390841947648e-02,-7.001362103232533496e-02
5.995110024449878061e+00,-6.975295060670097524e-02,-6.967199561666836960e-02
6.017114914425428118e+00,-6.969409847187355012e-02,-6.809359491664362940e-02
6.039119804400978175e+00,-6.963536699133171526e-02,-6.980151487036959090e-02
6.061124694376528232e+00,-6.957675565572325749e-02,-6.921728971118473739e-02
6.083129584352078290e+00,-6.951826395892175825e-02,-6.978843252242673822e-02
6.105134474327628347e+00,-6.945989139799939316e-02,-7.159451445276308890e-02
6.127139364303178404e+00,-6.940163747320002297e-02,-6.826352338159166755e-02
6.149144254278728461e+00,-6.934350168791265923e-02,-6.876674437801952311e-02
6.171149144254278518e+00,-6.928548354864497161e-02,-6.814444883835274469e-02
6.193154034229829463e+00,-6.922758256499739193e-02,-7.066575870447447394e-02
6.215158924205379520e+00,-6.916979824963720436e-02,-6.898277906610215948e-02
6.237163814180929577e+00,-6.911213011827305186e-02,-6.903131750098932817e-02
6.259168704156479635e+00,-6.905457768962974807e-02,-7.069638769732219941e-02
6.281173594132029692e+00,-6.899714048542311684e-02,-6.862865043041704860e-02
6.303178484107579749e+00,-6.893981803033545630e-02,-6.963306343953325206e-02
6.325183374083129806e+00,-6.888260985199086417e-02,-6.848893435072891944e-02
6.347188264058679863e+00,-6.882551548093118754e-02,-7.056016385334148988e-02
6.369193154034229920e+00,-6.876853445059186165e-02,-6.973256391402798959e-02
6.391198044009779977e+00,-6.871166629727833153e-02,-6.950519844104088851e-02
6.413202933985330034e+00,-6.865491056014244586e-02,-7.025504943373096778e-02
6.435207823960880091e+00,-6.859826678115926724e-02,-6.863531301232199400e-02
6.457212713936430148e+00,-6.854173450510399335e-02,-6.733830752819378040e-02
6.479217603911980206e+00,-6.848531327952926684e-02,-6.859616195865698984e-02
6.501222493887531151e+00,-6.842900265474255450e-02,-6.789721473281835895e-02
6.523227383863081208e+00,-6.837280218378381791e-02,-6.700797142361017422e-02
6.545232273838631265e+00,-6.831671142240347550e-02,-6.785913200693785563e-02
6.567237163814181322e+00,-6.826072992904043402e-02,-6.871971094676170011e-02
6.589242053789731379e+00,-6.820485726480056410e-02,-7.019282582086223965e-02
6.611246943765281436e+00,-6.814909299343514804e-02,-6.789027655816939899e-02
6.633251833740831493e+00,-6.809343668131971616e-02,-6.850663353383597276e-02
6.655256723716381551e+00,-6.803788789743299426e-02,-6.857866118808277067e-02
6.677261613691931608e+00,-6.798244621333618398e-02,-6.735060044323534778e-02
6.699266503667481665e+00,-6.792711120315229889e-02,-6.747216256960279768e-02
6.721271393643031722e+00,-6.787188244354575017e-02,-6.951122575583996988e-02
6.743276283618581779e+00,-6.781675951370229327e-02,-6.766293232386826062e-02
6.765281173594131836e+00,-6.776174199530887732e-02,-6.816816285329681258e-02
6.787286063569682781e+00,-6.770682947253402195e-02,-6.694614633180027974e-02
6.809290953545232838e+00,-6.765202153200804147e-02,-6.775786643970968526e-02
6.831295843520782896e+00,-6.759731776280386573e-02,-6.676505450501393768e-02
6.853300733496332953e+00,-6.754271775641762510e-02,-6.828313210668585098e-02
6.875305623471883010e+00,-6.748822110674973507e-02,-6.796703360437446328e-02
6.897310513447433067e+00,-6.743382741008610570e-02,-6.805482682249675008e-02
6.919315403422983124e+00,-6.737953626507932336e-02,-6.764320685181611503e-02
6.941320293398533181e+00,-6.732534727273041530e-02,-6.764859132410164233e-02
6.963325183374083238e+00,-6.727126003637035057e-02,-6.617639443589348747e-02
6.985330073349633295e+00,-6.721727416164202662e-02,-6.827438730752202756e-02
7.007334963325183352e+00,-6.716338925648238090e-02,-6.716365822940495445e-02
7.029339853300733409e+00,-6.710960493110454395e-02,-6.834951073360111262e-02
7.051344743276283467e+00,-6.705592079798024241e-02,-6.856851669667139715e-02
7.073349633251833524e+00,-6.700233647182250729e-02,-6.767519600729542117e-02
7.095354523227384469e+00,-6.694885156956825734e-02,-6.852593425552468143e-02
7.117359413202934526e+00,-6.689546571036128486e-02,-6.680550884958773306e-02
7.139364303178484583e+00,-6.684217851553540812e-02,-6.765207942930298590e-02
7.161369193154034640e+00,-6.678898960859755429e-02,-6.740067164846422210e-02
7.183374083129584697e+00,-6.673589861521130040e-02,-6.637127602126294268e-02
7.205378973105134754e+00,-6.668290516318035877e-02,-6.522540108303294393e-02
7.227383863080684812e+00,-6.663000888243225672e-02,-6.723903744361831025e-02
7.249388753056234869e+00,-6.657720940500234941e-02,-6.859904808175458502e-02
7.271393643031784926e+00,-6.652450636501767989e-02,-6.700051816386676240e-02
7.293398533007334983e+00,-6.647189939868120012e-02,-6.655850809812374758e-02
7.315403422982885040e+00,-6.641938814425615845e-02,-6.537353130955915470e-02
7.337408312958435097e+00,-6.636697224205048706e-02,-6.648618000013320484e-02
7.359413202933985154e+00,-6.631465133440146709e-02,-6.726551142925771276e-02
7.381418092909536099e+00,-6.626242506566046298e-02,-6.541965617387208998e-02
7.403422982885086157e+00,-6.621029308217785125e-02,-6.520602647810272434e-02
7.425427872860636214e+00,-6.615825503228800475e-02,-6.641528219619773077e-02
7.447432762836186271e+00,-6.610631056629455438e-02,-6.588531132486530328e-02
7.469437652811736328e+00,-6.605445933645569256e-02,-6.575991482681031730e-02
7.491442542787286385e+00,-6.600270099696957382e-02,-6.349979871338785886e-02
7.513447432762836442e+00,-6.595103520395997898e-02,-6.660275639534316006e-02
7.535452322738386499e+00,-6.589946161546197945e-02,-6.636320349218705061e-02
7.557457212713936556e+00,-6.584797989140787899e-02,-6.599766365441717131e-02
7.579462102689486613e+00,-6.579658969361308618e-02,-6.513365447973185063e-02
7.601466992665036670e+00,-6.574529068576234758e-02,-6.608848233732407540e-02
7.623471882640586728e+00,-6.569408253339592552e-02,-6.523210464325686353e-02
7.645476772616136785e+00,-6.564296490389599781e-02,-6.479539683648379012e-02
7.667481662591686842e+00,-6.559193746647314083e-02,-6.367635233570193010e-02
7.689486552567237787e+00,-6.554099989215295130e-02,-6.573551757669651718e-02
7.711491442542787844e+00,-6.549015185376283466e-02,-6.583806689285470748e-02
7.733496332518337901e+00,-6.543939302591873786e-02,-6.580746437732566678e-02
7.755501222493887958e+00,-6.538872308501235409e-02,-6.726540950296608368e-02
7.777506112469438015e+00,-6.533814170919793884e-02,-6.654358397692169969e-02
7.799511002444988073e+00,-6.528764857837981994e-02,-6.517508351053916127e-02
7.821515892420538130e+00,-6.523724337419949115e-02,-6.512286345384711572e-02
7.843520782396088187e+00,-6.518692578002323323e-02,-6.265711696878009662e-02
7.865525672371638244e+00,-6.513669548092956840e-02,-6.394306628735173248e-02
7.887530562347188301e+00,-6.508655216369699237e-02,-6.435560123967751234e-02
7.909535452322738358e+00,-6.503649551679172025e-02,-6.361388973725912166e-02
7.931540342298288415e+00,-6.498652523035557127e-02,-6.566339817430667802e-02
7.953545232273838472e+00,-6.493664099619408936e-02,-6.553367674445831348e-02
7.975550122249389418e+00,-6.488684250776441398e-02,-6.566304510354595281e-02
7.997555012224939475e+00,-6.483712946016378931e-02,-6.502998314236511923e-02
8.019559902200489532e+00,-6.478750155011762935e-02,-6.268613459622460193e-02
8.041564792176039589e+00,-6.473795847596812425e-02,-6.503233619489941220e-02
8.063569682151589646e+00,-6.468849993766259687e-02,-6.535838702545572476e-02
8.085574572127139703e+00,-6.463912563674233114e-02,-6.462912590749622654e-02
8.107579462102689760e+00,-6.458983527633113675e-02,-6.379017869850849010e-02
8.129584352078239817e+00,-6.454062856112421920e-02,-6.409457995795454777e-02
8.151589242053789874e+00,-6.449150519737717469e-02,-6.367155912293984144e-02
8.173594132029339931e+00,-6.444246489289492952e-02,-6.566366041925668362e-02
8.195599022004889989e+00,-6.439350735702085993e-02,-6.527764239807370972e-02
8.217603911980440046e+00,-6.434463230062614780e-02,-6.459774957644140447e-02
8.239608801955990103e+00,-6.429583943609884500e-02,-6.422562756462502076e-02
8.261613691931540160e+00,-6.424712847733354826e-02,-6.291571184465057087e-02
8.283618581907091993e+00,-6.419849913972067168e-02,-6.547690671254965955e-02
8.305623471882640274e+00,-6.414995114013610777e-02,-6.353176287572269432e-02
8.327628361858192108e+00,-6.410148419693104116e-02,-6.434880176775120697e-02
8.349633251833740388e+00,-6.405309802992148471e-02,-6.346261637908778841e-02
8.371638141809292222e+00,-6.400479236037828756e-02,-6.467326251055358077e-02
8.393643031784840502e+00,-6.395656691101703206e-02,-6.535721061563659617e-02
8.415647921760392336e+00,-6.390842140598808341e-02,-6.275167147103337395e-02
8.437652811735940617e+00,-6.386035557086663927e-02,-6.358714845280295791e-02
8.459657701711492450e+00,-6.381236913264305699e-02,-6.575680607230657837e-02
8.481662591687040731e+00,-6.376446181971302807e-02,-6.308795065594395568e-02
8.503667481662592564e+00,-6.371663336186797477e-02,-6.473180013543784750e-02
8.525672371638140845e+00,-6.366888349028552996e-02,-6.378955560697791016e-02
8.547677261613692679e+00,-6.362121193752001691e-02,-6.365414009804341855e-02
8.569682151589242736e+00,-6.357361843749315122e-02,-6.492931091228289209e-02
8.591687041564792793e+00,-6.352610272548459003e-02,-6.244257134139518522e-02
8.613691931540342850e+00,-6.347866453812286980e-02,-6.401706201738320556e-02
8.635696821515892907e+00,-6.343130361337612211e-02,-6.183270124013626190e-02
8.657701711491442964e+00,-6.338401969054309470e-02,-6.292100502719488730e-02
8.679706601466993021e+00,-6.333681251024408931e-02,-6.284449292257604514e-02
8.701711491442543078e+00,-6.328968181441205210e-02,-6.304115573858566635e-02
8.723716381418093135e+00,-6.324262734628378901e-02,-6.130094598501331649e-02
8.745721271393643192e+00,-6.319564885039116731e-02,-6.422957810545791568e-02
8.767726161369193250e+00,-6.314874607255231698e-02,-6.394144867525942966e-02
8.789731051344743307e+00,-6.310191875986315146e-02,-6.377553709083270961e-02
8.811735941320293364e+00,-6.305516666068874954e-02,-6.192716523815289253e-02
8.833740831295843421e+00,-6.300848952465488984e-02,-6.197857139576620072e-02
8.855745721271393478e+00,-6.296188710263962707e-02,-6.289074576309382214e-02
8.877750611246945311e+00,-6.291535914676492369e-02,-6.266297740831017204e-02
8.899755501222493592e+00,-6.286890541038851754e-02,-6.452112676214753761e-02
8.921760391198045426e+00,-6.282252564809547024e-02,-6.135778782238964640e-02
8.943765281173593706e+00,-6.277621961569027076e-02,-6.300910443188934007e-02
8.965770171149145540e+00,-6.272998707018871689e-02,-6.262157358661835094e-02
8.987775061124693821e+00,-6.268382776980978288e-02,-6.299558466158512726e-02
9.009779951100245654e+00,-6.263774147396782010e-02,-6.199751476844239662e-02
9.031784841075795711e+00,-6.259172794326467448e-02,-6.281622762749757005e-02
9.053789731051345768e+00,-6.254578693948184553e-02,-6.243574765802781257e-02
