t,h,dh_dt,dh_dt_noisy
3.700740148029606365e-04,9.367143086349494913e-03,-1.550901238715438613e+00,-1.551313257508152521e+00
3.800760152030406742e-04,9.351669465396504274e-03,-1.543213936139280262e+00,-1.543172069953224534e+00
3.900780156031206578e-04,9.336272423679910226e-03,-1.535589933907766547e+00,-1.535562680385811118e+00
4.000800160032006955e-04,9.320951331143297741e-03,-1.528028504430537948e+00,-1.528335342444099076e+00
4.100820164032807332e-04,9.305705564499893931e-03,-1.520528930608425089e+00,-1.520699737273870200e+00
4.200840168033607167e-04,9.290534507232568046e-03,-1.513090505696872201e+00,-1.513108516616803900e+00
4.300860172034407544e-04,9.275437549593826270e-03,-1.505712533171398748e+00,-1.505948721077164043e+00
4.400880176035207921e-04,9.260414088605820396e-03,-1.498394326595088977e+00,-1.498418894087051978e+00
4.500900180036007756e-04,9.245463528060342620e-03,-1.491135209488053670e+00,-1.491111338731186287e+00
4.600920184036808133e-04,9.230585278518820339e-03,-1.483934515198836346e+00,-1.483925618639572397e+00
4.700940188037607968e-04,9.215778757312330025e-03,-1.476791586777756571e+00,-1.476918159692335086e+00
4.800960192038408346e-04,9.201043388541585086e-03,-1.469705776852114010e+00,-1.469557339834167475e+00
4.900980196039208181e-04,9.186378603076937599e-03,-1.462676447503264532e+00,-1.462453655764693883e+00
5.001000200040009100e-04,9.171783838558385249e-03,-1.455702970145516195e+00,-1.455622758069374578e+00
5.101020204040808935e-04,9.157258539395564390e-03,-1.448784725406818907e+00,-1.448989282963666581e+00
5.201040208041608770e-04,9.142802156767750044e-03,-1.441921103011219119e+00,-1.441738189940272807e+00
5.301060212042409689e-04,9.128414148623862842e-03,-1.435111501663056233e+00,-1.435236861667672947e+00
5.401080216043209524e-04,9.114093979682462085e-03,-1.428355328932863655e+00,-1.428135538778291691e+00
5.501100220044009359e-04,9.099841121431747476e-03,-1.421652001144948718e+00,-1.421919947999167988e+00
5.601120224044810279e-04,9.085655052129560857e-03,-1.415000943266631728e+00,-1.414772326465849606e+00
5.701140228045610114e-04,9.071535254949070898e-03,-1.408401587933782340e+00,-1.408406603797436318e+00
5.801160232046409949e-04,9.057481199833955846e-03,-1.401853366915598142e+00,-1.402165554138181669e+00
5.901180236047209784e-04,9.043492377358757286e-03,-1.395355726855708411e+00,-1.395434201723700030e+00
6.001200240048010703e-04,9.029568288849824237e-03,-1.388908124499258490e+00,-1.388894598929565571e+00
6.101220244048810538e-04,9.015708440173303070e-03,-1.382510023697814727e+00,-1.382441825863023555e+00
6.201240248049610373e-04,9.001912341735137518e-03,-1.376160895323393030e+00,-1.376406442354628279e+00
6.301260252050411292e-04,8.988179508481070404e-03,-1.369860217183681561e+00,-1.370137060445472788e+00
6.401280256051211127e-04,8.974509459896640173e-03,-1.363607473938432291e+00,-1.363557577805220467e+00
6.501300260052010963e-04,8.960901720007182630e-03,-1.357402157017015387e+00,-1.357518844421235382e+00
6.601320264052811882e-04,8.947355817377829201e-03,-1.351243764537107817e+00,-1.351184888134175255e+00
6.701340268053611717e-04,8.933871285113512140e-03,-1.345131801224506374e+00,-1.344941921343886682e+00
6.801360272054411552e-04,8.920447660858957586e-03,-1.339065778334045165e+00,-1.339477975175632940e+00
6.901380276055212471e-04,8.907084486798687306e-03,-1.333045213571602439e+00,-1.332981616542473047e+00
7.001400280056012306e-04,8.893781309657025624e-03,-1.327069631017180562e+00,-1.326763469275296536e+00
7.101420284056812141e-04,8.880537680698089020e-03,-1.321138561049038040e+00,-1.321212942760130682e+00
7.201440288057611976e-04,8.867353155725793065e-03,-1.315251540268869590e+00,-1.315454243914679022e+00
7.301460292058412896e-04,8.854227295083848953e-03,-1.309408111428002286e+00,-1.309220050471207486e+00
7.401480296059212731e-04,8.841159663655770440e-03,-1.303607823354613560e+00,-1.303544461725561598e+00
7.501500300060012566e-04,8.828149830864859965e-03,-1.297850230881924860e+00,-1.297626260114230545e+00
7.601520304060813485e-04,8.815197370674222530e-03,-1.292134894777396070e+00,-1.292221198704908813e+00
7.701540308061613320e-04,8.802301861586760492e-03,-1.286461381672871607e+00,-1.286831836241302263e+00
7.801560312062413155e-04,8.789462886645170100e-03,-1.280829263995679534e+00,-1.280856766686857329e+00
7.901580316063214074e-04,8.776680033431946693e-03,-1.275238119900669487e+00,-1.275349576938922258e+00
8.001600320064013909e-04,8.763952894069381230e-03,-1.269687533203168961e+00,-1.269493702247657119e+00
8.101620324064813744e-04,8.751281065219565503e-03,-1.264177093312856215e+00,-1.264128685100761817e+00
8.201640328065614664e-04,8.738664148084385186e-03,-1.258706395168516678e+00,-1.259114107476625444e+00
8.301660332066414499e-04,8.726101748405521580e-03,-1.253275039173688210e+00,-1.253573829943714024e+00
8.401680336067214334e-04,8.713593476464458545e-03,-1.247882631133178322e+00,-1.247661683874031535e+00
8.501700340068015253e-04,8.701138947082470362e-03,-1.242528782190423620e+00,-1.242358840936069075e+00
8.601720344068815088e-04,8.688737779620633872e-03,-1.237213108765709890e+00,-1.237373169607187018e+00
8.701740348069614923e-04,8.676389596711256424e-03,-1.231935231953767973e+00,-1.231935494152909705e+00
8.801760352070415842e-04,8.664094009118611037e-03,-1.226694771028027819e+00,-1.226583377639583805e+00
8.901780356071215677e-04,8.651850642973853839e-03,-1.221491355038414328e+00,-1.221374253954452538e+00
9.001800360072015512e-04,8.639659133029222240e-03,-1.216324619831955278e+00,-1.216105559282926629e+00
9.101820364072815348e-04,8.627519117070351837e-03,-1.211194205612220909e+00,-1.211130084205415569e+00
9.201840368073616267e-04,8.615430235916278143e-03,-1.206099756891083397e+00,-1.206123463975825594e+00
9.301860372074416102e-04,8.603392133419431390e-03,-1.201040922441088732e+00,-1.201105634457285687e+00
9.401880376075215937e-04,8.591404456465641729e-03,-1.196017355248430780e+00,-1.195753419548297503e+00
9.501900380076016856e-04,8.579466854974135762e-03,-1.191028712466523753e+00,-1.191591426035293333e+00
9.601920384076816691e-04,8.567578981897540011e-03,-1.186074655370159769e+00,-1.186109319201432699e+00
9.701940388077616526e-04,8.555740493221875714e-03,-1.181154849310244614e+00,-1.181146599284248699e+00
9.801960392078416361e-04,8.543951047966562296e-03,-1.176268963669108381e+00,-1.176625300909325933e+00
9.901980396079216196e-04,8.532210308184420833e-03,-1.171416671816377431e+00,-1.171333468413092938e+00
1.000200040008001820e-03,8.520517938961663651e-03,-1.166597651065399255e+00,-1.166760471318510017e+00
1.010202040408081803e-03,8.508873608417908199e-03,-1.161811582630223105e+00,-1.161595971431144125e+00
1.020204040808161787e-03,8.497276987706163173e-03,-1.157058151583112870e+00,-1.157089549604121359e+00
1.030206041208241770e-03,8.485727751012838924e-03,-1.152337046812597521e+00,-1.152169758502400221e+00
1.040208041608321754e-03,8.474225575557743986e-03,-1.147647960982048909e+00,-1.147343250080756105e+00
1.050210042008401738e-03,8.462770141594081613e-03,-1.142990590488774050e+00,-1.142894858093095767e+00
1.060212042408481938e-03,8.451361132408453242e-03,-1.138364635423620319e+00,-1.138583565709476053e+00
1.070214042808561921e-03,8.439998234320860229e-03,-1.133769799531089806e+00,-1.134148379189015898e+00
1.080216043208641905e-03,8.428681136684702119e-03,-1.129205790169945489e+00,-1.128767444140566401e+00
1.090218043608721888e-03,8.417409531886773169e-03,-1.124672318274309024e+00,-1.124700141322605873e+00
1.100220044008801872e-03,8.406183115347267559e-03,-1.120169098315246359e+00,-1.120341239552155033e+00
1.110222044408881855e-03,8.395001585519775919e-03,-1.115695848262828749e+00,-1.115659783990813558e+00
1.120224044808962056e-03,8.383864643891287063e-03,-1.111252289548662731e+00,-1.111300142381283385e+00
1.130226045209042039e-03,8.372771994982189728e-03,-1.106838147028890607e+00,-1.106625111462837374e+00
1.140228045609122023e-03,8.361723346346267363e-03,-1.102453148947640571e+00,-1.102444666902031356e+00
1.150230046009202006e-03,8.350718408570703341e-03,-1.098097026900936912e+00,-1.098093589505032330e+00
1.160232046409281990e-03,8.339756895276077484e-03,-1.093769515801050751e+00,-1.093948160731309072e+00
1.170234046809361973e-03,8.328838523116367798e-03,-1.089470353841294870e+00,-1.089352961816608012e+00
1.180236047209441957e-03,8.317963011778948743e-03,-1.085199282461245307e+00,-1.085457749141834016e+00
1.190238047609522157e-03,8.307130083984594696e-03,-1.080956046312401053e+00,-1.080789573952460003e+00
1.200240048009602141e-03,8.296339464227323046e-03,-1.076740392732583151e+00,-1.076359408354335523e+00
1.210242048409682124e-03,8.285590866795580420e-03,-1.072552067057174430e+00,-1.072933238566699199e+00
1.220244048809762108e-03,8.274884018569636859e-03,-1.068390821501419952e+00,-1.069007378809257780e+00
1.230246049209842091e-03,8.264218652514617250e-03,-1.064256412559935638e+00,-1.064102192871147157e+00
1.240248049609922075e-03,8.253594503619215289e-03,-1.060148599390694946e+00,-1.059511624936824159e+00
1.250250050010002275e-03,8.243011308895688283e-03,-1.056067143788042673e+00,-1.056317375000260572e+00
1.260252050410082258e-03,8.232468807379865819e-03,-1.052011810156035621e+00,-1.052324484095736201e+00
1.270254050810162242e-03,8.221966740131137624e-03,-1.047982365482077238e+00,-1.047835123248632039e+00
1.280256051210242225e-03,8.211504850232463973e-03,-1.043978579310872457e+00,-1.044188759708386982e+00
1.290258051610322209e-03,8.201082882790373951e-03,-1.040000223718674288e+00,-1.040126730089658391e+00
1.300260052010402193e-03,8.190700584934961989e-03,-1.036047073287829967e+00,-1.036134102654501010e+00
1.310262052410482176e-03,8.180357705819889594e-03,-1.032118905081624627e+00,-1.031985904560051681e+00
1.320264052810562376e-03,8.170053996622383616e-03,-1.028215498619409418e+00,-1.028316824209757785e+00
1.330266053210642360e-03,8.159789210543239718e-03,-1.024336635852024280e+00,-1.024267165142004332e+00
1.340268053610722343e-03,8.149563102806822376e-03,-1.020482101137496711e+00,-1.020526234452220127e+00
1.350270054010802327e-03,8.139375430661059674e-03,-1.016651681217022096e+00,-1.016862848992934998e+00
1.360272054410882310e-03,8.129225953377448508e-03,-1.012845165191221808e+00,-1.012925121755657631e+00
1.370274054810962294e-03,8.119114432251052851e-03,-1.009062344496673314e+00,-1.009299944412965333e+00
1.380276055211042494e-03,8.109040630600502023e-03,-1.005303012882707625e+00,-1.005301384136240150e+00
1.390278055611122478e-03,8.099004313767995886e-03,-1.001566966388475866e+00,-1.001847932945367337e+00
1.400280056011202461e-03,8.089005249119299648e-03,-9.978540033202745185e-01,-9.981272269125983643e-01
1.410282056411282445e-03,8.079043206043742126e-03,-9.941639242291313572e-01,-9.937996837753050317e-01
1.420284056811362428e-03,8.069117955954224417e-03,-9.904965318886509440e-01,-9.905098279437273279e-01
1.430286057211442412e-03,8.059229272287211226e-03,-9.868516312731053786e-01,-9.868651067794733667e-01
1.440288057611522395e-03,8.049376930502737809e-03,-9.832290295357836163e-01,-9.831011454308041797e-01
1.450290058011602596e-03,8.039560708084401291e-03,-9.796285359875759324e-01,-9.797337502382131857e-01
1.460292058411682579e-03,8.029780384539371083e-03,-9.760499620758177342e-01,-9.761070959176872952e-01
1.470294058811762563e-03,8.020035741398380200e-03,-9.724931213633547511e-01,-9.723868341795217640e-01
1.480296059211842546e-03,8.010326562215730473e-03,-9.689578295078616899e-01,-9.688872255473005568e-01
1.490298059611922530e-03,8.000652632569289074e-03,-9.654439042413854866e-01,-9.657337284231185537e-01
1.500300060012002513e-03,7.991013740060491991e-03,-9.619511653501248150e-01,-9.617428297009573690e-01
1.510302060412082713e-03,7.981409674314340549e-03,-9.584794346544361909e-01,-9.586270433902585042e-01
1.520304060812162697e-03,7.971840226979404892e-03,-9.550285359890660075e-01,-9.552925557266445100e-01
1.530306061212242680e-03,7.962305191727822237e-03,-9.515982951836061687e-01,-9.518234139511059233e-01
1.540308061612322664e-03,7.952804364255293412e-03,-9.481885400431669941e-01,-9.482861763792558296e-01
1.550310062012402647e-03,7.943337542281093261e-03,-9.447991003292746104e-01,-9.443922752656188635e-01
1.560312062412482631e-03,7.933904525408201625e-03,-9.414298076910789792e-01,-9.417236916673091818e-01
1.570314062812562831e-03,7.924505105572212521e-03,-9.380804922479459851e-01,-9.380404732748124363e-01
1.580316063212642815e-03,7.915139080126615267e-03,-9.347509872579522483e-01,-9.352854433474748763e-01
1.590318063612722798e-03,7.905806253770407063e-03,-9.314411297678111268e-01,-9.314415215010973803e-01
1.600320064012802782e-03,7.896506432550092283e-03,-9.281507584526964560e-01,-9.279258668483274519e-01
1.610322064412882765e-03,7.887239423859682477e-03,-9.248797136011528419e-01,-9.249388794316681928e-01
1.620324064812962749e-03,7.878005036440692901e-03,-9.216278371001664915e-01,-9.217851758311372823e-01
1.630326065213042732e-03,7.868803080382147722e-03,-9.183949724203938070e-01,-9.183370946543791824e-01
1.640328065613122933e-03,7.859633367120580014e-03,-9.151809646015486299e-01,-9.150059266637610156e-01
1.650330066013202916e-03,7.850495709440024825e-03,-9.119856602379375898e-01,-9.118197458451832160e-01
1.660332066413282900e-03,7.841389921472026112e-03,-9.088089074641579890e-01,-9.083157890006755553e-01
1.670334066813362883e-03,7.832315818695638476e-03,-9.056505559409401274e-01,-9.055982640728560407e-01
1.680336067213442867e-03,7.823273217937416757e-03,-9.025104568411398409e-01,-9.026585593660780837e-01
1.690338067613522850e-03,7.814261937371424702e-03,-8.993884628358800315e-01,-8.994199576333766766e-01
1.700340068013603051e-03,7.805281796519237571e-03,-8.962844280808430764e-01,-8.963025527172480134e-01
1.710342068413683034e-03,7.796332616249929993e-03,-8.931982082026941328e-01,-8.931710238568245641e-01
1.720344068813763018e-03,7.787414218780087244e-03,-8.901296602856632045e-01,-8.901371672389705170e-01
1.730346069213843001e-03,7.778526427673802639e-03,-8.870786428582581040e-01,-8.870351513735340587e-01
1.740348069613922985e-03,7.769669067842673200e-03,-8.840450158801196334e-01,-8.844627283952734009e-01
1.750350070014002968e-03,7.760841965545803994e-03,-8.810286407290147670e-01,-8.808212334900047402e-01
1.760352070414083168e-03,7.752044948389807261e-03,-8.780293801879676119e-01,-8.781730650051978726e-01
1.770354070814163152e-03,7.743277845328801548e-03,-8.750470984325224855e-01,-8.753403881066342818e-01
1.780356071214243135e-03,7.734540486664411713e-03,-8.720816610181407746e-01,-8.719222232282304308e-01
1.790358071614323119e-03,7.725832704045770653e-03,-8.691329348677325761e-01,-8.688036033658860235e-01
1.800360072014403102e-03,7.717154330469517577e-03,-8.662007882593143471e-01,-8.660775312219395339e-01
1.810362072414483086e-03,7.708505200279797132e-03,-8.632850908137973400e-01,-8.632448009853359583e-01
1.820364072814563070e-03,7.699885149168262007e-03,-8.603857134829023812e-01,-8.606187685592453507e-01
1.830366073214643270e-03,7.691294014174071200e-03,-8.575025285372029904e-01,-8.567846367027496246e-01
1.840368073614723253e-03,7.682731633683890886e-03,-8.546354095542888496e-01,-8.544153448991235189e-01
1.850370074014803237e-03,7.674197847431893545e-03,-8.517842314070551701e-01,-8.520690550746409242e-01
1.860372074414883220e-03,7.665692496499759701e-03,-8.489488702521126307e-01,-8.491437797311726099e-01
1.870374074814963204e-03,7.657215423316673583e-03,-8.461292035183168858e-01,-8.461074587061738761e-01
1.880376075215043187e-03,7.648766471659330067e-03,-8.433251098954179792e-01,-8.437137926784169517e-01
1.890378075615123388e-03,7.640345486651926865e-03,-8.405364693228254414e-01,-8.404943117210728065e-01
1.900380076015203371e-03,7.631952314766171468e-03,-8.377631629784925149e-01,-8.378779308674206838e-01
1.910382076415283355e-03,7.623586803821277673e-03,-8.350050732679110688e-01,-8.346985056178319873e-01
1.920384076815363338e-03,7.615248802983964720e-03,-8.322620838132227528e-01,-8.320215451473157442e-01
1.930386077215443322e-03,7.606938162768459022e-03,-8.295340794424415076e-01,-8.302119008018001844e-01
1.940388077615523305e-03,7.598654735036495037e-03,-8.268209461787883185e-01,-8.268105205322815454e-01
1.950390078015603289e-03,7.590398372997311793e-03,-8.241225712301305517e-01,-8.245269381050114310e-01
1.960392078415683272e-03,7.582168930605985742e-03,-8.214388427825375372e-01,-8.211614332827253948e-01
1.970394078815763256e-03,7.573966254553622657e-03,-8.187696473884544801e-01,-8.187276209211725719e-01
1.980396079215843239e-03,7.565790198619315628e-03,-8.161148746417666855e-01,-8.159777732787198978e-01
1.990398079615923656e-03,7.557640620577675203e-03,-8.134744161464241285e-01,-8.137406973286249734e-01
2.000400080016003640e-03,7.549517379098986090e-03,-8.108481644959788515e-01,-8.103910569364799477e-01
2.010402080416083623e-03,7.541420333749201954e-03,-8.082360132652053331e-01,-8.077309949234177111e-01
2.020404080816163607e-03,7.533349344989954087e-03,-8.056378570018047913e-01,-8.059040497624613275e-01
2.030406081216243590e-03,7.525304274178543605e-03,-8.030535912181832048e-01,-8.029603874377165829e-01
2.040408081616323574e-03,7.517284983567944917e-03,-8.004831123833178186e-01,-8.006514379904153822e-01
2.050410082016403557e-03,7.509291336306806591e-03,-7.979263179146935947e-01,-7.979322103989088255e-01
2.060412082416483541e-03,7.501323196439447887e-03,-7.953831061703243721e-01,-7.956995154151305094e-01
2.070414082816563524e-03,7.493380428905863089e-03,-7.928533764408460804e-01,-7.923865900622009129e-01
2.080416083216643508e-03,7.485462899541718909e-03,-7.903370289416925543e-01,-7.905793238194632755e-01
2.090418083616723492e-03,7.477570475078352749e-03,-7.878339648053372946e-01,-7.879079857590867153e-01
2.100420084016803475e-03,7.469703023142777905e-03,-7.853440860736210505e-01,-7.852187153408434206e-01
2.110422084416883459e-03,7.461860412257678363e-03,-7.828672956901441271e-01,-7.830291858597481225e-01
2.120424084816963876e-03,7.454042511841412269e-03,-7.804034974927378521e-01,-7.804633256001709540e-01
2.130426085217043859e-03,7.446249192208011063e-03,-7.779525962060058752e-01,-7.780935061676126363e-01
2.140428085617123843e-03,7.438480324567176005e-03,-7.755144974339349684e-01,-7.755478626226440797e-01
2.150430086017203826e-03,7.430735781024285121e-03,-7.730891076525835404e-01,-7.733817433113586715e-01
2.160432086417283810e-03,7.423015434580387123e-03,-7.706763342028329911e-01,-7.707858312217336083e-01
2.170434086817363793e-03,7.415319159132204019e-03,-7.682760852832117848e-01,-7.683278085143898650e-01
2.180436087217443777e-03,7.407646829472129373e-03,-7.658882699427881358e-01,-7.659717014437391613e-01
2.190438087617523760e-03,7.399998321288232643e-03,-7.635127980741315268e-01,-7.634986255854080417e-01
2.200440088017603744e-03,7.392373511164253980e-03,-7.611495804063391768e-01,-7.612228559611783352e-01
2.210442088417683727e-03,7.384772276579605957e-03,-7.587985284981302314e-01,-7.586102256460204307e-01
2.220444088817763711e-03,7.377194495909375309e-03,-7.564595547310069001e-01,-7.565403537124533173e-01
2.230446089217843694e-03,7.369640048424321195e-03,-7.541325723024787653e-01,-7.541667347015527101e-01
2.240448089617924111e-03,7.362108814290876067e-03,-7.518174952193532601e-01,-7.519836905533522353e-01
2.250450090018004095e-03,7.354600674571144803e-03,-7.495142382910894296e-01,-7.496458670011182379e-01
2.260452090418084078e-03,7.347115511222903836e-03,-7.472227171232130871e-01,-7.475388403209179966e-01
2.270454090818164062e-03,7.339653207099605496e-03,-7.449428481107983613e-01,-7.448131518805788387e-01
2.280456091218244045e-03,7.332213645950371936e-03,-7.426745484320075308e-01,-7.429601779364206626e-01
2.290458091618324029e-03,7.324796712419999467e-03,-7.404177360416932530e-01,-7.406042001412402875e-01
2.300460092018404012e-03,7.317402292048958562e-03,-7.381723296650626320e-01,-7.380825185020598589e-01
2.310462092418483996e-03,7.310030271273390383e-03,-7.359382487913977977e-01,-7.358376054499116137e-01
2.320464092818563979e-03,7.302680537425109385e-03,-7.337154136678402105e-01,-7.338154423555914851e-01
2.330466093218643963e-03,7.295352978731604182e-03,-7.315037452932303674e-01,-7.320085617458526039e-01
2.340468093618723947e-03,7.288047484316034948e-03,-7.293031654120070151e-01,-7.291980370901831598e-01
2.350470094018803930e-03,7.280763944197235146e-03,-7.271135965081623187e-01,-7.270487056434392636e-01
2.360472094418883914e-03,7.273502249289710668e-03,-7.249349617992572048e-01,-7.252880571031251611e-01
2.370474094818964331e-03,7.266262291403641563e-03,-7.227671852304891065e-01,-7.225746047097905134e-01
2.380476095219044314e-03,7.259043963244879438e-03,-7.206101914688174404e-01,-7.207854664189258243e-01
2.390478095619124298e-03,7.251847158414949195e-03,-7.184639058971440395e-01,-7.187454529261824154e-01
2.400480096019204281e-03,7.244671770127528859e-03,-7.163282542269059361e-01,-7.163043215491649018e-01
2.410482096419284265e-03,7.237517685926541863e-03,-7.142031609287224914e-01,-7.142477785365722864e-01
2.420484096819364248e-03,7.230384800479955180e-03,-7.120885530350343773e-01,-7.120378970347865932e-01
2.430486097219444232e-03,7.223273010363012205e-03,-7.099843585741540952e-01,-7.103857955887351583e-01
2.440488097619524215e-03,7.216182212745178917e-03,-7.078905061743856475e-01,-7.074374486453175459e-01
2.450490098019604199e-03,7.209112305390146490e-03,-7.058069250593850263e-01,-7.059575897130209166e-01
2.460492098419684182e-03,7.202063186655827814e-03,-7.037335450435583395e-01,-7.041184598706824449e-01
2.470494098819764166e-03,7.195034755494360973e-03,-7.016702965275056769e-01,-7.015155859803638982e-01
2.480496099219844149e-03,7.188026911452105767e-03,-6.996171104935011709e-01,-6.997058115260265110e-01
2.490498099619924133e-03,7.181039554669645456e-03,-6.975739185010154664e-01,-6.974927038795722956e-01
2.500500100020004550e-03,7.174072585881788484e-03,-6.955406526822771607e-01,-6.956255547899333758e-01
2.510502100420084533e-03,7.167125906417564155e-03,-6.935172457378718791e-01,-6.935321808279918399e-01
2.520504100820164517e-03,7.160199418200227824e-03,-6.915036309323839836e-01,-6.914421877214492751e-01
2.530506101220244500e-03,7.153293023747256570e-03,-6.894997420900712548e-01,-6.896864053110669524e-01
2.540508101620324484e-03,7.146406626170350926e-03,-6.875055135905838721e-01,-6.873358286916190218e-01
2.550510102020404467e-03,7.139540129175435748e-03,-6.855208803647143689e-01,-6.856383553894842553e-01
2.560512102420484451e-03,7.132693437062657613e-03,-6.835457778901909975e-01,-6.837631996762336684e-01
2.570514102820564434e-03,7.125866454726389153e-03,-6.815801421875055111e-01,-6.815608840820498449e-01
2.580516103220644418e-03,7.119059087655223855e-03,-6.796239098157760283e-01,-6.795126494961533092e-01
2.590518103620724401e-03,7.112271241931978662e-03,-6.776770178686483126e-01,-6.777342877040529734e-01
2.600520104020804385e-03,7.105502824233696571e-03,-6.757394039702345756e-01,-6.759550339170045108e-01
2.610522104420884369e-03,7.098753741831642303e-03,-6.738110062710824799e-01,-6.736560598795052757e-01
2.620524104820964352e-03,7.092023902591302296e-03,-6.718917634441843312e-01,-6.723318456422150424e-01
2.630526105221044769e-03,7.085313214972389050e-03,-6.699816146810200213e-01,-6.702393307150289470e-01
2.640528105621124753e-03,7.078621588028837647e-03,-6.680804996876332780e-01,-6.680706189649999738e-01
2.650530106021204736e-03,7.071948931408805761e-03,-6.661883586807434421e-01,-6.665286235303197193e-01
2.660532106421284720e-03,7.065295155354675387e-03,-6.643051323838898847e-01,-6.642981338178275408e-01
2.670534106821364703e-03,7.058660170703051975e-03,-6.624307620236126182e-01,-6.624444778031172154e-01
2.680536107221444687e-03,7.052043888884764432e-03,-6.605651893256624385e-01,-6.603405043784479345e-01
2.690538107621524670e-03,7.045446221924862515e-03,-6.587083565112465955e-01,-6.589370540991998926e-01
2.700540108021604654e-03,7.038867082442623775e-03,-6.568602062933085461e-01,-6.570166829242189976e-01
2.710542108421684637e-03,7.032306383651546616e-03,-6.550206818728350200e-01,-6.549373864516597754e-01
2.720544108821764621e-03,7.025764039359351162e-03,-6.531897269351997215e-01,-6.538041178327511638e-01
2.730546109221844604e-03,7.019239963967985330e-03,-6.513672856465377858e-01,-6.505922750718091674e-01
2.740548109621924588e-03,7.012734072473617020e-03,-6.495533026501497664e-01,-6.497279653327652227e-01
2.750550110022004571e-03,7.006246280466638457e-03,-6.477477230629394844e-01,-6.479301818261208323e-01
2.760552110422084988e-03,6.999776504131665321e-03,-6.459504924718794117e-01,-6.457352105941535081e-01
2.770554110822164972e-03,6.993324660247537614e-03,-6.441615569305104705e-01,-6.441715148908694344e-01
2.780556111222244955e-03,6.986890666187316190e-03,-6.423808629554684790e-01,-6.428257201101443830e-01
