t,p,dp_dt,dp_dt_noisy
5.761152230446089373e-01,4.135434823121879322e-02,-1.390638733280237516e-02,-1.355013848973088235e-02
5.881176235247048689e-01,4.118770682240670972e-02,-1.386163602685496279e-02,-1.332693585428556572e-02
6.001200240048009116e-01,4.102160211359803799e-02,-1.381695517244155291e-02,-1.362444618970161392e-02
6.121224244848969542e-01,4.085603325790575224e-02,-1.377234505767147184e-02,-1.426328319410565676e-02
6.241248249649929969e-01,4.069099940502295815e-02,-1.372780596922653154e-02,-1.328881459895526682e-02
6.361272254450889285e-01,4.052649970122292056e-02,-1.368333819234246462e-02,-1.398420220342269649e-02
6.481296259251849712e-01,4.036253328935907048e-02,-1.363894201079041656e-02,-1.311144563981762531e-02
6.601320264052810138e-01,4.019909930886496341e-02,-1.359461770685839108e-02,-1.423769015698485817e-02
6.721344268853770565e-01,4.003619689575433488e-02,-1.355036556133264528e-02,-1.300168523945537634e-02
6.841368273654730991e-01,3.987382518262105185e-02,-1.350618585347921306e-02,-1.351822392624850086e-02
6.961392278455690308e-01,3.971198329863914744e-02,-1.346207886102533668e-02,-1.421132819522598519e-02
7.081416283256650734e-01,3.955067036956280702e-02,-1.341804486014090345e-02,-1.360638454332101233e-02
7.201440288057611161e-01,3.938988551772635432e-02,-1.337408412541993968e-02,-1.334162275815701376e-02
7.321464292858571588e-01,3.922962786204427926e-02,-1.333019692986206831e-02,-1.316652212636339539e-02
7.441488297659530904e-01,3.906989651801121705e-02,-1.328638354485399929e-02,-1.387569641981858601e-02
7.561512302460491330e-01,3.891069059770196209e-02,-1.324264424015100285e-02,-1.390706806845011870e-02
7.681536307261451757e-01,3.875200920977145413e-02,-1.319897928385845021e-02,-1.307922856415020228e-02
7.801560312062412184e-01,3.859385145945478518e-02,-1.315538894241330935e-02,-1.343543871254119018e-02
7.921584316863372610e-01,3.843621644856720643e-02,-1.311187348056568232e-02,-1.297057011352754745e-02
8.041608321664331926e-01,3.827910327550412828e-02,-1.306843316136036687e-02,-1.261272144787333946e-02
8.161632326465292353e-01,3.812251103524107870e-02,-1.302506824611840593e-02,-1.401434066592897529e-02
8.281656331266252780e-01,3.796643881933377956e-02,-1.298177899441872729e-02,-1.282914612450815686e-02
8.401680336067213206e-01,3.781088571731863746e-02,-1.293856566446910210e-02,-1.220377748394766218e-02
8.521704340868172523e-01,3.765585082061277677e-02,-1.289542851417685779e-02,-1.307394462079914180e-02
8.641728345669132949e-01,3.750133321347932230e-02,-1.285236779862235570e-02,-1.333885654856489800e-02
8.761752350470093376e-01,3.734733197673072158e-02,-1.280938377106699902e-02,-1.235803747475924287e-02
8.881776355271053802e-01,3.719384618831857864e-02,-1.276647668309985849e-02,-1.261440877337497400e-02
9.001800360072014229e-01,3.704087492333367482e-02,-1.272364678462065482e-02,-1.218611694215411892e-02
9.121824364872973545e-01,3.688841725400595489e-02,-1.268089432382272369e-02,-1.288802374985349199e-02
9.241848369673933972e-01,3.673647224970454095e-02,-1.263821954717607790e-02,-1.352731051140940513e-02
9.361872374474894398e-01,3.658503897693771850e-02,-1.259562269941042964e-02,-1.266162915823718094e-02
9.481896379275854825e-01,3.643411649935294344e-02,-1.255310402349826479e-02,-1.282060091530500337e-02
9.601920384076814141e-01,3.628370387773683509e-02,-1.251066376063797968e-02,-1.204546946740943543e-02
9.721944388877774568e-01,3.613380017001519701e-02,-1.246830215023703517e-02,-1.235212244121074339e-02
9.841968393678734994e-01,3.598440443125298926e-02,-1.242601942989514027e-02,-1.340452896935620183e-02
9.961992398479695421e-01,3.583551571365434923e-02,-1.238381583538750164e-02,-1.310091368344942081e-02
1.008201640328065585e+00,3.568713306656257078e-02,-1.234169160064808174e-02,-1.181141817869572896e-02
1.020204040808161627e+00,3.553925553646013896e-02,-1.229964695775292820e-02,-1.189178794730222019e-02
1.032206441288257670e+00,3.539188216696868838e-02,-1.225768213690352736e-02,-1.264182815644862047e-02
1.044208841768353491e+00,3.524501199884903790e-02,-1.221579736641022554e-02,-1.221642664435059443e-02
1.056211242248449533e+00,3.509864407000115594e-02,-1.217399287267565723e-02,-1.190664874040994574e-02
1.068213642728545576e+00,3.495277741546420208e-02,-1.213226888017828950e-02,-1.185122627866992337e-02
1.080216043208641619e+00,3.480741106741648550e-02,-1.209062561145593344e-02,-1.156488029378732393e-02
1.092218443688737661e+00,3.466254405517551346e-02,-1.204906328708938573e-02,-1.189517191075644895e-02
1.104220844168833704e+00,3.451817540519792893e-02,-1.200758212568605807e-02,-1.206447912906715748e-02
1.116223244648929747e+00,3.437430414107956606e-02,-1.196618234386371930e-02,-1.212149118273642655e-02
1.128225645129025789e+00,3.423092928355541548e-02,-1.192486415623423765e-02,-1.129141847591428639e-02
1.140228045609121832e+00,3.408804985049965902e-02,-1.188362777538744253e-02,-1.323414034043456436e-02
1.152230446089217875e+00,3.394566485692561419e-02,-1.184247341187497429e-02,-1.192566660692977697e-02
1.164232846569313695e+00,3.380377331516644379e-02,-1.180140127424659721e-02,-1.178160121185616201e-02
1.176235247049409738e+00,3.366237424040154774e-02,-1.176041157063778889e-02,-1.261562094715990186e-02
1.188237647529505780e+00,3.352146664369065610e-02,-1.171950450674214689e-02,-1.151981633885931951e-02
1.200240048009601823e+00,3.338104953154105714e-02,-1.167868028566695221e-02,-1.206944889313298769e-02
1.212242448489697866e+00,3.324112190823147461e-02,-1.163793910859084631e-02,-1.112047223080139813e-02
1.224244848969793908e+00,3.310168277581208851e-02,-1.159728117474944503e-02,-1.167263642517004166e-02
1.236247249449889951e+00,3.296273113410452815e-02,-1.155670668142098380e-02,-1.115521473694731230e-02
1.248249649929985994e+00,3.282426598070183749e-02,-1.151621582391205642e-02,-1.078490966080932270e-02
1.260252050410082036e+00,3.268628631096853060e-02,-1.147580879554339038e-02,-1.124605104591530624e-02
1.272254450890177857e+00,3.254879111804056396e-02,-1.143548578763571230e-02,-1.196091847368942022e-02
1.284256851370273900e+00,3.241177939282530174e-02,-1.139524698949566026e-02,-1.230383816851844322e-02
1.296259251850369942e+00,3.227525012400159904e-02,-1.135509258840181578e-02,-1.030306211789199303e-02
1.308261652330465985e+00,3.213920229801972561e-02,-1.131502276959072198e-02,-1.138179808550323323e-02
1.320264052810562028e+00,3.200363489910139358e-02,-1.127503771624305262e-02,-1.168817668482364548e-02
1.332266453290658070e+00,3.186854690923976441e-02,-1.123513760946984359e-02,-1.114858335663334796e-02
1.344268853770754113e+00,3.173393730819944886e-02,-1.119532262829874697e-02,-1.131016942658833596e-02
1.356271254250850156e+00,3.159980507351648621e-02,-1.115559294966041864e-02,-1.064430759113280632e-02
1.368273654730946198e+00,3.146614918049836507e-02,-1.111594874837496319e-02,-1.109559183891270333e-02
1.380276055211042019e+00,3.133296860222403030e-02,-1.107639019713845159e-02,-1.106814044696739947e-02
1.392278455691138062e+00,3.120026230954383445e-02,-1.103691746650951530e-02,-1.146566529912929414e-02
1.404280856171234104e+00,3.106802927107961063e-02,-1.099753072489606000e-02,-1.071578986564756392e-02
1.416283256651330147e+00,3.093626845322461003e-02,-1.095823013854200015e-02,-1.157855017195499013e-02
1.428285657131426190e+00,3.080497882014354358e-02,-1.091901587151413063e-02,-1.051948220765575037e-02
1.440288057611522232e+00,3.067415933377255072e-02,-1.087988808568905209e-02,-9.965525577894972578e-03
1.452290458091618275e+00,3.054380895381922020e-02,-1.084084694074019702e-02,-1.175565856359968818e-02
1.464292858571714318e+00,3.041392663776258318e-02,-1.080189259412493719e-02,-1.228163013293572838e-02
1.476295259051810360e+00,3.028451134085311663e-02,-1.076302520107178147e-02,-1.039289794797918984e-02
1.488297659531906181e+00,3.015556201787062199e-02,-1.072424491509667809e-02,-9.195506225806802936e-03
1.500300060012002223e+00,3.002707762672573999e-02,-1.068555188907933419e-02,-1.128610679840246975e-02
1.512302460492098266e+00,2.989905711914249767e-02,-1.064694627244993155e-02,-1.139736372773112426e-02
1.524304860972194309e+00,2.977149944480989713e-02,-1.060842821242307006e-02,-1.025504685215478627e-02
1.536307261452290351e+00,2.964440355185541873e-02,-1.056999785412906546e-02,-1.107443080816404926e-02
1.548309661932386394e+00,2.951776838684501761e-02,-1.053165534060301542e-02,-1.083527063096505726e-02
1.560312062412482437e+00,2.939159289478313064e-02,-1.049340081277398175e-02,-1.070227129278424928e-02
1.572314462892578479e+00,2.926587601911267295e-02,-1.045523440945423863e-02,-1.013603315767915881e-02
1.584316863372674522e+00,2.914061670171504137e-02,-1.041715626732861444e-02,-1.066033768416448611e-02
1.596319263852770343e+00,2.901581388291010061e-02,-1.037916652094394987e-02,-1.021243681689585313e-02
1.608321664332866385e+00,2.889146650145620401e-02,-1.034126530269859068e-02,-1.044718525803473540e-02
1.620324064812962428e+00,2.876757349455017973e-02,-1.030345274283204875e-02,-1.081025540502301117e-02
1.632326465293058471e+00,2.864413379782733415e-02,-1.026572896941469609e-02,-1.045762472406062786e-02
1.644328865773154513e+00,2.852114634536144500e-02,-1.022809410833757683e-02,-1.079833390743832784e-02
1.656331266253250556e+00,2.839861006966478557e-02,-1.019054828330231630e-02,-1.018663929178046691e-02
1.668333666733346599e+00,2.827652390168809010e-02,-1.015309161581111862e-02,-1.082741135235049980e-02
1.680336067213442641e+00,2.815488677082058147e-02,-1.011572422515687707e-02,-1.077146084673402324e-02
1.692338467693538684e+00,2.803369760488995735e-02,-1.007844622841334338e-02,-9.204269139230190910e-03
1.704340868173634505e+00,2.791295533016239366e-02,-1.004125774042546361e-02,-1.007316827260866868e-02
1.716343268653730547e+00,2.779265887134253765e-02,-1.000415887379971572e-02,-1.003650008908294096e-02
1.728345669133826590e+00,2.767280715157353216e-02,-9.967149738894670943e-03,-9.660227886944100159e-03
1.740348069613922632e+00,2.755339909243698440e-02,-9.930230443811522215e-03,-1.018274464534084552e-02
1.752350470094018675e+00,2.743443361395297986e-02,-9.893401094384831132e-03,-1.003052231487172596e-02
1.764352870574114718e+00,2.731590963458009266e-02,-9.856661794173280158e-03,-9.601572552974134422e-03
1.776355271054210760e+00,2.719782607121536480e-02,-9.820012644450610423e-03,-9.650563139103968818e-03
1.788357671534306803e+00,2.708018183919431998e-02,-9.783453744196609833e-03,-1.047903178035606772e-02
1.800360072014402846e+00,2.696297585479111650e-02,-9.746985190866627735e-03,-9.246979632864830642e-03
1.812362472494498666e+00,2.684620703688271950e-02,-9.710607080906446045e-03,-1.006486804687987263e-02
1.824364872974594709e+00,2.672987429910245183e-02,-9.674319507302613780e-03,-1.030796687749112490e-02
1.836367273454690752e+00,2.661397655402062551e-02,-9.638122560873173261e-03,-1.017840760287260470e-02
1.848369673934786794e+00,2.649851271331276487e-02,-9.602016330312759460e-03,-9.836343536925952480e-03
1.860372074414882837e+00,2.638348168775960997e-02,-9.566000902185503238e-03,-8.589620749411663869e-03
1.872374474894978880e+00,2.626888238724712707e-02,-9.530076360918042153e-03,-1.023539790387050993e-02
1.884376875375074922e+00,2.615471372076648426e-02,-9.494242788792585028e-03,-9.398197253271980273e-03
1.896379275855170965e+00,2.604097459641407930e-02,-9.458500265940153473e-03,-1.074119488079449888e-02
1.908381676335267008e+00,2.592766392139152221e-02,-9.422848870333842483e-03,-9.423789030220961274e-03
1.920384076815362828e+00,2.581478060200564223e-02,-9.387288677782240631e-03,-8.847548827296635929e-03
1.932386477295458871e+00,2.570232354366848437e-02,-9.351819761922924856e-03,-9.493817755159797422e-03
1.944388877775554914e+00,2.559029165089730246e-02,-9.316442194216061068e-03,-9.694055148546066106e-03
1.956391278255650956e+00,2.547868382731458686e-02,-9.281156043938131386e-03,-9.142249405503009504e-03
1.968393678735746999e+00,2.536749897564802639e-02,-9.245961378175709955e-03,-8.825870327485319661e-03
1.980396079215843042e+00,2.525673599773053599e-02,-9.210858261819394877e-03,-8.812663719208951169e-03
1.992398479695939084e+00,2.514639379450024637e-02,-9.175846757557825153e-03,-7.992362445199950940e-03
2.004400880176035127e+00,2.503647126600050746e-02,-9.140926925871779157e-03,-9.015426442470013749e-03
2.016403280656131169e+00,2.492696731137988148e-02,-9.106098825028424021e-03,-9.461544884880183567e-03
2.028405681136227212e+00,2.481788082889214639e-02,-9.071362511075632684e-03,-9.146950025067619033e-03
2.040408081616323255e+00,2.470921071589630980e-02,-9.036718037836411963e-03,-9.080217165208299968e-03
2.052410482096419297e+00,2.460095586885657770e-02,-9.002165456903432963e-03,-8.936923026816562254e-03
2.064412882576515340e+00,2.449311518334239268e-02,-8.967704817633695077e-03,-8.985721505571355947e-03
2.076415283056611383e+00,2.438568755402839572e-02,-8.933336167143261092e-03,-8.828956603805539205e-03
2.088417683536706981e+00,2.427867187469446783e-02,-8.899059550302105062e-03,-9.901569586671172402e-03
2.100420084016803024e+00,2.417206703919757768e-02,-8.864875010040913772e-03,-8.367097636416888362e-03
2.112422484496899067e+00,2.406587194585517800e-02,-8.830782588755969886e-03,-9.175626150108589715e-03
2.124424884976995109e+00,2.396008548914818279e-02,-8.796782325645957634e-03,-9.500677543514171944e-03
2.136427285457091152e+00,2.385470656252934932e-02,-8.762874257605952552e-03,-8.380223561821090530e-03
2.148429685937187195e+00,2.374973405919368272e-02,-8.729058419470843086e-03,-7.938662815039193230e-03
2.160432086417283237e+00,2.364516687207843595e-02,-8.695334844011992984e-03,-8.399517954312327520e-03
2.172434486897379280e+00,2.354100389386310985e-02,-8.661703561933910625e-03,-8.565007973626598964e-03
2.184436887377475323e+00,2.343724401696945653e-02,-8.628164601871142134e-03,-9.187496785094314070e-03
2.196439287857571365e+00,2.333388613356147251e-02,-8.594717990385129791e-03,-6.871777587697030718e-03
2.208441688337667408e+00,2.323092913554540215e-02,-8.561363751961287294e-03,-8.033208579564382612e-03
2.220444088817763451e+00,2.312837191456974112e-02,-8.528101909006085418e-03,-9.211678711211871567e-03
2.232446489297859493e+00,2.302621336202523641e-02,-8.494932481844283401e-03,-8.962715231588130188e-03
2.244448889777955536e+00,2.292445236904487593e-02,-8.461855488716255730e-03,-8.409667939573112899e-03
2.256451290258051579e+00,2.282308782650390236e-02,-8.428870945775391796e-03,-9.361709624972984131e-03
2.268453690738147621e+00,2.272211862501980276e-02,-8.395978867085625644e-03,-8.294800622879317312e-03
2.280456091218243664e+00,2.262154365495231204e-02,-8.363179264619031647e-03,-8.638622198046687004e-03
2.292458491698339706e+00,2.252136180640341642e-02,-8.330472148253553755e-03,-7.594709788063823235e-03
2.304460892178435749e+00,2.242157196921735346e-02,-8.297857525770804127e-03,-7.720564727593855897e-03
2.316463292658531348e+00,2.232217303298060160e-02,-8.265335402853984936e-03,-9.892106665314847821e-03
2.328465693138627390e+00,2.222316388702189061e-02,-8.232905783085876089e-03,-8.207884231469488034e-03
2.340468093618723433e+00,2.212454342041219810e-02,-8.200568667946949580e-03,-9.171049167661163293e-03
2.352470494098819476e+00,2.202631052196475300e-02,-8.168324056813568851e-03,-7.502541257264455123e-03
2.364472894578915518e+00,2.192846408023502863e-02,-8.136171946956304371e-03,-8.035308425479609565e-03
2.376475295059011561e+00,2.183100298352075308e-02,-8.104112333538303001e-03,-7.775069062226104381e-03
2.388477695539107604e+00,2.173392611986189188e-02,-8.072145209613804800e-03,-8.711220046895784552e-03
2.400480096019203646e+00,2.163723237889284348e-02,-8.040270566737625982e-03,-6.943212423940326242e-03
2.412482496499299689e+00,2.154092065390581304e-02,-8.008488395648287808e-03,-6.796444375358021150e-03
2.424484896979395732e+00,2.144498983504303583e-02,-7.976798684023544625e-03,-8.615661309599271719e-03
2.436487297459491774e+00,2.134943881258068860e-02,-7.945201417560707191e-03,-7.721512344440917448e-03
2.448489697939587817e+00,2.125426647712188102e-02,-7.913696580040202946e-03,-8.317678037074314329e-03
2.460492098419683860e+00,2.115947171959667306e-02,-7.882284153325622850e-03,-7.896426115442061952e-03
2.472494498899779902e+00,2.106505343126205063e-02,-7.850964117363844544e-03,-8.610346304898583436e-03
2.484496899379875945e+00,2.097101050370194994e-02,-7.819736450185294299e-03,-6.699449141436923487e-03
2.496499299859971988e+00,2.087734182882724013e-02,-7.788601127904213293e-03,-8.370108834553814312e-03
2.508501700340068030e+00,2.078404629887573365e-02,-7.757558124719099966e-03,-7.935208413717597525e-03
2.520504100820164073e+00,2.069112280641217591e-02,-7.726607412913167119e-03,-7.425717654246853823e-03
2.532506501300259671e+00,2.059857024432826256e-02,-7.695748962854929119e-03,-8.084285369904607027e-03
2.544508901780355714e+00,2.050638750584261871e-02,-7.664982742998857623e-03,-7.808570200838239189e-03
2.556511302260451757e+00,2.041457348450080936e-02,-7.634308719886130114e-03,-7.972492627742308949e-03
2.568513702740547799e+00,2.032312707417534281e-02,-7.603726858145453023e-03,-7.683803311047229107e-03
2.580516103220643842e+00,2.023204716906567072e-02,-7.573237120493987208e-03,-8.275562701554169120e-03
2.592518503700739885e+00,2.014133266369817071e-02,-7.542839467738328071e-03,-7.805632313099708335e-03
2.604520904180835927e+00,2.005098245292617418e-02,-7.512533858775627925e-03,-7.636669613602974430e-03
2.616523304660931970e+00,1.996099543192994194e-02,-7.482320250594726163e-03,-7.682555852877206992e-03
2.628525705141028013e+00,1.987137049621667817e-02,-7.452198598277420816e-03,-7.418184625341143860e-03
2.640528105621124055e+00,1.978210654162052690e-02,-7.422168854999807754e-03,-7.598030186613840241e-03
2.652530506101220098e+00,1.969320246430257201e-02,-7.392230972033687550e-03,-6.940304126970059037e-03
2.664532906581316141e+00,1.960465716075083034e-02,-7.362384898748075557e-03,-7.556302454219573396e-03
2.676535307061412183e+00,1.951646952778026550e-02,-7.332630582610779636e-03,-7.414620340388309791e-03
2.688537707541508226e+00,1.942863846295369429e-02,-7.302967969332292870e-03,-7.701836770929804468e-03
2.700540108021604269e+00,1.934116286852820624e-02,-7.273397004202932295e-03,-7.589305908272074054e-03
2.712542508501700311e+00,1.925404164559722797e-02,-7.243917630118628173e-03,-8.002613304610455350e-03
2.724544908981796354e+00,1.916727369518022098e-02,-7.214529787949610848e-03,-6.903258835422832265e-03
2.736547309461892397e+00,1.908085791914026705e-02,-7.185233416852969748e-03,-7.870744227444465002e-03
2.748549709941987995e+00,1.899479322018409952e-02,-7.156028454275508745e-03,-7.603542293188503449e-03
2.760552110422084038e+00,1.890907850186206510e-02,-7.126914835956690841e-03,-6.911368044749967819e-03
2.772554510902180080e+00,1.882371266856816897e-02,-7.097892495931642717e-03,-6.856348476364923158e-03
2.784556911382276123e+00,1.873869462554003662e-02,-7.068961366534235596e-03,-7.309030217137277990e-03
2.796559311862372166e+00,1.865402327885893122e-02,-7.040121378400231167e-03,-8.251680864693512057e-03
2.808561712342468208e+00,1.856969753544975357e-02,-7.011372460470503831e-03,-6.759064488093158296e-03
2.820564112822564251e+00,1.848571630308103869e-02,-6.982714539994328007e-03,-6.826976464659092678e-03
2.832566513302660294e+00,1.840207849036495230e-02,-6.954147542532721805e-03,-7.801576271815787063e-03
2.844568913782756336e+00,1.831878300675730820e-02,-6.925671391961889592e-03,-6.463478142285192241e-03
2.856571314262852379e+00,1.823582876255753354e-02,-6.897286010476691431e-03,-7.317945890736747561e-03
2.868573714742948422e+00,1.815321466890871399e-02,-6.868991318594228762e-03,-7.544704188286208840e-03
2.880576115223044464e+00,1.807093963779755202e-02,-6.840787235157434407e-03,-6.783348808578880743e-03
2.892578515703140507e+00,1.798900258205439473e-02,-6.812673677338786614e-03,-6.919755936178315948e-03
2.904580916183236550e+00,1.790740241535321992e-02,-6.784650560644046521e-03,-6.663076160049357863e-03
2.916583316663332592e+00,1.782613805221164305e-02,-6.756717798916104037e-03,-7.720166633910767288e-03
2.928585717143428635e+00,1.774520840799091378e-02,-6.728875304338824588e-03,-5.641537234575401058e-03
2.940588117623524678e+00,1.766461239889591944e-02,-6.701122987441022506e-03,-7.062718156167259627e-03
2.952590518103620720e+00,1.758434894197517459e-02,-6.673460757100463034e-03,-7.597256342198309767e-03
2.964592918583716319e+00,1.750441695512084186e-02,-6.645888520547931118e-03,-6.274583207407641652e-03
2.976595319063812362e+00,1.742481535739316689e-02,-6.618406183483437066e-03,-6.831288661544142847e-03
2.988597719543908404e+00,1.734554307244475305e-02,-6.591013651264663459e-03,-6.396098559800921131e-03
3.000600120024004447e+00,1.726659902374967984e-02,-6.563710827266117098e-03,-6.767475885641140512e-03
3.012602520504100490e+00,1.718798213526798527e-02,-6.536497613111987882e-03,-6.572341829399939994e-03
3.024604920984196532e+00,1.710969133224289618e-02,-6.509373908956275420e-03,-6.361910202713094709e-03
3.036607321464292575e+00,1.703172554120082130e-02,-6.482339613487846618e-03,-6.930331343877585773e-03
3.048609721944388617e+00,1.695408368995135820e-02,-6.455394623935547908e-03,-6.048150866419813032e-03
3.060612122424484660e+00,1.687676470758728287e-02,-6.428538836073370392e-03,-6.710478895521096269e-03
3.072614522904580703e+00,1.679976752448455665e-02,-6.401772144225666150e-03,-6.923584430727949823e-03
3.084616923384676745e+00,1.672309107230232975e-02,-6.375094441272404454e-03,-6.328874988178902379e-03
3.096619323864772788e+00,1.664673428398293770e-02,-6.348505618654492165e-03,-6.081480851559867111e-03
3.108621724344868831e+00,1.657069609375188754e-02,-6.322005566379123621e-03,-6.459453171350307624e-03
3.120624124824964873e+00,1.649497543711788902e-02,-6.295594173025202515e-03,-6.813106045272940108e-03
3.132626525305060916e+00,1.641957125087281991e-02,-6.269271325748799334e-03,-5.897399985963619994e-03
3.144628925785156959e+00,1.634448247309175373e-02,-6.243036910288643493e-03,-7.299234185562309372e-03
3.156631326265253001e+00,1.626970804313294244e-02,-6.216890810971680524e-03,-6.835409292592999932e-03
3.168633726745349044e+00,1.619524690163782685e-02,-6.190832910718676967e-03,-6.167119176398646110e-03
3.180636127225445087e+00,1.612109799053102616e-02,-6.164863091049842606e-03,-6.981498730032883147e-03
3.192638527705540685e+00,1.604726025302035536e-02,-6.138981232090534243e-03,-6.122184673541032976e-03
3.204640928185636728e+00,1.597373263359679052e-02,-6.113187212576969877e-03,-6.146105083388048000e-03
3.216643328665732771e+00,1.590051407803451736e-02,-6.087480909862014004e-03,-5.548237036547113560e-03
3.228645729145828813e+00,1.582760353339089654e-02,-6.061862199920983740e-03,-6.610736411008958507e-03
3.240648129625924856e+00,1.575499994800646716e-02,-6.036330957357507847e-03,-6.411874871542493255e-03
3.252650530106020899e+00,1.568270227150496063e-02,-6.010887055409429996e-03,-5.810978044588829654e-03
3.264652930586116941e+00,1.561070945558173419e-02,-5.985530366232546216e-03,-7.460068520356030221e-03
3.276655331066212984e+00,1.553902045623295654e-02,-5.960260761693760359e-03,-4.100235382345009637e-03
3.288657731546309027e+00,1.546763422937489155e-02,-5.935078111835285705e-03,-6.354268550112346890e-03
3.300660132026405069e+00,1.539654973233478379e-02,-5.909982285405337640e-03,-6.347883317040671838e-03
3.312662532506501112e+00,1.532576592408192370e-02,-5.884973149946048573e-03,-5.368296643403821372e-03
3.324664932986597154e+00,1.525528176522764935e-02,-5.860050571800084172e-03,-5.883949676661494495e-03
3.336667333466693197e+00,1.518509621802533946e-02,-5.835214416117243119e-03,-6.902871587339397264e-03
