t,P,dP_dt,dP_dt_noisy
3.467437208268504545e-01,2.060488246926962219e+01,3.966813875510651854e+01,3.924841381093902015e+01
3.600800177817292669e-01,2.113070305592795251e+01,3.918676148814390103e+01,3.897587366620168581e+01
3.734163147366081348e-01,2.165007802339365028e+01,3.870157946969266050e+01,3.942324943681723681e+01
3.867526116914870027e-01,2.216295995923940865e+01,3.821308247724114437e+01,3.818084103332769530e+01
4.000889086463658706e-01,2.266930770509532422e+01,3.772174692120411521e+01,3.757080734866363514e+01
4.134252056012447385e-01,2.316908635664888294e+01,3.722803535133613906e+01,3.736874190292473941e+01
4.267615025561236064e-01,2.366226726364495292e+01,3.673239599374377917e+01,3.668542354349911960e+01
4.400977995110024743e-01,2.414882780852787647e+01,3.623526256022937986e+01,3.592230804973220160e+01
4.534340964658813422e-01,2.462875083199536519e+01,3.573705450208881729e+01,3.586198327477369219e+01
4.667703934207602101e-01,2.510202482290909032e+01,3.523817648432819993e+01,3.630659140129323248e+01
4.801066903756390780e-01,2.556864336351570799e+01,3.473901871780104500e+01,3.519883408566942506e+01
4.934429873305179459e-01,2.602860510131247551e+01,3.423995675550283124e+01,3.445890962231244714e+01
5.067792842853967583e-01,2.648191374904725492e+01,3.374135127784228416e+01,3.386999338091752065e+01
5.201155812402756817e-01,2.692857787741941422e+01,3.324354814396725288e+01,3.364244267885676720e+01
5.334518781951544941e-01,2.736861038678039648e+01,3.274687886773985213e+01,3.305892293363143608e+01
5.467881751500334175e-01,2.780202859807617344e+01,3.225166039923955452e+01,3.182329260067425736e+01
5.601244721049122299e-01,2.822885379006044815e+01,3.175819559704527251e+01,3.201172458489607919e+01
5.734607690597910423e-01,2.864911118009568725e+01,3.126677319760070617e+01,3.129289215834557325e+01
5.867970660146699657e-01,2.906282992402939058e+01,3.077766777259601128e+01,3.163559611361763402e+01
6.001333629695487781e-01,2.947004275920716765e+01,3.029114015295955653e+01,3.018560213653457325e+01
6.134696599244277015e-01,2.987078574848777990e+01,2.980743776034626080e+01,3.043331865922224111e+01
6.268059568793065139e-01,3.026509814886575711e+01,2.932679480359562874e+01,2.874895238301017031e+01
6.401422538341854374e-01,3.065302214129146208e+01,2.884943267450390181e+01,2.900588901196701741e+01
6.534785507890642497e-01,3.103460283067103376e+01,2.837556000969293279e+01,2.801983962381174109e+01
6.668148477439431732e-01,3.140988820366218448e+01,2.790537281328407104e+01,2.746668341001378622e+01
6.801511446988219856e-01,3.177892865212394113e+01,2.743905517500057201e+01,2.783171653739489670e+01
6.934874416537009090e-01,3.214177698559667817e+01,2.697677935687431017e+01,2.648520795656673599e+01
7.068237386085797214e-01,3.249848813238079970e+01,2.651870630975099274e+01,2.644965150058434844e+01
7.201600355634585338e-01,3.284911906393045911e+01,2.606498590108170177e+01,2.571399390798314855e+01
7.334963325183374572e-01,3.319372879485359817e+01,2.561575704208468096e+01,2.581371747585550480e+01
7.468326294732162696e-01,3.353237820017785964e+01,2.517114807263927290e+01,2.530995740807156835e+01
7.601689264280951930e-01,3.386512967547905362e+01,2.473127738086439820e+01,2.364888683702782046e+01
7.735052233829740054e-01,3.419204714750706131e+01,2.429625354102456214e+01,2.464689737446037654e+01
7.868415203378529288e-01,3.451319584859300704e+01,2.386617578934249195e+01,2.356148169112911361e+01
8.001778172927317412e-01,3.482864231371153352e+01,2.344113418800914772e+01,2.444503631596850823e+01
8.135141142476106646e-01,3.513845435875510503e+01,2.302120981418426382e+01,2.346333094534082520e+01
8.268504112024894770e-01,3.544270073570442747e+01,2.260647542269980192e+01,2.308480117364218387e+01
8.401867081573684004e-01,3.574145110546508164e+01,2.219699565515121265e+01,2.102071900053081066e+01
8.535230051122472128e-01,3.603477588502808260e+01,2.179282743391545552e+01,2.266968383139884580e+01
8.668593020671260252e-01,3.632274618979433711e+01,2.139402021814328947e+01,2.142756177276582363e+01
8.801955990220049486e-01,3.660543383357465075e+01,2.100061617192898211e+01,2.035044979844429847e+01
8.935318959768837610e-01,3.688291121042314558e+01,2.061265050741361193e+01,2.077876729542873946e+01
9.068681929317626844e-01,3.715525102142936476e+01,2.023015206587007597e+01,2.087949969711732123e+01
9.202044898866414968e-01,3.742252632011270208e+01,1.985314342023041689e+01,1.908198648926851604e+01
9.335407868415204202e-01,3.768481038281446160e+01,1.948164123997567998e+01,2.001621684941774504e+01
9.468770837963992326e-01,3.794217670594120762e+01,1.911565646142960873e+01,1.896856256604854707e+01
9.602133807512781560e-01,3.819469899565908122e+01,1.875519446525410672e+01,1.848967340831658035e+01
9.735496777061569684e-01,3.844245093349448439e+01,1.840025559968361080e+01,1.820529576977500597e+01
9.868859746610358918e-01,3.868550613234325652e+01,1.805083541088788479e+01,1.765777015460128041e+01
1.000222271615914593e+00,3.892393809568411456e+01,1.770692486531805798e+01,1.781659136739153126e+01
1.013558568570793517e+00,3.915782018079524818e+01,1.736851056262990056e+01,1.750210429935572520e+01
1.026894865525672440e+00,3.938722559875430562e+01,1.703557488693729738e+01,1.755596419858524371e+01
1.040231162480551363e+00,3.961222735882896018e+01,1.670809624214047062e+01,1.740365732062975468e+01
1.053567459435430065e+00,3.983289804876195461e+01,1.638604954778018197e+01,1.623979124963283027e+01
1.066903756390308988e+00,4.004930989515916195e+01,1.606940628828376560e+01,1.660634405507822819e+01
1.080240053345187912e+00,4.026153471339113565e+01,1.575813473355616878e+01,1.520076352175542134e+01
1.093576350300066835e+00,4.046964390322688843e+01,1.545220008278410972e+01,1.577361906613358578e+01
1.106912647254945536e+00,4.067370844821914488e+01,1.515156459784570586e+01,1.462558362638012177e+01
1.120248944209824460e+00,4.087379879828993268e+01,1.485618792304947533e+01,1.459125534945941816e+01
1.133585241164703383e+00,4.106998476607886772e+01,1.456602738214161974e+01,1.487065405696645115e+01
1.146921538119582085e+00,4.126233558227716713e+01,1.428103801325886479e+01,1.393014719197472395e+01
1.160257835074461008e+00,4.145091987415295876e+01,1.400117272441955407e+01,1.424922100689753179e+01
1.173594132029339931e+00,4.163580566555120299e+01,1.372638241013276428e+01,1.302511462116468266e+01
1.186930428984218855e+00,4.181706036882684430e+01,1.345661607744177246e+01,1.311861820127585254e+01
1.200266725939097556e+00,4.199475064465756446e+01,1.319182118825388272e+01,1.345927116605686358e+01
1.213603022893976480e+00,4.216894239148417256e+01,1.293194378577928205e+01,1.366989808086993641e+01
1.226939319848855403e+00,4.233970078935883663e+01,1.267692852640438872e+01,1.212096120168963154e+01
1.240275616803734327e+00,4.250709029415118323e+01,1.242671878996144841e+01,1.319975493656547094e+01
1.253611913758613028e+00,4.267117463754830453e+01,1.218125677691450193e+01,1.231536471592568205e+01
1.266948210713491951e+00,4.283201681074523037e+01,1.194048362968976562e+01,1.304617335934620570e+01
1.280284507668370875e+00,4.298967893407429131e+01,1.170433974418345002e+01,1.156258234686001707e+01
1.293620804623249576e+00,4.314422229679814080e+01,1.147276479279937433e+01,1.123227268207863361e+01
1.306957101578128499e+00,4.329570739828792370e+01,1.124569774086413076e+01,1.140858632704336273e+01
1.320293398533007423e+00,4.344419394677684920e+01,1.102307693126125798e+01,1.050309305506037916e+01
1.333629695487886346e+00,4.358974085936019094e+01,1.080484016404293612e+01,1.087084056598542858e+01
1.346965992442765048e+00,4.373240624356008510e+01,1.059092480479566234e+01,1.056454737199063842e+01
1.360302289397643971e+00,4.387224728636990534e+01,1.038126804955081894e+01,1.102920344709912825e+01
1.373638586352522895e+00,4.400932031460882143e+01,1.017580689481023626e+01,1.034623814452441692e+01
1.386974883307401818e+00,4.414368083914732921e+01,9.974478131333874842e+00,9.369836628208421558e+00
1.400311180262280519e+00,4.427538355481614474e+01,9.777218411005719645e+00,9.144759929877341875e+00
1.413647477217159443e+00,4.440448234040619724e+01,9.583964311149493653e+00,9.122575674625846176e+00
1.426983774172038366e+00,4.453103024554098255e+01,9.394652419310112634e+00,8.397104915997571695e+00
1.440320071126917068e+00,4.465507939671560678e+01,9.209219556600722001e+00,8.169352271651520780e+00
1.453656368081795991e+00,4.477668105660715270e+01,9.027602733792591039e+00,1.006004932452996314e+01
1.466992665036674914e+00,4.489588567846152500e+01,8.849739112636335392e+00,8.448549353845221432e+00
1.480328961991553838e+00,4.501274290647733523e+01,8.675566058495853383e+00,9.306535512822692979e+00
1.493665258946432539e+00,4.512730157580588752e+01,8.505021191718711293e+00,8.147589240994513204e+00
1.507001555901311463e+00,4.523960970782030699e+01,8.338042445445360329e+00,8.144335920998740264e+00
1.520337852856190386e+00,4.534971443458526608e+01,8.174568246140651695e+00,7.345583432881850783e+00
1.533674149811069309e+00,4.545766203309303677e+01,8.014537500476969001e+00,8.635798620982100715e+00
1.547010446765948011e+00,4.556349799967485126e+01,7.857889509028574082e+00,7.670596738575024887e+00
1.560346743720826934e+00,4.566726705190831836e+01,7.704564005105432045e+00,8.524043022832110239e+00
1.573683040675705858e+00,4.576901312861744486e+01,7.554501195396028379e+00,7.216154981456391226e+00
1.587019337630584559e+00,4.586877939022411255e+01,7.407641798508585396e+00,8.041284925674508699e+00
1.600355634585463482e+00,4.596660817401934906e+01,7.263927162068149812e+00,7.996778809032750956e+00
1.613691931540342406e+00,4.606254097636271183e+01,7.123299331283604374e+00,6.392733952659646057e+00
1.627028228495221329e+00,4.615661855209656750e+01,6.985700907831564166e+00,7.213253936953282874e+00
1.640364525450100031e+00,4.624888092378410676e+01,6.851075066614455977e+00,6.350520639809908552e+00
1.653700822404978954e+00,4.633936738170937275e+01,6.719365587658963079e+00,6.157256990197724988e+00
1.667037119359857877e+00,4.642811648392835622e+01,6.590516886761825788e+00,6.652771947332086100e+00
1.680373416314736801e+00,4.651516604880814754e+01,6.464474058454605654e+00,6.865826921797254734e+00
1.693709713269615502e+00,4.660055309036911098e+01,6.341183020461379272e+00,7.006728981408116397e+00
1.707046010224494426e+00,4.668431390924956048e+01,6.220590378824049083e+00,6.055601048445908852e+00
1.720382307179373349e+00,4.676648413068327415e+01,6.102643385928196551e+00,6.591880060738317226e+00
1.733718604134252050e+00,4.684709870449957947e+01,5.987289965365917510e+00,6.265533225655649296e+00
1.747054901089130974e+00,4.692619190512328231e+01,5.874478735896836668e+00,5.870686713723581640e+00
1.760391198044009897e+00,4.700379733398372650e+01,5.764159030195919797e+00,5.300295121457322622e+00
1.773727494998888821e+00,4.707994788604596437e+01,5.656280977471453753e+00,5.676962619728266546e+00
1.787063791953767522e+00,4.715467574166264342e+01,5.550795539934071599e+00,7.282473810629642941e+00
1.800400088908646445e+00,4.722801246136228315e+01,5.447654362404215078e+00,4.988057432824192894e+00
1.813736385863525369e+00,4.729998899295105730e+01,5.346809778789399559e+00,5.262567190140996054e+00
1.827072682818404292e+00,4.737063567151282939e+01,5.248214830652813134e+00,4.807555059497295780e+00
1.840408979773282994e+00,4.743998221940913140e+01,5.151823285111753137e+00,5.828820567278729214e+00
1.853745276728161917e+00,4.750805775050525881e+01,5.057589644414051122e+00,5.946639011016525700e+00
1.867081573683040840e+00,4.757489072137587982e+01,4.965469251222074831e+00,5.625091277618734509e+00
1.880417870637919542e+00,4.764050897362635340e+01,4.875418228023740141e+00,5.851609764130049740e+00
1.893754167592798465e+00,4.770493980030864378e+01,4.787393371619060645e+00,4.747648264643992810e+00
1.907090464547677389e+00,4.776820994667964726e+01,4.701352166059379556e+00,5.526464357833663854e+00
1.920426761502556312e+00,4.783034561020127029e+01,4.617252796450223684e+00,4.207510831188316480e+00
1.933763058457435013e+00,4.789137244054036557e+01,4.535054162260756527e+00,5.299957448672324212e+00
1.947099355412313937e+00,4.795131554570125587e+01,4.454715878946217344e+00,5.187464936395070225e+00
1.960435652367192860e+00,4.801019944074525370e+01,4.376198384082776727e+00,4.064336319988983703e+00
1.973771949322071784e+00,4.806804810539578909e+01,4.299462844172865061e+00,4.762641609964688882e+00
1.987108246276950485e+00,4.812488503600594214e+01,4.224471070809116213e+00,3.686803052786788992e+00
2.000444543231829186e+00,4.818073324562054438e+01,4.151185531156613706e+00,3.452983123654978392e+00
2.013780840186708332e+00,4.823561526397623567e+01,4.079569358174310878e+00,3.385725390514724431e+00
2.027117137141587033e+00,4.828955313750140022e+01,4.009586360475481115e+00,3.457475282377818537e+00
2.040453434096466179e+00,4.834256843674157267e+01,3.941201018189083527e+00,3.370120184525825735e+00
2.053789731051344880e+00,4.839468221349707733e+01,3.874378570933281196e+00,3.812795607204856108e+00
2.067126028006223581e+00,4.844591503922178077e+01,3.809084956215727402e+00,4.666141661117675810e+00
2.080462324961102727e+00,4.849628706373783871e+01,3.745286709769949596e+00,3.611444699610949716e+00
2.093798621915981428e+00,4.854581801565244348e+01,3.682950972606896300e+00,3.253737437370490593e+00
2.107134918870860130e+00,4.859452720235786671e+01,3.622045498560574117e+00,3.951766055443554304e+00
2.120471215825739275e+00,4.864243351003145222e+01,3.562538661571387877e+00,3.430977264418761052e+00
2.133807512780617976e+00,4.868955540870551602e+01,3.504399453349385851e+00,3.540891697725335074e+00
2.147143809735496678e+00,4.873591093453953960e+01,3.447597522901851619e+00,3.635112087197216901e+00
2.160480106690375823e+00,4.878151767705725916e+01,3.392103206769789381e+00,3.599718289398192717e+00
2.173816403645254525e+00,4.882639285759451298e+01,3.337887390284123512e+00,2.987205672430776726e+00
2.187152700600133670e+00,4.887055333462037510e+01,3.284921503492988393e+00,3.152527296913395727e+00
2.200488997555012372e+00,4.891401560373717672e+01,3.233177526717611272e+00,3.687294156524011157e+00
2.213825294509891073e+00,4.895679579768047063e+01,3.182627995918849706e+00,2.985691074852279137e+00
2.227161591464770218e+00,4.899890968643781974e+01,3.133246007660737575e+00,3.003347867346170652e+00
2.240497888419648920e+00,4.904037268730216681e+01,3.085005205450563892e+00,3.227317397346433303e+00
2.253834185374527621e+00,4.908119981613517524e+01,3.037879875066572311e+00,3.237540558037862670e+00
2.267170482329406767e+00,4.912140574562419459e+01,2.991844841142388134e+00,2.823900038545164470e+00
2.280506779284285468e+00,4.916100483932606835e+01,2.946875408252516593e+00,3.216764592970501102e+00
2.293843076239164169e+00,4.920001115166712680e+01,2.902947364993572421e+00,2.889537578896958170e+00
2.307179373194043315e+00,4.923843842794321546e+01,2.860036987930335783e+00,2.196566243061114143e+00
2.320515670148922016e+00,4.927630010431968088e+01,2.818121045410975967e+00,3.131422159913454184e+00
2.333851967103801162e+00,4.931360930963074196e+01,2.777176797901951488e+00,2.333455422691131709e+00
2.347188264058679863e+00,4.935037886913906391e+01,2.737181994534175544e+00,4.256568854189073825e+00
2.360524561013558564e+00,4.938662126193965207e+01,2.698114956007813703e+00,2.833522199700015509e+00
2.373860857968437710e+00,4.942234869105619310e+01,2.659954447240806985e+00,2.510771634433925481e+00
2.387197154923316411e+00,4.945757309902253240e+01,2.622679651332447293e+00,3.038896740163501864e+00
2.400533451878195113e+00,4.949230616788263148e+01,2.586270172459350647e+00,3.309400901488320557e+00
2.413869748833074258e+00,4.952655931919058219e+01,2.550706038678185905e+00,3.299325790682156700e+00
2.427206045787952959e+00,4.956034371401061378e+01,2.515967704638633506e+00,2.660576499959542485e+00
2.440542342742831661e+00,4.959367025442822552e+01,2.482036051381562913e+00,3.010114399196717638e+00
2.453878639697710806e+00,4.962654958899205582e+01,2.448892378685584958e+00,2.794535636546670254e+00
2.467214936652589508e+00,4.965899207031643670e+01,2.416518486915698816e+00,2.455933807346452724e+00
2.480551233607468653e+00,4.969100781814367451e+01,2.384896561377900071e+00,1.623939593869284437e+00
2.493887530562347354e+00,4.972260673508351658e+01,2.354009144999082537e+00,2.360283630195294968e+00
2.507223827517226056e+00,4.975379850661315118e+01,2.323839140382240487e+00,1.035095295921313996e+00
2.520560124472105201e+00,4.978459260107724305e+01,2.294369811798240733e+00,1.846574509352436610e+00
2.533896421426983903e+00,4.981499826968788369e+01,2.265584787116480925e+00,2.941272114895721046e+00
2.547232718381862604e+00,4.984502454652461978e+01,2.237468059675826737e+00,2.321999863237944162e+00
2.560569015336741749e+00,4.987468025839283570e+01,2.210003971575730475e+00,2.183650135618317556e+00
2.573905312291620451e+00,4.990397398838322829e+01,2.183177283891524212e+00,1.742056599723694088e+00
2.587241609246499152e+00,4.993291410610249415e+01,2.156973121635907376e+00,1.724920108942155306e+00
2.600577906201378298e+00,4.996150880212932321e+01,2.131376910579341200e+00,1.784085768315121001e+00
2.613914203156256999e+00,4.998976608801881127e+01,2.106374378701268313e+00,1.405911678578692481e+00
2.627250500111136144e+00,5.001769379630250256e+01,2.081951557606608105e+00,9.413544960622812763e-01
2.640586797066014846e+00,5.004529958048834715e+01,2.058094783900678237e+00,2.567924761540838485e+00
2.653923094020893547e+00,5.007259091506074355e+01,2.034790700523551266e+00,2.855735879465918892e+00
2.667259390975772693e+00,5.009957509755366800e+01,2.012026254138298498e+00,1.687289342220436694e+00
2.680595687930651394e+00,5.012625925109077230e+01,1.989788691592089265e+00,2.367232558043102841e+00
2.693931984885530095e+00,5.015265028926953050e+01,1.968065627358235758e+00,1.345744325887256343e+00
2.707268281840409241e+00,5.017875496960718351e+01,1.946844943980600817e+00,2.115530423025858919e+00
2.720604578795287942e+00,5.020457990365474643e+01,1.926114774054759948e+00,1.226845561120009975e+00
2.733940875750166644e+00,5.023013155699707255e+01,1.905863501235799617e+00,2.354092268527553600e+00
2.747277172705045789e+00,5.025541624925282491e+01,1.886079761218191209e+00,1.905772016949348835e+00
2.760613469659924490e+00,5.028044015407446210e+01,1.866752442688728308e+00,1.222101189607943450e+00
2.773949766614803636e+00,5.030520929914825956e+01,1.847870688252733373e+00,2.115058738584831399e+00
2.787286063569682337e+00,5.032972956865927472e+01,1.829423890674057418e+00,2.647689464216316679e+00
2.800622360524561039e+00,5.035400670338108142e+01,1.811401693573905902e+00,1.806960452281172858e+00
2.813958657479440184e+00,5.037804627047162853e+01,1.793794049427731352e+00,1.765957842853888238e+00
2.827294954434318885e+00,5.040185371205286202e+01,1.776591128529702246e+00,1.774590790095593285e+00
2.840631251389197587e+00,5.042543435259516116e+01,1.759783305751746241e+00,1.814979987946711670e+00
2.853967548344076732e+00,5.044879339891738823e+01,1.743361161242034996e+00,2.360906275161580581e+00
2.867303845298955434e+00,5.047193594018683882e+01,1.727315481105407002e+00,2.365445656584160616e+00
2.880640142253834135e+00,5.049486694791926311e+01,1.711637258066325273e+00,6.492636506171096666e-01
2.893976439208713280e+00,5.051759127597887300e+01,1.696317692114462261e+00,2.292921273127636717e+00
2.907312736163591982e+00,5.054011366083753387e+01,1.681348190642559359e+00,1.571898280289428573e+00
2.920649033118471127e+00,5.056243872962824071e+01,1.666720353780888786e+00,2.492633081651850713e+00
2.933985330073349829e+00,5.058457096564956146e+01,1.652426040431869581e+00,1.875064181015074327e+00
2.947321627028228530e+00,5.060651474084181700e+01,1.638457307281981912e+00,2.112261278738210013e+00
2.960657923983107676e+00,5.062827433344671846e+01,1.624806375818813819e+00,1.359791106507997949e+00
2.973994220937986377e+00,5.064985392800740271e+01,1.611465632816937443e+00,9.336694820759358082e-01
2.987330517892865078e+00,5.067125761536841111e+01,1.598427630811862343e+00,1.710699780684146853e+00
3.000666814847744224e+00,5.069248939267568232e+01,1.585685088563081990e+00,2.060278937020711076e+00
3.014003111802622925e+00,5.071355316337658792e+01,1.573230891505353668e+00,1.933624885164812124e+00
3.027339408757501626e+00,5.073445273721988968e+01,1.561058092190336311e+00,1.944805973223481921e+00
3.040675705712380772e+00,5.075519183246350963e+01,1.549159906517566299e+00,1.654160479572238662e+00
3.054012002667259473e+00,5.077577407497009432e+01,1.537529715870356029e+00,1.889136388974313352e+00
3.067348299622138619e+00,5.079620297290819764e+01,1.526161115674334212e+00,1.104821520767993004e+00
3.080684596577017320e+00,5.081648195531079892e+01,1.515047842455793159e+00,1.434788061153916106e+00
3.094020893531896021e+00,5.083661437752535761e+01,1.504183763816392627e+00,7.163209415045591610e-01
3.107357190486775167e+00,5.085660352121381322e+01,1.493562878764286950e+00,1.457724617032694958e+00
3.120693487441653868e+00,5.087645259435259248e+01,1.483179318037905148e+00,1.319020273124580589e+00
3.134029784396532570e+00,5.089616473123260931e+01,1.473027344422838780e+00,1.490843271005214632e+00
3.147366081351411715e+00,5.091574299245924351e+01,1.463101353061887266e+00,1.976338323093070670e+00
3.160702378306290417e+00,5.093519036495236207e+01,1.453395871758530689e+00,1.476126141770122580e+00
3.174038675261169118e+00,5.095450976325904691e+01,1.443905558769884578e+00,-1.918701120668298010e-02
3.187374972216048263e+00,5.097370403143739992e+01,1.434625199500146664e+00,2.112005817106432204e+00
3.200711269170926965e+00,5.099277591639079787e+01,1.425549757668569839e+00,1.493211397883216218e+00
3.214047566125806110e+00,5.101172810094483623e+01,1.416674312504291322e+00,1.796669118571586399e+00
3.227383863080684812e+00,5.103056321075099078e+01,1.407994045812806405e+00,1.002478072953388422e+00
3.240720160035563513e+00,5.104928381428663187e+01,1.399504242202873172e+00,1.804800255006949739e+00
3.254056456990442658e+00,5.106789242285501018e+01,1.391200289308848426e+00,2.150163974786131860e+00
3.267392753945321360e+00,5.108639149058526385e+01,1.383077678008945099e+00,5.641763611437988768e-01
3.280729050900200061e+00,5.110478341443242556e+01,1.375132002639006146e+00,1.981790779568557204e+00
3.294065347855079207e+00,5.112307053417741542e+01,1.367358961202462808e+00,8.899203966564547263e-01
3.307401644809957908e+00,5.114125513242702681e+01,1.359754355576178853e+00,9.650918800887900995e-01
3.320737941764836609e+00,5.115933943892037661e+01,1.352314083474723816e+00,1.344027817777459832e+00
3.334074238719715755e+00,5.117732561527078161e+01,1.345034167833169647e+00,2.381159070056261484e+00
3.347410535674594456e+00,5.119521575511090816e+01,1.337910756750297026e+00,4.231446343205834681e-01
3.360746832629473602e+00,5.121301190797727543e+01,1.330940077982269543e+00,1.001744180737613954e+00
3.374083129584352303e+00,5.123071607967831653e+01,1.324118438394975783e+00,1.335899973840518173e+00
3.387419426539231004e+00,5.124833023229439988e+01,1.317442224117137073e+00,1.634815623550787800e+00
3.400755723494110150e+00,5.126585628417784335e+01,1.310907900690878591e+00,1.244853767917556420e+00
3.414092020448988851e+00,5.128329610995290011e+01,1.304512013219891742e+00,1.510628069876579271e+00
3.427428317403867553e+00,5.130065154051575149e+01,1.298251186514924882e+00,7.702497977807407636e-01
3.440764614358746698e+00,5.131792436303452121e+01,1.292122125236971897e+00,1.670430103037845670e+00
3.454100911313625399e+00,5.133511632094926824e+01,1.286121614037980976e+00,1.805725192807773993e+00
3.467437208268504101e+00,5.135222911751702668e+01,1.280246510899992529e+00,7.185636404865914928e-01
3.480773505223383246e+00,5.136926440238738678e+01,1.274493773017830733e+00,8.704055292410293188e-01
3.494109802178261948e+00,5.138622377069680880e+01,1.268860458693616522e+00,1.459169039816160529e+00
3.507446099133141093e+00,5.140310878427828811e+01,1.263343686783485964e+00,1.421778295279481519e+00
3.520782396088019794e+00,5.141992097203841894e+01,1.257940636080391528e+00,1.514999593756455099e+00
3.534118693042898496e+00,5.143666182995739433e+01,1.252648545417912374e+00,6.312689253761460950e-01
3.547454989997777641e+00,5.145333282108899908e+01,1.247464713773076994e+00,1.042008889045912490e+00
3.560791286952656343e+00,5.146993537556060261e+01,1.242386500367139490e+00,9.880513551211865808e-01
3.574127583907535044e+00,5.148647089057319448e+01,1.237411324765069764e+00,1.911548694263758730e+00
3.587463880862414189e+00,5.150294073040134890e+01,1.232536666973729211e+00,1.177587000216348212e+00
3.600800177817292891e+00,5.151934622639321759e+01,1.227760067538589794e+00,9.666562253742654320e-01
3.614136474772171592e+00,5.153568867750861671e+01,1.223079126604268652e+00,7.597808159304617615e-01
3.627472771727050738e+00,5.155196935183659690e+01,1.218491501088756479e+00,1.211534786271983855e+00
3.640809068681929439e+00,5.156818946643289081e+01,1.213994943559519868e+00,1.806809856624791877e+00
3.654145365636808584e+00,5.158435020806748383e+01,1.209587262441758071e+00,4.210809373740775907e-01
3.667481662591687286e+00,5.160045273913739550e+01,1.205266310722919343e+00,1.256116829179513061e+00
3.680817959546565987e+00,5.161649819766672920e+01,1.201029986023542051e+00,1.450303526220736661e+00
3.694154256501445133e+00,5.163248769730664378e+01,1.196876230666930496e+00,2.192000342110738131e+00
3.707490553456323834e+00,5.164842232733533933e+01,1.192803031748319142e+00,1.528635167632832026e+00
3.720826850411202535e+00,5.166430315265809270e+01,1.188808421202814714e+00,1.863823931366419551e+00
3.734163147366081681e+00,5.168013121380723618e+01,1.184890475872684590e+00,1.200344887610324651e+00
3.747499444320960382e+00,5.169590752694215752e+01,1.181047317573749922e+00,4.736730185674969951e-01
3.760835741275839084e+00,5.171163308384930701e+01,1.177277113161011357e+00,4.533605084226867143e-01
3.774172038230718229e+00,5.172730885220582309e+01,1.173578074085206424e+00,8.039582467857326886e-01
3.787508335185596930e+00,5.174293577721528692e+01,1.169948453301955738e+00,1.230921272574305947e+00
3.800844632140476076e+00,5.175851476349269120e+01,1.166386580271684181e+00,1.014073745817436922e+00
3.814180929095354777e+00,5.177404669168350893e+01,1.162890828993766945e+00,9.199133245845731999e-01
3.827517226050233479e+00,5.178953242473070162e+01,1.159459605974547003e+00,2.064134854484472203e+00
3.840853523005112624e+00,5.180497280787471936e+01,1.156091350274650154e+00,-5.895810977920779017e-02
3.854189819959991326e+00,5.182036866865350078e+01,1.152784533556051372e+00,6.160379018089711112e-01
