t,E,dE_dt,dE_dt_noisy
8.761752350470093376e-01,9.920515169195708438e+01,-9.098150301482951230e-01,-8.722028387893154822e-01
8.881776355271053802e-01,9.919423129118007409e+01,-9.098877499216180276e-01,-8.972154241112109130e-01
9.001800360072014229e-01,9.918331001746840059e+01,-9.099604906814359184e-01,-8.651663371425578619e-01
9.121824364872973545e-01,9.917238787057013383e+01,-9.100332524380517762e-01,-9.272940379406157119e-01
9.241848369673933972e-01,9.916146485023324431e+01,-9.101060352017777966e-01,-9.841969488878883343e-01
9.361872374474894398e-01,9.915054095620557462e+01,-9.101788389829325032e-01,-9.156793772184950164e-01
9.481896379275854825e-01,9.913961618823483946e+01,-9.102516637918408593e-01,-9.325430714424024492e-01
9.601920384076814141e-01,9.912869054606861141e+01,-9.103245096388369317e-01,-8.715583185364582652e-01
9.721944388877774568e-01,9.911776402945432096e+01,-9.103973765342598945e-01,-9.007157341154021779e-01
9.841968393678734994e-01,9.910683663813932753e+01,-9.104702644884571372e-01,-9.920127261102121841e-01
9.961992398479695421e-01,9.909590837187080581e+01,-9.105431735117837100e-01,-9.703013275169436458e-01
1.008201640328065585e+00,9.908497923039580257e+01,-9.106161036146004362e-01,-8.664266517852377003e-01
1.020204040808161627e+00,9.907404921346127935e+01,-9.106890548072770208e-01,-8.767008039363847205e-01
1.032206441288257670e+00,9.906311832081404134e+01,-9.107620271001888312e-01,-9.427741953956132459e-01
1.044208841768353491e+00,9.905218655220075163e+01,-9.108350205037192282e-01,-9.108874603320832319e-01
1.056211242248449533e+00,9.904125390736795964e+01,-9.109080350282590111e-01,-8.886293573394496992e-01
1.068213642728545576e+00,9.903032038606210108e+01,-9.109810706842049743e-01,-8.875608538918410284e-01
1.080216043208641619e+00,9.901938598802946956e+01,-9.110541274819630164e-01,-8.672420176762455357e-01
1.092218443688737661e+00,9.900845071301620237e+01,-9.111272054319444758e-01,-8.983029240708664265e-01
1.104220844168833704e+00,9.899751456076835154e+01,-9.112003045445693505e-01,-9.159417214929942430e-01
1.116223244648929747e+00,9.898657753103182699e+01,-9.112734248302639672e-01,-9.242158280696562977e-01
1.128225645129025789e+00,9.897563962355241074e+01,-9.113465662994619798e-01,-8.585594262727994641e-01
1.140228045609121832e+00,9.896470083807572848e+01,-9.114197289626049248e-01,-1.023962442716531918e+00
1.152230446089217875e+00,9.895376117434730645e+01,-9.114929128301407779e-01,-9.184256790847076246e-01
1.164232846569313695e+00,9.894282063211255718e+01,-9.115661179125256197e-01,-9.099161127133226223e-01
1.176235247049409738e+00,9.893187921111670846e+01,-9.116393442202218589e-01,-9.829067922637312327e-01
1.188237647529505780e+00,9.892093691110493126e+01,-9.117125917636996757e-01,-8.950719111067972911e-01
1.200240048009601823e+00,9.890999373182219756e+01,-9.117858605534370220e-01,-9.443499111756067377e-01
1.212242448489697866e+00,9.889904967301339411e+01,-9.118591505999187330e-01,-8.687369107841313998e-01
1.224244848969793908e+00,9.888810473442326554e+01,-9.119324619136360832e-01,-9.182120661153524432e-01
1.236247249449889951e+00,9.887715891579644278e+01,-9.120057945050892290e-01,-8.785481324656165825e-01
1.248249649929985994e+00,9.886621221687741468e+01,-9.120791483847844328e-01,-8.511369681262233033e-01
1.260252050410082036e+00,9.885526463741051373e+01,-9.121525235632356177e-01,-8.930060444275620402e-01
1.272254450890177857e+00,9.884431617714001561e+01,-9.122259200509641452e-01,-9.560119772221064016e-01
1.284256851370273900e+00,9.883336683580998283e+01,-9.122993378584990376e-01,-9.880152694437309702e-01
1.296259251850369942e+00,9.882241661316442105e+01,-9.123727769963759782e-01,-8.247035711205573660e-01
1.308261652330465985e+00,9.881146550894715119e+01,-9.124462374751381999e-01,-9.180108471345141963e-01
1.320264052810562028e+00,9.880051352290190891e+01,-9.125197193053361522e-01,-9.469479666870522783e-01
1.332266453290658070e+00,9.878956065477227355e+01,-9.125932224975285001e-01,-9.053803680944872978e-01
1.344268853770754113e+00,9.877860690430171076e+01,-9.126667470622796818e-01,-9.222373135864121441e-01
1.356271254250850156e+00,9.876765227123355828e+01,-9.127402930101627954e-01,-8.701331797995284223e-01
1.368273654730946198e+00,9.875669675531099756e+01,-9.128138603517587102e-01,-9.111174512299037298e-01
1.380276055211042019e+00,9.874574035627711055e+01,-9.128874490976535139e-01,-9.121999699167325781e-01
1.392278455691138062e+00,9.873478307387485131e+01,-9.129610592584430639e-01,-9.486900453100912678e-01
1.404280856171234104e+00,9.872382490784701758e+01,-9.130346908447293242e-01,-8.895562859073546935e-01
1.416283256651330147e+00,9.871286585793632185e+01,-9.131083438671214747e-01,-9.648016799848706526e-01
1.428285657131426190e+00,9.870190592388530604e+01,-9.131820183362370225e-01,-8.798875463480386738e-01
1.440288057611522232e+00,9.869094510543639842e+01,-9.132557142627001356e-01,-8.370588386131935232e-01
1.452290458091618275e+00,9.867998340233189936e+01,-9.133294316571430871e-01,-9.895637335621007002e-01
1.464292858571714318e+00,9.866902081431399552e+01,-9.134031705302041448e-01,-1.036714632097770039e+00
1.476295259051810360e+00,9.865805734112473147e+01,-9.134769308925309028e-01,-8.826329931348149138e-01
1.488297659531906181e+00,9.864709298250599545e+01,-9.135507127547772832e-01,-7.861558219806209502e-01
1.500300060012002223e+00,9.863612773819960466e+01,-9.136245161276040916e-01,-9.636707585711987711e-01
1.512302460492098266e+00,9.862516160794719156e+01,-9.136983410216812374e-01,-9.762331289617806052e-01
1.524304860972194309e+00,9.861419459149030331e+01,-9.137721874476847361e-01,-8.843237407586610477e-01
1.536307261452290351e+00,9.860322668857033079e+01,-9.138460554162984861e-01,-9.558821349192139216e-01
1.548309661932386394e+00,9.859225789892853697e+01,-9.139199449382134910e-01,-9.392212191350503003e-01
1.560312062412482437e+00,9.858128822230608534e+01,-9.139938560241291921e-01,-9.313997293583180515e-01
1.572314462892578479e+00,9.857031765844396887e+01,-9.140677886847515810e-01,-8.874676843701616580e-01
1.584316863372674522e+00,9.855934620708309524e+01,-9.141417429307940878e-01,-9.344068610004500064e-01
1.596319263852770343e+00,9.854837386796420162e+01,-9.142157187729783585e-01,-9.003215767689703997e-01
1.608321664332866385e+00,9.853740064082792571e+01,-9.142897162220323670e-01,-9.231163791667111873e-01
1.620324064812962428e+00,9.852642652541476309e+01,-9.143637352886934133e-01,-9.565972904712736202e-01
1.632326465293058471e+00,9.851545152146508144e+01,-9.144377759837045705e-01,-9.304290888708656171e-01
1.644328865773154513e+00,9.850447562871912055e+01,-9.145118383178170163e-01,-9.620318215762129199e-01
1.656331266253250556e+00,9.849349884691699231e+01,-9.145859223017894779e-01,-9.142601730083020906e-01
1.668333666733346599e+00,9.848252117579869491e+01,-9.146600279463882321e-01,-9.708533393246701060e-01
1.680336067213442641e+00,9.847154261510407025e+01,-9.147341552623875494e-01,-9.693788737271497036e-01
1.692338467693538684e+00,9.846056316457284652e+01,-9.148083042605678061e-01,-8.419602134953050321e-01
1.704340868173634505e+00,9.844958282394462401e+01,-9.148824749517185939e-01,-9.175416859669857095e-01
1.716343268653730547e+00,9.843860159295887513e+01,-9.149566673466360545e-01,-9.176517686202382285e-01
1.728345669133826590e+00,9.842761947135493017e+01,-9.150308814561239901e-01,-8.894540604602430012e-01
1.740348069613922632e+00,9.841663645887200573e+01,-9.151051172909943077e-01,-9.361479674184378652e-01
1.752350470094018675e+00,9.840565255524919053e+01,-9.151793748620657976e-01,-9.266061432359736783e-01
1.764352870574114718e+00,9.839466776022543115e+01,-9.152536541801650216e-01,-8.939962174135696049e-01
1.776355271054210760e+00,9.838368207353954631e+01,-9.153279552561260912e-01,-9.012071631439060315e-01
1.788357671534306803e+00,9.837269549493025522e+01,-9.154022781007910003e-01,-9.733671144474125292e-01
1.800360072014402846e+00,9.836170802413610659e+01,-9.154766227250088484e-01,-8.738094928915257631e-01
1.812362472494498666e+00,9.835071966089553541e+01,-9.155509891396377276e-01,-9.450727363040898332e-01
1.824364872974594709e+00,9.833973040494686302e+01,-9.156253773555406150e-01,-9.684293248712498858e-01
1.836367273454690752e+00,9.832874025602828283e+01,-9.156997873835903690e-01,-9.607235408835429480e-01
1.848369673934786794e+00,9.831774921387781774e+01,-9.157742192346670640e-01,-9.353014864524331617e-01
1.860372074414882837e+00,9.830675727823341958e+01,-9.158486729196576581e-01,-8.344836601885042837e-01
1.872374474894978880e+00,9.829576444883286968e+01,-9.159231484494577691e-01,-9.746999436954968399e-01
1.884376875375074922e+00,9.828477072541383563e+01,-9.159976458349692319e-01,-9.079938512082521562e-01
1.896379275855170965e+00,9.827377610771387140e+01,-9.160721650871028743e-01,-1.022963382991631809e+00
1.908381676335267008e+00,9.826278059547036037e+01,-9.161467062167767406e-01,-9.162250528740365496e-01
1.920384076815362828e+00,9.825178418842058647e+01,-9.162212692349160914e-01,-8.712429483611157099e-01
1.932386477295458871e+00,9.824078688630171996e+01,-9.162958541524545142e-01,-9.281290202555272373e-01
1.944388877775554914e+00,9.822978868885077475e+01,-9.163704609803330348e-01,-9.478382071745001802e-01
1.956391278255650956e+00,9.821878959580463686e+01,-9.164450897294997844e-01,-9.048695365265728707e-01
1.968393678735746999e+00,9.820778960690007864e+01,-9.165197404109111101e-01,-8.815121528533785833e-01
1.980396079215843042e+00,9.819678872187374452e+01,-9.165944130355311303e-01,-8.834115344846608098e-01
1.992398479695939084e+00,9.818578694046213684e+01,-9.166691076143315131e-01,-8.180454149178418843e-01
2.004400880176035127e+00,9.817478426240163003e+01,-9.167438241582914760e-01,-9.062854505414776884e-01
2.016403280656131169e+00,9.816378068742847063e+01,-9.168185626783983411e-01,-9.464390676660450197e-01
2.028405681136227212e+00,9.815277621527880569e+01,-9.168933231856459809e-01,-9.231922826849781050e-01
2.040408081616323255e+00,9.814177084568859755e+01,-9.169681056910380379e-01,-9.205930329720286576e-01
2.052410482096419297e+00,9.813076457839372324e+01,-9.170429102055839277e-01,-9.116060410316779716e-01
2.064412882576515340e+00,9.811975741312991772e+01,-9.171177367403017255e-01,-9.186191274017734276e-01
2.076415283056611383e+00,9.810874934963280225e+01,-9.171925853062170564e-01,-9.084942883614068876e-01
2.088417683536706981e+00,9.809774038763782755e+01,-9.172674559143633166e-01,-1.000809958945118927e+00
2.100420084016803024e+00,9.808673052688037330e+01,-9.173423485757818963e-01,-8.758609007737797603e-01
2.112422484496899067e+00,9.807571976709563444e+01,-9.174172633015208467e-01,-9.461542267475724355e-01
2.124424884976995109e+00,9.806470810801872062e+01,-9.174922001026379892e-01,-9.761501349249892545e-01
2.136427285457091152e+00,9.805369554938457100e+01,-9.175671589901970293e-01,-8.856796010081252613e-01
2.148429685937187195e+00,9.804268209092805364e+01,-9.176421399752701102e-01,-8.517758396059660342e-01
2.160432086417283237e+00,9.803166773238385190e+01,-9.177171430689365916e-01,-8.930657355939644049e-01
2.172434486897379280e+00,9.802065247348654964e+01,-9.177921682822858251e-01,-9.097342025900098106e-01
2.184436887377475323e+00,9.800963631397058862e+01,-9.178672156264120474e-01,-9.644782308950096139e-01
2.196439287857571365e+00,9.799861925357029691e+01,-9.179422851124189320e-01,-7.743639182217439965e-01
2.208441688337667408e+00,9.798760129201986047e+01,-9.180173767514175909e-01,-8.740044457183422377e-01
2.220444088817763451e+00,9.797658242905335158e+01,-9.180924905545269077e-01,-9.750572240716757211e-01
2.232446489297859493e+00,9.796556266440468619e+01,-9.181676265328739817e-01,-9.571495223448611700e-01
2.244448889777955536e+00,9.795454199780768079e+01,-9.182427846975925734e-01,-9.138938222689974022e-01
2.256451290258051579e+00,9.794352042899600974e+01,-9.183179650598261023e-01,-9.960545216596253804e-01
2.268453690738147621e+00,9.793249795770321953e+01,-9.183931676307236502e-01,-9.099616472801979050e-01
2.280456091218243664e+00,9.792147458366272872e+01,-9.184683924214445128e-01,-9.414219702070825146e-01
2.292458491698339706e+00,9.791045030660782800e+01,-9.185436394431536478e-01,-8.572301094273427902e-01
2.304460892178435749e+00,9.789942512627168014e+01,-9.186189087070252279e-01,-8.705111755256128570e-01
2.316463292658531348e+00,9.788839904238730583e+01,-9.186942002242414196e-01,-1.054258472095980004e+00
2.328465693138627390e+00,9.787737205468762625e+01,-9.187695140059908283e-01,-9.166843847046252103e-01
2.340468093618723433e+00,9.786634416290539207e+01,-9.188448500634712746e-01,-9.997182250396556835e-01
2.352470494098819476e+00,9.785531536677328290e+01,-9.189202084078881283e-01,-8.634383084454619883e-01
2.364472894578915518e+00,9.784428566602377941e+01,-9.189955890504543090e-01,-9.105902955940631260e-01
2.376475295059011561e+00,9.783325506038930541e+01,-9.190709920023907298e-01,-8.916507193930408581e-01
2.388477695539107604e+00,9.782222354960208577e+01,-9.191464172749267414e-01,-9.724026537150917138e-01
2.400480096019203646e+00,9.781119113339428850e+01,-9.192218648792990221e-01,-8.278003529795240345e-01
2.412482496499299689e+00,9.780015781149788268e+01,-9.192973348267523548e-01,-8.182936664692300743e-01
2.424484896979395732e+00,9.778912358364476631e+01,-9.193728271285399600e-01,-9.726113792598505281e-01
2.436487297459491774e+00,9.777808844956666690e+01,-9.194483417959207205e-01,-9.008075857026048849e-01
2.448489697939587817e+00,9.776705240899519822e+01,-9.195238788401657315e-01,-9.531890002596751232e-01
2.460492098419683860e+00,9.775601546166187461e+01,-9.195994382725491967e-01,-9.207779351155858105e-01
2.472494498899779902e+00,9.774497760729803986e+01,-9.196750201043567552e-01,-9.829568690655849927e-01
2.484496899379875945e+00,9.773393884563490985e+01,-9.197506243468808185e-01,-8.263933486178498544e-01
2.496499299859971988e+00,9.772289917640360102e+01,-9.198262510114214585e-01,-9.682852265655548241e-01
2.508501700340068030e+00,9.771185859933508766e+01,-9.199019001092868519e-01,-9.347060908591615647e-01
2.520504100820164073e+00,9.770081711416020198e+01,-9.199775716517936131e-01,-8.949034250962675241e-01
2.532506501300259671e+00,9.768977472060966250e+01,-9.200532656502656836e-01,-9.524312995710720875e-01
2.544508901780355714e+00,9.767873141841407403e+01,-9.201289821160356652e-01,-9.320946036026507286e-01
2.556511302260451757e+00,9.766768720730385667e+01,-9.202047210604434868e-01,-9.483867133817917017e-01
2.568513702740547799e+00,9.765664208700937365e+01,-9.202804824948378482e-01,-9.269535202366525617e-01
2.580516103220643842e+00,9.764559605726081770e+01,-9.203562664305745544e-01,-9.788833981855896704e-01
2.592518503700739885e+00,9.763454911778825362e+01,-9.204320728790180706e-01,-9.423314766591330827e-01
2.604520904180835927e+00,9.762350126832161834e+01,-9.205079018515407441e-01,-9.308525480871530089e-01
2.616523304660931970e+00,9.761245250859073508e+01,-9.205837533595229161e-01,-9.372700535497296981e-01
2.628525705141028013e+00,9.760140283832528496e+01,-9.206596274143528102e-01,-9.178251296696630090e-01
2.640528105621124055e+00,9.759035225725483542e+01,-9.207355240274269770e-01,-9.353906349952629817e-01
2.652530506101220098e+00,9.757930076510879758e+01,-9.208114432101495161e-01,-8.831508727881804965e-01
2.664532906581316141e+00,9.756824836161648307e+01,-9.208873849739331874e-01,-9.370471812632247266e-01
2.676535307061412183e+00,9.755719504650706142e+01,-9.209633493301984108e-01,-9.277958291449925898e-01
2.688537707541508226e+00,9.754614081950956006e+01,-9.210393362903742664e-01,-9.542784030901668713e-01
2.700540108021604269e+00,9.753508568035290693e+01,-9.211153458658966064e-01,-9.474410878716584827e-01
2.712542508501700311e+00,9.752402962876587367e+01,-9.211913780682110531e-01,-9.844160176091967251e-01
2.724544908981796354e+00,9.751297266447713241e+01,-9.212674329087700009e-01,-8.953281868648718111e-01
2.736547309461892397e+00,9.750191478721518479e+01,-9.213435103990345043e-01,-9.784694112816590961e-01
2.748549709941987995e+00,9.749085599670846136e+01,-9.214196105504735002e-01,-9.587124304598897417e-01
2.760552110422084038e+00,9.747979629268520796e+01,-9.214957333745642520e-01,-9.035335007740040725e-01
2.772554510902180080e+00,9.746873567487357093e+01,-9.215718788827917951e-01,-9.014432105855652022e-01
2.784556911382276123e+00,9.745767414300155451e+01,-9.216480470866502683e-01,-9.416537846369038567e-01
2.796559311862372166e+00,9.744661169679706347e+01,-9.217242379976402500e-01,-1.022687528522080225e+00
2.808561712342468208e+00,9.743554833598781784e+01,-9.218004516272719773e-01,-9.007747872624931595e-01
2.820564112822564251e+00,9.742448406030148078e+01,-9.218766879870632369e-01,-9.088985150424602200e-01
2.832566513302660294e+00,9.741341886946551654e+01,-9.219529470885392541e-01,-9.925720078621280695e-01
2.844568913782756336e+00,9.740235276320731828e+01,-9.220292289432353572e-01,-8.835131248035105189e-01
2.856571314262852379e+00,9.739128574032226027e+01,-9.221055335691183963e-01,-9.571605235907897358e-01
2.868573714742948422e+00,9.738021779956099522e+01,-9.221818609844780745e-01,-9.784912667921430440e-01
2.880576115223044464e+00,9.736914894066906356e+01,-9.222582112007530197e-01,-9.174716756525401751e-01
2.892578515703140507e+00,9.735807916339201995e+01,-9.223345842293902974e-01,-9.312581057993510880e-01
2.904580916183236550e+00,9.734700846747519165e+01,-9.224109800818438565e-01,-9.122797800322864914e-01
2.916583316663332592e+00,9.733593685266366435e+01,-9.224873987695779709e-01,-1.002774801685800021e+00
2.928585717143428635e+00,9.732486431870236743e+01,-9.225638403040652413e-01,-8.319523344904465878e-01
2.940588117623524678e+00,9.731379086533594602e+01,-9.226403046967859289e-01,-9.527732354239722978e-01
2.952590518103620720e+00,9.730271649230888897e+01,-9.227167919592305090e-01,-9.996997573840510354e-01
2.964592918583716319e+00,9.729164119936542932e+01,-9.227933021028966731e-01,-8.918511926745391616e-01
2.976595319063812362e+00,9.728056498624960113e+01,-9.228698351392928823e-01,-9.406100416443516909e-01
2.988597719543908404e+00,9.726948785270521114e+01,-9.229463910799340365e-01,-9.067034667912888812e-01
3.000600120024004447e+00,9.725840979847588130e+01,-9.230229699363452500e-01,-9.400033914675971491e-01
3.012602520504100490e+00,9.724733082330496359e+01,-9.230995717200605188e-01,-9.260865897440565542e-01
3.024604920984196532e+00,9.723625092693565364e+01,-9.231761964426209444e-01,-9.108875542556892357e-01
3.036607321464292575e+00,9.722517010911089130e+01,-9.232528441155777310e-01,-9.605854883147226797e-01
3.048609721944388617e+00,9.721408836957340327e+01,-9.233295147504915201e-01,-8.893925349575135808e-01
3.060612122424484660e+00,9.720300570806570306e+01,-9.234062083589302805e-01,-9.469012133129074416e-01
3.072614522904580703e+00,9.719192212433011946e+01,-9.234829249524716399e-01,-9.669672821609952562e-01
3.084616923384676745e+00,9.718083761810871124e+01,-9.235596645427012197e-01,-9.197080434515760849e-01
3.096619323864772788e+00,9.716975218914338086e+01,-9.236364271412144111e-01,-9.013843632166622655e-01
3.108621724344868831e+00,9.715866583717574656e+01,-9.237132127596141551e-01,-9.351671798405460923e-01
3.120624124824964873e+00,9.714757856194727026e+01,-9.237900214095148277e-01,-9.669160107634929835e-01
3.132626525305060916e+00,9.713649036319915808e+01,-9.238668531025360231e-01,-8.928775747871043889e-01
3.144628925785156959e+00,9.712540124067244562e+01,-9.239437078503086598e-01,-1.011960147456447467e+00
3.156631326265253001e+00,9.711431119410788426e+01,-9.240205856644723159e-01,-9.755637924662489135e-01
3.168633726745349044e+00,9.710322022324608326e+01,-9.240974865566735641e-01,-9.221213420300043984e-01
3.180636127225445087e+00,9.709212832782738190e+01,-9.241744105385706343e-01,-9.922273804538239705e-01
3.192638527705540685e+00,9.708103550759192046e+01,-9.242513576218287508e-01,-9.228516444093702864e-01
3.204640928185636728e+00,9.706994176227964033e+01,-9.243283278181221307e-01,-9.270714837190453528e-01
3.216643328665732771e+00,9.705884709163024127e+01,-9.244053211391344282e-01,-8.794683316962259578e-01
3.228645729145828813e+00,9.704775149538322410e+01,-9.244823375965579570e-01,-9.702218551872225927e-01
3.240648129625924856e+00,9.703665497327786227e+01,-9.245593772020938017e-01,-9.558547033841758855e-01
3.252650530106020899e+00,9.702555752505323028e+01,-9.246364399674518175e-01,-9.079773557324017919e-01
3.264652930586116941e+00,9.701445915044814683e+01,-9.247135259043518518e-01,-1.047591705414642194e+00
3.276655331066212984e+00,9.700335984920127430e+01,-9.247906350245208573e-01,-7.697885200787916160e-01
3.288657731546309027e+00,9.699225962105100507e+01,-9.248677673396961119e-01,-9.598003038627845873e-01
3.300660132026405069e+00,9.698115846573553256e+01,-9.249449228616237750e-01,-9.614366754979016827e-01
3.312662532506501112e+00,9.697005638299286545e+01,-9.250221016020584441e-01,-8.819657260568728452e-01
3.324664932986597154e+00,9.695895337256075663e+01,-9.250993035727629321e-01,-9.270908956445471638e-01
3.336667333466693197e+00,9.694784943417676004e+01,-9.251765287855109321e-01,-1.014147959720690384e+00
