t,E,dE_dt,dE_dt_noisy
1.933763058457435013e+00,1.716849287365327659e-01,1.388316861554022563e-01,1.437594642814808144e-01
1.947099355412313937e+00,1.735503364396514259e-01,1.409222166901470397e-01,1.398800184905723276e-01
1.960435652367192860e+00,1.754438191312090167e-01,1.430420194010384727e-01,1.338255553249110275e-01
1.973771949322071784e+00,1.773657665779885817e-01,1.451909078100390160e-01,1.609232621740152580e-01
1.987108246276950485e+00,1.793165649117048066e-01,1.473686535704367695e-01,1.670081825054865743e-01
2.000444543231829186e+00,1.812965979127429128e-01,1.495749869002659382e-01,1.421430335361109631e-01
2.013780840186708332e+00,1.833062445492244508e-01,1.518095928914511006e-01,1.695202378715033042e-01
2.027117137141587033e+00,1.853458788496165910e-01,1.540721104987502199e-01,1.651469495911762064e-01
2.040453434096466179e+00,1.874158699027326513e-01,1.563621317412213496e-01,1.649921249645099619e-01
2.053789731051344880e+00,1.895165818577316252e-01,1.586792009787073854e-01,1.636908247394047999e-01
2.067126028006223581e+00,1.916483727942312199e-01,1.610228130282597980e-01,1.582277419299654986e-01
2.080462324961102727e+00,1.938115927464320043e-01,1.633924104682742406e-01,1.625183378791142108e-01
2.093798621915981428e+00,1.960065850352961936e-01,1.657873846924522443e-01,1.680704771020154198e-01
2.107134918870860130e+00,1.982336834231401557e-01,1.682070725061147187e-01,1.814997476138085208e-01
2.120471215825739275e+00,2.004932119973256432e-01,1.706507558617829934e-01,1.579157957508857124e-01
2.133807512780617976e+00,2.027854851702595163e-01,1.731176618490270491e-01,1.753202382786883395e-01
2.147143809735496678e+00,2.051108076793941026e-01,1.756069628142064021e-01,1.648496156207544250e-01
2.160480106690375823e+00,2.074694729424646777e-01,1.781177748675607797e-01,1.789841780584636999e-01
2.173816403645254525e+00,2.098617614619563421e-01,1.806491566424767159e-01,1.780009655302793592e-01
2.187152700600133670e+00,2.122879416917960727e-01,1.832001108474723972e-01,1.758568764170685694e-01
2.200488997555012372e+00,2.147482672759102873e-01,1.857695821609587350e-01,1.918966646112260088e-01
2.213825294509891073e+00,2.172429770088864509e-01,1.883564582165512813e-01,1.951751982036812050e-01
2.227161591464770218e+00,2.197722948359729922e-01,1.909595707975391410e-01,1.784543466544705748e-01
2.240497888419648920e+00,2.223364298530788596e-01,1.935776971975660121e-01,1.862740642078258846e-01
2.253834185374527621e+00,2.249355742032842220e-01,1.962095596248317475e-01,2.009251357745646394e-01
2.267170482329406767e+00,2.275699022593140330e-01,1.988538261663272411e-01,1.937945183127104121e-01
2.280506779284285468e+00,2.302395708036310551e-01,2.015091129541346782e-01,2.044966635237851493e-01
2.293843076239164169e+00,2.329447168629331655e-01,2.041739841900249153e-01,1.763477870775986278e-01
2.307179373194043315e+00,2.356854577068237533e-01,2.068469545610509830e-01,2.028318163388680151e-01
2.320515670148922016e+00,2.384618908478113863e-01,2.095264918215507810e-01,2.061378152614051495e-01
2.333851967103801162e+00,2.412740940410397494e-01,2.122110195317214731e-01,2.148999250228625923e-01
2.347188264058679863e+00,2.441221234080056812e-01,2.148989181836253037e-01,2.368891167573380363e-01
2.360524561013558564e+00,2.470060128252245801e-01,2.175885277644281079e-01,2.148905038780179466e-01
2.373860857968437710e+00,2.499257741417782452e-01,2.202781512560609556e-01,2.185381206999738035e-01
2.387197154923316411e+00,2.528813957384194455e-01,2.229660567466144883e-01,2.371286200782586062e-01
2.400533451878195113e+00,2.558728425275724194e-01,2.256504810428513197e-01,2.243280071205770443e-01
2.413869748833074258e+00,2.589000559533326529e-01,2.283296333864569538e-01,2.446899713922272845e-01
2.427206045787952959e+00,2.619629539914665739e-01,2.310016992591539253e-01,2.384930971861778937e-01
2.440542342742831661e+00,2.650614304369952601e-01,2.336648436536003515e-01,2.158312755714313080e-01
2.453878639697710806e+00,2.681953536702346153e-01,2.363172140207982774e-01,2.381652414347344704e-01
2.467214936652589508e+00,2.713645675408078439e-01,2.389569451116918819e-01,2.547760888286211278e-01
2.480551233607468653e+00,2.745688909105014619e-01,2.415821626882817819e-01,2.437870511395876238e-01
2.493887530562347354e+00,2.778081176459579749e-01,2.441909876443565663e-01,2.471411760729235740e-01
2.507223827517226056e+00,2.810820166186762115e-01,2.467815401295172795e-01,2.485350560841369516e-01
2.520560124472105201e+00,2.843903317050114898e-01,2.493519436535706069e-01,2.507878463177211081e-01
2.533896421426983903e+00,2.877327819288116317e-01,2.519003292627234325e-01,2.644193519402923132e-01
2.547232718381862604e+00,2.911090615473042598e-01,2.544248396093675701e-01,2.599107680730658454e-01
2.560569015336741749e+00,2.945188389531859796e-01,2.569236320881252977e-01,2.594219971539749037e-01
2.573905312291620451e+00,2.979617587154063107e-01,2.593948842186197257e-01,2.828620841641696360e-01
2.587241609246499152e+00,3.014374418350357354e-01,2.618367975073685461e-01,2.472778876735294284e-01
2.600577906201378298e+00,3.049454857452651435e-01,2.642476010012981269e-01,2.577327988536538550e-01
2.613914203156256999e+00,3.084854643114055550e-01,2.666255547184303021e-01,2.635734268997234619e-01
2.627250500111136144e+00,3.120569278308891192e-01,2.689689529453654915e-01,2.652457812381523450e-01
2.640586797066014846e+00,3.156594040825542735e-01,2.712761280560028743e-01,2.541730816033032081e-01
2.653923094020893547e+00,3.192923998110906436e-01,2.735454543482119805e-01,3.002018433392791286e-01
2.667259390975772693e+00,3.229553976878103416e-01,2.757753488619265614e-01,2.748915201030006639e-01
2.680595687930651394e+00,3.266478610856486942e-01,2.779642768928199392e-01,2.832126005733708873e-01
2.693931984885530095e+00,3.303692344127274749e-01,2.801107543531848876e-01,2.799492066084067199e-01
2.707268281840409241e+00,3.341189431123542941e-01,2.822133497423585102e-01,2.702827465115373307e-01
2.720604578795287942e+00,3.378963936630220988e-01,2.842706859423111410e-01,3.073893012211069697e-01
2.733940875750166644e+00,3.417009735784103941e-01,2.862814418388043292e-01,2.850671273776041459e-01
2.747277172705045789e+00,3.455320515769980672e-01,2.882443538550703011e-01,2.895674625229202048e-01
2.760613469659924490e+00,3.493889834921534709e-01,2.901582201006065453e-01,2.897192098098100299e-01
2.773949766614803636e+00,3.532711058118628844e-01,2.920218979412725901e-01,2.950202802183423678e-01
2.787286063569682337e+00,3.571777396470067201e-01,2.938343067869075287e-01,3.079231620648046897e-01
2.800622360524561039e+00,3.611081943385026638e-01,2.955944301793050344e-01,2.951260258908264822e-01
2.813958657479440184e+00,3.650617674573055638e-01,2.973013158540233625e-01,2.635934475500190111e-01
2.827294954434318885e+00,3.690377448044070419e-01,2.989540756615737815e-01,2.923081717540874647e-01
2.840631251389197587e+00,3.730354004108359933e-01,3.005518853565617432e-01,2.897909601737971297e-01
2.853967548344076732e+00,3.770539965376585867e-01,3.020939842636384820e-01,3.076905635667201988e-01
2.867303845298955434e+00,3.810927836759774867e-01,3.035796748293292380e-01,2.994673636902074332e-01
2.880640142253834135e+00,3.851510046429537093e-01,3.050083234786309383e-01,3.098559376573579160e-01
2.893976439208713280e+00,3.892278978160614855e-01,3.063793607069552616e-01,3.081361775055040941e-01
2.907312736163591982e+00,3.933226868833819556e-01,3.076922765694179440e-01,3.023978427209400022e-01
2.920649033118471127e+00,3.974345916799638112e-01,3.089466233273018281e-01,3.164565919048441534e-01
2.933985330073349829e+00,4.015628286553196702e-01,3.101420140970577721e-01,3.071516731494966512e-01
2.947321627028228530e+00,4.057066108734269094e-01,3.112781212849117796e-01,2.993458891511918685e-01
2.960657923983107676e+00,4.098651480127273317e-01,3.123546749852305071e-01,2.970082405425770733e-01
2.973994220937986377e+00,4.140376463661269435e-01,3.133714613520799386e-01,3.032386292164805375e-01
2.987330517892865078e+00,4.182233088409965105e-01,3.143283209529256217e-01,2.880248405437241255e-01
3.000666814847744224e+00,4.224213349591711686e-01,3.152251471129279281e-01,3.145000712392814202e-01
3.014003111802622925e+00,4.266309208569502576e-01,3.160618842577757603e-01,3.180122974848734740e-01
3.027339408757501626e+00,4.308512646902679100e-01,3.168385272175304745e-01,3.045547261548198770e-01
3.040675705712380772e+00,4.350815716540143985e-01,3.175551200082669112e-01,2.942045981894194639e-01
3.054012002667259473e+00,4.393210354402389273e-01,3.182117507281501667e-01,3.065135527290908657e-01
3.067348299622138619e+00,4.435688532766344783e-01,3.188085525695101841e-01,3.276728056640027531e-01
3.080684596577017320e+00,4.478242267949733568e-01,3.193457018767272837e-01,3.171515656472372879e-01
3.094020893531896021e+00,4.520863620311081355e-01,3.198234160875815246e-01,3.203147143831016619e-01
3.107357190486775167e+00,4.563544694249713762e-01,3.202419517287015127e-01,3.222421900205907352e-01
3.120693487441653868e+00,4.606277638205750202e-01,3.206016024689475330e-01,3.201311111045063718e-01
3.134029784396532570e+00,4.649054644660113311e-01,3.209026972339977801e-01,3.187046756571269568e-01
3.147366081351411715e+00,4.691867950134523957e-01,3.211455983848547358e-01,3.271061183738494527e-01
3.160702378306290417e+00,4.734709835191497906e-01,3.213306999624927496e-01,3.270033403336683464e-01
3.174038675261169118e+00,4.777572624434354154e-01,3.214584260003889860e-01,3.136824527520330474e-01
3.187374972216048263e+00,4.820448686507211034e-01,3.215292289062355868e-01,3.140414631849530736e-01
3.200711269170926965e+00,4.863330434094979005e-01,3.215435879137285569e-01,3.202405171193810629e-01
3.214047566125806110e+00,4.906210324086960339e-01,3.215020076046821718e-01,3.244277868752826199e-01
3.227383863080684812e+00,4.949080951027885478e-01,3.214050162296464008e-01,3.267930803678713025e-01
3.240720160035563513e+00,4.991934992462978005e-01,3.212531640032214031e-01,3.199234696684232215e-01
3.254056456990442658e+00,5.034765149146541718e-01,3.210470219280291970e-01,3.191088088006032164e-01
3.267392753945321360e+00,5.077564209726443956e-01,3.207871803102317898e-01,3.089279460217559947e-01
3.280729050900200061e+00,5.120325050744130024e-01,3.204742473712987594e-01,3.321377194778236119e-01
3.294065347855079207e+00,5.163040636634609326e-01,3.201088479339221360e-01,3.200869462755626671e-01
3.307401644809957908e+00,5.205704019726462572e-01,3.196916221804390612e-01,3.271505142178702807e-01
3.320737941764836609e+00,5.248308340241840675e-01,3.192232244819404596e-01,3.160892352383376513e-01
3.334074238719715755e+00,5.290846826296469185e-01,3.187043222960991296e-01,3.078174684986344500e-01
3.347410535674594456e+00,5.333312793899632753e-01,3.181355951316177100e-01,3.124344337899220836e-01
3.360746832629473602e+00,5.375699646954197330e-01,3.175177335771020015e-01,3.115527040359959421e-01
3.374083129584352303e+00,5.418000877256591297e-01,3.168514383920696953e-01,3.217401219934597489e-01
3.387419426539231004e+00,5.460210064496816562e-01,3.161374196577493856e-01,3.122651471029426196e-01
3.400755723494110150e+00,5.502320876258445237e-01,3.153763959852667331e-01,3.261417322675836949e-01
3.414092020448988851e+00,5.544327090575743577e-01,3.145690933323995186e-01,3.199397831408589687e-01
3.427428317403867553e+00,5.586222598741095169e-01,3.137162441326298290e-01,3.388191254476606851e-01
3.440764614358746698e+00,5.628001370984730967e-01,3.128185872767383358e-01,2.960283460000905364e-01
3.454100911313625399e+00,5.669657478867047296e-01,3.118768670612641070e-01,3.258577254544347546e-01
3.467437208268504101e+00,5.711185095401158929e-01,3.108918325723938891e-01,3.055765542766766818e-01
3.480773505223383246e+00,5.752578495052893537e-01,3.098642371162628750e-01,3.095542884299170572e-01
3.494109802178261948e+00,5.793832053740793908e-01,3.087948376908805082e-01,3.117723036605474785e-01
3.507446099133141093e+00,5.834940248836121279e-01,3.076843944972291189e-01,3.189263574168861304e-01
3.520782396088019794e+00,5.875897659162845343e-01,3.065336704871233220e-01,3.074500580853321008e-01
3.534118693042898496e+00,5.916698964997658683e-01,3.053434309454711726e-01,3.011229480117746937e-01
3.547454989997777641e+00,5.957338948069967888e-01,3.041144431046328145e-01,3.212582251485551765e-01
3.560791286952656343e+00,5.997812491561888004e-01,3.028474757886340796e-01,2.961627231453661802e-01
3.574127583907535044e+00,6.038114580108258078e-01,3.015432990850520079e-01,3.114719668431600863e-01
3.587463880862414189e+00,6.078240299796628943e-01,3.002026840424567022e-01,2.984594937907457668e-01
3.600800177817292891e+00,6.118184839771092509e-01,2.988264023352644738e-01,3.112417575933102976e-01
3.614136474772171592e+00,6.157943497046493020e-01,2.974152258245362224e-01,2.971900054658729307e-01
3.627472771727050738e+00,6.197511671468078909e-01,2.959699264737841173e-01,2.878364423225102109e-01
3.640809068681929439e+00,6.236884865150842394e-01,2.944912761435251047e-01,2.833059229830944825e-01
3.654145365636808584e+00,6.276058682519659593e-01,2.929800463818570400e-01,2.861879830467909391e-01
3.667481662591687286e+00,6.315028830309280528e-01,2.914370082307268239e-01,2.986245275125387066e-01
3.680817959546565987e+00,6.353791117564338009e-01,2.898629320448909419e-01,3.041024602128581944e-01
3.694154256501445133e+00,6.392341455639340975e-01,2.882585873220063766e-01,2.891906298176181722e-01
3.707490553456323834e+00,6.430675858198677819e-01,2.866247425423529283e-01,2.901085840675248217e-01
3.720826850411202535e+00,6.468790441216616394e-01,2.849621650167625253e-01,2.702489140118209399e-01
3.734163147366081681e+00,6.506681422977304008e-01,2.832716207413919496e-01,2.815549049210028798e-01
3.747499444320960382e+00,6.544345124074762987e-01,2.815538742580473985e-01,2.925379877779007431e-01
3.760835741275839084e+00,6.581777967412898445e-01,2.798096885188318117e-01,2.903427626314445953e-01
3.774172038230718229e+00,6.618976478205493841e-01,2.780398247539476175e-01,2.656752389679450932e-01
3.787508335185596930e+00,6.655937283976207652e-01,2.762450423415563905e-01,2.718841348670312241e-01
3.800844632140476076e+00,6.692657114558583364e-01,2.744260986786499767e-01,2.688744490428595646e-01
3.814180929095354777e+00,6.729132798240391455e-01,2.725837492485757574e-01,2.755826719436781369e-01
3.827517226050233479e+00,6.765361261034950058e-01,2.707187475475842930e-01,2.637722476958657136e-01
3.840853523005112624e+00,6.801339534203398873e-01,2.688318445769505294e-01,2.690121568985439082e-01
3.854189819959991326e+00,6.837064747752408245e-01,2.669237890446952144e-01,2.802439549816275743e-01
