S,v
1.618235813354153285e-02,1.592461855140866675e-02
1.621966979262762579e-02,1.596074971346114757e-02
1.625706748119670406e-02,1.599696151955083342e-02
1.629455139760692742e-02,1.603325414361419718e-02
1.633212174067380854e-02,1.606962775993531212e-02
1.636977870967126422e-02,1.610608254314643134e-02
1.640752250433268750e-02,1.614261866822856370e-02
1.644535332485198495e-02,1.617923631051201155e-02
1.648327137188465921e-02,1.621593564567698834e-02
1.652127684654885326e-02,1.625271684975413203e-02
1.655936995042644327e-02,1.628958009912511579e-02
1.659755088556407951e-02,1.632652557052321346e-02
1.663581985447427913e-02,1.636355344103384776e-02
1.667417706013648790e-02,1.640066388809518355e-02
1.671262270599815913e-02,1.643785708949868293e-02
1.675115699597584662e-02,1.647513322338970201e-02
1.678978013445625930e-02,1.651249246826801478e-02
1.682849232629737152e-02,1.654993500298844802e-02
1.686729377682949504e-02,1.658746100676139479e-02
1.690618469185636505e-02,1.662507065915341115e-02
1.694516527765625377e-02,1.666276414008780599e-02
1.698423574098303565e-02,1.670054162984519613e-02
1.702339628906729754e-02,1.673840330906405799e-02
1.706264712961745242e-02,1.677634935874135896e-02
1.710198847082080448e-02,1.681437996023305362e-02
1.714142052134469754e-02,1.685249529525474285e-02
1.718094349033758017e-02,1.689069554588217004e-02
1.722055758743015058e-02,1.692898089455185245e-02
1.726026302273644258e-02,1.696735152406162947e-02
1.730006000685495315e-02,1.700580761757124193e-02
1.733994875086975265e-02,1.704434935860288727e-02
1.737992946635161587e-02,1.708297693104185791e-02
1.742000236535912877e-02,1.712169051913703388e-02
1.746016766043982302e-02,1.716049030750152471e-02
1.750042556463130006e-02,1.719937648111319675e-02
1.754077629146236564e-02,1.723834922531529770e-02
1.758122005495415738e-02,1.727740872581699436e-02
1.762175706962127927e-02,1.731655516869395894e-02
1.766238755047294315e-02,1.735578874038896588e-02
1.770311171301410316e-02,1.739510962771242258e-02
1.774392977324661461e-02,1.743451801784302521e-02
1.778484194767035453e-02,1.747401409832824437e-02
1.782584845328439443e-02,1.751359805708496697e-02
1.786694950758813474e-02,1.755327008240005829e-02
1.790814532858246363e-02,1.759303036293091010e-02
1.794943613477091929e-02,1.763287908770608259e-02
1.799082214516083827e-02,1.767281644612582123e-02
1.803230357926452129e-02,1.771284262796265357e-02
1.807388065710040584e-02,1.775295782336198946e-02
1.811555359919421807e-02,1.779316222284267959e-02
1.815732262658015239e-02,1.783345601729759491e-02
1.819918796080204765e-02,1.787383939799421298e-02
1.824114982391454934e-02,1.791431255657519733e-02
1.828320843848429272e-02,1.795487568505896650e-02
1.832536402759109284e-02,1.799552897584028727e-02
1.836761681482911371e-02,1.803627262169085407e-02
1.840996702430806181e-02,1.807710681575984760e-02
1.845241488065437266e-02,1.811803175157454537e-02
1.849496060901240427e-02,1.815904762304088038e-02
1.853760443504563413e-02,1.820015462444403778e-02
1.858034658493784227e-02,1.824135295044901003e-02
1.862318728539432561e-02,1.828264279610120752e-02
1.866612676364309831e-02,1.832402435682701711e-02
1.870916524743608533e-02,1.836549782843439546e-02
1.875230296505035407e-02,1.840706340711344841e-02
1.879554014528929742e-02,1.844872128943699646e-02
1.883887701748385851e-02,1.849047167236117853e-02
1.888231381149376234e-02,1.853231475322602434e-02
1.892585075770871275e-02,1.857425072975603386e-02
1.896948808704961714e-02,1.861627980006074629e-02
1.901322603096983199e-02,1.865840216263535412e-02
1.905706482145635983e-02,1.870061801636124094e-02
1.910100469103111209e-02,1.874292756050661285e-02
1.914504587275210612e-02,1.878533099472702583e-02
1.918918860021474188e-02,1.882782851906601371e-02
1.923343310755300586e-02,1.887042033395564672e-02
1.927777962944073400e-02,1.891310664021711788e-02
1.932222840109284676e-02,1.895588763906132582e-02
1.936677965826659464e-02,1.899876353208942992e-02
1.941143363726282808e-02,1.904173452129350602e-02
1.945619057492722209e-02,1.908480080905703563e-02
1.950105070865155305e-02,1.912796259815555122e-02
1.954601427637494768e-02,1.917122009175718789e-02
1.959108151658515984e-02,1.921457349342329743e-02
1.963625266831980562e-02,1.925802300710896184e-02
1.968152797116767133e-02,1.930156883716367330e-02
1.972690766526994516e-02,1.934521118833183381e-02
1.977239199132151820e-02,1.938895026575336231e-02
1.981798119057224736e-02,1.943278627496429489e-02
1.986367550482824942e-02,1.947671942189735730e-02
1.990947517645314663e-02,1.952074991288250960e-02
1.995538044836942318e-02,1.956487795464761231e-02
2.000139156405963264e-02,1.960910375431890174e-02
2.004750876756774061e-02,1.965342751942165608e-02
2.009373230350039799e-02,1.969784945788073671e-02
2.014006241702824898e-02,1.974236977802117099e-02
2.018649935388723560e-02,1.978698868856876292e-02
2.023304336037987788e-02,1.983170639865062049e-02
2.027969468337660272e-02,1.987652311779579406e-02
2.032645357031705527e-02,1.992143905593582454e-02
2.037332026921138614e-02,1.996645442340533663e-02
2.042029502864159060e-02,2.001156943094259399e-02
2.046737809776282002e-02,2.005678428969013063e-02
2.051456972630470721e-02,2.010209921119528523e-02
2.056187016457267092e-02,2.014751440741079092e-02
2.060927966344927934e-02,2.019303009069538593e-02
2.065679847439554420e-02,2.023864647381435136e-02
2.070442684945227735e-02,2.028436376994010443e-02
2.075216504124142297e-02,2.033018219265281951e-02
2.080001330296739337e-02,2.037610195594093815e-02
2.084797188841841509e-02,2.042212327420179704e-02
2.089604105196786812e-02,2.046824636224220048e-02
2.094422104857565289e-02,2.051447143527897546e-02
2.099251213378951902e-02,2.056079870893960312e-02
2.104091456374643926e-02,2.060722839926271838e-02
2.108942859517396254e-02,2.065376072269877253e-02
2.113805448539156709e-02,2.070039589611055372e-02
2.118679249231204126e-02,2.074713413677379756e-02
2.123564287444283660e-02,2.079397566237774220e-02
2.128460589088744873e-02,2.084092069102572511e-02
2.133368180134678077e-02,2.088796944123574861e-02
2.138287086612054508e-02,2.093512213194106270e-02
2.143217334610860586e-02,2.098237898249074099e-02
2.148158950281239821e-02,2.102974021265027402e-02
2.153111959833629852e-02,2.107720604260210351e-02
2.158076389538901227e-02,2.112477669294624688e-02
2.163052265728497917e-02,2.117245238470085583e-02
2.168039614794575742e-02,2.122023333930277492e-02
2.173038463190143585e-02,2.126811977860813829e-02
2.178048837429201814e-02,2.131611192489294565e-02
2.183070764086885232e-02,2.136421000085363120e-02
2.188104269799602541e-02,2.141241422960762572e-02
2.193149381265178249e-02,2.146072483469397066e-02
2.198206125242993525e-02,2.150914204007383507e-02
2.203274528554128794e-02,2.155766607013115052e-02
2.208354618081506335e-02,2.160629714967313847e-02
2.213446420770031828e-02,2.165503550393091045e-02
2.218549963626738342e-02,2.170388135856003015e-02
2.223665273720927885e-02,2.175283493964107542e-02
2.228792378184317816e-02,2.180189647368025938e-02
2.233931304211181704e-02,2.185106618760991604e-02
2.239082079058495392e-02,2.190034430878916652e-02
2.244244730046082020e-02,2.194973106500443596e-02
2.249419284556754273e-02,2.199922668447001906e-02
2.254605770036462870e-02,2.204883139582868717e-02
2.259804213994440203e-02,2.209854542815223311e-02
2.265014644003346400e-02,2.214836901094205043e-02
2.270237087699415734e-02,2.219830237412968518e-02
2.275471572782604424e-02,2.224834574807744644e-02
2.280718127016735305e-02,2.229849936357892332e-02
2.285976778229646678e-02,2.234876345185958513e-02
2.291247554313339402e-02,2.239913824457735389e-02
2.296530483224125396e-02,2.244962397382314553e-02
2.301825592982774393e-02,2.250022087212146665e-02
2.307132911674664860e-02,2.255092917243095921e-02
2.312452467449931104e-02,2.260174910814496604e-02
2.317784288523612457e-02,2.265268091309211029e-02
2.323128403175805240e-02,2.270372482153685742e-02
2.328484839751809865e-02,2.275488106818007727e-02
2.333853626662283146e-02,2.280614988815961308e-02
2.339234792383388176e-02,2.285753151705081920e-02
2.344628365456945598e-02,2.290902619086716482e-02
2.350034374490584527e-02,2.296063414606076825e-02
2.355452848157895199e-02,2.301235561952298669e-02
2.360883815198580246e-02,2.306419084858492285e-02
2.366327304418607697e-02,2.311614007101805632e-02
2.371783344690363282e-02,2.316820352503475705e-02
2.377251964952803789e-02,2.322038144928885786e-02
2.382733194211610409e-02,2.327267408287620604e-02
2.388227061539343124e-02,2.332508166533524968e-02
2.393733596075594411e-02,2.337760443664756854e-02
2.399252827027143278e-02,2.343024263723842912e-02
2.404784783668111742e-02,2.348299650797738142e-02
2.410329495340118519e-02,2.353586629017874118e-02
2.415886991452435503e-02,2.358885222560223871e-02
2.421457301482142152e-02,2.364195455645349067e-02
2.427040454974287165e-02,2.369517352538462809e-02
2.432636481542037668e-02,2.374850937549478902e-02
2.438245410866840546e-02,2.380196235033069443e-02
2.443867272698579257e-02,2.385553269388719991e-02
2.449502096855732391e-02,2.390922065060787499e-02
2.455149913225530139e-02,2.396302646538549588e-02
2.460810751764113888e-02,2.401695038356266299e-02
2.466484642496694774e-02,2.407099265093230051e-02
2.472171615517713625e-02,2.412515351373822545e-02
2.477871700990999168e-02,2.417943321867569231e-02
2.483584929149929357e-02,2.423383201289194822e-02
2.489311330297591662e-02,2.428835014398677758e-02
2.495050934806942664e-02,2.434298786001303297e-02
2.500803773120969728e-02,2.439774540947721448e-02
2.506569875752853380e-02,2.445262304133996242e-02
2.512349273286127935e-02,2.450762100501667831e-02
2.518141996374843872e-02,2.456273955037796553e-02
2.523948075743731242e-02,2.461797892775028154e-02
2.529767542188362042e-02,2.467333938791639592e-02
2.535600426575313274e-02,2.472882118211598007e-02
2.541446759842331399e-02,2.478442456204612426e-02
2.547306572998495403e-02,2.484014977986187880e-02
2.553179897124382633e-02,2.489599708817679877e-02
2.559066763372232559e-02,2.495196674006348522e-02
2.564967202966112261e-02,2.500805898905411259e-02
2.570881247202082276e-02,2.506427408914096988e-02
2.576808927448362430e-02,2.512061229477699151e-02
2.582750275145498375e-02,2.517707386087630200e-02
2.588705321806528126e-02,2.523365904281474337e-02
2.594674099017149280e-02,2.529036809643039896e-02
2.600656638435886597e-02,2.534720127802413472e-02
2.606652971794259574e-02,2.540415884436013003e-02
2.612663130896952096e-02,2.546124105266641541e-02
2.618687147621978628e-02,2.551844816063536525e-02
2.624725053920855602e-02,2.557578042642426677e-02
2.630776881818770382e-02,2.563323810865586125e-02
2.636842663414750224e-02,2.569082146641878811e-02
2.642922430881832971e-02,2.574853075926820598e-02
2.649016216467238449e-02,2.580636624722623673e-02
2.655124052492538467e-02,2.586432819078256923e-02
2.661245971353828552e-02,2.592241685089489295e-02
2.667382005521900037e-02,2.598063248898949476e-02
2.673532187542412841e-02,2.603897536696173770e-02
2.679696550036066161e-02,2.609744574717658486e-02
2.685875125698774027e-02,2.615604389246913020e-02
2.692067947301836003e-02,2.621477006614510510e-02
2.698275047692113432e-02,2.627362453198139880e-02
2.704496459792202559e-02,2.633260755422656835e-02
2.710732216600609049e-02,2.639171939760135560e-02
2.716982351191923190e-02,2.645096032729919722e-02
2.723246896716995796e-02,2.651033060898675200e-02
2.729525886403112722e-02,2.656983050880436931e-02
2.735819353554172495e-02,2.662946029336665452e-02
2.742127331550862565e-02,2.668922022976294092e-02
2.748449853850836247e-02,2.674911058555779278e-02
2.754786953988889661e-02,2.680913162879152573e-02
2.761138665577140758e-02,2.686928362798073067e-02
2.767505022305206258e-02,2.692956685211872828e-02
2.773886057940381025e-02,2.698998157067610329e-02
2.780281806327818475e-02,2.705052805360121798e-02
2.786692301390706825e-02,2.711120657132066319e-02
2.793117577130452625e-02,2.717201739473981345e-02
2.799557667626858745e-02,2.723296079524329186e-02
2.806012607038305476e-02,2.729403704469545930e-02
2.812482429601932676e-02,2.735524641544094179e-02
2.818967169633820533e-02,2.741658918030509193e-02
2.825466861529172397e-02,2.747806561259450234e-02
2.831981539762495198e-02,2.753967598609747755e-02
2.838511238887785407e-02,2.760142057508454400e-02
2.845055993538709790e-02,2.766329965430892532e-02
2.851615838428789296e-02,2.772531349900701769e-02
2.858190808351585357e-02,2.778746238489891371e-02
2.864780938180882044e-02,2.784974658818886034e-02
2.871386262870871328e-02,2.791216638556571691e-02
2.878006817456340433e-02,2.797472205420349634e-02
2.884642637052855368e-02,2.803741387176179531e-02
2.891293756856947589e-02,2.810024211638628699e-02
2.897960212146302728e-02,2.816320706670922061e-02
2.904642038279945174e-02,2.822630900184986552e-02
2.911339270698426462e-02,2.828954820141499696e-02
2.918051944924013666e-02,2.835292494549936093e-02
2.924780096560877438e-02,2.841643951468618076e-02
2.931523761295281791e-02,2.848009219004758730e-02
2.938282974895770755e-02,2.854388325314509769e-02
2.945057773213361971e-02,2.860781298603009074e-02
2.951848192181733346e-02,2.867188167124427173e-02
2.958654267817415265e-02,2.873608959182012007e-02
2.965476036219981751e-02,2.880043703128137150e-02
2.972313533572241290e-02,2.886492427364347954e-02
2.979166796140429729e-02,2.892955160341404569e-02
2.986035860274401099e-02,2.899431930559332599e-02
2.992920762407821900e-02,2.905922766567463691e-02
2.999821539058363309e-02,2.912427696964483767e-02
3.006738226827895474e-02,2.918946750398477771e-02
3.013670862402681450e-02,2.925479955566975127e-02
3.020619482553571836e-02,2.932027341216993793e-02
3.027584124136199761e-02,2.938588936145086067e-02
3.034564824091176213e-02,2.945164769197382640e-02
3.041561619444286754e-02,2.951754869269637357e-02
3.048574547306686158e-02,2.958359265307270239e-02
3.055603644875097558e-02,2.964977986305413968e-02
3.062648949432007772e-02,2.971611061308956567e-02
3.069710498345866456e-02,2.978258519412583724e-02
3.076788329071282815e-02,2.984920389760823897e-02
3.083882479149225794e-02,2.991596701548092721e-02
3.090992986207222876e-02,2.998287484018736723e-02
3.098119887959558533e-02,3.004992766467071141e-02
3.105263222207475457e-02,3.011712578237428495e-02
3.112423026839374399e-02,3.018446948724198484e-02
3.119599339831015741e-02,3.025195907371872397e-02
3.126792199245720383e-02,3.031959483675083708e-02
3.134001643234572004e-02,3.038737707178650743e-02
3.141227710036618298e-02,3.045530607477617974e-02
3.148470437979076358e-02,3.052338214217300075e-02
3.155729865477533563e-02,3.059160557093322172e-02
3.163006031036150884e-02,3.065997665851659046e-02
3.170298973247870356e-02,3.072849570288678153e-02
3.177608730794617004e-02,3.079716300251184730e-02
3.184935342447503537e-02,3.086597885636454403e-02
3.192278847067039210e-02,3.093494356392279682e-02
3.199639283603332440e-02,3.100405742517007776e-02
3.207016691096299665e-02,3.107332074059583268e-02
3.214411108675871431e-02,3.114273381119586973e-02
3.221822575562199864e-02,3.121229693847272363e-02
3.229251131065868224e-02,3.128201042443611024e-02
3.236696814588096299e-02,3.135187457160327346e-02
3.244159665620952038e-02,3.142188968299940849e-02
3.251639723747561106e-02,3.149205606215803310e-02
3.259137028642314360e-02,3.156237401312136925e-02
3.266651620071081563e-02,3.163284384044075942e-02
3.274183537891420248e-02,3.170346584917702742e-02
3.281732822052785964e-02,3.177424034490084620e-02
3.289299512596747382e-02,3.184516763369314718e-02
3.296883649657195853e-02,3.191624802214548112e-02
3.304485273460561895e-02,3.198748181736037893e-02
3.312104424326021979e-02,3.205886932695177494e-02
3.319741142665720568e-02,3.213041085904530525e-02
3.327395468984977595e-02,3.220210672227871718e-02
3.335067443882507726e-02,3.227395722580227166e-02
3.342757108050632697e-02,3.234596267927900004e-02
3.350464502275499884e-02,3.241812339288518280e-02
3.358189667437296022e-02,3.249043967731062715e-02
3.365932644510467170e-02,3.256291184375908337e-02
3.373693474563931732e-02,3.263554020394852234e-02
3.381472198761301812e-02,3.270832507011156576e-02
3.389268858361101783e-02,3.278126675499580533e-02
3.397083494716983398e-02,3.285436557186411505e-02
3.404916149277949222e-02,3.292762183449506053e-02
3.412766863588569816e-02,3.300103585718320437e-02
3.420635679289205089e-02,3.307460795473943227e-02
3.428522638116226345e-02,3.314833844249132772e-02
3.436427781902235551e-02,3.322222763628346343e-02
3.444351152576287378e-02,3.329627585247778992e-02
3.452292792164112639e-02,3.337048340795390616e-02
3.460252742788342412e-02,3.344485062010942727e-02
3.468231046668728695e-02,3.351937780686029683e-02
3.476227746122366458e-02,3.359406528664107827e-02
3.484242883563929555e-02,3.366891337840539206e-02
3.492276501505878900e-02,3.374392240162604056e-02
3.500328642558700465e-02,3.381909267629547994e-02
3.508399349431125941e-02,3.389442452292606295e-02
3.516488664930361718e-02,3.396991826255039287e-02
3.524596631962312321e-02,3.404557421672158024e-02
3.532723293531813552e-02,3.412139270751356895e-02
3.540868692742855928e-02,3.419737405752142773e-02
3.549032872798813659e-02,3.427351858986169703e-02
3.557215877002677801e-02,3.434982662817261112e-02
3.565417748757279681e-02,3.442629849661442420e-02
3.573638531565527521e-02,3.450293451986972265e-02
3.581878269030632639e-02,3.457973502314370257e-02
3.590137004856341907e-02,3.465670033216439877e-02
3.598414782847172283e-02,3.473383077318305950e-02
3.606711646908637020e-02,3.481112667297435459e-02
3.615027641047486445e-02,3.488858835883670850e-02
3.623362809371933474e-02,3.496621615859248078e-02
3.631717196091893696e-02,3.504401040058835459e-02
3.640090845519217133e-02,3.512197141369552411e-02
3.648483802067922777e-02,3.520009952730998593e-02
3.656896110254436588e-02,3.527839507135280273e-02
3.665327814697823261e-02,3.535685837627033229e-02
3.673778960120029080e-02,3.543548977303453973e-02
3.682249591346112294e-02,3.551428959314320566e-02
3.690739753304488058e-02,3.559325816862018294e-02
3.699249491027159498e-02,3.567239583201568115e-02
3.707778849649961961e-02,3.575170291640643316e-02
3.716327874412799631e-02,3.583117975539600736e-02
3.724896610659887003e-02,3.591082668311502968e-02
3.733485103839987579e-02,3.599064403422137792e-02
3.742093399506658119e-02,3.607063214390048012e-02
3.750721543318485951e-02,3.615079134786549492e-02
3.759369581039334607e-02,3.623112198235751980e-02
3.768037558538585990e-02,3.631162438414589633e-02
3.776725521791380463e-02,3.639229889052831429e-02
3.785433516878866644e-02,3.647314583933116555e-02
3.794161589988439415e-02,3.655416556890957180e-02
3.802909787413989717e-02,3.663535841814781480e-02
3.811678155556148806e-02,3.671672472645937102e-02
3.820466740922531107e-02,3.679826483378714763e-02
