ratio,T,E,E_noisy
9.340754307584184790e-01,3.192460434940642813e+02,-5.659842725138130963e-03,-4.365778910739923427e-03
9.151123144799889531e+00,2.955934521075259340e+02,1.764574562451287076e-01,1.774641805604345035e-01
8.381357920683287333e+00,3.091223175886580066e+02,1.761119066557946256e-01,1.734007441768286584e-01
2.815657862887754881e+00,3.160261135702869524e+02,7.645397106526652387e-02,7.456495781929885214e-02
1.209076307713311538e+00,2.918039408781596080e+02,9.895166813846223430e-03,9.720394721791061204e-03
3.579170671719981711e-01,3.072482071839388027e+02,-5.236044587581413501e-02,-5.278263628739048724e-02
2.095578902817458455e-01,2.934647620709553166e+02,-6.930356821572525305e-02,-6.908992521822664157e-02
8.706644785456010283e+00,2.955069636725869486e+02,1.717040387397955059e-01,1.719213606708180631e-01
1.076805266843864572e+00,3.007758875174728814e+02,3.020437668934467662e-03,5.138276423985515748e-03
1.705026859752020729e-01,3.067000765697576981e+02,-7.947997215984588248e-02,-8.059199292253815816e-02
1.765954505414074616e+00,3.062438488749078260e+02,3.685833040778241365e-02,3.648072540065541713e-02
3.575742436519425027e+00,3.051195675430533356e+02,9.432137748034605251e-02,9.636414908783838551e-02
1.682699641126292667e+00,3.187178093905616834e+02,3.472755332635447251e-02,3.537425632255632169e-02
6.832748092334746559e+00,3.052802327883146063e+02,1.541541049194062318e-01,1.548171682917824921e-01
1.200012454141670126e-01,3.119928841254109670e+02,-9.243438502318987449e-02,-9.294839139487734436e-02
1.140718609249499194e+00,3.000289931176714617e+02,6.553869199235268402e-03,4.905794028379616145e-03
8.292238138422550753e-01,3.123300101562410305e+02,-1.250678405389179550e-02,-1.233931930966905392e-02
1.332598003584944957e-01,3.124367187018200411e+02,-8.917817551150050703e-02,-8.906916142367896083e-02
1.917151078775308992e+00,3.100869612155424875e+02,4.361496796909491991e-02,4.238761591485034480e-02
5.073009515875978259e+00,3.126288724699630848e+02,1.292066481208598294e-01,1.285234214590792734e-01
1.534200204180814486e+00,3.071707008765145588e+02,2.672152516764337779e-02,2.664948148791615110e-02
3.312797543632047814e-01,3.156691872576815285e+02,-5.698181130929571431e-02,-5.792656293235649151e-02
4.783690154056197130e+00,3.149760180423971860e+02,1.246006481686182110e-01,1.245023782007659979e-01
1.044700404937504379e+00,2.928916932169736924e+02,1.124105951247236388e-03,1.219588978716690773e-03
1.051423716382634543e+00,3.034506736206842561e+02,1.599406861928314143e-03,1.634993098983799839e-03
3.206715384816913872e+00,2.936201619319654696e+02,8.150053288254865969e-02,8.099424122423434791e-02
1.976259959348828921e-01,3.185161711787512218e+02,-7.731552324347386318e-02,-7.672177517168804473e-02
4.357660965193764113e+00,3.030467358883711881e+02,1.112540234862812172e-01,1.121451904405635497e-01
2.325807742906688791e+00,2.966023495430234789e+02,5.631016862847790239e-02,5.663101693304446738e-02
3.751404396990124290e+00,3.151288562516770639e+02,1.019122286825615564e-01,1.010939984551712523e-01
2.416754400488916876e-01,2.926164847878868613e+02,-6.425511404112826952e-02,-6.352346175734283062e-02
4.024651889976835761e+00,2.946226084593766359e+02,1.011234413046690483e-01,1.006220012862019952e-01
2.413503050729640387e-01,3.103648981024861087e+02,-6.818258706819095571e-02,-6.730342644990297551e-02
1.455811798389251843e-01,3.052226996866647255e+02,-8.428538369960962562e-02,-8.535717111648706557e-02
5.133977352931824001e+00,2.980188399881474197e+02,1.240594102298521462e-01,1.249738774329809260e-01
5.279186349061583350e+00,3.072883930778653507e+02,1.306599230359674069e-01,1.306398595813519359e-01
5.663360309668944659e+00,2.962215102143459262e+02,1.321782666848773657e-01,1.309295177945429545e-01
8.786571323968190850e-01,2.992770683269204142e+02,-8.833298536592587916e-03,-9.147198008559434892e-03
3.532618811225514133e-01,3.083318184242268671e+02,-5.307770590018721923e-02,-5.302360362141567834e-02
1.033198238816933484e-01,3.164879646437053680e+02,-9.856983959706301646e-02,-9.829704825789856160e-02
1.956328542022873096e+00,3.110953481832173111e+02,4.533734482052519804e-02,4.435515669558422192e-02
2.753079591461839559e+00,3.092968335242669013e+02,7.285402161263507259e-02,7.174664856546987546e-02
4.689628419943547399e+00,3.123994141121505663e+02,1.216777596122562144e-01,1.218773441451032891e-01
3.662314654088013044e-01,3.013512734189565094e+02,-5.044341804743551760e-02,-5.091016766431531726e-02
2.694240339533711115e-01,3.194293418061162129e+02,-6.594412148213066316e-02,-6.570861587040044416e-02
1.899602620998455782e+00,3.083378054002380395e+02,4.265145094535507247e-02,4.341097046783345265e-02
4.074831608171774811e+00,2.977268382653481922e+02,1.033131865704367131e-01,1.016643992040857647e-01
8.459442556129655344e+00,2.910789574354956244e+02,1.663801346634821154e-01,1.666345227799997386e-01
2.000090563543525934e-01,2.933526675588767603e+02,-7.083143147191682532e-02,-6.960678450438109732e-02
9.213502889878502078e-01,2.959552745484436969e+02,-6.103589038302266283e-03,-6.401115882672739343e-03
6.157887131176123852e+00,3.120311791703052222e+02,1.475440846540087003e-01,1.467332700707711379e-01
7.005414128151690178e-01,3.144356349341784380e+02,-2.192143304561697259e-02,-2.116918921843738075e-02
1.510094494327849590e+00,3.177635853514632345e+02,2.654002568652702454e-02,2.679347220273516766e-02
1.119389825094231350e-01,3.092873070553270622e+02,-9.382921511582494045e-02,-9.293333204504737599e-02
2.222899224356627457e+00,2.989183096992653077e+02,5.323030416834979156e-02,5.288508845829851396e-02
6.889333985531079563e+00,3.151660726803046373e+02,1.601183781839181086e-01,1.586365599101959012e-01
4.504542192006697476e+00,3.186041050965140471e+02,1.203166770313291167e-01,1.202066662666178704e-01
5.902561671821938027e+00,3.109071152011275103e+02,1.429161300712976090e-01,1.424703019182863850e-01
2.092718246898814360e+00,2.921707411991242225e+02,4.743329866576735665e-02,4.820862248781493387e-02
3.098164936381682111e-01,3.023294593034590889e+02,-5.718593867903640215e-02,-5.699230583065924977e-02
3.443768884987693735e+00,2.974683088942489348e+02,8.865422490827622182e-02,8.702337567584111921e-02
2.650632295951021455e-01,3.181778153565791172e+02,-6.631843398948431001e-02,-6.751359706958751095e-02
4.597795695277898886e+00,3.143337017337821635e+02,1.205851894536179858e-01,1.214689784902052427e-01
1.334860386723394909e-01,2.920978133639063685e+02,-8.333279441703529689e-02,-8.265302939961745310e-02
4.476881785854748053e+00,3.082829579096558064e+02,1.157263162855733107e-01,1.150860729196648280e-01
2.133116293169133593e-01,3.195544274935153339e+02,-7.479022267148756342e-02,-7.479127146805483739e-02
5.627221275874181305e-01,3.057141838105940224e+02,-3.224014860073166899e-02,-3.179457504695547970e-02
4.300077997087906612e-01,3.166832403280004655e+02,-4.600391645069924762e-02,-4.553551211485196842e-02
2.413648758769399549e+00,3.143699203163785683e+02,6.291293617976681518e-02,6.378917837588116146e-02
2.275850638214264587e-01,3.041461219659800008e+02,-6.891989717391813763e-02,-6.866341154669657054e-02
6.201722426879102690e-01,3.032602518917664156e+02,-2.730442878280111424e-02,-2.739925712176961153e-02
1.027186233335120463e-01,2.948495356325562966e+02,-9.201268275643301187e-02,-9.227153082122085959e-02
3.349572832889560203e-01,3.006340871034003044e+02,-5.385834490050023932e-02,-5.280260209996699011e-02
6.956289191046529652e-01,2.957410002697395157e+02,-2.102323127363904878e-02,-2.327408554871758517e-02
1.628705164209005296e-01,3.153712275155533007e+02,-8.329108144033682548e-02,-8.342973676542816963e-02
1.846374918901141360e+00,3.081020981357966662e+02,4.045040016688185996e-02,4.048340027086592269e-02
5.765653511241161100e-01,3.180872681404540572e+02,-3.230461629737400170e-02,-3.372996525824419056e-02
2.822200575929289190e+00,3.023106265257537189e+02,7.320827939074103785e-02,7.354109300387907944e-02
2.031103348461587466e+00,3.110512796263560062e+02,4.827367013345349595e-02,4.762238912101009886e-02
7.285401612890225476e-01,3.149945055808786378e+02,-1.984214124392508216e-02,-1.897969644760933577e-02
5.428014651890215703e+00,2.903863184106807580e+02,1.257097549026038319e-01,1.255841628185695169e-01
1.837681464894262096e+00,2.996856183062027412e+02,3.894243048910927402e-02,3.961158372989872362e-02
4.173964050084233435e+00,3.030868937525987121e+02,1.073911115850322423e-01,1.086099551902034721e-01
4.826023672621782001e-01,3.178581033207374276e+02,-4.088699681955393350e-02,-4.050406723684046167e-02
1.222752556023522619e+00,3.161146657038042349e+02,1.159363971416510139e-02,1.071791857074225543e-02
2.469413228071136723e-01,2.925352472824634447e+02,-6.348939626520036517e-02,-6.500371489690499882e-02
9.823864875445826428e+00,3.186637735104804960e+02,1.979265082031357315e-01,1.996798923206521137e-01
3.065003174135791930e-01,3.088071142675447618e+02,-5.882322640725284879e-02,-5.893451860044036927e-02
3.263885646857990763e-01,2.921580072222625404e+02,-5.333081933853872636e-02,-5.401938428617304722e-02
1.400812939663554357e-01,3.107036674648293229e+02,-8.705905016938218777e-02,-8.691479308132135650e-02
3.277979535958548407e-01,3.156608789009707152e+02,-5.741137501356236711e-02,-5.760278634404501774e-02
3.359364009441982102e+00,2.977656584961915769e+02,8.663109981880656729e-02,8.748324208301926086e-02
2.487637765688693658e+00,2.996798467170746108e+02,6.227017876620533077e-02,6.230410694864243343e-02
1.808616233657894812e-01,2.983307806990820836e+02,-7.538409087724144697e-02,-7.537034129362302215e-02
5.655578083811703127e-01,3.110752219266032625e+02,-3.254893039454596210e-02,-3.326351011557892451e-02
6.947727704586486031e-01,3.115483751292805437e+02,-2.216564526583528899e-02,-2.169607716708779610e-02
2.137806989860875806e+00,3.132304769192439835e+02,5.272600158986695540e-02,5.169213486751197267e-02
8.163152805184873406e-01,3.176312339423252524e+02,-1.360701704254886277e-02,-1.294112760278489510e-02
1.489486782335906145e+00,2.954548474576689046e+02,2.362434913485877974e-02,2.514828664784891227e-02
4.779354087234383819e+00,3.112474379526637449e+02,1.229933634472255843e-01,1.214686774091264382e-01
2.837574159928504702e+00,3.093710896793988354e+02,7.544715520272470000e-02,7.298092597137338655e-02
5.370497602194463926e-01,2.978786324695109329e+02,-3.357988169584891214e-02,-3.296300294069458986e-02
7.884835164893628789e-01,3.192592544457779127e+02,-1.566315656528811939e-02,-1.311525874980499357e-02
5.437498365065069894e-01,3.043088067550579581e+02,-3.371111772798181250e-02,-3.471204257685370914e-02
1.657560267754520922e-01,3.184648242707665418e+02,-8.349946559040298533e-02,-8.475016134920497490e-02
2.549664799581747299e-01,3.191532137931098987e+02,-6.801643742891695654e-02,-6.742746849513647778e-02
3.694987537064274852e-01,3.170014428751588866e+02,-5.266135095094447161e-02,-5.350207254100278198e-02
4.248814702190417680e-01,3.037845607994028114e+02,-4.466581230889998116e-02,-4.517183779283671929e-02
4.227617798537561811e-01,2.983933037044256480e+02,-4.409225508740806376e-02,-4.444037255409184067e-02
1.423637543543189166e+00,3.075728581806607735e+02,2.150010254669717027e-02,2.203210463298897054e-02
8.777684186298577274e+00,3.034860749885791620e+02,1.772738270106469782e-01,1.768685246492538721e-01
3.542650179423176393e+00,3.040460474553371455e+02,9.316181303230815225e-02,9.343969587238831753e-02
3.821799474232224103e+00,2.973224403110578464e+02,9.757365722054443802e-02,9.739712396165085828e-02
3.300175235900817405e+00,3.152675922620684901e+02,9.030821880339168217e-02,8.946354769974007581e-02
1.563059322563955078e+00,3.119217227971184343e+02,2.851305968119560025e-02,2.819323342345237890e-02
6.845174350538765218e+00,3.159592879363962084e+02,1.598961858605415232e-01,1.589457861953736117e-01
2.394750711117096031e+00,3.059461647775558504e+02,6.052174633921662827e-02,6.052826132508637436e-02
1.001642772076891452e+00,2.927799119492324849e+02,-1.320476410431249215e-03,-2.444342637996885746e-03
1.426157916478209553e-01,3.158692681857694424e+02,-8.790617746893687745e-02,-8.899907183823212165e-02
9.481967319994898391e-01,2.920775360482583665e+02,-4.434413635267387202e-03,-2.977451819962131929e-03
2.664783868677083056e-01,2.946354802844010123e+02,-6.124703578346921834e-02,-6.130022000377455954e-02
1.842436781541698099e-01,3.183236039007495606e+02,-7.976624657995018408e-02,-7.982014860542223367e-02
1.028323699667308189e+00,3.068451432277919935e+02,2.694934066262625987e-04,7.810298265438816567e-04
3.716811919414623855e+00,3.102499223109917352e+02,9.944456575880705751e-02,9.902370875625818303e-02
3.890566882189686049e-01,3.146297800156347080e+02,-5.007711940647494031e-02,-5.030565477395310126e-02
3.447811547013567068e+00,3.099367140705535917e+02,9.260860461531153498e-02,9.303375335064344165e-02
1.125275974172089466e+00,3.033191386426319696e+02,5.785927276443057418e-03,6.068343118687458647e-03
1.986534202331255161e-01,3.062899825383742609e+02,-7.417882354196625450e-02,-7.533812026889868951e-02
8.510116157495994926e+00,3.019545138101680664e+02,1.733703671193413398e-01,1.742037097160110126e-01
6.357296217100859570e-01,3.073157127491176652e+02,-2.642008187511857981e-02,-2.701051681840762123e-02
3.894650683777485800e-01,2.900662109212991595e+02,-4.616534636324051699e-02,-4.722142531355470046e-02
4.943069779360769189e+00,3.052479828862022941e+02,1.236552791978516030e-01,1.227548041278525570e-01
1.773865409510226587e-01,2.907146534778722753e+02,-7.408778238378582737e-02,-7.447832772814115543e-02
2.932114476438063555e+00,2.932901584647192976e+02,7.404222816659629391e-02,7.566952842121936473e-02
2.374922735777918181e-01,3.153910482382289615e+02,-6.988165796511014438e-02,-7.105719387003092691e-02
6.095138127707203646e-01,3.097815835191634051e+02,-2.874147334559608996e-02,-2.858139745306174928e-02
2.909375363511320645e-01,2.954650361248590684e+02,-5.822961259176240995e-02,-6.036743694985298447e-02
4.813444685191521799e+00,3.124160757575548928e+02,1.241408512863933500e-01,1.241392843532481555e-01
6.027664949814942608e-01,3.042734980876352893e+02,-2.878758645806123867e-02,-2.788802004058523257e-02
8.899910223040015111e+00,2.940453882791938440e+02,1.728881786861813930e-01,1.726515153641199340e-01
1.780422068767171906e+00,3.178905708542909565e+02,3.896579881700943521e-02,3.833644389312609174e-02
2.439190216409050205e+00,2.933841529545620688e+02,5.936899146408983197e-02,5.960050252814837191e-02
1.104206360018356037e+00,2.905922857405487321e+02,4.360589073753060735e-03,5.060740824903711514e-03
4.148932776167201242e-01,2.976980518536978479e+02,-4.477239910429840763e-02,-4.410874153328100261e-02
6.181769993058380264e-01,2.926057972077269937e+02,-2.652484393462321149e-02,-2.455237008069342114e-02
7.618480763892280905e+00,2.905016437574470842e+02,1.563987358616139023e-01,1.566079033339501658e-01
2.525843285189038889e-01,3.095972562939266481e+02,-6.633847085160134160e-02,-6.693088095135427129e-02
9.471915225918143832e+00,2.939588641697387743e+02,1.786949465169513362e-01,1.785689673269647004e-01
3.285577562404470964e+00,3.069163953218596248e+02,8.744585923471279165e-02,8.737336068909297426e-02
5.242927508694661398e-01,2.972776948751326245e+02,-3.460219142835776335e-02,-3.449345404487964145e-02
1.918788818527962681e+00,3.182195040730252913e+02,4.488156506917927863e-02,4.485153725594984153e-02
5.780469028343965254e-01,2.964756796488441637e+02,-3.003979350518537136e-02,-2.986582756628916938e-02
5.794098384179934280e-01,3.056196417902471580e+02,-3.083039449728478335e-02,-3.250124455789989847e-02
1.017667488707616474e+00,3.120496177391497099e+02,-3.502780203691464021e-04,4.793509356708964175e-04
1.080054431735110315e-01,2.993338975588842459e+02,-9.189846159599221465e-02,-9.247320086491324365e-02
9.708298473539805906e-01,3.149521817015898364e+02,-3.254661554459617814e-03,-4.427820250906642531e-03
8.773983773562534338e+00,2.994193685639422711e+02,1.747851216597000046e-01,1.754228728193414355e-01
3.723320809277162469e-01,3.016358019132230766e+02,-4.982308646109894629e-02,-4.850576045371286782e-02
3.136432303178782188e+00,3.029116484758321235e+02,8.227855620720159191e-02,8.277158435670103898e-02
7.683830572227399180e-01,3.025668236579541599e+02,-1.628196718807050150e-02,-1.612080787422498149e-02
2.621573782960444632e-01,3.082383096323124505e+02,-6.466921436248615485e-02,-6.560143466785810229e-02
6.456618730158350417e+00,2.967873683479949136e+02,1.444831267676639497e-01,1.473546941054774406e-01
1.080574138625875619e-01,2.998764233132889103e+02,-9.205019339507870824e-02,-9.116993477441720506e-02
4.045925235513564977e-01,2.968691609395254432e+02,-4.568431623483282245e-02,-4.682361090517579705e-02
9.955240692893161381e+00,2.983083574555067230e+02,1.861911448991428464e-01,1.854115069829030960e-01
3.344210394191072244e-01,3.128834697849201802e+02,-5.610003394724348558e-02,-5.601305469867157855e-02
4.989867846017949304e+00,3.088780026146560544e+02,1.260565841881459426e-01,1.245018530561499553e-01
1.626920371872614401e+00,3.188836790727210087e+02,3.218919496041667411e-02,3.235782536742718568e-02
4.093279637751438216e+00,3.185039012188114498e+02,1.111984243519360399e-01,1.107393527962232810e-01
1.822365608652172231e+00,2.961525634072351636e+02,3.785141794343582777e-02,3.907768854375204270e-02
5.313659411874631644e-01,2.962983810788343817e+02,-3.388677671346219250e-02,-3.292462204983394314e-02
3.323361383376350009e+00,3.172294388367741931e+02,9.152326527081502960e-02,8.881197983338025292e-02
1.129715526987250945e-01,2.941687947577542559e+02,-8.897569759301497683e-02,-8.893399500698766225e-02
7.827550955800772758e-01,3.128355514098998924e+02,-1.577438009049775616e-02,-1.739184759002144337e-02
5.542543875606348314e-01,2.957527928917084523e+02,-3.190935591499018814e-02,-3.079971791574166382e-02
8.998041902452365015e-01,2.942910999074903202e+02,-7.392735610346182554e-03,-7.224629741218358166e-03
1.799870972821513704e-01,3.031773166786081219e+02,-7.676722755766153539e-02,-7.621882210547453740e-02
2.786209263972800332e-01,3.105217903153471184e+02,-6.283948795189633896e-02,-6.390461268069963507e-02
1.330770546472327620e+00,3.153250605383713605e+02,1.734274832333416658e-02,1.917117856132966730e-02
5.964008191936999159e-01,2.962445313614697966e+02,-2.855021767456607587e-02,-2.653014430741562971e-02
3.831002286435486237e+00,2.929911182289396265e+02,9.630838867101412792e-02,9.524361762838791379e-02
1.622830564179504886e+00,3.137813875982031959e+02,3.145802806516689171e-02,3.183084318703320592e-02
5.278777653890711186e+00,3.035305167532606561e+02,1.290036112170760418e-01,1.283303087886858429e-01
2.915557927954087969e+00,3.082870900527228173e+02,7.748863080885545762e-02,7.746506087199472868e-02
1.598258031526198275e+00,3.075260452101913984e+02,2.968920297868950231e-02,2.842356599946493922e-02
3.760375412839421783e-01,3.128245248936868848e+02,-5.123624710261484583e-02,-4.936910158803422405e-02
3.677231196254862500e+00,3.196867674010687210e+02,1.015768415558820914e-01,1.006076620447994285e-01
3.180791164445767594e-01,3.094427446740035634e+02,-5.748491654990850463e-02,-5.778100036490600028e-02
1.413911489634281093e-01,3.009563461249582588e+02,-8.403876095981753502e-02,-8.353727802870701546e-02
8.428089850162825414e+00,2.952466947641191268e+02,1.684897532807243525e-01,1.678421926023082322e-01
1.202326474717448024e+00,2.930863645686829386e+02,9.597517648754272379e-03,9.358205219021970347e-03
3.530112899124353110e+00,3.107466247504733019e+02,9.496908861712921590e-02,9.440544877070225493e-02
1.144051606423488021e+00,2.976531082513391198e+02,6.671386334710014548e-03,6.537925579873720208e-03
1.671704304536842267e+00,2.983280341899147174e+02,3.191908530461232824e-02,3.074854266951202592e-02
1.168919223867683627e-01,3.033004062784495432e+02,-9.067866719978172341e-02,-9.111665527538402587e-02
2.363672806150908245e-01,3.058279561500407340e+02,-6.794331532836096754e-02,-6.815020825307320507e-02
2.235521190343729980e+00,3.024844406047139387e+02,5.433874741228596900e-02,5.400502140848183197e-02
1.383978029840922552e+00,3.186711304921004171e+02,2.031364228918991141e-02,2.037033224408370605e-02
2.075439451995800266e-01,2.989427332243823798e+02,-7.092149553324594846e-02,-7.121459775260266523e-02
8.017861268243906991e+00,3.080605588153534313e+02,1.711460569305721102e-01,1.718992683390114795e-01
2.035669478195790971e-01,2.904873627497658504e+02,-6.956226197855698568e-02,-6.988545790434282090e-02
1.048591902070008519e+00,2.919131552498131441e+02,1.333447983397110462e-03,1.196798387101226293e-03
1.940911575000632827e-01,2.959684064380419954e+02,-7.246181196271125891e-02,-7.312659329870711822e-02
2.721093420445261479e+00,2.984402862121124258e+02,6.924595443938157124e-02,6.871943959926633816e-02
3.569653222473725407e-01,3.039896995797498676e+02,-5.191738119458268186e-02,-5.318187398540239613e-02
1.854675564944349431e-01,3.072262220578741676e+02,-7.676813043179028795e-02,-7.624934551091232249e-02
1.235874471201761637e-01,2.949776332597128317e+02,-8.650911888811881056e-02,-8.765163690577129629e-02
2.237026226896844661e-01,3.073594927134195700e+02,-7.025997361695125731e-02,-7.100583001513957604e-02
2.418785928790989359e-01,2.924546911969022744e+02,-6.419068940954898717e-02,-6.383144475753778357e-02
1.185616293810762834e+00,3.017682414802932271e+02,9.032254742465379085e-03,9.434828108409912262e-03
7.981376029075235579e-01,3.139429124302000105e+02,-1.473503522585605137e-02,-1.513514997686112203e-02
8.214643762664103122e+00,3.042497605730654300e+02,1.713071572687895894e-01,1.692878914583007821e-01
8.096599805632292757e+00,3.099820506530278976e+02,1.732083165066290453e-01,1.736288297939246328e-01
3.918250709782847618e+00,2.967071267238237624e+02,9.952837303773123812e-02,9.978793649662329179e-02
2.203815676171383853e+00,3.112257417469037364e+02,5.482050772099689162e-02,5.340812650552511504e-02
4.898309055123789335e+00,3.195291332487308864e+02,1.287488640333813161e-01,1.295191861161757996e-01
7.542297467830374913e+00,3.095284721547951676e+02,1.659919397685802878e-01,1.652908399681468632e-01
1.109776330255480281e-01,3.194155785984635259e+02,-9.717639929650728758e-02,-9.830258741266058309e-02
1.722703175652740282e-01,3.150162353272444875e+02,-8.127354882283920057e-02,-8.117781811187493868e-02
5.254456117278255567e-01,3.130464107670946419e+02,-3.629776298241666616e-02,-3.647623341381588113e-02
1.538769983746301195e-01,3.043758272333419086e+02,-8.225560587218568032e-02,-8.205298187119453024e-02
1.581426260039397347e+00,3.072222897503292529e+02,2.889529959887328706e-02,2.728955154054884744e-02
3.316869957211043274e-01,2.974142602434070000e+02,-5.366440583180217411e-02,-5.185217571552980242e-02
3.378154111884180688e-01,3.162368136296045122e+02,-5.628124395711199546e-02,-5.688390257165572284e-02
3.772732187344512433e-01,2.904026413874721015e+02,-4.747034764520600969e-02,-4.901000695370241744e-02
1.568307845994946215e-01,3.139220154516332286e+02,-8.418868534287383965e-02,-8.356984315430668331e-02
3.033115207129601032e+00,3.182011905038843906e+02,8.358510756652574869e-02,8.323030343642456863e-02
2.001450525917674916e+00,2.999552097445265417e+02,4.535841949732252742e-02,4.568327798309543275e-02
1.633112794550999780e+00,3.139985120503091593e+02,3.195015771942737864e-02,3.161054928880233789e-02
1.169744911254694264e-01,3.028783339938364065e+02,-9.053084681144714374e-02,-9.059058717192707000e-02
7.226504696757356516e-01,3.157083668007221604e+02,-2.032724133042685191e-02,-2.008146848668821913e-02
2.346427715520475132e+00,3.088706241769889402e+02,5.945762024128000561e-02,5.871096735729710442e-02
2.054439231816615474e-01,2.916729858646345974e+02,-6.954107119680126570e-02,-6.886233160094171191e-02
5.906302541935225525e-01,3.012699211070034835e+02,-2.948787199467716238e-02,-2.995777209375670436e-02
1.095641038631402636e-01,2.905772885541949222e+02,-8.879353407960997868e-02,-8.966322122378045378e-02
1.457860584013913052e-01,3.124795598353867945e+02,-8.623808389140029396e-02,-8.616105146957779570e-02
2.709612330714804007e-01,3.161253354473167292e+02,-6.504643796729903116e-02,-6.460139668880798824e-02
6.749946370237233095e-01,3.198832504476847021e+02,-2.429265303269331766e-02,-2.452173237431195738e-02
8.442675021501117039e-01,3.057903705621252470e+02,-1.126113218149546805e-02,-1.212365196857503012e-02
5.875476089621215259e+00,3.017387772844945175e+02,1.381411632059579286e-01,1.387609487722665513e-01
4.298499537519416269e-01,3.057368191671583304e+02,-4.444891589551913658e-02,-4.620924468764191217e-02
1.103894965195655192e-01,3.033048964595893722e+02,-9.244592999003221900e-02,-9.347679412606775540e-02
4.492071844039665862e+00,2.987941911143328753e+02,1.123503076857387817e-01,1.123898305762721650e-01
1.329516926206465999e-01,3.173077545382616904e+02,-9.064231909517458941e-02,-9.200337849347965669e-02
1.534560394606344080e-01,3.018255057884440475e+02,-8.165660271133649839e-02,-8.162860844708733077e-02
8.440407864556057405e+00,3.168698654244836916e+02,1.813693079236539107e-01,1.813144448056354385e-01
3.211669417546747951e+00,3.069950153241532007e+02,8.548551371405836707e-02,8.638425350291653593e-02
4.739236760972255214e-01,3.154074640364945026e+02,-4.141592786394400483e-02,-4.233071821575729726e-02
1.838051532194760473e-01,3.099682474810086319e+02,-7.776103841878796719e-02,-7.838694494242960664e-02
5.935552440787811301e-01,3.040772850278158330e+02,-2.951690667808564913e-02,-2.918372499338465001e-02
4.768587824342073178e-01,3.114893595716736172e+02,-4.062772058356382138e-02,-4.308528417376962516e-02
5.608960775066551996e+00,3.117639481661494756e+02,1.384161550031011434e-01,1.415161973020157282e-01
6.878694703569857571e-01,3.160812509574745945e+02,-2.300946509832878933e-02,-2.370811582879055884e-02
1.459116645981253235e-01,3.038241000285117934e+02,-8.382704990272304979e-02,-8.455688495544860794e-02
7.138556557697487648e+00,3.058886580100842707e+02,1.586755074957947320e-01,1.595366350066984573e-01
1.756413342058522620e+00,3.129271381549684179e+02,3.729378073967402896e-02,3.725394889823834682e-02
1.711668717495149206e-01,3.054429753337536795e+02,-7.902538273412211545e-02,-8.080481135282570337e-02
1.684024168688653400e-01,3.086108309772106395e+02,-8.039099180513087362e-02,-7.976406442503826411e-02
8.548038751707016658e-01,2.970636892781211600e+02,-1.029165985544777499e-02,-9.436282021448565843e-03
1.528192033542694339e-01,3.192829681512510547e+02,-8.650967280898583245e-02,-8.695961908246177541e-02
1.834443686589554146e+00,3.090791550265311116e+02,4.009190430806418987e-02,3.981030394977216197e-02
1.709100425070697593e+00,3.095164211023449070e+02,3.482560274124353594e-02,3.531158733850292553e-02
